HOG	OG	Gene Tree Parent Clade	Auxenochlorella_protothecoides	Chlorella_A99	Chlorella_KRBP	Chlorella_Sorokiniana1602	Chlorella_VariabilisNC64A	Chlorella_Vulgaris2111P	Coccomyxa_SubellipsoideaC169	Micractinium_SAG24180	Scenedesmus_NREL	Scenedesmus_PABB004
N7.HOG0004856	OG0003159	n0					XP_005849826.1 hypothetical protein CHLNCDRAFT_57254 [Chlorella variabilis]	KAI3438625.1 hypothetical protein D9Q98_001047 [Chlorella vulgaris]				
N7.HOG0004857	OG0003160	n0					XP_005844155.1 hypothetical protein CHLNCDRAFT_56324 [Chlorella variabilis]	KAI3426082.1 hypothetical protein D9Q98_008050 [Chlorella vulgaris]				
N7.HOG0004858	OG0003161	n0					XP_005848383.1 hypothetical protein CHLNCDRAFT_145161 [Chlorella variabilis]	KAI3426503.1 hypothetical protein D9Q98_008868 [Chlorella vulgaris]				
N7.HOG0004859	OG0003162	n0					XP_005848526.1 hypothetical protein CHLNCDRAFT_48751 [Chlorella variabilis]	KAI3426382.1 hypothetical protein D9Q98_008753 [Chlorella vulgaris]				
N7.HOG0004860	OG0003163	n0					XP_005845990.1 hypothetical protein CHLNCDRAFT_53380 [Chlorella variabilis]	KAI3431345.1 hypothetical protein D9Q98_004403 [Chlorella vulgaris]				
N7.HOG0004861	OG0003164	n0					XP_005845210.1 hypothetical protein CHLNCDRAFT_26258 [Chlorella variabilis]	KAI3424875.1 hypothetical protein D9Q98_008259 [Chlorella vulgaris]				
N7.HOG0004862	OG0003165	n0					XP_005847394.1 hypothetical protein CHLNCDRAFT_48832 [Chlorella variabilis]	KAI3428696.1 hypothetical protein D9Q98_007519 [Chlorella vulgaris]				
N7.HOG0004863	OG0003166	n0					XP_005848584.1 hypothetical protein CHLNCDRAFT_48764 [Chlorella variabilis]	KAI3426505.1 hypothetical protein D9Q98_008870 [Chlorella vulgaris]				
N7.HOG0004864	OG0003167	n0					XP_005848319.1 hypothetical protein CHLNCDRAFT_144988 [Chlorella variabilis]	KAI3426347.1 hypothetical protein D9Q98_008720 [Chlorella vulgaris]				
N7.HOG0004865	OG0003168	n0					XP_005851079.1 hypothetical protein CHLNCDRAFT_48452 [Chlorella variabilis]	KAI3433940.1 hypothetical protein D9Q98_003742 [Chlorella vulgaris]				
N7.HOG0004866	OG0003169	n0					XP_005849821.1 expressed protein [Chlorella variabilis]	KAI3438618.1 hypothetical protein D9Q98_001041 [Chlorella vulgaris]				
N7.HOG0004867	OG0003170	n0					XP_005851082.1 hypothetical protein CHLNCDRAFT_19302 [Chlorella variabilis]	KAI3433949.1 hypothetical protein D9Q98_003751 [Chlorella vulgaris]				
N7.HOG0004868	OG0003171	n0					XP_005849833.1 hypothetical protein CHLNCDRAFT_56078 [Chlorella variabilis]	KAI3438647.1 hypothetical protein D9Q98_001069 [Chlorella vulgaris]				
N7.HOG0004869	OG0003172	n0					XP_005848341.1 hypothetical protein CHLNCDRAFT_48752 [Chlorella variabilis]	KAI3426392.1 hypothetical protein D9Q98_008763 [Chlorella vulgaris]				
N7.HOG0004870	OG0003173	n0					XP_005849635.1 hypothetical protein CHLNCDRAFT_34754 [Chlorella variabilis]	KAI3438769.1 hypothetical protein D9Q98_001187 [Chlorella vulgaris]				
N7.HOG0004871	OG0003174	n0					XP_005848503.1 hypothetical protein CHLNCDRAFT_144977 [Chlorella variabilis]	KAI3426339.1 hypothetical protein D9Q98_008712 [Chlorella vulgaris]				
N7.HOG0004872	OG0003175	n0					XP_005848342.1 hypothetical protein CHLNCDRAFT_57654 [Chlorella variabilis]	KAI3426394.1 hypothetical protein D9Q98_008765 [Chlorella vulgaris]				
N7.HOG0004873	OG0003176	n0					XP_005844405.1 hypothetical protein CHLNCDRAFT_139073 [Chlorella variabilis]	KAI3432884.1 hypothetical protein D9Q98_010466 [Chlorella vulgaris]				
N7.HOG0004874	OG0003177	n0					XP_005842864.1 hypothetical protein CHLNCDRAFT_142561 [Chlorella variabilis]	KAI3424253.1 hypothetical protein D9Q98_009607 [Chlorella vulgaris], KAI3424252.1 hypothetical protein D9Q98_009607 [Chlorella vulgaris]				
N7.HOG0004875	OG0003178	n0					XP_005843824.1 hypothetical protein CHLNCDRAFT_139890 [Chlorella variabilis]	KAI3438996.1 hypothetical protein D9Q98_001408 [Chlorella vulgaris]				
N7.HOG0004876	OG0003179	n0					XP_005843388.1 hypothetical protein CHLNCDRAFT_141224 [Chlorella variabilis]	KAI3430487.1 hypothetical protein D9Q98_005082 [Chlorella vulgaris]				
N7.HOG0004877	OG0003180	n0					XP_005844459.1 hypothetical protein CHLNCDRAFT_54387 [Chlorella variabilis]	KAI3430424.1 hypothetical protein D9Q98_005019 [Chlorella vulgaris]				
N7.HOG0004878	OG0003181	n0					XP_005851106.1 hypothetical protein CHLNCDRAFT_137656 [Chlorella variabilis]	KAI3433832.1 hypothetical protein D9Q98_003636 [Chlorella vulgaris]				
N7.HOG0004879	OG0003182	n4					XP_005845418.1 hypothetical protein CHLNCDRAFT_137002 [Chlorella variabilis]	KAI3436212.1 hypothetical protein D9Q98_002266 [Chlorella vulgaris]				
N7.HOG0004880	OG0003182	n6					XP_005846937.1 hypothetical protein CHLNCDRAFT_48889 [Chlorella variabilis]					
N7.HOG0004881	OG0003183	n0					XP_005851441.1 hypothetical protein CHLNCDRAFT_56697 [Chlorella variabilis]	KAI3433722.1 hypothetical protein D9Q98_003530 [Chlorella vulgaris]				
N7.HOG0004882	OG0003185	n3					XP_005850148.1 hypothetical protein CHLNCDRAFT_34452 [Chlorella variabilis]	KAI3428270.1 hypothetical protein D9Q98_006649 [Chlorella vulgaris]				
N7.HOG0004883	OG0003185	n6						KAI3428271.1 hypothetical protein D9Q98_006650 [Chlorella vulgaris]				
N7.HOG0004884	OG0003186	n0					XP_005851562.1 hypothetical protein CHLNCDRAFT_138040 [Chlorella variabilis]	KAI3433472.1 hypothetical protein D9Q98_003284 [Chlorella vulgaris], KAI3433470.1 hypothetical protein D9Q98_003282 [Chlorella vulgaris]				
N7.HOG0004885	OG0003187	n0					XP_005851596.1 hypothetical protein CHLNCDRAFT_56782 [Chlorella variabilis]	KAI3433401.1 hypothetical protein D9Q98_003217 [Chlorella vulgaris]				
N7.HOG0004886	OG0003188	n1						KAI3425843.1 hypothetical protein D9Q98_007817 [Chlorella vulgaris]				
N7.HOG0004887	OG0003188	n5					XP_005845808.1 expressed protein [Chlorella variabilis]	KAI3425157.1 hypothetical protein D9Q98_008928 [Chlorella vulgaris]				
N7.HOG0004888	OG0003188	n7					XP_005847224.1 expressed protein [Chlorella variabilis]	KAI3428759.1 hypothetical protein D9Q98_007581 [Chlorella vulgaris]				
N7.HOG0004889	OG0003189	n2						KAI3435764.1 hypothetical protein D9Q98_001822 [Chlorella vulgaris], KAI3435766.1 hypothetical protein D9Q98_001824 [Chlorella vulgaris]				
N7.HOG0004890	OG0003189	n5					XP_005846642.1 hypothetical protein CHLNCDRAFT_135311 [Chlorella variabilis]	KAI3425036.1 hypothetical protein D9Q98_008414 [Chlorella vulgaris]				
N7.HOG0004891	OG0003189	n6					XP_005844697.1 hypothetical protein CHLNCDRAFT_138622 [Chlorella variabilis]					
N7.HOG0004892	OG0003190	n2					XP_005848886.1 hypothetical protein CHLNCDRAFT_144273 [Chlorella variabilis]					
N7.HOG0004893	OG0003190	n5					XP_005852146.1 hypothetical protein CHLNCDRAFT_133272 [Chlorella variabilis]					
N7.HOG0004894	OG0003191	n0					XP_005851899.1 hypothetical protein CHLNCDRAFT_33649 [Chlorella variabilis]	KAI3429735.1 hypothetical protein D9Q98_010050 [Chlorella vulgaris]				
N7.HOG0004895	OG0003192	n0					XP_005847643.1 hypothetical protein CHLNCDRAFT_23323 [Chlorella variabilis]	KAI3425907.1 hypothetical protein D9Q98_007879 [Chlorella vulgaris]				
N7.HOG0004896	OG0003193	n0					XP_005844630.1 hypothetical protein CHLNCDRAFT_54474 [Chlorella variabilis]	KAI3430262.1 hypothetical protein D9Q98_004858 [Chlorella vulgaris], KAI3430330.1 hypothetical protein D9Q98_004925 [Chlorella vulgaris]				
N7.HOG0004897	OG0003194	n0					XP_005848951.1 hypothetical protein CHLNCDRAFT_144442 [Chlorella variabilis]	KAI3426959.1 hypothetical protein D9Q98_006903 [Chlorella vulgaris]				
N7.HOG0004898	OG0003195	n0					XP_005845433.1 expressed protein [Chlorella variabilis]					
N7.HOG0004899	OG0003196	n0					XP_005848392.1 hypothetical protein CHLNCDRAFT_144676 [Chlorella variabilis]	KAI3426108.1 hypothetical protein D9Q98_008487 [Chlorella vulgaris]				
N7.HOG0004900	OG0003197	n0					XP_005848504.1 hypothetical protein CHLNCDRAFT_30835 [Chlorella variabilis]	KAI3426341.1 hypothetical protein D9Q98_008714 [Chlorella vulgaris]				
N7.HOG0004901	OG0003198	n0					XP_005848231.1 hypothetical protein CHLNCDRAFT_48732 [Chlorella variabilis]	KAI3426179.1 hypothetical protein D9Q98_008556 [Chlorella vulgaris]				
N7.HOG0004902	OG0003199	n0					XP_005848417.1 hypothetical protein CHLNCDRAFT_51750 [Chlorella variabilis]	KAI3426166.1 hypothetical protein D9Q98_008543 [Chlorella vulgaris]				
N7.HOG0004903	OG0003201	n2					XP_005844011.1 hypothetical protein CHLNCDRAFT_59064 [Chlorella variabilis]	KAI3430613.1 hypothetical protein D9Q98_005205 [Chlorella vulgaris]				
N7.HOG0004904	OG0003201	n6					XP_005851243.1 hypothetical protein CHLNCDRAFT_137966 [Chlorella variabilis]	KAI3433543.1 hypothetical protein D9Q98_003353 [Chlorella vulgaris]				
N7.HOG0004905	OG0003202	n0					XP_005844833.1 hypothetical protein CHLNCDRAFT_9136_ partial [Chlorella variabilis]	KAI3431742.1 hypothetical protein D9Q98_004784 [Chlorella vulgaris]				
N7.HOG0004906	OG0003203	n0					XP_005843770.1 hypothetical protein CHLNCDRAFT_139894 [Chlorella variabilis]	KAI3439000.1 hypothetical protein D9Q98_001412 [Chlorella vulgaris]				
N7.HOG0004907	OG0003204	n0					XP_005850465.1 hypothetical protein CHLNCDRAFT_142438 [Chlorella variabilis]	KAI3428832.1 hypothetical protein D9Q98_007649 [Chlorella vulgaris]				
N7.HOG0004908	OG0003205	n0					XP_005850384.1 hypothetical protein CHLNCDRAFT_142258 [Chlorella variabilis]	KAI3428250.1 hypothetical protein D9Q98_006629 [Chlorella vulgaris]				
N7.HOG0004909	OG0003206	n0					XP_005848022.1 hypothetical protein CHLNCDRAFT_10674_ partial [Chlorella variabilis]	KAI3437569.1 hypothetical protein D9Q98_000022 [Chlorella vulgaris]				
N7.HOG0004910	OG0003207	n0					XP_005848140.1 hypothetical protein CHLNCDRAFT_145478 [Chlorella variabilis]	KAI3437694.1 hypothetical protein D9Q98_000143 [Chlorella vulgaris]				
N7.HOG0004911	OG0003208	n0					XP_005847954.1 hypothetical protein CHLNCDRAFT_48784 [Chlorella variabilis]	KAI3437752.1 hypothetical protein D9Q98_000200 [Chlorella vulgaris]				
N7.HOG0004912	OG0003209	n0					XP_005848310.1 hypothetical protein CHLNCDRAFT_22556_ partial [Chlorella variabilis]	KAI3426333.1 hypothetical protein D9Q98_008706 [Chlorella vulgaris]				
N7.HOG0004913	OG0003210	n0					XP_005847452.1 hypothetical protein CHLNCDRAFT_134366 [Chlorella variabilis], XP_005847451.1 hypothetical protein CHLNCDRAFT_134365 [Chlorella variabilis]	KAI3428570.1 hypothetical protein D9Q98_007392 [Chlorella vulgaris]				
N7.HOG0004914	OG0003211	n0					XP_005847105.1 hypothetical protein CHLNCDRAFT_134819 [Chlorella variabilis]	KAI3438132.1 hypothetical protein D9Q98_000573 [Chlorella vulgaris]				
N7.HOG0004915	OG0003212	n0					XP_005845123.1 hypothetical protein CHLNCDRAFT_26298_ partial [Chlorella variabilis]	KAI3424929.1 hypothetical protein D9Q98_008313 [Chlorella vulgaris]				
N7.HOG0004916	OG0003213	n3						KAI3424745.1 hypothetical protein D9Q98_008134 [Chlorella vulgaris]				
N7.HOG0004917	OG0003213	n5						KAI3430808.1 hypothetical protein D9Q98_009219 [Chlorella vulgaris]				
N7.HOG0004918	OG0003214	n0					XP_005849980.1 hypothetical protein CHLNCDRAFT_141888 [Chlorella variabilis]	KAI3427939.1 hypothetical protein D9Q98_006329 [Chlorella vulgaris]				
N7.HOG0004919	OG0003215	n0						KAI3432441.1 hypothetical protein D9Q98_003994 [Chlorella vulgaris]				
N7.HOG0004920	OG0003216	n0					XP_005844376.1 hypothetical protein CHLNCDRAFT_58960 [Chlorella variabilis]	KAI3432395.1 hypothetical protein D9Q98_003951 [Chlorella vulgaris], KAI3432396.1 hypothetical protein D9Q98_003952 [Chlorella vulgaris]				
N7.HOG0004921	OG0003217	n0					XP_005846545.1 hypothetical protein CHLNCDRAFT_31860 [Chlorella variabilis]	KAI3435649.1 hypothetical protein D9Q98_001707 [Chlorella vulgaris]				
N7.HOG0004922	OG0003218	n0					XP_005846486.1 hypothetical protein CHLNCDRAFT_10776_ partial [Chlorella variabilis]	KAI3435805.1 hypothetical protein D9Q98_001863 [Chlorella vulgaris]				
N7.HOG0004923	OG0003219	n0					XP_005846447.1 hypothetical protein CHLNCDRAFT_24942_ partial [Chlorella variabilis]	KAI3435886.1 hypothetical protein D9Q98_001944 [Chlorella vulgaris]				
N7.HOG0004924	OG0003220	n0					XP_005845492.1 hypothetical protein CHLNCDRAFT_25917 [Chlorella variabilis]	KAI3436072.1 hypothetical protein D9Q98_002130 [Chlorella vulgaris]				
N7.HOG0004925	OG0003221	n0					XP_005843746.1 hypothetical protein CHLNCDRAFT_139828 [Chlorella variabilis]	KAI3438943.1 hypothetical protein D9Q98_001357 [Chlorella vulgaris]				
N7.HOG0004926	OG0003222	n0					XP_005849473.1 hypothetical protein CHLNCDRAFT_142758 [Chlorella variabilis], XP_005849474.1 hypothetical protein CHLNCDRAFT_142759 [Chlorella variabilis]	KAI3438442.1 hypothetical protein D9Q98_000872 [Chlorella vulgaris]				
N7.HOG0004927	OG0003223	n0					XP_005849742.1 hypothetical protein CHLNCDRAFT_57191 [Chlorella variabilis]	KAI3438440.1 hypothetical protein D9Q98_000871 [Chlorella vulgaris], KAI3438441.1 hypothetical protein D9Q98_000871 [Chlorella vulgaris]				
N7.HOG0004928	OG0003224	n0					XP_005849487.1 hypothetical protein CHLNCDRAFT_50899 [Chlorella variabilis]	KAI3438475.1 hypothetical protein D9Q98_000904 [Chlorella vulgaris]				
N7.HOG0004929	OG0003225	n0					XP_005848406.1 expressed protein [Chlorella variabilis]	KAI3439100.1 hypothetical protein D9Q98_001509 [Chlorella vulgaris], KAI3439059.1 hypothetical protein D9Q98_001469 [Chlorella vulgaris], KAI3439062.1 hypothetical protein D9Q98_001472 [Chlorella vulgaris], KAI3439057.1 hypothetical protein D9Q98_001467 [Chlorella vulgaris], KAI3439058.1 hypothetical protein D9Q98_001468 [Chlorella vulgaris], KAI3432301.1 hypothetical protein D9Q98_003861 [Chlorella vulgaris]				
N7.HOG0004930	OG0003226	n0					XP_005847048.1 hypothetical protein CHLNCDRAFT_134697 [Chlorella variabilis]	KAI3438255.1 hypothetical protein D9Q98_000691 [Chlorella vulgaris]				
N7.HOG0004931	OG0003227	n0					XP_005847344.1 hypothetical protein CHLNCDRAFT_23797 [Chlorella variabilis]	KAI3428440.1 hypothetical protein D9Q98_007267 [Chlorella vulgaris]				
N7.HOG0004932	OG0003228	n0						KAI3428587.1 hypothetical protein D9Q98_007409 [Chlorella vulgaris]				
N7.HOG0004933	OG0003229	n0						KAI3428532.1 hypothetical protein D9Q98_007355 [Chlorella vulgaris]				
N7.HOG0004934	OG0003230	n0					XP_005845642.1 hypothetical protein CHLNCDRAFT_32096 [Chlorella variabilis]	KAI3424192.1 hypothetical protein D9Q98_009548 [Chlorella vulgaris]				
N7.HOG0004935	OG0003231	n0					XP_005848029.1 hypothetical protein CHLNCDRAFT_145197 [Chlorella variabilis]	KAI3437924.1 hypothetical protein D9Q98_000369 [Chlorella vulgaris]				
N7.HOG0004936	OG0003232	n6					XP_005850844.1 hypothetical protein CHLNCDRAFT_140438 [Chlorella variabilis]	KAI3436871.1 hypothetical protein D9Q98_006281 [Chlorella vulgaris]				
N7.HOG0004937	OG0003232	n7					XP_005850843.1 hypothetical protein CHLNCDRAFT_140437 [Chlorella variabilis]	KAI3436872.1 hypothetical protein D9Q98_006282 [Chlorella vulgaris]				
N7.HOG0004938	OG0003233	n0					XP_005850924.1 hypothetical protein CHLNCDRAFT_140645 [Chlorella variabilis]	KAI3436683.1 hypothetical protein D9Q98_006099 [Chlorella vulgaris], KAI3436684.1 hypothetical protein D9Q98_006099 [Chlorella vulgaris]				
N7.HOG0004939	OG0003234	n0					XP_005851039.1 hypothetical protein CHLNCDRAFT_19536_ partial [Chlorella variabilis]	KAI3436422.1 hypothetical protein D9Q98_005839 [Chlorella vulgaris]				
N7.HOG0004940	OG0003235	n0					XP_005850991.1 hypothetical protein CHLNCDRAFT_19514 [Chlorella variabilis]	KAI3436546.1 hypothetical protein D9Q98_005962 [Chlorella vulgaris]				
N7.HOG0004941	OG0003236	n0					XP_005849237.1 hypothetical protein CHLNCDRAFT_30521_ partial [Chlorella variabilis]	KAI3434998.1 hypothetical protein D9Q98_003050 [Chlorella vulgaris]				
N7.HOG0004942	OG0003237	n0					XP_005849263.1 hypothetical protein CHLNCDRAFT_143524 [Chlorella variabilis]	KAI3434948.1 hypothetical protein D9Q98_003002 [Chlorella vulgaris]				
N7.HOG0004943	OG0003238	n6					XP_005849368.1 hypothetical protein CHLNCDRAFT_143830 [Chlorella variabilis]	KAI3434723.1 hypothetical protein D9Q98_002784 [Chlorella vulgaris]				
N7.HOG0004944	OG0003238	n7					XP_005849369.1 hypothetical protein CHLNCDRAFT_143831 [Chlorella variabilis]					
N7.HOG0004945	OG0003239	n0					XP_005849360.1 hypothetical protein CHLNCDRAFT_12433_ partial [Chlorella variabilis]	KAI3434747.1 hypothetical protein D9Q98_002807 [Chlorella vulgaris]				
N7.HOG0004946	OG0003240	n0					XP_005848691.1 hypothetical protein CHLNCDRAFT_48717 [Chlorella variabilis]	KAI3427068.1 hypothetical protein D9Q98_007008 [Chlorella vulgaris]				
N7.HOG0004947	OG0003241	n0					XP_005850590.1 hypothetical protein CHLNCDRAFT_56876 [Chlorella variabilis]	KAI3436796.1 hypothetical protein D9Q98_006207 [Chlorella vulgaris], KAI3436797.1 hypothetical protein D9Q98_006207 [Chlorella vulgaris]				
N7.HOG0004948	OG0003242	n0					XP_005850887.1 hypothetical protein CHLNCDRAFT_140548 [Chlorella variabilis]	KAI3436765.1 hypothetical protein D9Q98_006177 [Chlorella vulgaris]				
N7.HOG0004949	OG0003243	n0					XP_005850683.1 hypothetical protein CHLNCDRAFT_19955 [Chlorella variabilis]	KAI3436601.1 hypothetical protein D9Q98_006018 [Chlorella vulgaris]				
N7.HOG0004950	OG0003244	n0					XP_005850479.1 hypothetical protein CHLNCDRAFT_140272 [Chlorella variabilis]	KAI3435565.1 hypothetical protein D9Q98_001630 [Chlorella vulgaris]				
N7.HOG0004951	OG0003245	n0						KAI3429473.1 hypothetical protein D9Q98_005565 [Chlorella vulgaris]				
N7.HOG0004952	OG0003246	n0					XP_005851777.1 hypothetical protein CHLNCDRAFT_15412_ partial [Chlorella variabilis]	KAI3429500.1 hypothetical protein D9Q98_005589 [Chlorella vulgaris]				
N7.HOG0004953	OG0003247	n0					XP_005845480.1 hypothetical protein CHLNCDRAFT_25985_ partial [Chlorella variabilis], XP_005845476.1 hypothetical protein CHLNCDRAFT_137142 [Chlorella variabilis]	KAI3436108.1 hypothetical protein D9Q98_002166 [Chlorella vulgaris]				
N7.HOG0004954	OG0003248	n0					XP_005850481.1 hypothetical protein CHLNCDRAFT_56820 [Chlorella variabilis]	KAI3435568.1 hypothetical protein D9Q98_001633 [Chlorella vulgaris]				
N7.HOG0004955	OG0003249	n0					XP_005846887.1 hypothetical protein CHLNCDRAFT_23959 [Chlorella variabilis]	KAI3438216.1 hypothetical protein D9Q98_000653 [Chlorella vulgaris]				
N7.HOG0004956	OG0003250	n0					XP_005849840.1 hypothetical protein CHLNCDRAFT_56079 [Chlorella variabilis]	KAI3438655.1 hypothetical protein D9Q98_001077 [Chlorella vulgaris]				
N7.HOG0004957	OG0003251	n0					XP_005843478.1 hypothetical protein CHLNCDRAFT_7260_ partial [Chlorella variabilis]	KAI3439135.1 hypothetical protein D9Q98_001543 [Chlorella vulgaris]				
N7.HOG0004958	OG0003252	n0					XP_005844434.1 hypothetical protein CHLNCDRAFT_139139 [Chlorella variabilis]	KAI3432808.1 hypothetical protein D9Q98_010391 [Chlorella vulgaris], KAI3432809.1 hypothetical protein D9Q98_010392 [Chlorella vulgaris]				
N7.HOG0004959	OG0003253	n0					XP_005848485.1 hypothetical protein CHLNCDRAFT_35116 [Chlorella variabilis]	KAI3426300.1 hypothetical protein D9Q98_008673 [Chlorella vulgaris]				
N7.HOG0004960	OG0003254	n0					XP_005850909.1 hypothetical protein CHLNCDRAFT_19893 [Chlorella variabilis]	KAI3436717.1 hypothetical protein D9Q98_006132 [Chlorella vulgaris], KAI3436715.1 hypothetical protein D9Q98_006130 [Chlorella vulgaris]				
N7.HOG0004961	OG0003255	n0					XP_005845006.1 hypothetical protein CHLNCDRAFT_54240 [Chlorella variabilis]	KAI3431581.1 hypothetical protein D9Q98_004631 [Chlorella vulgaris]				
N7.HOG0004962	OG0003256	n0					XP_005845389.1 hypothetical protein CHLNCDRAFT_25996 [Chlorella variabilis]	KAI3436281.1 hypothetical protein D9Q98_002334 [Chlorella vulgaris]				
N7.HOG0004963	OG0003257	n0					XP_005851581.1 hypothetical protein CHLNCDRAFT_33911 [Chlorella variabilis]	KAI3433427.1 hypothetical protein D9Q98_003242 [Chlorella vulgaris]				
N7.HOG0004964	OG0003258	n4					XP_005847439.1 hypothetical protein CHLNCDRAFT_35608 [Chlorella variabilis]					
N7.HOG0004965	OG0003258	n5					XP_005847440.1 expressed protein [Chlorella variabilis]	KAI3428605.1 hypothetical protein D9Q98_007428 [Chlorella vulgaris]				
N7.HOG0004966	OG0003259	n0					XP_005844163.1 hypothetical protein CHLNCDRAFT_139288 [Chlorella variabilis]	KAI3426101.1 hypothetical protein D9Q98_008069 [Chlorella vulgaris]				
N7.HOG0004967	OG0003260	n0					XP_005847938.1 hypothetical protein CHLNCDRAFT_52070 [Chlorella variabilis], XP_005847939.1 expressed protein [Chlorella variabilis]	KAI3437780.1 hypothetical protein D9Q98_000227 [Chlorella vulgaris]				
N7.HOG0004968	OG0003261	n0					XP_005845951.1 hypothetical protein CHLNCDRAFT_14586_ partial [Chlorella variabilis]	KAI3431275.1 hypothetical protein D9Q98_004336 [Chlorella vulgaris]				
N7.HOG0004969	OG0003262	n0					XP_005850471.1 hypothetical protein CHLNCDRAFT_57159 [Chlorella variabilis]	KAI3428798.1 hypothetical protein D9Q98_007617 [Chlorella vulgaris], KAI3428797.1 hypothetical protein D9Q98_007616 [Chlorella vulgaris]				
N7.HOG0004970	OG0003263	n0					XP_005848797.1 hypothetical protein CHLNCDRAFT_144060 [Chlorella variabilis]	KAI3427279.1 hypothetical protein D9Q98_007211 [Chlorella vulgaris]				
N7.HOG0004971	OG0003264	n0						KAI3427384.1 hypothetical protein D9Q98_010299 [Chlorella vulgaris], KAI3427383.1 hypothetical protein D9Q98_010299 [Chlorella vulgaris]				
N7.HOG0004972	OG0003265	n1						KAI3430600.1 hypothetical protein D9Q98_005193 [Chlorella vulgaris]				
N7.HOG0004973	OG0003265	n2					XP_005843310.1 hypothetical protein CHLNCDRAFT_55220 [Chlorella variabilis]	KAI3431002.1 hypothetical protein D9Q98_009404 [Chlorella vulgaris]				
N7.HOG0004974	OG0003266	n4					XP_005842952.1 hypothetical protein CHLNCDRAFT_55513 [Chlorella variabilis]					
N7.HOG0004975	OG0003266	n6					XP_005845615.1 hypothetical protein CHLNCDRAFT_59736 [Chlorella variabilis]					
N7.HOG0004976	OG0003267	n0					XP_005843690.1 hypothetical protein CHLNCDRAFT_59200 [Chlorella variabilis]	KAI3424280.1 hypothetical protein D9Q98_009835 [Chlorella vulgaris]				
N7.HOG0004977	OG0003268	n1					XP_005848114.1 hypothetical protein CHLNCDRAFT_145416 [Chlorella variabilis]	KAI3437751.1 hypothetical protein D9Q98_000199 [Chlorella vulgaris]				
N7.HOG0004978	OG0003268	n6						KAI3437720.1 hypothetical protein D9Q98_000168 [Chlorella vulgaris]				
N7.HOG0004979	OG0003269	n0					XP_005844677.1 hypothetical protein CHLNCDRAFT_138581 [Chlorella variabilis], XP_005844757.1 hypothetical protein CHLNCDRAFT_58790 [Chlorella variabilis]	KAI3430768.1 hypothetical protein D9Q98_009180 [Chlorella vulgaris]				
N7.HOG0004980	OG0003270	n0					XP_005844745.1 hypothetical protein CHLNCDRAFT_58780 [Chlorella variabilis]	KAI3432783.1 hypothetical protein D9Q98_010368 [Chlorella vulgaris]				
N7.HOG0004981	OG0003271	n2					XP_005844035.1 hypothetical protein CHLNCDRAFT_139590_ partial [Chlorella variabilis]					
N7.HOG0004982	OG0003271	n4					XP_005844754.1 hypothetical protein CHLNCDRAFT_26510_ partial [Chlorella variabilis]	KAI3430767.1 hypothetical protein D9Q98_009179 [Chlorella vulgaris]				
N7.HOG0004983	OG0003271	n6					XP_005850580.1 hypothetical protein CHLNCDRAFT_19946_ partial [Chlorella variabilis]					
N7.HOG0004984	OG0003272	n0					XP_005846596.1 hypothetical protein CHLNCDRAFT_135181 [Chlorella variabilis]	KAI3423855.1 hypothetical protein D9Q98_009689 [Chlorella vulgaris]				
N7.HOG0004985	OG0003273	n0					XP_005845555.1 hypothetical protein CHLNCDRAFT_136710 [Chlorella variabilis]	KAI3424130.1 hypothetical protein D9Q98_009490 [Chlorella vulgaris], KAI3424129.1 hypothetical protein D9Q98_009490 [Chlorella vulgaris]				
N7.HOG0004986	OG0003274	n4					XP_005844614.1 expressed protein [Chlorella variabilis]	KAI3436394.1 hypothetical protein D9Q98_005811 [Chlorella vulgaris]				
N7.HOG0004987	OG0003274	n6					XP_005843411.1 hypothetical protein CHLNCDRAFT_141268 [Chlorella variabilis]	KAI3430451.1 hypothetical protein D9Q98_005046 [Chlorella vulgaris]				
N7.HOG0004988	OG0003275	n0					XP_005852021.1 hypothetical protein CHLNCDRAFT_132967 [Chlorella variabilis], XP_005845950.1 hypothetical protein CHLNCDRAFT_135935 [Chlorella variabilis], XP_005844088.1 hypothetical protein CHLNCDRAFT_139493 [Chlorella variabilis], XP_005844540.1 hypothetical protein CHLNCDRAFT_138966 [Chlorella variabilis], XP_005844541.1 hypothetical protein CHLNCDRAFT_138967 [Chlorella variabilis], XP_005844626.1 hypothetical protein CHLNCDRAFT_138930 [Chlorella variabilis], XP_005844548.1 hypothetical protein CHLNCDRAFT_54500 [Chlorella variabilis]					
N7.HOG0004989	OG0003276	n0					XP_005843218.1 hypothetical protein CHLNCDRAFT_55281 [Chlorella variabilis]	KAI3431864.1 hypothetical protein D9Q98_010615 [Chlorella vulgaris]				
N7.HOG0004990	OG0003277	n0					XP_005843243.1 hypothetical protein CHLNCDRAFT_141349 [Chlorella variabilis], XP_005843291.1 hypothetical protein CHLNCDRAFT_141352 [Chlorella variabilis]					
N7.HOG0004991	OG0003278	n0					XP_005846768.1 hypothetical protein CHLNCDRAFT_52984 [Chlorella variabilis]	KAI3425088.1 hypothetical protein D9Q98_008466 [Chlorella vulgaris]				
N7.HOG0004992	OG0003279	n1					XP_005844247.1 hypothetical protein CHLNCDRAFT_139284 [Chlorella variabilis]	KAI3426097.1 hypothetical protein D9Q98_008065 [Chlorella vulgaris]				
