HOG	OG	Gene Tree Parent Clade	Auxenochlorella_protothecoides	Chlorella_A99	Chlorella_KRBP	Chlorella_Sorokiniana1602	Chlorella_VariabilisNC64A	Chlorella_Vulgaris2111P	Coccomyxa_SubellipsoideaC169	Micractinium_SAG24180	Scenedesmus_NREL	Scenedesmus_PABB004
N8.HOG0003883	OG0002469	n2				PRW58070.1 Dol-P-Man_Man_5_ c_2_-PP-Dol alpha-1_3-mannosyltransferase isoform B [Chlorella sorokiniana]						
N8.HOG0003884	OG0002469	n3				PRW58069.1 Dol-P-Man_Man_5_ c_2_-PP-Dol alpha-1_3-mannosyltransferase isoform A [Chlorella sorokiniana]				PSC73067.1 Dol-P-Man_Man_5_ c_2_-PP-Dol alpha-1_3-mannosyltransferase [Micractinium conductrix]		
N8.HOG0003885	OG0002470	n0				PRW44322.1 Surfeit locus 1 [Chlorella sorokiniana]				PSC69935.1 Surfeit locus 1 [Micractinium conductrix]		
N8.HOG0003886	OG0002471	n0				PRW21108.1 multidrug resistance-associated 1 isoform X3 [Chlorella sorokiniana]				PSC71782.1 Multidrug resistance-associated 4 [Micractinium conductrix]		
N8.HOG0003887	OG0002472	n0				PRW21004.1 Vacuolar transporter chaperone 1 [Chlorella sorokiniana]				PSC71681.1 Vacuolar transporter chaperone 1 [Micractinium conductrix]		
N8.HOG0003888	OG0002473	n0				PRW34096.1 RNA polymerase I-specific transcription initiation factor RRN3-like [Chlorella sorokiniana]				PSC70161.1 RNA polymerase I-specific transcription initiation factor RRN3-like [Micractinium conductrix]		
N8.HOG0003889	OG0002474	n0				PRW57074.1 carboxyl-terminal-processing peptidase chloroplastic [Chlorella sorokiniana]				PSC70752.1 Carboxyl-terminal-processing protease [Micractinium conductrix]		
N8.HOG0003890	OG0002475	n0				PRW60493.1 ATP-dependent helicase hrq1 isoform X1 [Chlorella sorokiniana]				PSC75167.1 DEAD-domain-containing [Micractinium conductrix]		
N8.HOG0003891	OG0002476	n5				PRW33045.1 traB domain-containing -like [Chlorella sorokiniana]				PSC70192.1 traB domain-containing -like [Micractinium conductrix]		
N8.HOG0003892	OG0002476	n6				PRW60821.1 traB domain-containing -like [Chlorella sorokiniana]				PSC74860.1 traB domain-containing -like [Micractinium conductrix]		
N8.HOG0003893	OG0002477	n0				PRW45416.1 transcription elongation factor SPT6 isoform B [Chlorella sorokiniana], PRW45415.1 transcription elongation factor SPT6 isoform A [Chlorella sorokiniana]				PSC69358.1 transcription elongation factor SPT6 [Micractinium conductrix]		
N8.HOG0003894	OG0002478	n0				PRW60263.1 hypothetical protein C2E21_1177 [Chlorella sorokiniana]				PSC74446.1 T-complex 11 [Micractinium conductrix]		
N8.HOG0003895	OG0002479	n0				PRW57519.1 putative aarF domain-containing kinase chloroplastic [Chlorella sorokiniana]				PSC70755.1 putative aarF domain-containing kinase chloroplastic [Micractinium conductrix]		
N8.HOG0003896	OG0002480	n0				PRW20735.1 ELC-like [Chlorella sorokiniana]				PSC68801.1 tumor susceptibility [Micractinium conductrix]		
N8.HOG0003897	OG0002481	n0				PRW59048.1 60S ribosomal L38 [Chlorella sorokiniana]				PSC75552.1 60S ribosomal L38 isoform B [Micractinium conductrix], PSC75553.1 60S ribosomal L38 isoform A [Micractinium conductrix]		
N8.HOG0003898	OG0002482	n0				PRW44618.1 Exosome complex exonuclease RRP44 [Chlorella sorokiniana]				PSC70895.1 Exosome complex exonuclease RRP44 [Micractinium conductrix]		
N8.HOG0003899	OG0002483	n0				PRW59022.1 DEAD-box ATP-dependent RNA helicase 8 [Chlorella sorokiniana]				PSC67841.1 hypothetical protein C2E20_8521 [Micractinium conductrix]		
N8.HOG0003900	OG0002484	n0				PRW60717.1 serine threonine phosphatase 2A 57 kDa regulatory subunit B theta isoform-like [Chlorella sorokiniana]				PSC68174.1 serine threonine phosphatase 2A 57 kDa regulatory subunit B theta isoform-like [Micractinium conductrix]		
N8.HOG0003901	OG0002485	n0				PRW45653.1 Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase mitochondrial [Chlorella sorokiniana]				PSC68189.1 Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase mitochondrial [Micractinium conductrix]		
N8.HOG0003902	OG0002486	n0				PRW57506.1 Proline dehydrogenase [Chlorella sorokiniana]				PSC69490.1 Proline dehydrogenase [Micractinium conductrix]		
N8.HOG0003903	OG0002487	n0				PRW60620.1 homocysteine S-methyltransferase isoform A [Chlorella sorokiniana], PRW60619.1 homocysteine S-methyltransferase isoform B [Chlorella sorokiniana]				PSC74839.1 homocysteine S-methyltransferase [Micractinium conductrix]		
N8.HOG0003904	OG0002488	n0				PRW20167.1 Oxidoreductase NAD-binding Rossmann fold [Chlorella sorokiniana]				PSC70700.1 1_5-anhydro-D-fructose reductase [Micractinium conductrix]		
N8.HOG0003905	OG0002489	n0				PRW20336.1 UDP-N-acetylglucosamine transferase subunit ALG14-like protein [Chlorella sorokiniana]				PSC74694.1 UDP-N-acetylglucosamine transferase subunit ALG14-like protein [Micractinium conductrix]		
N8.HOG0003906	OG0002490	n0				PRW20642.1 U3 small nucleolar RNA-associated 15 [Chlorella sorokiniana]						
N8.HOG0003907	OG0002491	n0				PRW56036.1 AP-4 complex subunit mu [Chlorella sorokiniana]				PSC72777.1 AP-4 complex subunit mu [Micractinium conductrix]		
N8.HOG0003908	OG0002492	n0				PRW56061.1 photosystem I reaction center subunit III [Chlorella sorokiniana]				PSC72813.1 Photosystem I reaction center subunit III [Micractinium conductrix]		
N8.HOG0003909	OG0002493	n0				PRW32984.1 ubiquinone biosynthesis [Chlorella sorokiniana]				PSC76530.1 ubiquinone biosynthesis [Micractinium conductrix]		
N8.HOG0003910	OG0002494	n0				PRW59759.1 putative sucrose-phosphate synthase 3 isoform X1 [Chlorella sorokiniana]				PSC69593.1 Sucrose-phosphate synthase [Micractinium conductrix]		
N8.HOG0003911	OG0002495	n0				PRW20902.1 Geranylgeranyl transferase type-2 subunit alpha [Chlorella sorokiniana]				PSC76033.1 Geranylgeranyl transferase type-2 subunit alpha [Micractinium conductrix]		
N8.HOG0003912	OG0002496	n0				PRW20894.1 folate-biopterin transporter chloroplastic [Chlorella sorokiniana]				PSC76431.1 folate-biopterin transporter chloroplastic [Micractinium conductrix]		
N8.HOG0003913	OG0002497	n0				PRW56023.1 type II cytoskeletal 2 epidermal [Chlorella sorokiniana]				PSC72931.1 hypothetical protein C2E20_3912 [Micractinium conductrix], PSC72930.1 hypothetical protein C2E20_3912 [Micractinium conductrix]		
N8.HOG0003914	OG0002498	n0				PRW60629.1 hypothetical protein C2E21_0788 [Chlorella sorokiniana]				PSC67148.1 hypothetical protein C2E20_9159 [Micractinium conductrix], PSC68717.1 hypothetical protein C2E20_7699 [Micractinium conductrix]		
N8.HOG0003915	OG0002499	n0				PRW59014.1 zinc finger CCCH domain-containing 19 [Chlorella sorokiniana], PRW39288.1 sulfatase [Chlorella sorokiniana], PRW59250.1 sulfatase [Chlorella sorokiniana], PRW55969.1 RNA binding rRNA processing [Chlorella sorokiniana]				PSC72913.1 RNA binding rRNA processing [Micractinium conductrix]		
N8.HOG0003916	OG0002500	n0				PRW58842.1 CD2 antigen cytoplasmic tail-binding 2 [Chlorella sorokiniana]				PSC67874.1 hypothetical protein C2E20_8523 [Micractinium conductrix]		
N8.HOG0003917	OG0002501	n0				PRW20751.1 survival of motor neuron-related-splicing factor 30 [Chlorella sorokiniana]				PSC74490.1 survival of motorneuron-related-splicing factor 30 [Micractinium conductrix]		
N8.HOG0003918	OG0002502	n0				PRW57084.1 N-alpha-acetyltransferase auxiliary subunit [Chlorella sorokiniana]				PSC69532.1 N-alpha-acetyltransferase auxiliary subunit [Micractinium conductrix]		
N8.HOG0003919	OG0002503	n0				PRW20900.1 RRP5-like protein [Chlorella sorokiniana]				PSC76348.1 RRP5-like protein [Micractinium conductrix]		
N8.HOG0003920	OG0002504	n0				PRW60420.1 elongator complex 4 [Chlorella sorokiniana]				PSC68407.1 elongator complex 4 [Micractinium conductrix]		
N8.HOG0003921	OG0002505	n0				PRW44435.1 DNA methyltransferase 1-associated 1 [Chlorella sorokiniana]				PSC70994.1 DNA methyltransferase 1-associated [Micractinium conductrix], PSC69878.1 DNA methyltransferase 1-associated [Micractinium conductrix]		
N8.HOG0003922	OG0002506	n0				PRW20976.1 calcium-transporting ATPase endoplasmic reticulum-type isoform A [Chlorella sorokiniana], PRW20975.1 calcium-transporting ATPase endoplasmic reticulum-type isoform B [Chlorella sorokiniana]				PSC71819.1 calcium-transporting ATPase endoplasmic reticulum-type [Micractinium conductrix]		
N8.HOG0003923	OG0002507	n0				PRW20957.1 RING finger 121 [Chlorella sorokiniana]				PSC69567.1 RING finger 121 [Micractinium conductrix]		
N8.HOG0003924	OG0002508	n0				PRW20749.1 Serine threonine- kinase rio2 [Chlorella sorokiniana]				PSC74501.1 Serine threonine-kinase rio2 [Micractinium conductrix]		
N8.HOG0003925	OG0002509	n0				PRW45723.1 la 1 [Chlorella sorokiniana]				PSC69422.1 la 1 [Micractinium conductrix]		
N8.HOG0003926	OG0002510	n0				PRW45691.1 serine threonine- kinase receptor R831 [Chlorella sorokiniana], PRW45678.1 serine threonine- kinase [Chlorella sorokiniana], PRW45562.1 serine threonine- kinase receptor R831 [Chlorella sorokiniana]				PSC73627.1 hypothetical protein C2E20_3076 [Micractinium conductrix]		
N8.HOG0003927	OG0002511	n0								PSC76367.1 AP2-like ethylene-responsive transcription factor AIL5 [Micractinium conductrix]		
N8.HOG0003928	OG0002512	n0				PRW56066.1 NIPSNAP-related _ISS_ [Chlorella sorokiniana], PRW61063.1 hypothetical protein C2E21_0579 [Chlorella sorokiniana]				PSC69041.1 nap-like protein 3A [Micractinium conductrix]		
N8.HOG0003929	OG0002513	n0				PRW58159.1 auxin efflux carrier [Chlorella sorokiniana]				PSC75485.1 Patatin Phospholipase A2-related [Micractinium conductrix]		
N8.HOG0003930	OG0002514	n0				PRW58257.1 3-hydroxybutyrate dehydrogenase [Chlorella sorokiniana]				PSC75836.1 3-hydroxybutyrate dehydrogenase [Micractinium conductrix]		
N8.HOG0003931	OG0002515	n0				PRW60133.1 MLO 11 [Chlorella sorokiniana]				PSC71161.1 alpha-amylase chloroplastic [Micractinium conductrix]		
N8.HOG0003932	OG0002516	n0				PRW58119.1 hypothetical protein C2E21_2721 [Chlorella sorokiniana]				PSC75665.1 hypothetical protein C2E20_1616 [Micractinium conductrix]		
N8.HOG0003933	OG0002517	n0				PRW33303.1 mediator of RNA polymerase II transcription subunit 31 [Chlorella sorokiniana]				PSC69273.1 mediator of RNA polymerase II transcription subunit 31 [Micractinium conductrix]		
N8.HOG0003934	OG0002518	n0				PRW57124.1 DNA replication licensing factor MCM7 [Chlorella sorokiniana]				PSC71118.1 DNA replication licensing factor MCM7 [Micractinium conductrix]		
N8.HOG0003935	OG0002519	n0				PRW60079.1 putative serine threonine- kinase GCN2 isoform X2 [Chlorella sorokiniana]				PSC69648.1 putative serine threonine-kinase GCN2 isoform A [Micractinium conductrix], PSC69649.1 putative serine threonine-kinase GCN2 isoform B [Micractinium conductrix]		
N8.HOG0003936	OG0002520	n0				PRW44450.1 ankyrin repeat [Chlorella sorokiniana]				PSC75312.1 ankyrin repeat [Micractinium conductrix]		
N8.HOG0003937	OG0002521	n0				PRW05774.1 metal ABC transporter permease isoform B [Chlorella sorokiniana], PRW05775.1 metal ABC transporter permease isoform A [Chlorella sorokiniana]				PSC71946.1 metal ABC transporter permease [Micractinium conductrix]		
N8.HOG0003938	OG0002522	n0				PRW39363.1 50S ribosomal L22-like isoform X2 isoform A [Chlorella sorokiniana], PRW39364.1 50S ribosomal L22-like isoform X2 isoform B [Chlorella sorokiniana]				PSC71950.1 50S ribosomal L22 [Micractinium conductrix]		
N8.HOG0003939	OG0002523	n0				PRW05791.1 mitotic checkpoint serine threonine- kinase BUB1 [Chlorella sorokiniana]				PSC72001.1 mitotic checkpoint serine threonine-kinase BUB1 [Micractinium conductrix], PSC71993.1 mitotic checkpoint serine threonine-kinase BUB1 [Micractinium conductrix]		
N8.HOG0003940	OG0002524	n0				PRW57355.1 60S ribosomal L44 [Chlorella sorokiniana]				PSC72269.1 60S ribosomal L44 [Micractinium conductrix]		
N8.HOG0003941	OG0002525	n0				PRW44303.1 dimethyladenosine transferase [Chlorella sorokiniana]				PSC75956.1 putative dimethyladenosine transferase [Micractinium conductrix]		
N8.HOG0003942	OG0002526	n0				PRW60825.1 ribosome-recycling chloroplastic [Chlorella sorokiniana]				PSC74980.1 ribosome-recycling chloroplastic [Micractinium conductrix]		
N8.HOG0003943	OG0002527	n0				PRW56977.1 WD-40 repeat-containing MSI1 [Chlorella sorokiniana]				PSC71192.1 WD-40 repeat-containing MSI1 [Micractinium conductrix]		
N8.HOG0003944	OG0002528	n0				PRW59961.1 DEAD DEAH box helicase [Chlorella sorokiniana]						
N8.HOG0003945	OG0002529	n0				PRW57121.1 CHROMATIN REMODELING 8 [Chlorella sorokiniana]				PSC71103.1 CHROMATIN REMODELING 8 [Micractinium conductrix]		
N8.HOG0003946	OG0002530	n0				PRW57401.1 aarF domain-containing kinase 4 [Chlorella sorokiniana]				PSC71114.1 aarF domain-containing kinase 4 [Micractinium conductrix]		
N8.HOG0003947	OG0002531	n0				PRW44523.1 DNAJ heat shock N-terminal domain-containing [Chlorella sorokiniana]				PSC75503.1 electron transporter heat shock binding [Micractinium conductrix]		
N8.HOG0003948	OG0002532	n0				PRW44349.1 thioredoxin-disulfide reductase [Chlorella sorokiniana]				PSC75479.1 thioredoxin-disulfide reductase [Micractinium conductrix]		
N8.HOG0003949	OG0002533	n0				PRW61313.1 beta-catenin 1 [Chlorella sorokiniana]				PSC73978.1 beta-catenin 1 [Micractinium conductrix]		
N8.HOG0003950	OG0002534	n0				PRW61557.1 Dicarboxylate transporter chloroplastic [Chlorella sorokiniana]				PSC70567.1 Dicarboxylate transporter chloroplastic [Micractinium conductrix]		
N8.HOG0003951	OG0002535	n0				PRW60170.1 proteasome subunit beta type-2-A [Chlorella sorokiniana]				PSC69701.1 formamidase isoform C [Micractinium conductrix]		
N8.HOG0003952	OG0002536	n0				PRW44323.1 26S protease regulatory subunit 6A-like protein [Chlorella sorokiniana]				PSC75812.1 26S protease regulatory subunit 6A-like protein [Micractinium conductrix]		
N8.HOG0003953	OG0002537	n0				PRW57404.1 cytochrome c heme lyase [Chlorella sorokiniana]				PSC71026.1 cytochrome c heme lyase [Micractinium conductrix]		
N8.HOG0003954	OG0002538	n0				PRW57439.1 DNA replication factor C complex subunit 3 [Chlorella sorokiniana]				PSC71036.1 Replication factor C subunit 3 [Micractinium conductrix]		
N8.HOG0003955	OG0002539	n0				PRW60799.1 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13-B [Chlorella sorokiniana]				PSC75100.1 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13-B isoform A [Micractinium conductrix], PSC75101.1 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13-B isoform B [Micractinium conductrix]		
N8.HOG0003956	OG0002540	n0				PRW59453.1 hypothetical protein C2E21_1555 [Chlorella sorokiniana]				PSC71344.1 hypothetical protein C2E20_5375 [Micractinium conductrix]		
N8.HOG0003957	OG0002541	n0				PRW59543.1 14-3-3 protein [Chlorella sorokiniana]				PSC68375.1 14-3-3 protein [Micractinium conductrix]		
N8.HOG0003958	OG0002542	n0				PRW33133.1 Long-chain-fatty-acid- ligase 15 [Chlorella sorokiniana]				PSC68730.1 Long-chain-fatty-acid-ligase 15 isoform B [Micractinium conductrix], PSC68731.1 Long-chain-fatty-acid-ligase 15 isoform A [Micractinium conductrix]		
N8.HOG0003959	OG0002543	n0				PRW57156.1 asparagine synthetase [Chlorella sorokiniana]				PSC72286.1 asparagine synthase [Micractinium conductrix]		
N8.HOG0003960	OG0002544	n0				PRW61020.1 ADP_ATP carrier chloroplastic [Chlorella sorokiniana]				PSC70569.1 ADP_ATP carrier chloroplastic-like [Micractinium conductrix]		
N8.HOG0003961	OG0002545	n0				PRW59111.1 L-arabinokinase-like isoform X2 [Chlorella sorokiniana]				PSC73262.1 L-arabinokinase-like isoform X1 [Micractinium conductrix]		
N8.HOG0003962	OG0002546	n0				PRW61241.1 ATP-dependent DNA helicase Q-like 4A isoform X3 [Chlorella sorokiniana]				PSC73530.1 ATP-dependent DNA helicase Q-like 4A [Micractinium conductrix]		
N8.HOG0003963	OG0002547	n0				PRW57521.1 30S ribosomal chloroplastic [Chlorella sorokiniana]				PSC72163.1 30S ribosomal chloroplastic-like isoform X1 [Micractinium conductrix]		
N8.HOG0003964	OG0002548	n0				PRW56925.1 ATP-dependent DNA helicase [Chlorella sorokiniana]				PSC72145.1 serine hydroxymethyltransferase 3 [Micractinium conductrix]		
N8.HOG0003965	OG0002549	n0				PRW57537.1 50S ribosomal L3- chloroplastic [Chlorella sorokiniana]				PSC72213.1 50S ribosomal L3 [Micractinium conductrix]		
N8.HOG0003966	OG0002550	n0				PRW61158.1 GTPase Der [Chlorella sorokiniana]				PSC70640.1 GTPase Der [Micractinium conductrix]		
N8.HOG0003967	OG0002551	n0				PRW61003.1 Peptidyl-prolyl cis-trans isomerase-like 4 [Chlorella sorokiniana]				PSC70565.1 peptidyl-prolyl cis-trans isomerase CYP59 [Micractinium conductrix]		
N8.HOG0003968	OG0002552	n0				PRW60895.1 ion channel [Chlorella sorokiniana]						
N8.HOG0003969	OG0002553	n0				PRW58821.1 charged multivesicular body 5-like [Chlorella sorokiniana]				PSC76394.1 charged multivesicular body 5-like isoform A [Micractinium conductrix], PSC76395.1 charged multivesicular body 5-like isoform B [Micractinium conductrix]		
N8.HOG0003970	OG0002554	n0				PRW61325.1 DNA polymerase V [Chlorella sorokiniana]				PSC74225.1 DNA polymerase V [Micractinium conductrix]		
N8.HOG0003971	OG0002555	n0				PRW60946.1 Wee1 kinase [Chlorella sorokiniana]				PSC73366.1 Wee1 kinase isoform A [Micractinium conductrix], PSC73365.1 Wee1 kinase isoform B [Micractinium conductrix]		
N8.HOG0003972	OG0002556	n0				PRW55926.1 LOW PSII ACCUMULATION chloroplastic [Chlorella sorokiniana]				PSC72600.1 LOW PSII ACCUMULATION chloroplastic [Micractinium conductrix]		
N8.HOG0003973	OG0002557	n0				PRW60956.1 Ubiquitin-conjugating enzyme E2 7 [Chlorella sorokiniana]				PSC73216.1 ubiquitin-conjugating enzyme E2 [Micractinium conductrix]		
N8.HOG0003974	OG0002558	n0				PRW58834.1 psbP domain-containing chloroplastic [Chlorella sorokiniana]				PSC73435.1 domain-containing 3 [Micractinium conductrix]		
N8.HOG0003975	OG0002559	n0				PRW59273.1 Lysophosphatidic acid phosphatase type 6 [Chlorella sorokiniana]				PSC67963.1 Lysophosphatidic acid phosphatase type 6 [Micractinium conductrix]		
N8.HOG0003976	OG0002560	n5				PRW58984.1 hypothetical protein C2E21_2559 [Chlorella sorokiniana]						
N8.HOG0003977	OG0002560	n6				PRW45587.1 hypothetical protein C2E21_5794 [Chlorella sorokiniana], PRW57588.1 hypothetical protein C2E21_3389 [Chlorella sorokiniana]						
N8.HOG0003978	OG0002561	n0				PRW61086.1 mitochondrial import receptor subunit TOM40-1-like [Chlorella sorokiniana]						
N8.HOG0003979	OG0002562	n0				PRW60231.1 ribosomal RNA methyltransferase mitochondrial isoform X1 [Chlorella sorokiniana]				PSC74281.1 ribosomal RNA methyltransferase mitochondrial isoform X1 [Micractinium conductrix]		
N8.HOG0003980	OG0002563	n0				PRW61337.1 zinc finger CCCH domain-containing 69-like [Chlorella sorokiniana]				PSC73474.1 E3 ubiquitin-ligase makorin [Micractinium conductrix]		
N8.HOG0003981	OG0002564	n0				PRW57071.1 serine threonine- kinase ATM isoform X2 [Chlorella sorokiniana]				PSC71129.1 serine threonine-kinase ATM isoform X1 [Micractinium conductrix]		
N8.HOG0003982	OG0002565	n0				PRW57518.1 G10 family [Chlorella sorokiniana]				PSC71064.1 G10 family [Micractinium conductrix]		
N8.HOG0003983	OG0002566	n0				PRW56768.1 LTV1-like protein [Chlorella sorokiniana]				PSC71646.1 LTV1-like protein isoform B [Micractinium conductrix], PSC71647.1 LTV1-like protein isoform A [Micractinium conductrix]		
N8.HOG0003984	OG0002567	n0				PRW56428.1 transmembrane 184C-like isoform X1 [Chlorella sorokiniana]				PSC68080.1 transmembrane 184C [Micractinium conductrix]		
N8.HOG0003985	OG0002568	n4				PRW33215.1 Retinoblastoma-binding 5 [Chlorella sorokiniana]				PSC73945.1 retinoblastoma-binding 5-like protein [Micractinium conductrix]		
N8.HOG0003986	OG0002568	n6				PRW33201.1 hypothetical protein C2E21_7735 [Chlorella sorokiniana]						
N8.HOG0003987	OG0002569	n0				PRW56451.1 GTP-binding 1 [Chlorella sorokiniana]				PSC69725.1 GTP-binding 1 [Micractinium conductrix]		
N8.HOG0003988	OG0002570	n0				PRW59920.1 Nucleolar 16 [Chlorella sorokiniana]				PSC71374.1 Nucleolar 16 [Micractinium conductrix]		
N8.HOG0003989	OG0002571	n0				PRW33298.1 E2F family transcription factor [Chlorella sorokiniana]				PSC73721.1 transcription factor E2FA-like [Micractinium conductrix]		
N8.HOG0003990	OG0002572	n0				PRW33295.1 metaxin 1 [Chlorella sorokiniana]				PSC73709.1 metaxin-1 isoform X2 [Micractinium conductrix]		
N8.HOG0003991	OG0002573	n0				PRW33225.1 outer dynein arm-docking complex subunit 1 [Chlorella sorokiniana]				PSC68806.1 CDP-diacylglycerol-glycerol-3-phosphate 3-mitochondrial [Micractinium conductrix]		
N8.HOG0003992	OG0002574	n0				PRW20477.1 DNA polymerase epsilon catalytic subunit A [Chlorella sorokiniana]				PSC70212.1 DNA polymerase epsilon catalytic subunit A [Micractinium conductrix]		
N8.HOG0003993	OG0002575	n0				PRW60230.1 60S ribosomal L27a-3 [Chlorella sorokiniana]				PSC74966.1 60S ribosomal L27a-3 [Micractinium conductrix]		
N8.HOG0003994	OG0002576	n0				PRW57637.1 hypothetical protein C2E21_3375 [Chlorella sorokiniana], PRW58040.1 hypothetical protein C2E21_3378 [Chlorella sorokiniana]				PSC72847.1 hypothetical protein C2E20_3916 [Micractinium conductrix]		
N8.HOG0003995	OG0002577	n0				PRW56747.1 40S ribosomal X isoform [Chlorella sorokiniana]				PSC71565.1 40S ribosomal X isoform [Micractinium conductrix]		
N8.HOG0003996	OG0002578	n0				PRW61612.1 tRNA _guanine-N_7_-_-methyltransferase non-catalytic subunit wdr4 [Chlorella sorokiniana]				PSC74264.1 tRNA _guanine-N_7_-_-methyltransferase non-catalytic subunit wdr4-like [Micractinium conductrix]		
N8.HOG0003997	OG0002579	n0				PRW58270.1 histone acetyltransferase MCC1-like [Chlorella sorokiniana]				PSC76873.1 histone acetyltransferase MCC1-like isoform A [Micractinium conductrix], PSC76874.1 histone acetyltransferase MCC1-like isoform B [Micractinium conductrix]		
N8.HOG0003998	OG0002580	n0				PRW56101.1 NADP-dependent malic enzyme [Chlorella sorokiniana]				PSC71621.1 NADP-dependent malic enzyme [Micractinium conductrix]		
N8.HOG0003999	OG0002581	n0				PRW05881.1 Mitochondrial import inner membrane translocase subunit TIM10 [Chlorella sorokiniana]				PSC67786.1 Mitochondrial import inner membrane translocase subunit TIM10 isoform B [Micractinium conductrix], PSC67785.1 Mitochondrial import inner membrane translocase subunit TIM10 isoform A [Micractinium conductrix]		
N8.HOG0004000	OG0002582	n0				PRW61320.1 fatty-acid-binding 1 [Chlorella sorokiniana]				PSC74761.1 fatty-acid-binding 1 [Micractinium conductrix]		
N8.HOG0004001	OG0002583	n0				PRW56894.1 autophagy-related 2 [Chlorella sorokiniana]				PSC68214.1 autophagy-related 2 [Micractinium conductrix]		
N8.HOG0004002	OG0002584	n0				PRW61490.1 K_+_ efflux antiporter chloroplastic-like [Chlorella sorokiniana]				PSC73360.1 K_+_ efflux antiporter chloroplastic-like [Micractinium conductrix]		
N8.HOG0004003	OG0002585	n0								PSC69476.1 NADH_ubiquinone ESSS subunit [Micractinium conductrix]		
N8.HOG0004004	OG0002586	n0				PRW56206.1 DNA repair REV1 isoform X1 [Chlorella sorokiniana]				PSC71461.1 DNA repair REV1 [Micractinium conductrix]		
N8.HOG0004005	OG0002587	n0				PRW61501.1 Arogenate dehydratase prephenate dehydratase chloroplastic [Chlorella sorokiniana], PRW61427.1 arogenate prephenate dehydratase [Chlorella sorokiniana]				PSC73521.1 Arogenate dehydratase prephenate dehydratase chloroplastic [Micractinium conductrix]		
N8.HOG0004006	OG0002588	n0								PSC74924.1 peptidyl-prolyl cis-trans isomerase CYP71 [Micractinium conductrix]		
N8.HOG0004007	OG0002589	n0				PRW45343.1 serine protease [Chlorella sorokiniana]				PSC69339.1 peptidase S8 [Micractinium conductrix]		
N8.HOG0004008	OG0002590	n0				PRW60108.1 pyruvate dehydrogenase E1 beta subunit [Chlorella sorokiniana]				PSC69695.1 Pyruvate dehydrogenase E1 component subunit beta-mitochondrial [Micractinium conductrix]		
N8.HOG0004009	OG0002591	n0				PRW50770.1 hypothetical protein C2E21_5640 [Chlorella sorokiniana]				PSC75404.1 hypothetical protein C2E20_1124 [Micractinium conductrix]		
N8.HOG0004010	OG0002592	n0				PRW61412.1 developmentally-regulated G- 3 [Chlorella sorokiniana]				PSC73215.1 developmentally-regulated G-3 [Micractinium conductrix]		
N8.HOG0004011	OG0002593	n0				PRW61390.1 ER membrane complex subunit 8 9-like protein [Chlorella sorokiniana]				PSC73363.1 ER membrane complex subunit 8 9-like protein isoform B [Micractinium conductrix], PSC73364.1 ER membrane complex subunit 8 9-like protein isoform A [Micractinium conductrix]		
N8.HOG0004012	OG0002594	n3				PRW61187.1 X-linked retinitis pigmentosa GTPase regulator-interacting 1 [Chlorella sorokiniana]				PSC73343.1 hypothetical protein C2E20_3503 [Micractinium conductrix]		
N8.HOG0004013	OG0002595	n0				PRW20998.1 long chain base biosynthesis 1-like [Chlorella sorokiniana]				PSC71701.1 long chain base biosynthesis 1-like [Micractinium conductrix]		
N8.HOG0004014	OG0002596	n0				PRW21109.1 malate dehydrogenase [Chlorella sorokiniana]				PSC71793.1 malate dehydrogenase [Micractinium conductrix]		
N8.HOG0004015	OG0002597	n0				PRW20426.1 methylcrotonoyl- carboxylase [Chlorella sorokiniana]				PSC74671.1 methylcrotonoyl-carboxylase [Micractinium conductrix]		
N8.HOG0004016	OG0002598	n0				PRW59376.1 betaine aldehyde dehydrogenase isoform B [Chlorella sorokiniana], PRW59377.1 betaine aldehyde dehydrogenase isoform A [Chlorella sorokiniana]				PSC76875.1 betaine aldehyde dehydrogenase [Micractinium conductrix]		
N8.HOG0004017	OG0002599	n0				PRW20428.1 proteasome activator subunit 4 [Chlorella sorokiniana]				PSC74734.1 proteasome activator subunit 4-like [Micractinium conductrix]		
N8.HOG0004018	OG0002600	n0				PRW56266.1 ribonuclease III [Chlorella sorokiniana]				PSC69062.1 chloroplast inner membrane localized [Micractinium conductrix]		
N8.HOG0004019	OG0002601	n0				PRW55982.1 Inositol monophosphatase 3 [Chlorella sorokiniana]				PSC69083.1 Inositol monophosphatase 3 [Micractinium conductrix]		
N8.HOG0004020	OG0002602	n0				PRW59240.1 ATPase associated with various cellular activities AAA_5 [Chlorella sorokiniana]				PSC76400.1 ATPase associated with various cellular activities AAA_5 [Micractinium conductrix]		
N8.HOG0004021	OG0002603	n4				PRW20651.1 DNA mismatch repair Mlh1 isoform X1 [Chlorella sorokiniana]				PSC74702.1 DNA mismatch repair Mlh1 [Micractinium conductrix]		
N8.HOG0004022	OG0002603	n7								PSC68763.1 dna mismatch repair [Micractinium conductrix]		
N8.HOG0004023	OG0002604	n0								PSC68530.1 3_4-dihydroxy-2-butanone kinase [Micractinium conductrix]		
