HOG	OG	Gene Tree Parent Clade	Auxenochlorella_protothecoides	Chlorella_A99	Chlorella_KRBP	Chlorella_Sorokiniana1602	Chlorella_VariabilisNC64A	Chlorella_Vulgaris2111P	Coccomyxa_SubellipsoideaC169	Micractinium_SAG24180	Scenedesmus_NREL	Scenedesmus_PABB004
N3.HOG0003689	OG0002747	n0									KAF6262886.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]	KAF8061904.1 RH16 [Scenedesmus sp. PABB004]
N3.HOG0003690	OG0002748	n0									KAF6261545.1 phosphatidylinositol synthase [Scenedesmus sp. NREL 46B-D3]	KAF8063667.1 PIS1 [Scenedesmus sp. PABB004]
N3.HOG0003691	OG0002749	n0									KAF6259271.1 hypothetical protein COO60DRAFT_1022990 [Scenedesmus sp. NREL 46B-D3], KAF6259272.1 hypothetical protein COO60DRAFT_1514060 [Scenedesmus sp. NREL 46B-D3]	KAF8072784.1 hypothetical protein HT031_000444 [Scenedesmus sp. PABB004]
N3.HOG0003692	OG0002750	n0									KAF6254233.1 eukaryotic membrane protein family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8065799.1 TAPT1 [Scenedesmus sp. PABB004]
N3.HOG0003693	OG0002751	n0									KAF6262994.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6244984.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8062025.1 spkB [Scenedesmus sp. PABB004]
N3.HOG0003694	OG0002752	n0									KAF6253898.1 beta-ureidopropionase [Scenedesmus sp. NREL 46B-D3]	KAF8067424.1 PYD3 [Scenedesmus sp. PABB004]
N3.HOG0003695	OG0002753	n0									KAF6262891.1 coatomer WD associated region-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8061899.1 coatomer subunit beta-1 [Scenedesmus sp. PABB004]
N3.HOG0003696	OG0002754	n0									KAF6253278.1 putative replication factor C 37 kDa subunit [Scenedesmus sp. NREL 46B-D3]	KAF8055037.1 RFC2 [Scenedesmus sp. PABB004]
N3.HOG0003697	OG0002755	n0									KAF6251078.1 ribosomal protein L1-like protein [Scenedesmus sp. NREL 46B-D3]	KAF8072668.1 rplA [Scenedesmus sp. PABB004]
N3.HOG0003698	OG0002756	n0									KAF6258556.1 hypothetical protein COO60DRAFT_1109106 [Scenedesmus sp. NREL 46B-D3]	KAF8056754.1 CWC21 [Scenedesmus sp. PABB004]
N3.HOG0003699	OG0002757	n0									KAF6253430.1 complex 1 family protein-like protein [Scenedesmus sp. NREL 46B-D3]	KAF8059724.1 CIB22 [Scenedesmus sp. PABB004]
N3.HOG0003700	OG0002758	n0									KAF6259746.1 hypothetical protein COO60DRAFT_1638175 [Scenedesmus sp. NREL 46B-D3]	KAF8065434.1 hypothetical protein HT031_003034 [Scenedesmus sp. PABB004]
N3.HOG0003701	OG0002759	n0									KAF6264721.1 cysteine proteinase [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0003702	OG0002760	n0									KAF6265086.1 hypothetical protein COO60DRAFT_1114618 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0003703	OG0002761	n0									KAF6259296.1 humps family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8072795.1 PYR5-6 [Scenedesmus sp. PABB004]
N3.HOG0003704	OG0002762	n0									KAF6261101.1 ARD/ARD' family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8067404.1 ADI1 [Scenedesmus sp. PABB004]
N3.HOG0003705	OG0002763	n0									KAF6265608.1 hypothetical protein COO60DRAFT_1477421 [Scenedesmus sp. NREL 46B-D3]	KAF8063793.1 PAM68 [Scenedesmus sp. PABB004]
N3.HOG0003706	OG0002764	n0									KAF6264576.1 plastid/chloroplast ribosomal protein L19 [Scenedesmus sp. NREL 46B-D3], KAF6257999.1 translation protein SH3-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8056001.1 Arsb [Scenedesmus sp. PABB004]
N3.HOG0003707	OG0002765	n0									KAF6256259.1 ribosomal protein S8e/ribosomal biogenesis NSA2 [Scenedesmus sp. NREL 46B-D3]	KAF8073210.1 NSA2 [Scenedesmus sp. PABB004]
N3.HOG0003708	OG0002766	n0									KAF6253087.1 hypothetical protein COO60DRAFT_1703978 [Scenedesmus sp. NREL 46B-D3]	KAF8067116.1 CLMP1 [Scenedesmus sp. PABB004]
N3.HOG0003709	OG0002767	n0									KAF6258943.1 component of cytosolic 80S ribosome and 60S large subunit [Scenedesmus sp. NREL 46B-D3]	KAF8069405.1 RPL18C [Scenedesmus sp. PABB004]
N3.HOG0003710	OG0002768	n0									KAF6256601.1 hypothetical protein COO60DRAFT_91820 [Scenedesmus sp. NREL 46B-D3]	KAF8061984.1 hypothetical protein HT031_004244 [Scenedesmus sp. PABB004]
N3.HOG0003711	OG0002769	n0									KAF6261192.1 ribosomal S13/S15 N-terminal domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8058072.1 40S ribosomal protein S13-2 [Scenedesmus sp. PABB004]
N3.HOG0003712	OG0002770	n0									KAF6263477.1 60S ribosomal protein L7 [Scenedesmus sp. NREL 46B-D3]	KAF8065475.1 RPL7C [Scenedesmus sp. PABB004]
N3.HOG0003713	OG0002771	n0									KAF6262693.1 hypothetical protein COO60DRAFT_1699132 [Scenedesmus sp. NREL 46B-D3]	KAF8058443.1 PAT1 [Scenedesmus sp. PABB004]
N3.HOG0003714	OG0002772	n0									KAF6256602.1 Rtf2 RING-finger-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8061985.1 RTF2 [Scenedesmus sp. PABB004]
N3.HOG0003715	OG0002773	n0										KAF8061120.1 hypothetical protein HT031_004581 [Scenedesmus sp. PABB004]
N3.HOG0003716	OG0002774	n0									KAF6249924.1 mitochondrial carrier domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8065929.1 hypothetical protein HT031_002990 [Scenedesmus sp. PABB004]
N3.HOG0003717	OG0002775	n0									KAF6259606.1 hypothetical protein COO60DRAFT_1294783 [Scenedesmus sp. NREL 46B-D3]	KAF8069377.1 TIC40 [Scenedesmus sp. PABB004]
N3.HOG0003718	OG0002776	n0									KAF6256150.1 eukaryotic initiation factor [Scenedesmus sp. NREL 46B-D3]	KAF8061376.1 eif2b1 [Scenedesmus sp. PABB004]
N3.HOG0003719	OG0002777	n0									KAF6265797.1 hypothetical protein COO60DRAFT_762517 [Scenedesmus sp. NREL 46B-D3]	KAF8071026.1 mecr [Scenedesmus sp. PABB004]
N3.HOG0003720	OG0002778	n0									KAF6250727.1 Pre-mRNA-splicing factor 38 [Scenedesmus sp. NREL 46B-D3]	KAF8068453.1 PRP38 [Scenedesmus sp. PABB004]
N3.HOG0003721	OG0002779	n0									KAF6264698.1 dolichyl-diphosphooligosaccharide-protein glycosyltransferase [Scenedesmus sp. NREL 46B-D3]	KAF8065718.1 OST48 [Scenedesmus sp. PABB004]
N3.HOG0003722	OG0002780	n0									KAF6251995.1 hypothetical protein COO60DRAFT_568402 [Scenedesmus sp. NREL 46B-D3], KAF6253905.1 hypothetical protein COO60DRAFT_1642829 [Scenedesmus sp. NREL 46B-D3]	KAF8067421.1 POLD1 [Scenedesmus sp. PABB004]
N3.HOG0003723	OG0002781	n0									KAF6262593.1 nucleotide-diphospho-sugar transferase [Scenedesmus sp. NREL 46B-D3]	KAF8056255.1 UGP3 [Scenedesmus sp. PABB004]
N3.HOG0003724	OG0002782	n0									KAF6262192.1 ubiquitin-conjugating enzyme/RWD-like protein [Scenedesmus sp. NREL 46B-D3]	KAF8071364.1 RCE1 [Scenedesmus sp. PABB004]
N3.HOG0003725	OG0002783	n0									KAF6258973.1 hypothetical protein COO60DRAFT_1515473 [Scenedesmus sp. NREL 46B-D3]	KAF8073090.1 Letm1 [Scenedesmus sp. PABB004]
N3.HOG0003726	OG0002784	n0									KAF6253824.1 hypothetical protein COO60DRAFT_1273492 [Scenedesmus sp. NREL 46B-D3]	KAF8071384.1 yjcL [Scenedesmus sp. PABB004]
N3.HOG0003727	OG0002785	n0									KAF6257444.1 Clc chloride channel [Scenedesmus sp. NREL 46B-D3]	KAF8068428.1 clcD [Scenedesmus sp. PABB004]
N3.HOG0003728	OG0002786	n0									KAF6255114.1 Nrap protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8061381.1 Nol6 [Scenedesmus sp. PABB004]
N3.HOG0003729	OG0002787	n0									KAF6253281.1 Metallo-dependent phosphatase-like protein [Scenedesmus sp. NREL 46B-D3]	KAF8068379.1 hypothetical protein HT031_002068 [Scenedesmus sp. PABB004]
N3.HOG0003730	OG0002788	n0									KAF6255285.1 hypothetical protein COO60DRAFT_1535883 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0003731	OG0002789	n0									KAF6261863.1 hypothetical protein COO60DRAFT_1625186 [Scenedesmus sp. NREL 46B-D3]	KAF8061112.1 DDB2 [Scenedesmus sp. PABB004]
N3.HOG0003732	OG0002790	n0									KAF6262479.1 hypothetical protein COO60DRAFT_628905 [Scenedesmus sp. NREL 46B-D3]	KAF8057683.1 HOS1 [Scenedesmus sp. PABB004]
N3.HOG0003733	OG0002791	n0									KAF6260295.1 hypothetical protein COO60DRAFT_908809 [Scenedesmus sp. NREL 46B-D3]	KAF8060323.1 hypothetical protein HT031_004859 [Scenedesmus sp. PABB004]
N3.HOG0003734	OG0002792	n0									KAF6253622.1 T-complex protein_ eta subunit [Scenedesmus sp. NREL 46B-D3]	KAF8070892.1 CCT7 [Scenedesmus sp. PABB004]
N3.HOG0003735	OG0002793	n0									KAF6255592.1 hypothetical protein COO60DRAFT_1641425 [Scenedesmus sp. NREL 46B-D3]	KAF8060559.1 SULTR2 [Scenedesmus sp. PABB004]
N3.HOG0003736	OG0002794	n0									KAF6262874.1 hypothetical protein COO60DRAFT_1699031 [Scenedesmus sp. NREL 46B-D3]	KAF8059217.1 VPS51 [Scenedesmus sp. PABB004]
N3.HOG0003737	OG0002796	n0									KAF6261745.1 hypothetical protein COO60DRAFT_734763 [Scenedesmus sp. NREL 46B-D3]	KAF8062977.1 hypothetical protein HT031_003816 [Scenedesmus sp. PABB004]
N3.HOG0003738	OG0002797	n0									KAF6260869.1 PQ loop repeat-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8065882.1 cystinosin [Scenedesmus sp. PABB004]
N3.HOG0003739	OG0002798	n0									KAF6254148.1 50S ribosomal protein L22_ chloroplastic [Scenedesmus sp. NREL 46B-D3]	KAF8066253.1 ERY2 [Scenedesmus sp. PABB004]
N3.HOG0003740	OG0002799	n0									KAF6251245.1 emp24/gp25L/p24 family/GOLD-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8071156.1 emp24 domain-containing protein [Scenedesmus sp. PABB004]
N3.HOG0003741	OG0002800	n0									KAF6264815.1 adenylate kinase [Scenedesmus sp. NREL 46B-D3]	KAF8065760.1 ADK1 [Scenedesmus sp. PABB004]
N3.HOG0003742	OG0002801	n0									KAF6261044.1 uroporphyrinogen decarboxylase chloroplast precursor_ partial [Scenedesmus sp. NREL 46B-D3]	KAF8058113.1 hemE [Scenedesmus sp. PABB004]
N3.HOG0003743	OG0002802	n0									KAF6261416.1 hypothetical protein COO60DRAFT_1636853 [Scenedesmus sp. NREL 46B-D3], KAF6261432.1 hypothetical protein COO60DRAFT_1636862 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0003744	OG0002803	n0									KAF6263853.1 condensin complex subunit 2/barren [Scenedesmus sp. NREL 46B-D3]	KAF8066223.1 hypothetical protein HT031_002545 [Scenedesmus sp. PABB004]
N3.HOG0003745	OG0002804	n0									KAF6261085.1 DNA replication factor C complex subunit 2 [Scenedesmus sp. NREL 46B-D3]	KAF8067401.1 RFC2 [Scenedesmus sp. PABB004]
N3.HOG0003746	OG0002805	n0									KAF6258545.1 hypothetical protein COO60DRAFT_1518517 [Scenedesmus sp. NREL 46B-D3]	KAF8071015.1 AERO1 [Scenedesmus sp. PABB004]
N3.HOG0003747	OG0002806	n0									KAF6260643.1 hypothetical protein COO60DRAFT_1294316 [Scenedesmus sp. NREL 46B-D3]	KAF8067360.1 hypothetical protein HT031_002408 [Scenedesmus sp. PABB004]
N3.HOG0003748	OG0002807	n0									KAF6261094.1 R-SNARE protein_ Sec22-family [Scenedesmus sp. NREL 46B-D3]	KAF8067411.1 SEC22 [Scenedesmus sp. PABB004]
N3.HOG0003749	OG0002808	n0									KAF6255526.1 flavin-containing amine oxidoreductase-domain containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8065614.1 Zeta-carotene desaturase [Scenedesmus sp. PABB004]
N3.HOG0003750	OG0002809	n0									KAF6265899.1 hypothetical protein COO60DRAFT_1680474 [Scenedesmus sp. NREL 46B-D3]	KAF8071064.1 bli-1 [Scenedesmus sp. PABB004]
N3.HOG0003751	OG0002810	n0									KAF6265789.1 PQ loop repeat-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8071029.1 SLC66A1 [Scenedesmus sp. PABB004]
N3.HOG0003752	OG0002811	n0									KAF6262368.1 coenzyme F420 hydrogenase [Scenedesmus sp. NREL 46B-D3]	KAF8059156.1 hypothetical protein HT031_005328 [Scenedesmus sp. PABB004]
N3.HOG0003753	OG0002812	n0									KAF6263400.1 hypothetical protein COO60DRAFT_1293065 [Scenedesmus sp. NREL 46B-D3]	KAF8066404.1 hypothetical protein HT031_002728 [Scenedesmus sp. PABB004]
N3.HOG0003754	OG0002813	n0									KAF6257285.1 hypothetical protein COO60DRAFT_1701947 [Scenedesmus sp. NREL 46B-D3]	KAF8055334.1 KLHDC4 [Scenedesmus sp. PABB004]
N3.HOG0003755	OG0002814	n0									KAF6251689.1 Tic22-like family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8060011.1 TIC22L [Scenedesmus sp. PABB004]
N3.HOG0003756	OG0002815	n0									KAF6262712.1 hypothetical protein COO60DRAFT_586568 [Scenedesmus sp. NREL 46B-D3], KAF6262713.1 hypothetical protein COO60DRAFT_586711 [Scenedesmus sp. NREL 46B-D3]	KAF8058458.1 hypothetical protein HT031_005582 [Scenedesmus sp. PABB004]
N3.HOG0003757	OG0002816	n0									KAF6264372.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]	KAF8060481.1 Gspt2 [Scenedesmus sp. PABB004]
N3.HOG0003758	OG0002817	n0									KAF6252588.1 hypothetical protein COO60DRAFT_1704222 [Scenedesmus sp. NREL 46B-D3]	KAF8056436.1 SMCHD1 [Scenedesmus sp. PABB004]
N3.HOG0003759	OG0002818	n0									KAF6250416.1 DNA-directed RNA polymerase I subunit [Scenedesmus sp. NREL 46B-D3]	KAF8064481.1 CYCT1-1 [Scenedesmus sp. PABB004]
N3.HOG0003760	OG0002819	n0									KAF6251155.1 tocopherol cyclase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8055647.1 VTE1 [Scenedesmus sp. PABB004]
N3.HOG0003761	OG0002820	n0									KAF6255179.1 S-adenosyl-L-methionine-dependent methyltransferase [Scenedesmus sp. NREL 46B-D3]	KAF8069466.1 COQ3 [Scenedesmus sp. PABB004]
N3.HOG0003762	OG0002821	n0										KAF8069711.1 AP-1 complex subunit gamma-2 [Scenedesmus sp. PABB004]
N3.HOG0003763	OG0002822	n0									KAF6262089.1 hypothetical protein COO60DRAFT_1458821 [Scenedesmus sp. NREL 46B-D3]	KAF8062657.1 ribosomal RNA processing protein 36 [Scenedesmus sp. PABB004]
N3.HOG0003764	OG0002823	n0									KAF6253186.1 5_10-methylenetetrahydrofolate dehydrogenase [Scenedesmus sp. NREL 46B-D3], KAF6253501.1 5_10-methylenetetrahydrofolate dehydrogenase [Scenedesmus sp. NREL 46B-D3]	KAF8067157.1 folD1 [Scenedesmus sp. PABB004]
N3.HOG0003765	OG0002825	n0									KAF6257152.1 vesicle transport protein [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0003766	OG0002826	n0									KAF6257622.1 alternative splicing factor SF2a [Scenedesmus sp. NREL 46B-D3]	KAF8065892.1 SR34A [Scenedesmus sp. PABB004]
N3.HOG0003767	OG0002827	n0									KAF6261641.1 HAD-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8065667.1 ublcp1 [Scenedesmus sp. PABB004]
N3.HOG0003768	OG0002828	n0									KAF6263836.1 ubiquitin-conjugating enzyme/RWD-like protein [Scenedesmus sp. NREL 46B-D3]	KAF8063830.1 RWDD1 [Scenedesmus sp. PABB004]
N3.HOG0003769	OG0002829	n0									KAF6258115.1 mRNA capping enzyme_ catalytic domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8072474.1 Rngtt [Scenedesmus sp. PABB004]
N3.HOG0003770	OG0002830	n0									KAF6260280.1 phosphatase 2C-like domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6260279.1 hypothetical protein COO60DRAFT_907877 [Scenedesmus sp. NREL 46B-D3]	KAF8060315.1 protein phosphatase 2C [Scenedesmus sp. PABB004]
N3.HOG0003771	OG0002831	n0									KAF6261378.1 eukaryotic initiation factor [Scenedesmus sp. NREL 46B-D3]	KAF8065555.1 eukaryotic translation initiation factor 2 subunit alpha [Scenedesmus sp. PABB004]
N3.HOG0003772	OG0002832	n0									KAF6255212.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8068220.1 PI4KA1 [Scenedesmus sp. PABB004]
N3.HOG0003773	OG0002833	n0									KAF6252919.1 hypothetical protein COO60DRAFT_483231 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0003774	OG0002834	n0									KAF6263191.1 hypothetical protein COO60DRAFT_1671934 [Scenedesmus sp. NREL 46B-D3]	KAF8072526.1 hypothetical protein HT031_000186 [Scenedesmus sp. PABB004]
N3.HOG0003775	OG0002835	n0									KAF6260059.1 hypothetical protein COO60DRAFT_1700513 [Scenedesmus sp. NREL 46B-D3], KAF6252698.1 hypothetical protein COO60DRAFT_1643826 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0003776	OG0002836	n0									KAF6252920.1 MEMO1 family [Scenedesmus sp. NREL 46B-D3]	KAF8072346.1 memo1 [Scenedesmus sp. PABB004], KAF8054760.1 memo1 [Scenedesmus sp. PABB004]
N3.HOG0003777	OG0002837	n0									KAF6264396.1 hypothetical protein COO60DRAFT_1658341 [Scenedesmus sp. NREL 46B-D3]	KAF8072537.1 REV3 [Scenedesmus sp. PABB004]
N3.HOG0003778	OG0002838	n0									KAF6261438.1 hypothetical protein COO60DRAFT_785734 [Scenedesmus sp. NREL 46B-D3], KAF6261446.1 hypothetical protein COO60DRAFT_1699860 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0003779	OG0002839	n0									KAF6253747.1 hypothetical protein COO60DRAFT_391403 [Scenedesmus sp. NREL 46B-D3], KAF6253746.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]	KAF8057717.1 PWP2 [Scenedesmus sp. PABB004]
N3.HOG0003780	OG0002840	n0									KAF6255607.1 dynamin-related GTPase [Scenedesmus sp. NREL 46B-D3]	KAF8064693.1 DRP1C [Scenedesmus sp. PABB004]
N3.HOG0003781	OG0002841	n3									KAF6261705.1 hypothetical protein COO60DRAFT_1499844 [Scenedesmus sp. NREL 46B-D3]	KAF8063010.1 DCC family protein [Scenedesmus sp. PABB004]
N3.HOG0003782	OG0002841	n4									KAF6254106.1 hypothetical protein COO60DRAFT_1703502 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0003783	OG0002842	n0									KAF6258953.1 component of cytosolic 80S ribosome and 60S large subunit [Scenedesmus sp. NREL 46B-D3], KAF6252978.1 component of cytosolic 80S ribosome and 60S large subunit [Scenedesmus sp. NREL 46B-D3]	KAF8069428.1 RL36 [Scenedesmus sp. PABB004]
N3.HOG0003784	OG0002843	n0									KAF6249025.1 peptidase family M48-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8057924.1 oma1 [Scenedesmus sp. PABB004]
N3.HOG0003785	OG0002844	n0									KAF6259551.1 ARM repeat-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8069363.1 sf3b1 [Scenedesmus sp. PABB004]
N3.HOG0003786	OG0002845	n0									KAF6256189.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8061080.1 AUR1 [Scenedesmus sp. PABB004]
N3.HOG0003787	OG0002846	n0									KAF6263585.1 Rad9-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8072554.1 RAD9A [Scenedesmus sp. PABB004]
N3.HOG0003788	OG0002847	n0									KAF6260167.1 SAC3/GANP/Nin1/mts3/eIF-3 p25 family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8059363.1 hypothetical protein HT031_005168 [Scenedesmus sp. PABB004]
N3.HOG0003789	OG0002848	n0									KAF6264966.1 ribosomal protein L1 [Scenedesmus sp. NREL 46B-D3]	KAF8070870.1 RSL1D1 [Scenedesmus sp. PABB004]
N3.HOG0003790	OG0002849	n0									KAF6266687.1 hypothetical protein COO60DRAFT_1623461 [Scenedesmus sp. NREL 46B-D3]	KAF8072917.1 larB [Scenedesmus sp. PABB004]
N3.HOG0003791	OG0002850	n0									KAF6265644.1 nucleic acid-binding protein [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0003792	OG0002851	n0									KAF6264443.1 Aspartate/glutamate/uridylate kinase [Scenedesmus sp. NREL 46B-D3]	KAF8072628.1 pyrH [Scenedesmus sp. PABB004]
N3.HOG0003793	OG0002852	n0									KAF6259139.1 hypothetical protein COO60DRAFT_1514683 [Scenedesmus sp. NREL 46B-D3]	KAF8072381.1 Histidine methyltransferase 1-like protein [Scenedesmus sp. PABB004]
N3.HOG0003794	OG0002853	n0									KAF6254177.1 NUDIX hydrolase domain-like protein [Scenedesmus sp. NREL 46B-D3]	KAF8066283.1 NUDT2 [Scenedesmus sp. PABB004]
N3.HOG0003795	OG0002854	n0									KAF6254775.1 EamA-like transporter family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8068338.1 WAT1-related protein [Scenedesmus sp. PABB004]
N3.HOG0003796	OG0002855	n2									KAF6255727.1 NAD binding domain of 6-phosphogluconate dehydrogenase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0003797	OG0002855	n7									KAF6255728.1 gamma-glutamyltranspeptidase [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0003798	OG0002856	n0									KAF6266005.1 mitogen-activated protein kinase 5 [Scenedesmus sp. NREL 46B-D3]	KAF8059424.1 erkB [Scenedesmus sp. PABB004]
N3.HOG0003799	OG0002857	n0										KAF8061405.1 Zadh2 [Scenedesmus sp. PABB004]
N3.HOG0003800	OG0002858	n0									KAF6250260.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]	KAF8055822.1 PRL1 [Scenedesmus sp. PABB004]
N3.HOG0003801	OG0002859	n0									KAF6259315.1 hypothetical protein COO60DRAFT_1024742 [Scenedesmus sp. NREL 46B-D3], KAF6259314.1 Piwi domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8072802.1 AGO3 [Scenedesmus sp. PABB004]
N3.HOG0003802	OG0002860	n0									KAF6250812.1 activator and specificity factor for anaphase promoting complex [Scenedesmus sp. NREL 46B-D3]	KAF8062683.1 FZR2 [Scenedesmus sp. PABB004]
N3.HOG0003803	OG0002861	n0									KAF6266197.1 glycerol-3-phosphate acyltransferase [Scenedesmus sp. NREL 46B-D3]	KAF8057857.1 Glycerol-3-phosphate acyltransferase [Scenedesmus sp. PABB004]
N3.HOG0003804	OG0002862	n0									KAF6253821.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3], KAF6253822.1 hypothetical protein COO60DRAFT_386745 [Scenedesmus sp. NREL 46B-D3]	KAF8071383.1 ABCF3 [Scenedesmus sp. PABB004]
N3.HOG0003805	OG0002863	n0									KAF6256423.1 glutathione S-transferase [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0003806	OG0002864	n0									KAF6253842.1 quinon protein alcohol dehydrogenase-like superfamily [Scenedesmus sp. NREL 46B-D3]	KAF8055652.1 LST8-1 [Scenedesmus sp. PABB004]
N3.HOG0003807	OG0002865	n0									KAF6257518.1 hypothetical protein COO60DRAFT_1523675 [Scenedesmus sp. NREL 46B-D3]	KAF8064557.1 SEC23 [Scenedesmus sp. PABB004]
N3.HOG0003808	OG0002866	n0									KAF6256633.1 26S proteasome regulatory complex [Scenedesmus sp. NREL 46B-D3]	KAF8061975.1 RPN9A [Scenedesmus sp. PABB004]
N3.HOG0003809	OG0002867	n0									KAF6255997.1 Endonuclease/exonuclease/phosphatase [Scenedesmus sp. NREL 46B-D3], KAF6250846.1 hypothetical protein COO60DRAFT_721322 [Scenedesmus sp. NREL 46B-D3], KAF6259941.1 hypothetical protein COO60DRAFT_946990 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0003810	OG0002868	n0									KAF6258997.1 dihydrolipoamide acetyltransferase [Scenedesmus sp. NREL 46B-D3]	KAF8073102.1 LTA2 [Scenedesmus sp. PABB004]
N3.HOG0003811	OG0002869	n0									KAF6264636.1 ABC1 family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8067287.1 ABC1 [Scenedesmus sp. PABB004]
N3.HOG0003812	OG0002870	n0									KAF6259060.1 RNA polymerase I associated factor_ A49-like protein [Scenedesmus sp. NREL 46B-D3]	KAF8062017.1 hypothetical protein HT031_004277 [Scenedesmus sp. PABB004]
N3.HOG0003813	OG0002871	n0									KAF6266432.1 hypothetical protein COO60DRAFT_1697389 [Scenedesmus sp. NREL 46B-D3]	KAF8056473.1 Ttc1 [Scenedesmus sp. PABB004]
N3.HOG0003814	OG0002872	n0									KAF6255885.1 ubiquitin-conjugating enzyme/RWD-like protein [Scenedesmus sp. NREL 46B-D3], KAF6251933.1 ubiquitin-conjugating enzyme/RWD-like protein [Scenedesmus sp. NREL 46B-D3]	KAF8073235.1 ube2w [Scenedesmus sp. PABB004]
N3.HOG0003815	OG0002873	n0									KAF6257551.1 6_7-dimethyl-8-ribityllumazine synthase [Scenedesmus sp. NREL 46B-D3]	KAF8070950.1 6_7-dimethyl-8-ribityllumazine synthase [Scenedesmus sp. PABB004]
N3.HOG0003816	OG0002874	n0									KAF6258776.1 hypothetical protein COO60DRAFT_1081358 [Scenedesmus sp. NREL 46B-D3]	
N3.HOG0003817	OG0002875	n0									KAF6256958.1 N-ethylmaleimide sensitive fusion protein [Scenedesmus sp. NREL 46B-D3]	KAF8068216.1 hypothetical protein HT031_001902 [Scenedesmus sp. PABB004]
N3.HOG0003818	OG0002876	n0									KAF6250748.1 YbaB/EbfC DNA-binding family-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6257349.1 YbaB/EbfC DNA-binding family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8056113.1 DGAT2D [Scenedesmus sp. PABB004]
N3.HOG0003819	OG0002877	n0									KAF6265978.1 thioredoxin-like protein [Scenedesmus sp. NREL 46B-D3]	KAF8071095.1 GRXS7 [Scenedesmus sp. PABB004]
N3.HOG0003820	OG0002878	n0									KAF6259485.1 hypothetical protein COO60DRAFT_1001184 [Scenedesmus sp. NREL 46B-D3]	KAF8072683.1 UBP26 [Scenedesmus sp. PABB004]
N3.HOG0003821	OG0002879	n0									KAF6265223.1 nucleoporin-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8069564.1 NUP155 [Scenedesmus sp. PABB004]
N3.HOG0003822	OG0002880	n0									KAF6257243.1 hypothetical protein COO60DRAFT_1640080 [Scenedesmus sp. NREL 46B-D3]	
