Orthogroup	Chlorella_Vulgaris2111P	Scenedesmus_PABB004
OG0001649	KAI3427043.1 hypothetical protein D9Q98_006984 [Chlorella vulgaris], KAI3438649.1 hypothetical protein D9Q98_001071 [Chlorella vulgaris]	KAF8072552.1 protein phosphatase [Scenedesmus sp. PABB004]
OG0001650	KAI3438651.1 hypothetical protein D9Q98_001073 [Chlorella vulgaris]	KAF8060368.1 hypothetical protein HT031_004904 [Scenedesmus sp. PABB004]
OG0001654	KAI3435942.1 hypothetical protein D9Q98_002000 [Chlorella vulgaris]	KAF8065849.1 hypothetical protein HT031_002909 [Scenedesmus sp. PABB004]
OG0001656	KAI3432645.1 hypothetical protein D9Q98_004191 [Chlorella vulgaris]	KAF8073043.1 APUM24 [Scenedesmus sp. PABB004]
OG0001657	KAI3424898.1 hypothetical protein D9Q98_008282 [Chlorella vulgaris]	KAF8065581.1 hypothetical protein HT031_003182 [Scenedesmus sp. PABB004], KAF8065576.1 hypothetical protein HT031_003177 [Scenedesmus sp. PABB004], KAF8055838.1 hypothetical protein HT031_006613 [Scenedesmus sp. PABB004], KAF8065573.1 dus [Scenedesmus sp. PABB004]
OG0001664	KAI3423915.1 hypothetical protein D9Q98_009749 [Chlorella vulgaris]	KAF8057105.1 yciC [Scenedesmus sp. PABB004]
OG0001665	KAI3434607.1 hypothetical protein D9Q98_002675 [Chlorella vulgaris]	KAF8066238.1 RPS26C [Scenedesmus sp. PABB004]
OG0001666	KAI3438184.1 hypothetical protein D9Q98_000621 [Chlorella vulgaris]	KAF8072634.1 Transketolase [Scenedesmus sp. PABB004]
OG0001667	KAI3434622.1 hypothetical protein D9Q98_002689 [Chlorella vulgaris]	KAF8058303.1 selO [Scenedesmus sp. PABB004]
OG0001668	KAI3438211.1 hypothetical protein D9Q98_000648 [Chlorella vulgaris]	KAF8054757.1 SYP71 [Scenedesmus sp. PABB004], KAF8072343.1 SYP71 [Scenedesmus sp. PABB004]
OG0001669	KAI3434663.1 hypothetical protein D9Q98_002727 [Chlorella vulgaris]	KAF8056226.1 ANKRD27 [Scenedesmus sp. PABB004]
OG0001670	KAI3434577.1 hypothetical protein D9Q98_002647 [Chlorella vulgaris]	KAF8060470.1 hypothetical protein HT031_004646 [Scenedesmus sp. PABB004]
OG0001671	KAI3434469.1 hypothetical protein D9Q98_002546 [Chlorella vulgaris]	KAF8071209.1 PUB53 [Scenedesmus sp. PABB004]
OG0001672	KAI3434566.1 hypothetical protein D9Q98_002638 [Chlorella vulgaris]	KAF8071281.1 mnmA [Scenedesmus sp. PABB004]
OG0001673	KAI3434610.1 hypothetical protein D9Q98_002678 [Chlorella vulgaris]	KAF8066378.1 GWD3 [Scenedesmus sp. PABB004]
OG0001674	KAI3438075.1 hypothetical protein D9Q98_000517 [Chlorella vulgaris]	KAF8063671.1 BIG3 [Scenedesmus sp. PABB004]
OG0001675	KAI3436421.1 hypothetical protein D9Q98_005838 [Chlorella vulgaris]	KAF8058868.1 hypothetical protein HT031_005436 [Scenedesmus sp. PABB004]
OG0001676	KAI3424477.1 hypothetical protein D9Q98_010027 [Chlorella vulgaris]	KAF8063844.1 TRN1 [Scenedesmus sp. PABB004]
OG0001677	KAI3436185.1 hypothetical protein D9Q98_002240 [Chlorella vulgaris]	KAF8071251.1 CNX2 [Scenedesmus sp. PABB004]
OG0001678	KAI3424072.1 hypothetical protein D9Q98_009435 [Chlorella vulgaris]	KAF8072788.1 SPBC2A9.03 [Scenedesmus sp. PABB004]
OG0001679	KAI3424056.1 hypothetical protein D9Q98_009419 [Chlorella vulgaris]	KAF8072894.1 hypothetical protein HT031_000554 [Scenedesmus sp. PABB004]
OG0001680	KAI3424264.1 hypothetical protein D9Q98_009618 [Chlorella vulgaris]	KAF8072699.1 Endoglucanase [Scenedesmus sp. PABB004]
OG0001681	KAI3432423.1 hypothetical protein D9Q98_003977 [Chlorella vulgaris]	KAF8061344.1 phosphoribosylformylglycinamidine synthase [Scenedesmus sp. PABB004]
OG0001682	KAI3423427.1 hypothetical protein D9Q98_010643 [Chlorella vulgaris]	KAF8069608.1 FTSHI3 [Scenedesmus sp. PABB004]
OG0001683	KAI3423194.1 hypothetical protein D9Q98_010716_ partial [Chlorella vulgaris]	KAF8073253.1 NIFU1 [Scenedesmus sp. PABB004]
OG0001684	KAI3424276.1 hypothetical protein D9Q98_009630 [Chlorella vulgaris]	KAF8062920.1 hypothetical protein HT031_003758 [Scenedesmus sp. PABB004]
OG0001686	KAI3432267.1 hypothetical protein D9Q98_003827 [Chlorella vulgaris]	KAF8060094.1 CHC2 [Scenedesmus sp. PABB004]
OG0001687	KAI3431570.1 hypothetical protein D9Q98_004620 [Chlorella vulgaris]	KAF8057752.1 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6 [Scenedesmus sp. PABB004]
OG0001689	KAI3434835.1 hypothetical protein D9Q98_002890 [Chlorella vulgaris]	KAF8054987.1 PBB2 [Scenedesmus sp. PABB004]
OG0001692	KAI3424458.1 hypothetical protein D9Q98_010009 [Chlorella vulgaris], KAI3424457.1 hypothetical protein D9Q98_010009 [Chlorella vulgaris]	KAF8055922.1 ODA1 [Scenedesmus sp. PABB004]
OG0001693	KAI3431510.1 hypothetical protein D9Q98_004560 [Chlorella vulgaris]	KAF8056127.1 ANK2 [Scenedesmus sp. PABB004]
OG0001694	KAI3431552.1 hypothetical protein D9Q98_004601 [Chlorella vulgaris]	KAF8060609.1 mak16 [Scenedesmus sp. PABB004]
OG0001695	KAI3430908.1 hypothetical protein D9Q98_009317 [Chlorella vulgaris]	KAF8071159.1 APY7 [Scenedesmus sp. PABB004]
OG0001697	KAI3435949.1 hypothetical protein D9Q98_002007 [Chlorella vulgaris], KAI3435948.1 hypothetical protein D9Q98_002006 [Chlorella vulgaris]	KAF8065896.1 AAE18 [Scenedesmus sp. PABB004]
OG0001698	KAI3432361.1 hypothetical protein D9Q98_003918 [Chlorella vulgaris]	KAF8072691.1 AL21 [Scenedesmus sp. PABB004]
OG0001699	KAI3432439.1 hypothetical protein D9Q98_003992 [Chlorella vulgaris]	KAF8067371.1 hypothetical protein HT031_002419 [Scenedesmus sp. PABB004]
OG0001700	KAI3438271.1 hypothetical protein D9Q98_000706 [Chlorella vulgaris]	KAF8072352.1 HSP70-14 [Scenedesmus sp. PABB004]
OG0001701	KAI3438507.1 hypothetical protein D9Q98_000935 [Chlorella vulgaris]	KAF8071001.1 sugar phosphate/phosphate translocator [Scenedesmus sp. PABB004]
OG0001702	KAI3437746.1 hypothetical protein D9Q98_000194 [Chlorella vulgaris]	KAF8066187.1 BIO2 [Scenedesmus sp. PABB004]
OG0001703	KAI3435591.1 hypothetical protein D9Q98_001656 [Chlorella vulgaris]	KAF8059983.1 POLA2 [Scenedesmus sp. PABB004]
OG0001704	KAI3438531.1 hypothetical protein D9Q98_000959 [Chlorella vulgaris]	KAF8073147.1 clptm1 [Scenedesmus sp. PABB004]
OG0001705	KAI3429721.1 hypothetical protein D9Q98_010037 [Chlorella vulgaris]	KAF8065924.1 IBI1 [Scenedesmus sp. PABB004]
OG0001706	KAI3429707.1 hypothetical protein D9Q98_005792 [Chlorella vulgaris]	KAF8055468.1 hypothetical protein HT031_006727 [Scenedesmus sp. PABB004]
OG0001707	KAI3429724.1 hypothetical protein D9Q98_010040 [Chlorella vulgaris]	KAF8068446.1 hypothetical protein HT031_002135 [Scenedesmus sp. PABB004]
OG0001708	KAI3438529.1 hypothetical protein D9Q98_000957 [Chlorella vulgaris]	KAF8057678.1 ING4 [Scenedesmus sp. PABB004]
OG0001709	KAI3437743.1 hypothetical protein D9Q98_000191 [Chlorella vulgaris]	KAF8070871.1 Alpha-latrocrustotoxin-a [Scenedesmus sp. PABB004]
OG0001710	KAI3429714.1 hypothetical protein D9Q98_005799 [Chlorella vulgaris]	KAF8058136.1 Spo [Scenedesmus sp. PABB004]
OG0001711	KAI3437870.1 hypothetical protein D9Q98_000316 [Chlorella vulgaris]	KAF8058434.1 sbpA [Scenedesmus sp. PABB004]
OG0001712	KAI3438908.1 hypothetical protein D9Q98_001322 [Chlorella vulgaris]	KAF8073108.1 RPL13AB [Scenedesmus sp. PABB004]
OG0001713	KAI3437864.1 hypothetical protein D9Q98_000310 [Chlorella vulgaris]	KAF8062007.1 lysS [Scenedesmus sp. PABB004]
OG0001714	KAI3427085.1 hypothetical protein D9Q98_007024 [Chlorella vulgaris]	KAF8069384.1 hypothetical protein HT031_001499 [Scenedesmus sp. PABB004]
OG0001715	KAI3426424.1 hypothetical protein D9Q98_008792 [Chlorella vulgaris]	KAF8055936.1 hypothetical protein HT031_006575 [Scenedesmus sp. PABB004]
OG0001716	KAI3438495.1 hypothetical protein D9Q98_000923 [Chlorella vulgaris]	KAF8062742.1 NADH dehydrogenase [ubiquinone] flavoprotein 2 [Scenedesmus sp. PABB004]
OG0001717	KAI3438474.1 hypothetical protein D9Q98_000903 [Chlorella vulgaris]	KAF8068377.1 ttc27 [Scenedesmus sp. PABB004]
OG0001718	KAI3438581.1 hypothetical protein D9Q98_001006 [Chlorella vulgaris]	KAF8071236.1 ceeh-2 [Scenedesmus sp. PABB004]
OG0001719	KAI3427025.1 hypothetical protein D9Q98_006967 [Chlorella vulgaris]	KAF8069563.1 CCT6A [Scenedesmus sp. PABB004]
OG0001720	KAI3427027.1 hypothetical protein D9Q98_006969 [Chlorella vulgaris]	KAF8055820.1 SPCC4G3.03 [Scenedesmus sp. PABB004]
OG0001721	KAI3427066.1 hypothetical protein D9Q98_007006 [Chlorella vulgaris]	KAF8069518.1 hypothetical protein HT031_001635 [Scenedesmus sp. PABB004]
OG0001722	KAI3429532.1 hypothetical protein D9Q98_005620 [Chlorella vulgaris], KAI3429533.1 hypothetical protein D9Q98_005621 [Chlorella vulgaris]	KAF8058829.1 hypothetical protein HT031_005397 [Scenedesmus sp. PABB004]
OG0001724	KAI3430752.1 hypothetical protein D9Q98_009164 [Chlorella vulgaris]	KAF8062679.1 Mettl5 [Scenedesmus sp. PABB004]
OG0001727	KAI3434570.1 hypothetical protein D9Q98_002642 [Chlorella vulgaris], KAI3434578.1 hypothetical protein D9Q98_002648 [Chlorella vulgaris]	KAF8068431.1 BETAC-AD [Scenedesmus sp. PABB004]
OG0001728	KAI3438853.1 hypothetical protein D9Q98_001270 [Chlorella vulgaris]	KAF8060534.1 RPS19A [Scenedesmus sp. PABB004]
OG0001730	KAI3434465.1 hypothetical protein D9Q98_002542 [Chlorella vulgaris]	KAF8068199.1 RPS3C [Scenedesmus sp. PABB004]
OG0001732	KAI3424764.1 hypothetical protein D9Q98_008153 [Chlorella vulgaris], KAI3424765.1 hypothetical protein D9Q98_008153 [Chlorella vulgaris]	KAF8069649.1 Atp2b4 [Scenedesmus sp. PABB004]
OG0001734	KAI3436280.1 hypothetical protein D9Q98_002333 [Chlorella vulgaris]	KAF8058329.1 hypothetical protein HT031_005645 [Scenedesmus sp. PABB004]
OG0001735	KAI3434551.1 hypothetical protein D9Q98_002624 [Chlorella vulgaris]	KAF8065578.1 LARP6B [Scenedesmus sp. PABB004]
OG0001736	KAI3437794.1 hypothetical protein D9Q98_000241 [Chlorella vulgaris]	KAF8062055.1 hypothetical protein HT031_004315 [Scenedesmus sp. PABB004]
OG0001737	KAI3437796.1 hypothetical protein D9Q98_000243 [Chlorella vulgaris]	KAF8071122.1 U2AF35A [Scenedesmus sp. PABB004]
OG0001738	KAI3438698.1 hypothetical protein D9Q98_001118 [Chlorella vulgaris]	KAF8065928.1 PEX12 [Scenedesmus sp. PABB004]
OG0001739	KAI3435633.1 hypothetical protein D9Q98_001692 [Chlorella vulgaris]	KAF8067236.1 RBM25 [Scenedesmus sp. PABB004]
OG0001740	KAI3435579.1 hypothetical protein D9Q98_001644 [Chlorella vulgaris]	KAF8067391.1 SPT16 [Scenedesmus sp. PABB004]
OG0001741	KAI3437589.1 hypothetical protein D9Q98_000042 [Chlorella vulgaris]	KAF8071087.1 UBP4 [Scenedesmus sp. PABB004]
OG0001742	KAI3425349.1 hypothetical protein D9Q98_009113 [Chlorella vulgaris]	KAF8059684.1 FKBP65 [Scenedesmus sp. PABB004]
OG0001743	KAI3425044.1 hypothetical protein D9Q98_008422 [Chlorella vulgaris]	KAF8059461.1 RPT6B [Scenedesmus sp. PABB004]
OG0001744	KAI3437789.1 hypothetical protein D9Q98_000236 [Chlorella vulgaris]	KAF8058411.1 EB1C [Scenedesmus sp. PABB004]
OG0001745	KAI3431767.1 hypothetical protein D9Q98_010523_ partial [Chlorella vulgaris]	KAF8072654.1 hypothetical protein HT031_000314 [Scenedesmus sp. PABB004]
OG0001746	KAI3433719.1 hypothetical protein D9Q98_003527 [Chlorella vulgaris]	KAF8067251.1 hypothetical protein HT031_002298 [Scenedesmus sp. PABB004]
OG0001746	KAI3436367.1 hypothetical protein D9Q98_002420 [Chlorella vulgaris]	KAF8055742.1 hypothetical protein HT031_006646 [Scenedesmus sp. PABB004]
OG0001747	KAI3438813.1 hypothetical protein D9Q98_001230 [Chlorella vulgaris]	KAF8064696.1 hypothetical protein HT031_003498 [Scenedesmus sp. PABB004]
OG0001748	KAI3435801.1 hypothetical protein D9Q98_001859 [Chlorella vulgaris]	KAF8071078.1 CYP51 [Scenedesmus sp. PABB004]
OG0001750	KAI3436278.1 hypothetical protein D9Q98_002331 [Chlorella vulgaris]	KAF8064675.1 hypothetical protein HT031_003477 [Scenedesmus sp. PABB004]
OG0001751	KAI3437559.1 hypothetical protein D9Q98_000012 [Chlorella vulgaris]	KAF8071125.1 hypothetical protein HT031_001207 [Scenedesmus sp. PABB004]
OG0001752	KAI3436272.1 hypothetical protein D9Q98_002325 [Chlorella vulgaris]	KAF8065647.1 Znhit6 [Scenedesmus sp. PABB004]
OG0001753	KAI3435798.1 hypothetical protein D9Q98_001856 [Chlorella vulgaris]	KAF8062020.1 DJ1B [Scenedesmus sp. PABB004]
OG0001754	KAI3438263.1 hypothetical protein D9Q98_000699 [Chlorella vulgaris]	KAF8062640.1 fbiC [Scenedesmus sp. PABB004]
OG0001756	KAI3429314.1 hypothetical protein D9Q98_005409 [Chlorella vulgaris]	KAF8057933.1 fusA1 [Scenedesmus sp. PABB004]
OG0001757	KAI3428576.1 hypothetical protein D9Q98_007398 [Chlorella vulgaris]	KAF8072835.1 LDL3 [Scenedesmus sp. PABB004]
OG0001758	KAI3437932.1 hypothetical protein D9Q98_000376 [Chlorella vulgaris]	KAF8062044.1 OVA1 [Scenedesmus sp. PABB004]
OG0001760	KAI3438498.1 hypothetical protein D9Q98_000926 [Chlorella vulgaris]	KAF8068356.1 PAT13 [Scenedesmus sp. PABB004]
OG0001762	KAI3434467.1 hypothetical protein D9Q98_002544 [Chlorella vulgaris]	KAF8066409.1 FAD6 [Scenedesmus sp. PABB004]
OG0001763	KAI3429530.1 hypothetical protein D9Q98_005618 [Chlorella vulgaris]	KAF8064574.1 CLPS3 [Scenedesmus sp. PABB004]
OG0001767	KAI3428699.1 hypothetical protein D9Q98_007523 [Chlorella vulgaris]	KAF8065603.1 dolichyl pyrophosphate alpha-1 [Scenedesmus sp. PABB004]
OG0001768	KAI3429310.1 hypothetical protein D9Q98_005405 [Chlorella vulgaris]	KAF8067224.1 hypothetical protein HT031_002271 [Scenedesmus sp. PABB004]
OG0001769	KAI3438642.1 hypothetical protein D9Q98_001064 [Chlorella vulgaris]	KAF8066196.1 hypothetical protein HT031_002518 [Scenedesmus sp. PABB004]
OG0001770	KAI3437775.1 hypothetical protein D9Q98_000222 [Chlorella vulgaris]	KAF8062085.1 hypothetical protein HT031_004345 [Scenedesmus sp. PABB004]
OG0001771	KAI3436266.1 hypothetical protein D9Q98_002319 [Chlorella vulgaris]	KAF8061976.1 ODA7 [Scenedesmus sp. PABB004]
OG0001772	KAI3427267.1 hypothetical protein D9Q98_007199 [Chlorella vulgaris]	KAF8063076.1 hypothetical protein HT031_003915 [Scenedesmus sp. PABB004]
OG0001773	KAI3438660.1 hypothetical protein D9Q98_001081 [Chlorella vulgaris]	KAF8056141.1 hypothetical protein HT031_006492 [Scenedesmus sp. PABB004], KAF8065438.1 SAP16 [Scenedesmus sp. PABB004]
OG0001774	KAI3429534.1 hypothetical protein D9Q98_005622 [Chlorella vulgaris]	KAF8059403.1 fls [Scenedesmus sp. PABB004], KAF8057908.1 Intracellular alkaline protease [Scenedesmus sp. PABB004]
OG0001777	KAI3438341.1 hypothetical protein D9Q98_000774 [Chlorella vulgaris]	KAF8055821.1 TIC236 [Scenedesmus sp. PABB004]
OG0001778	KAI3431760.1 hypothetical protein D9Q98_004802 [Chlorella vulgaris]	KAF8064485.1 impdh [Scenedesmus sp. PABB004]
OG0001779	KAI3431254.1 hypothetical protein D9Q98_004317_ partial [Chlorella vulgaris]	KAF8069701.1 SRP54-1 [Scenedesmus sp. PABB004]
OG0001780	KAI3432607.1 hypothetical protein D9Q98_004154 [Chlorella vulgaris]	KAF8066342.1 scy1 [Scenedesmus sp. PABB004]
OG0001781	KAI3428729.1 hypothetical protein D9Q98_007553 [Chlorella vulgaris]	KAF8072892.1 Fancd2 [Scenedesmus sp. PABB004]
OG0001782	KAI3433812.1 hypothetical protein D9Q98_003616 [Chlorella vulgaris]	KAF8057110.1 PRY3 [Scenedesmus sp. PABB004]
OG0001783	KAI3435750.1 hypothetical protein D9Q98_001808 [Chlorella vulgaris]	KAF8073186.1 ADE2 [Scenedesmus sp. PABB004]
OG0001784	KAI3434977.1 hypothetical protein D9Q98_003029 [Chlorella vulgaris]	KAF8056019.1 cry [Scenedesmus sp. PABB004]
OG0001785	KAI3437995.1 hypothetical protein D9Q98_000438 [Chlorella vulgaris]	KAF8062091.1 hypothetical protein HT031_004351 [Scenedesmus sp. PABB004], KAF8062094.1 VPS53 [Scenedesmus sp. PABB004]
OG0001786	KAI3431282.1 hypothetical protein D9Q98_004343 [Chlorella vulgaris]	KAF8056390.1 RPN11 [Scenedesmus sp. PABB004]
OG0001788	KAI3428741.1 hypothetical protein D9Q98_007564 [Chlorella vulgaris]	KAF8070952.1 spf31 [Scenedesmus sp. PABB004]
OG0001789	KAI3438029.1 hypothetical protein D9Q98_000472 [Chlorella vulgaris], KAI3438025.1 hypothetical protein D9Q98_000468 [Chlorella vulgaris]	KAF8055327.1 LHCA1 [Scenedesmus sp. PABB004]
OG0001790	KAI3438003.1 hypothetical protein D9Q98_000446 [Chlorella vulgaris]	KAF8072392.1 Coatomer subunit gamma [Scenedesmus sp. PABB004]
OG0001791	KAI3428721.1 hypothetical protein D9Q98_007545 [Chlorella vulgaris]	KAF8069393.1 hypothetical protein HT031_001508 [Scenedesmus sp. PABB004]
OG0001792	KAI3432629.1 hypothetical protein D9Q98_004175 [Chlorella vulgaris]	KAF8065962.1 rplA [Scenedesmus sp. PABB004]
OG0001794	KAI3437982.1 hypothetical protein D9Q98_000426 [Chlorella vulgaris]	KAF8061162.1 eif3g-a [Scenedesmus sp. PABB004]
OG0001795	KAI3431298.1 hypothetical protein D9Q98_004357 [Chlorella vulgaris]	KAF8059175.1 hypothetical protein HT031_005347 [Scenedesmus sp. PABB004]
OG0001797	KAI3432371.1 hypothetical protein D9Q98_003928 [Chlorella vulgaris]	KAF8061408.1 Ppc1 [Scenedesmus sp. PABB004]
OG0001799	KAI3432464.1 hypothetical protein D9Q98_004013 [Chlorella vulgaris], KAI3432465.1 hypothetical protein D9Q98_004014 [Chlorella vulgaris]	KAF8056235.1 CS2 [Scenedesmus sp. PABB004]
OG0001800	KAI3433322.1 hypothetical protein D9Q98_003140 [Chlorella vulgaris]	KAF8069417.1 RFC1 [Scenedesmus sp. PABB004]
OG0001801	KAI3438225.1 hypothetical protein D9Q98_000662 [Chlorella vulgaris]	KAF8069406.1 TOM1 [Scenedesmus sp. PABB004]
OG0001803	KAI3439005.1 hypothetical protein D9Q98_001417 [Chlorella vulgaris]	KAF8060298.1 rplY [Scenedesmus sp. PABB004], KAF8060294.1 vpr [Scenedesmus sp. PABB004]
OG0001804	KAI3426000.1 hypothetical protein D9Q98_007968 [Chlorella vulgaris]	KAF8062031.1 msh-3 [Scenedesmus sp. PABB004]
OG0001805	KAI3438335.1 hypothetical protein D9Q98_000768 [Chlorella vulgaris]	KAF8062898.1 RIBA1 [Scenedesmus sp. PABB004]
OG0001806	KAI3429593.1 hypothetical protein D9Q98_005679 [Chlorella vulgaris]	KAF8061314.1 ycf24 [Scenedesmus sp. PABB004]
OG0001807	KAI3432810.1 hypothetical protein D9Q98_010393 [Chlorella vulgaris]	KAF8069624.1 Granule-bound starch synthase 1b [Scenedesmus sp. PABB004]
OG0001809	KAI3426004.1 hypothetical protein D9Q98_007972 [Chlorella vulgaris]	KAF8067166.1 hypothetical protein HT031_002213 [Scenedesmus sp. PABB004]
OG0001810	KAI3439013.1 hypothetical protein D9Q98_001425 [Chlorella vulgaris]	KAF8056863.1 hypothetical protein HT031_006207 [Scenedesmus sp. PABB004]
OG0001811	KAI3439006.1 hypothetical protein D9Q98_001418 [Chlorella vulgaris]	KAF8063093.1 VPS10 [Scenedesmus sp. PABB004]
OG0001812	KAI3438237.1 hypothetical protein D9Q98_000674 [Chlorella vulgaris]	KAF8073244.1 coatomer subunit beta-1 [Scenedesmus sp. PABB004]
OG0001813	KAI3438380.1 hypothetical protein D9Q98_000812 [Chlorella vulgaris]	KAF8068207.1 phenylalanine--tRNA ligase [Scenedesmus sp. PABB004]
OG0001814	KAI3433320.1 hypothetical protein D9Q98_003138 [Chlorella vulgaris]	KAF8066285.1 hypothetical protein HT031_002608 [Scenedesmus sp. PABB004]
OG0001815	KAI3431413.1 hypothetical protein D9Q98_004466 [Chlorella vulgaris]	KAF8069603.1 nhp6 [Scenedesmus sp. PABB004]
OG0001817	KAI3438333.1 hypothetical protein D9Q98_000766 [Chlorella vulgaris]	KAF8058870.1 SNX1 [Scenedesmus sp. PABB004]
OG0001818	KAI3428262.1 hypothetical protein D9Q98_006641 [Chlorella vulgaris]	KAF8073064.1 60S acidic ribosomal protein P0 [Scenedesmus sp. PABB004]
OG0001819	KAI3436518.1 hypothetical protein D9Q98_005935 [Chlorella vulgaris]	KAF8069628.1 selenbp1 [Scenedesmus sp. PABB004]
OG0001820	KAI3433451.1 hypothetical protein D9Q98_003264 [Chlorella vulgaris]	KAF8066309.1 strawberry notch-like protein [Scenedesmus sp. PABB004]
OG0001821	KAI3435939.1 hypothetical protein D9Q98_001997 [Chlorella vulgaris]	KAF8072915.1 BSL2 [Scenedesmus sp. PABB004]
OG0001823	KAI3429638.1 hypothetical protein D9Q98_005724 [Chlorella vulgaris]	KAF8054949.1 AVT6B [Scenedesmus sp. PABB004]
OG0001824	KAI3428315.1 hypothetical protein D9Q98_006695 [Chlorella vulgaris]	KAF8059708.1 MAP2B [Scenedesmus sp. PABB004]
OG0001825	KAI3435869.1 hypothetical protein D9Q98_001927 [Chlorella vulgaris]	KAF8073233.1 ACX4 [Scenedesmus sp. PABB004]
OG0001826	KAI3428249.1 hypothetical protein D9Q98_006628 [Chlorella vulgaris]	KAF8057278.1 CCT8 [Scenedesmus sp. PABB004]
OG0001827	KAI3431643.1 hypothetical protein D9Q98_004690 [Chlorella vulgaris]	KAF8062060.1 Guk1 [Scenedesmus sp. PABB004], KAF8072379.1 GK1 [Scenedesmus sp. PABB004]
OG0001828	KAI3435861.1 hypothetical protein D9Q98_001919 [Chlorella vulgaris]	KAF8054610.1 tnrc4-a [Scenedesmus sp. PABB004], KAF8067108.1 HNRNPA1 [Scenedesmus sp. PABB004]
OG0001829	KAI3434865.1 hypothetical protein D9Q98_002919 [Chlorella vulgaris]	KAF8061306.1 VHA-a3 [Scenedesmus sp. PABB004]
OG0001830	KAI3435857.1 hypothetical protein D9Q98_001915 [Chlorella vulgaris]	KAF8065947.1 DHS1 [Scenedesmus sp. PABB004]
OG0001831	KAI3434808.1 hypothetical protein D9Q98_002865 [Chlorella vulgaris], KAI3434807.1 hypothetical protein D9Q98_002864 [Chlorella vulgaris]	KAF8063832.1 Serine--tRNA ligase [Scenedesmus sp. PABB004]
OG0001832	KAI3437749.1 hypothetical protein D9Q98_000197 [Chlorella vulgaris]	KAF8054873.1 BIO3-BIO1 [Scenedesmus sp. PABB004], KAF8054954.1 BIO3-BIO1 [Scenedesmus sp. PABB004]
OG0001833	KAI3431750.1 hypothetical protein D9Q98_004792 [Chlorella vulgaris]	KAF8062919.1 hypothetical protein HT031_003757 [Scenedesmus sp. PABB004]
OG0001834	KAI3431438.1 hypothetical protein D9Q98_004490 [Chlorella vulgaris]	KAF8073022.1 B3 domain-containing protein [Scenedesmus sp. PABB004]
OG0001837	KAI3423824.1 hypothetical protein D9Q98_009660 [Chlorella vulgaris]	KAF8065568.1 purH [Scenedesmus sp. PABB004]
OG0001838	KAI3432659.1 hypothetical protein D9Q98_004203 [Chlorella vulgaris]	KAF8061341.1 tsr1 [Scenedesmus sp. PABB004]
OG0001839	KAI3435665.1 hypothetical protein D9Q98_001723 [Chlorella vulgaris]	KAF8058088.1 Prep [Scenedesmus sp. PABB004]
OG0001840	KAI3436721.1 hypothetical protein D9Q98_006136 [Chlorella vulgaris]	KAF8059215.1 ARC6 [Scenedesmus sp. PABB004], KAF8059214.1 Nuak2 [Scenedesmus sp. PABB004]
OG0001841	KAI3431868.1 hypothetical protein D9Q98_010619 [Chlorella vulgaris]	KAF8054979.1 ABCF5 [Scenedesmus sp. PABB004]
OG0001842	KAI3437803.1 hypothetical protein D9Q98_000250 [Chlorella vulgaris]	KAF8065887.1 hypothetical protein HT031_002948 [Scenedesmus sp. PABB004]
OG0001843	KAI3438260.1 hypothetical protein D9Q98_000696 [Chlorella vulgaris]	KAF8060514.1 eif2s3 [Scenedesmus sp. PABB004]
OG0001844	KAI3436562.1 hypothetical protein D9Q98_005978 [Chlorella vulgaris]	KAF8057129.1 pyrroline-5-carboxylate reductase [Scenedesmus sp. PABB004]
OG0001845	KAI3436598.1 hypothetical protein D9Q98_006015 [Chlorella vulgaris]	KAF8060565.1 mettl3 [Scenedesmus sp. PABB004]
OG0001846	KAI3437843.1 hypothetical protein D9Q98_000289 [Chlorella vulgaris]	KAF8057659.1 POLR3H [Scenedesmus sp. PABB004]
OG0001847	KAI3432668.1 hypothetical protein D9Q98_004212 [Chlorella vulgaris]	KAF8072988.1 sec61a [Scenedesmus sp. PABB004]
OG0001848	KAI3423823.1 hypothetical protein D9Q98_009659 [Chlorella vulgaris]	KAF8071268.1 FAB1C [Scenedesmus sp. PABB004]
OG0001849	KAI3434471.1 hypothetical protein D9Q98_002548 [Chlorella vulgaris]	KAF8065757.1 hypothetical protein HT031_002817 [Scenedesmus sp. PABB004]
OG0001850	KAI3434557.1 hypothetical protein D9Q98_002630 [Chlorella vulgaris]	KAF8069446.1 DEAD-box ATP-dependent RNA helicase 18 [Scenedesmus sp. PABB004]
OG0001851	KAI3430770.1 hypothetical protein D9Q98_009182 [Chlorella vulgaris]	KAF8064526.1 methionine--tRNA ligase [Scenedesmus sp. PABB004]
OG0001852	KAI3436486.1 hypothetical protein D9Q98_005903 [Chlorella vulgaris], KAI3436535.1 hypothetical protein D9Q98_005952 [Chlorella vulgaris]	KAF8065608.1 DGS1 [Scenedesmus sp. PABB004]
OG0001853	KAI3434420.1 hypothetical protein D9Q98_002498 [Chlorella vulgaris]	KAF8057869.1 can [Scenedesmus sp. PABB004]
OG0001854	KAI3436522.1 hypothetical protein D9Q98_005939 [Chlorella vulgaris]	KAF8061353.1 SUMO3 [Scenedesmus sp. PABB004]
OG0001855	KAI3436545.1 hypothetical protein D9Q98_005961 [Chlorella vulgaris]	KAF8065905.1 SF3B4 [Scenedesmus sp. PABB004]
OG0001856	KAI3434443.1 hypothetical protein D9Q98_002520 [Chlorella vulgaris]	KAF8058350.1 upp [Scenedesmus sp. PABB004]
