Orthogroup	Chlorella_KRBP	Chlorella_Sorokiniana1602
OG0001581	QAXK01003468.1_8146-4525	PRW60999.1 cysteine desulfurase [Chlorella sorokiniana]
OG0001582	QAXK01003110.1_3669-4960	PRW58496.1 SNF1-related kinase regulatory subunit beta-2 [Chlorella sorokiniana]
OG0001592	QAXK01004995.1_4321-153	PRW58427.1 AMP deaminase [Chlorella sorokiniana]
OG0001595	QAXK01003821.1_4511-8191	PRW58810.1 DEAD-box ATP-dependent RNA helicase 38 [Chlorella sorokiniana]
OG0001599	QAXK01001163.1_31234-32344	PRW45722.1 CPLD51 required for cyt b6 assembly [Chlorella sorokiniana]
OG0001602	QAXK01009112.1_2932-1649	PRW18339.1 translation factor-like [Chlorella sorokiniana], PRW58529.1 GTPase [Chlorella sorokiniana]
OG0001606	QAXK01001551.1_37852-43451	PRW33977.1 Cysteinyl-tRNA synthetase isoform C [Chlorella sorokiniana], PRW33976.1 Cysteinyl-tRNA synthetase isoform B [Chlorella sorokiniana], PRW33975.1 Cysteinyl-tRNA synthetase isoform A [Chlorella sorokiniana]
OG0001618	QAXK01003579.1_4454-5700	PRW57104.1 beta-hydroxyacyl-ACP dehydratase [Chlorella sorokiniana]
OG0001620	QAXK01004906.1_4885-7564	PRW56104.1 kinase [Chlorella sorokiniana]
OG0001624	QAXK01001935.1_7191-6190	PRW58987.1 peroxisomal membrane 13 [Chlorella sorokiniana]
OG0001625	QAXK01008598.1_11627-10467	PRW20520.1 pyridoxamine 5 -phosphate oxidase [Chlorella sorokiniana]
OG0001666	QAXK01000648.1_7716-3949	PRW57509.1 transketolase 7 [Chlorella sorokiniana]
OG0001670	QAXK01001801.1_20671-18627	PRW57872.1 glutamate-1-semialdehyde aminotransferase [Chlorella sorokiniana]
OG0001676	QAXK01000084.1_15952-9180	PRW61530.1 transportin-1-like isoform X1 [Chlorella sorokiniana]
OG0001677	QAXK01006154.1_7199-4782	PRW59793.1 Cyclic pyranopterin monophosphate mitochondrial [Chlorella sorokiniana]
OG0001679	QAXK01005586.1_4660-3715	PRW61625.1 mitochondrial acidic [Chlorella sorokiniana]
OG0001681	QAXK01003694.1_10054-1111	PRW61378.1 putative phosphoribosylformylglycinamidine chloroplastic mitochondrial [Chlorella sorokiniana]
OG0001683	QAXK01005873.1_4902-1877	PRW61408.1 nifU chloroplastic isoform B [Chlorella sorokiniana], PRW61409.1 nifU chloroplastic isoform A [Chlorella sorokiniana]
OG0001684	QAXK01001160.1_46203-44172	PRW61441.1 Eukaryotic translation initiation factor 4G [Chlorella sorokiniana]
OG0001686	QAXK01001518.1_29154-38461	PRW61204.1 clathrin heavy chain [Chlorella sorokiniana]
OG0001687	QAXK01011350.1_4968-4302	PRW39378.1 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6 [Chlorella sorokiniana]
OG0001689	QAXK01000325.1_49285-50693	PRW57945.1 Proteasome subunit beta type-7-A [Chlorella sorokiniana]
OG0001691	QAXK01009543.1_7053-9512	PRW33160.1 D-lactate dehydrogenase [Chlorella sorokiniana]
OG0001694	QAXK01004860.1_550-2257	PRW39130.1 MAK16-like protein [Chlorella sorokiniana]
OG0001698	QAXK01011739.1_15998-17366	PRW61225.1 putative transaldolase [Chlorella sorokiniana]
OG0001700	QAXK01001944.1_5351-7976	PRW57263.1 heat shock 70 kDa 14-like [Chlorella sorokiniana]
OG0001702	QAXK01000864.1_61145-62900	PRW20843.1 biotin synthase [Chlorella sorokiniana]
OG0001703	QAXK01003602.1_34329-32576	PRW18370.1 DNA polymerase alpha subunit B [Chlorella sorokiniana]
OG0001704	QAXK01008991.1_236-2513	PRW58972.1 transmembrane CLPTM1 family [Chlorella sorokiniana]
OG0001705	QAXK01002478.1_7313-12188	PRW60798.1 aspartyl-tRNA synthetase [Chlorella sorokiniana]
OG0001708	QAXK01014303.1_4896-6584	PRW59158.1 PHD finger ING1-like [Chlorella sorokiniana]
OG0001709	QAXK01018148.1_4196-2780	PRW20824.1 Ankyrin repeat [Chlorella sorokiniana]
OG0001712	QAXK01008136.1_3960-6111	PRW58824.1 60S ribosomal L13a-4 [Chlorella sorokiniana]
OG0001713	QAXK01001137.1_1588-5821	PRW57128.1 putative lysine--tRNA cytoplasmic [Chlorella sorokiniana]
OG0001714	QAXK01014632.1_3916-2466	PRW50806.1 hypothetical protein C2E21_5481 [Chlorella sorokiniana]
OG0001715	QAXK01004338.1_24179-21163	PRW44987.1 bifunctional dihydrofolate reductase-thymidylate synthase [Chlorella sorokiniana]
OG0001716	QAXK01000646.1_3437-2178	PRW59262.1 NADH_ubiquinone oxidoreductase 24 kDa subunit [Chlorella sorokiniana]
OG0001718	QAXK01002273.1_1901-3023	PRW59087.1 U3 small nucleolar ribonucleo MPP10-like isoform X1 [Chlorella sorokiniana]
OG0001719	QAXK01013811.1_5298-9155	PRW50899.1 TCP-1 cpn60 chaperonin family [Chlorella sorokiniana]
OG0001724	QAXK01006565.1_2429-269	PRW21089.1 methyltransferase 5 isoform X1 [Chlorella sorokiniana]
OG0001728	QAXK01001807.1_1026-15	PRW59438.1 40S ribosomal S19-1 [Chlorella sorokiniana]
OG0001729	QAXK01006338.1_1051-28	PRW20890.1 heat shock 40 kDa [Chlorella sorokiniana]
OG0001737	QAXK01014793.1_2710-905	PRW57092.1 splicing factor U2af small subunit B-like [Chlorella sorokiniana]
OG0001738	QAXK01000446.1_74898-73132	PRW59012.1 peroxisome biogenesis 12 [Chlorella sorokiniana]
OG0001743	QAXK01001289.1_5327-2954	PRW45593.1 26S protease regulatory subunit 8-like protein A [Chlorella sorokiniana]
OG0001744	QAXK01016939.1_17085-19159	PRW57032.1 microtubule-associated RP EB family member 1C [Chlorella sorokiniana]
OG0001748	QAXK01007592.1_13848-10196	PRW59933.1 sterol 14 desaturase [Chlorella sorokiniana]
OG0001750	QAXK01018869.1_1324-446	PRW60049.1 tubulin-folding cofactor C-like [Chlorella sorokiniana]
OG0001751	QAXK01000276.1_2022-2543	PRW20892.1 DNA ligase 1-like [Chlorella sorokiniana]
OG0001756	QAXK01004906.1_9592-13569	PRW60325.1 elongation factor G- chloroplastic [Chlorella sorokiniana]
OG0001760	QAXK01008046.1_15224-18152	PRW59094.1 putative S-acyltransferase 14 [Chlorella sorokiniana]
OG0001763	QAXK01006402.1_6220-3948	PRW60279.1 CLP1-like protein [Chlorella sorokiniana]
OG0001770	QAXK01001922.1_7027-5313	PRW57448.1 ATP synthase gamma chloroplastic [Chlorella sorokiniana]
OG0001772	QAXK01010435.1_780-2170	PRW51155.1 D-aspartate oxidase [Chlorella sorokiniana]
OG0001778	QAXK01006312.1_5841-2543	PRW33277.1 IMP dehydrogenase [Chlorella sorokiniana]
OG0001780	QAXK01003072.1_7601-12066	PRW61211.1 putative inactive serine threonine- kinase scy1 isoform X1 [Chlorella sorokiniana]
OG0001782	QAXK01000627.1_25854-27382	PRW61586.1 HGH1-like protein [Chlorella sorokiniana]
OG0001783	QAXK01004723.1_8556-4882	PRW59520.1 phosphoribosylaminoimidazole chloroplastic [Chlorella sorokiniana]
OG0001788	QAXK01008099.1_16922-14889	PRW44555.1 J domain-containing spf31 [Chlorella sorokiniana]
OG0001790	QAXK01000362.1_13682-19843	PRW57449.1 coatomer subunit gamma [Chlorella sorokiniana]
OG0001792	QAXK01002348.1_22026-23431	PRW60958.1 50S ribosomal L1 [Chlorella sorokiniana]
OG0001794	QAXK01000643.1_10651-8242	PRW56974.1 Eukaryotic translation initiation factor 3 subunit G [Chlorella sorokiniana]
OG0001801	QAXK01000208.1_37779-38874	PRW57303.1 tobamovirus multiplication 1-like [Chlorella sorokiniana]
OG0001806	QAXK01005447.1_6594-9151	PRW61534.1 ATP-binding cassette superfamily [Chlorella sorokiniana]
OG0001810	QAXK01011106.1_2568-3152	PRW59206.1 embryonic stem cell-specific 5-hydroxymethylcytosine-binding -like [Chlorella sorokiniana]
OG0001812	QAXK01006399.1_9428-14604	PRW57265.1 coatomer subunit beta-1 [Chlorella sorokiniana]
OG0001813	QAXK01000513.1_11487-8211	PRW57266.1 phenylalanine--tRNA chloroplastic mitochondrial [Chlorella sorokiniana]
OG0001818	QAXK01004132.1_4579-6060	PRW56663.1 60S acidic ribosomal P0 [Chlorella sorokiniana]
OG0001821	QAXK01004177.1_17288-11319	PRW59996.1 serine threonine- phosphatase BSL3 [Chlorella sorokiniana]
OG0001824	QAXK01003744.1_2800-6411	PRW56403.1 methionine aminopeptidase 2B-like [Chlorella sorokiniana]
OG0001826	QAXK01000105.1_5499-2693	PRW56475.1 T-complex 1 subunit theta [Chlorella sorokiniana]
OG0001832	QAXK01005654.1_7220-1642	PRW20907.1 bifunctional dethiobiotin synthetase 7_8-diamino-pelargonic acid mitochondrial [Chlorella sorokiniana]
OG0001837	QAXK01000842.1_51041-53429	PRW32576.1 AICARFT IMPCHase bienzyme family [Chlorella sorokiniana]
OG0001838	QAXK01003976.1_8556-3734	PRW61435.1 pre-rRNA-processing TSR1-like protein [Chlorella sorokiniana]
OG0001841	QAXK01000976.1_10766-5866	PRW33209.1 ABC transporter F family member 5 [Chlorella sorokiniana]
OG0001842	QAXK01006275.1_27485-25822	PRW56938.1 acyl-ACP thioesterase [Chlorella sorokiniana]
OG0001843	QAXK01004149.1_22375-24958	PRW57397.1 eukaryotic translation initiation factor 2 subunit gamma-like [Chlorella sorokiniana]
OG0001845	QAXK01001702.1_1666-273	PRW55917.1 N6-adenosine-methyltransferase 70 kDa subunit [Chlorella sorokiniana]
OG0001847	QAXK01009311.1_428-2889	PRW61345.1 transport Sec61 subunit alpha-like [Chlorella sorokiniana]
OG0001849	QAXK01007671.1_6596-4238	PRW20710.1 Protochlorophyllide chloroplastic [Chlorella sorokiniana]
OG0001855	QAXK01000335.1_27254-25603	PRW56016.1 Splicing factor 3B subunit 4 [Chlorella sorokiniana]
OG0001856	QAXK01003506.1_17890-19170	PRW20763.1 uracil phosphoribosyltransferase [Chlorella sorokiniana]
OG0001857	QAXK01002176.1_5254-6169	PRW60009.1 GTP-binding nuclear Ran [Chlorella sorokiniana]
OG0001858	QAXK01017983.1_2022-269	PRW45027.1 60S ribosomal L8 [Chlorella sorokiniana]
OG0001860	QAXK01000036.1_15496-18071	PRW44926.1 putative phenylalanine--tRNA ligase alpha subunit [Chlorella sorokiniana]
OG0001861	QAXK01001933.1_13708-11461	PRW44911.1 GMP synthase [glutamine-hydrolyzing] [Chlorella sorokiniana]
OG0001862	QAXK01002439.1_1431-31	PRW45216.1 transport yif1 [Chlorella sorokiniana]
OG0001863	QAXK01000006.1_11270-7049	PRW45270.1 SEC1 family transport SLY1 [Chlorella sorokiniana]
OG0001864	QAXK01001807.1_30588-28596	PRW45066.1 tRNA wybutosine-synthesizing 4 [Chlorella sorokiniana]
OG0001866	QAXK01004671.1_3332-9990	PRW57927.1 importin beta-like SAD2 [Chlorella sorokiniana]
OG0001867	QAXK01006658.1_2089-1110	PRW44841.1 putative complex I intermediate-associated 30 [Chlorella sorokiniana]
OG0001868	QAXK01018034.1_4900-2264	PRW61271.1 vacuolar sorting-associated 18-like protein [Chlorella sorokiniana]
OG0001870	QAXK01007444.1_11468-13953	PRW50849.1 CAS1 domain-containing 1 [Chlorella sorokiniana]
OG0001871	QAXK01000027.1_14275-12645	PRW60447.1 transmembrane 120-like protein [Chlorella sorokiniana]
OG0001873	QAXK01003671.1_1285-5252	PRW60219.1 hypothetical protein C2E21_1074 [Chlorella sorokiniana]
OG0001874	QAXK01002443.1_10680-7074	PRW60671.1 Alcohol dehydrogenase class-3 [Chlorella sorokiniana]
OG0001879	QAXK01014786.1_3020-29	PRW45074.1 4-hydroxy-3-methylbut-2-enyl diphosphate reductase [Chlorella sorokiniana]
OG0001880	QAXK01014616.1_960-3765	PRW59805.1 ubiquitin carboxyl-terminal hydrolase 6 [Chlorella sorokiniana]
OG0001882	QAXK01001694.1_21339-20476	PRW60817.1 pyridoxine biosynthesis isoform A [Chlorella sorokiniana], PRW60818.1 pyridoxine biosynthesis isoform B [Chlorella sorokiniana]
OG0001883	QAXK01000225.1_2559-365	PRW45076.1 Eukaryotic translation initiation factor 3 subunit I [Chlorella sorokiniana]
OG0001887	QAXK01004187.1_1760-33	PRW39352.1 vacuolar sorting-associated 22-like protein 1 [Chlorella sorokiniana]
OG0001888	QAXK01016711.1_4152-7100	PRW50858.1 26S proteasome non-ATPase regulatory subunit 12 [Chlorella sorokiniana]
OG0001890	QAXK01010406.1_2162-130	PRW60955.1 phosphatase methylesterase 1 [Chlorella sorokiniana]
OG0001893	QAXK01002579.1_17292-15497	PRW20210.1 Phosducin 3 [Chlorella sorokiniana]
OG0001895	QAXK01016971.1_2990-681	PRW59909.1 N-acetyl-gamma-glutamyl-phosphate reductase [Chlorella sorokiniana]
OG0001898	QAXK01001156.1_3180-1500	PRW59743.1 non-canonical poly_A_ RNA polymerase PAPD5 [Chlorella sorokiniana]
OG0001900	QAXK01009399.1_423-2536	PRW59790.1 ubiquitin fusion degradation 1-like protein isoform X1 [Chlorella sorokiniana]
OG0001902	QAXK01008314.1_4813-7042	PRW59947.1 tRNA-splicing ligase-like protein [Chlorella sorokiniana]
OG0001907	QAXK01003345.1_36704-34696	PRW60054.1 Histone acetyltransferase GCN5 [Chlorella sorokiniana]
OG0001911	QAXK01003378.1_5209-366	PRW59871.1 GDP-Man_Man_3_ c_2_-PP-Dol alpha-1_2-mannosyltransferase [Chlorella sorokiniana]
OG0001915	QAXK01004688.1_3441-5908	PRW44422.1 E3 ubiquitin- ligase HERC2 [Chlorella sorokiniana]
OG0001916	QAXK01001344.1_15728-16873	PRW50848.1 DNA repair [Chlorella sorokiniana]
OG0001917	QAXK01010657.1_2437-238	PRW20828.1 hypothetical protein C2E21_8674 [Chlorella sorokiniana]
OG0001918	QAXK01003671.1_14459-17304	PRW32585.1 acetylornithine mitochondrial-like [Chlorella sorokiniana]
OG0001919	QAXK01001468.1_4935-8852	PRW58508.1 acetolactate synthase small subunit chloroplastic-like [Chlorella sorokiniana]
OG0001920	QAXK01000770.1_6276-4831	PRW58227.1 peptidyl-prolyl cis-trans isomerase CYP57 [Chlorella sorokiniana]
OG0001921	QAXK01004635.1_12023-13891	PRW33172.1 V-type proton ATPase subunit d2 [Chlorella sorokiniana]
OG0001922	QAXK01011133.1_12839-6837	PRW20787.1 kinesin-like calmodulin-binding [Chlorella sorokiniana]
OG0001928	QAXK01003150.1_16472-17917	PRW58502.1 arogenate prephenate dehydrogenase [Chlorella sorokiniana]
OG0001930	QAXK01003163.1_7337-4796	PRW33222.1 coatomer subunit delta-like isoform A [Chlorella sorokiniana], PRW33221.1 coatomer subunit delta-like isoform B [Chlorella sorokiniana]
OG0001931	QAXK01002575.1_2869-493	PRW33309.1 60S ribosomal L4 isoform B [Chlorella sorokiniana], PRW33308.1 60S ribosomal L4 isoform A [Chlorella sorokiniana]
OG0001934	QAXK01001681.1_35798-38541	PRW20195.1 RCC2-like protein [Chlorella sorokiniana]
OG0001935	QAXK01001208.1_4428-3497	PRW56586.1 NADH dehydrogenase [ubiquinone] iron-sulfur mitochondrial [Chlorella sorokiniana]
OG0001936	QAXK01000947.1_9658-8064	PRW20552.1 mitochondrial phosphate carrier mitochondrial-like [Chlorella sorokiniana]
OG0001937	QAXK01002895.1_11877-8991	PRW58527.1 serine threonine- kinase RIO1-like [Chlorella sorokiniana]
OG0001938	QAXK01006045.1_3548-5265	PRW20484.1 exosome complex component RRP41-like protein isoform B [Chlorella sorokiniana], PRW20485.1 exosome complex component RRP41-like protein isoform A [Chlorella sorokiniana]
OG0001943	QAXK01001495.1_35130-32135	PRW58267.1 Eukaryotic peptide chain release factor subunit 1-3 [Chlorella sorokiniana]
OG0001945	QAXK01006788.1_3504-1107	PRW58109.1 pachytene checkpoint 2-like protein [Chlorella sorokiniana]
OG0001946	QAXK01006196.1_6560-8156	PRW58190.1 coatomer subunit epsilon-1-like [Chlorella sorokiniana]
OG0001947	QAXK01001881.1_90892-88031	PRW58550.1 leucine--tRNA mitochondrial [Chlorella sorokiniana]
OG0001951	QAXK01010684.1_1460-556	PRW56629.1 40S ribosomal S18 [Chlorella sorokiniana]
OG0001952	QAXK01001616.1_0-2161	PRW56886.1 putative 26S proteasome non-ATPase regulatory subunit 3 [Chlorella sorokiniana]
OG0001953	QAXK01001871.1_8489-9868	PRW57938.1 hypothetical protein C2E21_3733 [Chlorella sorokiniana]
OG0001954	QAXK01014389.1_130-668	PRW58059.1 Methyltransferase 6 [Chlorella sorokiniana]
OG0001956	QAXK01004150.1_9770-14859	PRW56256.1 glycyl-tRNA synthetase [Chlorella sorokiniana]
OG0001958	QAXK01007010.1_8318-9471	PRW20193.1 L-ascorbate peroxidase 6 [Chlorella sorokiniana]
OG0001960	QAXK01005538.1_9255-7797	PRW20323.1 spliceosome nuclear pre-mRNA splicing factor [Chlorella sorokiniana]
OG0001961	QAXK01009093.1_4766-1793	PRW56476.1 Glycine-tRNA ligase chloroplastic mitochondrial [Chlorella sorokiniana]
OG0001966	QAXK01016188.1_2666-4256	PRW58346.1 ataxin-3-like protein [Chlorella sorokiniana]
OG0001967	QAXK01000446.1_47170-46172	PRW33918.1 40S ribosomal S15 [Chlorella sorokiniana]
OG0001969	QAXK01002063.1_20394-18703	PRW58057.1 Cytosolic Fe-S cluster assembly factor NBP35 [Chlorella sorokiniana]
OG0001970	QAXK01001186.1_3380-493	PRW59814.1 Ribosome-associated GTPase [Chlorella sorokiniana]
OG0001973	QAXK01000335.1_27471-29404	PRW55993.1 4-hydroxyphenylpyruvate dioxygenase [Chlorella sorokiniana]
OG0001979	QAXK01001265.1_1827-4399	PRW56410.1 putative nucleolar 5-2 [Chlorella sorokiniana]
OG0001980	QAXK01003309.1_3370-103	PRW59579.1 V-type proton ATPase subunit H-like [Chlorella sorokiniana]
OG0001986	QAXK01000295.1_10054-5194	PRW21022.1 Mitogen-activated kinase 17 [Chlorella sorokiniana]
OG0001991	QAXK01002862.1_2144-4831	PRW32502.1 heptahelical transmembrane 4-like isoform A [Chlorella sorokiniana], PRW32503.1 heptahelical transmembrane 4-like isoform B [Chlorella sorokiniana]
OG0001993	QAXK01002212.1_3400-1645	PRW58919.1 bifunctional riboflavin kinase FMN phosphatase-like [Chlorella sorokiniana]
OG0001995	QAXK01014184.1_2136-4076	PRW61305.1 Serine threonine- kinase 36 [Chlorella sorokiniana]
OG0001996	QAXK01001275.1_1545-3783	PRW18292.1 1-deoxy-D-xylulose 5-phosphate reductoisomerase [Chlorella sorokiniana]
OG0001998	QAXK01000407.1_9246-10753	PRW32580.1 Cycloeucalenol cycloisomerase isoform B [Chlorella sorokiniana], PRW32579.1 Cycloeucalenol cycloisomerase isoform A [Chlorella sorokiniana]
OG0001999	QAXK01001060.1_158-4769	PRW18319.1 NADPH-dependent diflavin oxidoreductase 1 isoform X1 [Chlorella sorokiniana]
OG0002000	QAXK01003280.1_21069-16498	PRW58480.1 imidazole glycerol phosphate synthase chloroplastic [Chlorella sorokiniana]
OG0002001	QAXK01007038.1_3322-7876	PRW18402.1 LIMR family protein [Chlorella sorokiniana]
OG0002003	QAXK01002652.1_3797-1393	PRW18417.1 XAP5 CIRCADIAN TIMEKEEPER [Chlorella sorokiniana]
OG0002004	QAXK01012829.1_4377-6139	PRW18360.1 Qb-SNARE Bos1 Membrin family [Chlorella sorokiniana]
OG0002005	QAXK01004007.1_7633-6740	PRW57467.1 zinc finger CCCH domain-containing 1 [Chlorella sorokiniana]
OG0002006	QAXK01000137.1_21575-22932	PRW57333.1 chlorophyll a b-binding apo CP26 precursor [Chlorella sorokiniana]
OG0002007	QAXK01009439.1_10946-16439	PRW57409.1 Exportin-2 [Chlorella sorokiniana]
OG0002008	QAXK01000685.1_2507-3830	PRW57170.1 chaperone dnaJ 6 [Chlorella sorokiniana]
OG0002010	QAXK01004465.1_1413-1889	PRW57251.1 Nuclear transcription factor Y subunit B-3 [Chlorella sorokiniana]
OG0002011	QAXK01008697.1_3621-1	PRW57305.1 vacuolar ATP synthase subunit B [Chlorella sorokiniana]
OG0002012	QAXK01008479.1_22-1572	PRW56972.1 Diacylglycerol O-acyltransferase 1 [Chlorella sorokiniana]
OG0002013	QAXK01000704.1_865-2353	PRW57111.1 SCO1-like protein mitochondrial [Chlorella sorokiniana]
OG0002014	QAXK01001731.1_8237-12954	PRW57348.1 RNA-binding 28 isoform B [Chlorella sorokiniana], PRW57349.1 RNA-binding 28 isoform A [Chlorella sorokiniana]
OG0002015	QAXK01001095.1_1607-5427	PRW58951.1 delta-1-pyrroline-5-carboxylate synthase B-like isoform X1 [Chlorella sorokiniana]
OG0002018	QAXK01000579.1_6879-2831	PRW60005.1 peroxisomal acyl-coenzyme A oxidase 1 isoform X1 [Chlorella sorokiniana]
OG0002023	QAXK01004467.1_4446-2978	PRW20750.1 40S ribosomal S5 [Chlorella sorokiniana]
OG0002024	QAXK01007476.1_6843-3464	PRW56851.1 MATH domain-containing protein [Chlorella sorokiniana]
OG0002026	QAXK01000116.1_15959-12419	PRW56706.1 septin and tuftelin-interacting 1-like protein 1 [Chlorella sorokiniana]
OG0002027	QAXK01000153.1_10025-9224	PRW20623.1 adenine phosphoribosyltransferase chloroplastic-like [Chlorella sorokiniana]
OG0002028	QAXK01001007.1_9576-3460	PRW33713.1 26S proteasome regulatory subunit [Chlorella sorokiniana]
OG0002029	QAXK01001726.1_9416-10685	PRW59601.1 actin [Chlorella sorokiniana]
OG0002032	QAXK01018007.1_11683-5307	PRW32964.1 Dynamin ARC5 [Chlorella sorokiniana]
OG0002035	QAXK01001162.1_4704-11654	PRW58281.1 DNA topoisomerase 2 [Chlorella sorokiniana]
OG0002036	QAXK01003552.1_4945-952	PRW59339.1 Nucleolar complex 2 [Chlorella sorokiniana]
OG0002040	QAXK01004862.1_20323-24029	PRW61595.1 dihydroxy-acid dehydratase [Chlorella sorokiniana]
OG0002043	QAXK01000495.1_11359-8819	PRW32881.1 DNA polymerase epsilon subunit 2 [Chlorella sorokiniana]
OG0002046	QAXK01003370.1_5253-2449	PRW33794.1 40S ribosomal SA-like [Chlorella sorokiniana]
OG0002049	QAXK01004800.1_3523-170	PRW32924.1 Double-strand break repair MRE11 [Chlorella sorokiniana]
OG0002051	QAXK01005999.1_9988-12832	PRW20780.1 Nucleolar 56 [Chlorella sorokiniana]
OG0002063	QAXK01001387.1_26607-27895	PRW39174.1 geranylgeranyl diphosphate synthase [Chlorella sorokiniana]
OG0002070	QAXK01003882.1_7725-3343	PRW59107.1 DEAD-box ATP-dependent RNA helicase 7 [Chlorella sorokiniana]
OG0002072	QAXK01000401.1_8251-6577	PRW60963.1 porphobilinogen deaminase [Chlorella sorokiniana]
OG0002073	QAXK01011684.1_2005-861	PRW57188.1 40S ribosomal S16 [Chlorella sorokiniana]
OG0002074	QAXK01005165.1_9870-10888	PRW58481.1 putative ribosome biogenesis RLP24 [Chlorella sorokiniana]
OG0002075	QAXK01000112.1_21457-19158	PRW58088.1 myo-inositol-1-phosphate synthase [Chlorella sorokiniana]
OG0002080	QAXK01005319.1_1852-5123	PRW58128.1 aspartate aminotransferase [Chlorella sorokiniana]
OG0002081	QAXK01000024.1_6845-4701	PRW57597.1 Diphthamide biosynthesis 1 [Chlorella sorokiniana]
OG0002082	QAXK01003767.1_15037-16578	PRW57180.1 Proteasome subunit alpha type-7 [Chlorella sorokiniana]
OG0002086	QAXK01000416.1_236-1468	PRW58343.1 Bis_5 -adenosyl_-triphosphatase [Chlorella sorokiniana]
OG0002088	QAXK01004430.1_4845-10525	PRW59332.1 Crooked neck 1 [Chlorella sorokiniana]
OG0002090	QAXK01000004.1_10133-7859	PRW59304.1 20S proteasome alpha subunit G [Chlorella sorokiniana]
OG0002092	QAXK01001415.1_8205-13561	PRW56316.1 adoMet-dependent rRNA methyltransferase spb1 [Chlorella sorokiniana]
OG0002095	QAXK01000224.1_15148-12485	PRW61433.1 Proteasome subunit alpha type-5 [Chlorella sorokiniana]
OG0002103	QAXK01000770.1_6581-10685	PRW20454.1 acyl- dehydrogenase family member 10 [Chlorella sorokiniana]
OG0002105	QAXK01018040.1_3609-5929	PRW44393.1 60S ribosomal L11 [Chlorella sorokiniana]
OG0002110	QAXK01007447.1_7916-1145	PRW57767.1 DNA repair helicase XPB1 [Chlorella sorokiniana]
OG0002111	QAXK01013514.1_9351-7632	PRW61539.1 AATF isoform X1 [Chlorella sorokiniana]
OG0002112	QAXK01015359.1_10390-8068	PRW05844.1 60S ribosomal L27-3-like [Chlorella sorokiniana]
OG0002120	QAXK01005023.1_11393-17094	PRW59582.1 conserved oligomeric Golgi complex subunit 5 [Chlorella sorokiniana]
OG0002122	QAXK01010373.1_8651-6830	PRW59546.1 ER lumen -retaining receptor [Chlorella sorokiniana]
OG0002123	QAXK01000700.1_5491-3572	PRW59468.1 hydroxyacylglutathione hydrolase [Chlorella sorokiniana]
OG0002124	QAXK01004007.1_8647-10727	PRW56652.1 GTP-binding Obg [Chlorella sorokiniana]
OG0002127	QAXK01001495.1_27698-29888	PRW57395.1 V-type proton ATPase subunit C [Chlorella sorokiniana]
OG0002128	QAXK01002518.1_56-2855	PRW60344.1 DEAD-box ATP-dependent RNA helicase 21 [Chlorella sorokiniana]
OG0002131	QAXK01001894.1_15083-15978	PRW60672.1 splicing factor 3B subunit 6 [Chlorella sorokiniana]
OG0002132	QAXK01009974.1_15390-17483	PRW51045.1 mitochondrial carrier [Chlorella sorokiniana]
OG0002134	QAXK01000252.1_16687-14824	PRW60273.1 glyoxylate succinic semialdehyde reductase chloroplastic [Chlorella sorokiniana]
OG0002138	QAXK01015692.1_7967-6370	PRW56329.1 Calcineurin subunit B [Chlorella sorokiniana]
OG0002139	QAXK01003183.1_18810-17365	PRW56513.1 60S ribosomal L10a-1 [Chlorella sorokiniana]
OG0002141	QAXK01004474.1_7154-5648	PRW57743.1 60S ribosomal L6 [Chlorella sorokiniana]
OG0002142	QAXK01011512.1_2962-4685	PRW56426.1 Qc-snare Syn8 Syntaxin8-family [Chlorella sorokiniana]
OG0002144	QAXK01000452.1_14665-16837	PRW60507.1 Metal tolerance C4 [Chlorella sorokiniana]
OG0002145	QAXK01000208.1_15729-14120	PRW61527.1 ATP-dependent Clp protease proteolytic subunit chloroplastic [Chlorella sorokiniana]
OG0002146	QAXK01014393.1_10002-7696	PRW59487.1 NAD_P_-dependent oxidoreductase [Chlorella sorokiniana]
OG0002147	QAXK01000383.1_6224-8512	PRW55977.1 50S ribosomal L13 [Chlorella sorokiniana]
OG0002149	QAXK01007800.1_664-2473	PRW59003.1 thymidylate kinase-like isoform X2 [Chlorella sorokiniana]
OG0002153	QAXK01004231.1_9560-10863	PRW58749.1 vacuolar sorting-associated 2-like protein 1-like [Chlorella sorokiniana]
OG0002154	QAXK01001673.1_7134-5531	PRW56557.1 GDP-L-galactose phosphorylase 1 [Chlorella sorokiniana]
OG0002158	QAXK01000427.1_69010-61523	PRW56239.1 STABILIZED1 [Chlorella sorokiniana]
OG0002159	QAXK01001947.1_6933-16171	PRW59562.1 Phosphatidylinositol 3- root isoform [Chlorella sorokiniana]
OG0002161	QAXK01000667.1_5631-9231	PRW33628.1 anthranilate synthase alpha subunit chloroplastic-like [Chlorella sorokiniana]
OG0002162	QAXK01001956.1_6721-5102	PRW20400.1 60S ribosomal L5 [Chlorella sorokiniana]
OG0002163	QAXK01000249.1_23024-26432	PRW59862.1 conserved oligomeric Golgi complex subunit 8-like [Chlorella sorokiniana]
OG0002165	QAXK01004616.1_9420-16745	PRW57799.1 4-alpha-glucanotransferase chloroplastic amyloplastic [Chlorella sorokiniana]
OG0002167	QAXK01011260.1_4573-3532	PRW57848.1 transcription initiation factor IIA subunit 2-like [Chlorella sorokiniana]
