Orthogroup	Chlorella_KRBP	Chlorella_VariabilisNC64A
OG0001551	QAXK01006072.1_19473-19787	XP_005848918.1 hypothetical protein CHLNCDRAFT_14635_ partial [Chlorella variabilis]
OG0001554	QAXK01001638.1_7681-11612	XP_005846426.1 hypothetical protein CHLNCDRAFT_58243 [Chlorella variabilis]
OG0001561	QAXK01003228.1_3995-6597	XP_005847751.1 hypothetical protein CHLNCDRAFT_23069_ partial [Chlorella variabilis]
OG0001562	QAXK01000869.1_5647-9196	XP_005846433.1 hypothetical protein CHLNCDRAFT_135568 [Chlorella variabilis]
OG0001571	QAXK01005898.1_15715-20620	XP_005847775.1 hypothetical protein CHLNCDRAFT_133904 [Chlorella variabilis]
OG0001573	QAXK01001714.1_23807-22483	XP_005848187.1 hypothetical protein CHLNCDRAFT_145600 [Chlorella variabilis], XP_005848186.1 hypothetical protein CHLNCDRAFT_145599 [Chlorella variabilis]
OG0001575	QAXK01006456.1_5116-6698	XP_005849584.1 hypothetical protein CHLNCDRAFT_21056 [Chlorella variabilis]
OG0001576	QAXK01003511.1_8584-2188	XP_005844329.1 hypothetical protein CHLNCDRAFT_59763 [Chlorella variabilis]
OG0001579	QAXK01000149.1_3007-205	XP_005852049.1 hypothetical protein CHLNCDRAFT_29164 [Chlorella variabilis]
OG0001581	QAXK01003468.1_8146-4525	XP_005843562.1 hypothetical protein CHLNCDRAFT_56390 [Chlorella variabilis]
OG0001582	QAXK01003110.1_3669-4960	XP_005851455.1 hypothetical protein CHLNCDRAFT_19166 [Chlorella variabilis]
OG0001592	QAXK01004995.1_4321-153	XP_005851118.1 hypothetical protein CHLNCDRAFT_137692 [Chlorella variabilis]
OG0001595	QAXK01003821.1_4511-8191	XP_005843472.1 hypothetical protein CHLNCDRAFT_28127_ partial [Chlorella variabilis]
OG0001599	QAXK01001163.1_31234-32344	XP_005842658.1 hypothetical protein CHLNCDRAFT_33426_ partial [Chlorella variabilis]
OG0001602	QAXK01009112.1_2932-1649	XP_005850800.1 hypothetical protein CHLNCDRAFT_17175_ partial [Chlorella variabilis], XP_005851501.1 hypothetical protein CHLNCDRAFT_33851 [Chlorella variabilis]
OG0001606	QAXK01001551.1_37852-43451	XP_005847657.1 hypothetical protein CHLNCDRAFT_57875 [Chlorella variabilis]
OG0001618	QAXK01003579.1_4454-5700	XP_005849721.1 hypothetical protein CHLNCDRAFT_34566 [Chlorella variabilis]
OG0001620	QAXK01004906.1_4885-7564	XP_005850928.1 hypothetical protein CHLNCDRAFT_140660 [Chlorella variabilis]
OG0001624	QAXK01001935.1_7191-6190	XP_005849539.1 hypothetical protein CHLNCDRAFT_142910 [Chlorella variabilis]
OG0001625	QAXK01008598.1_11627-10467	XP_005844624.1 hypothetical protein CHLNCDRAFT_36836 [Chlorella variabilis]
OG0001666	QAXK01000648.1_7716-3949	XP_005847082.1 hypothetical protein CHLNCDRAFT_48880 [Chlorella variabilis]
OG0001670	QAXK01001801.1_20671-18627	XP_005843919.1 glutamate-1-semialdehyde 2_1-aminomutase [Chlorella variabilis]
OG0001676	QAXK01000084.1_15952-9180	XP_005843159.1 hypothetical protein CHLNCDRAFT_59360 [Chlorella variabilis]
OG0001677	QAXK01006154.1_7199-4782	XP_005845431.1 hypothetical protein CHLNCDRAFT_49033 [Chlorella variabilis]
OG0001681	QAXK01003694.1_10054-1111	XP_005844442.1 hypothetical protein CHLNCDRAFT_139160 [Chlorella variabilis]
OG0001683	QAXK01005873.1_4902-1877	XP_005845629.1 hypothetical protein CHLNCDRAFT_58507 [Chlorella variabilis]
OG0001684	QAXK01001160.1_46203-44172	XP_005842849.1 hypothetical protein CHLNCDRAFT_59437 [Chlorella variabilis]
OG0001686	QAXK01001518.1_29154-38461	XP_005844264.1 hypothetical protein CHLNCDRAFT_139336 [Chlorella variabilis]
OG0001687	QAXK01011350.1_4968-4302	XP_005845014.1 hypothetical protein CHLNCDRAFT_138486 [Chlorella variabilis]
OG0001689	QAXK01000325.1_49285-50693	XP_005849111.1 hypothetical protein CHLNCDRAFT_30565 [Chlorella variabilis]
OG0001691	QAXK01009543.1_7053-9512	XP_005851736.1 hypothetical protein CHLNCDRAFT_55930 [Chlorella variabilis]
OG0001694	QAXK01004860.1_550-2257	XP_005845023.1 hypothetical protein CHLNCDRAFT_26457 [Chlorella variabilis]
OG0001698	QAXK01011739.1_15998-17366	XP_005844288.1 hypothetical protein CHLNCDRAFT_59034 [Chlorella variabilis]
OG0001700	QAXK01001944.1_5351-7976	XP_005846866.1 hypothetical protein CHLNCDRAFT_35731 [Chlorella variabilis]
OG0001702	QAXK01000864.1_61145-62900	XP_005848118.1 hypothetical protein CHLNCDRAFT_22943 [Chlorella variabilis]
OG0001703	QAXK01003602.1_34329-32576	XP_005850492.1 hypothetical protein CHLNCDRAFT_10114_ partial [Chlorella variabilis]
OG0001704	QAXK01008991.1_236-2513	XP_005849515.1 hypothetical protein CHLNCDRAFT_142853 [Chlorella variabilis]
OG0001705	QAXK01002478.1_7313-12188	XP_005851895.1 hypothetical protein CHLNCDRAFT_33640 [Chlorella variabilis]
OG0001708	QAXK01014303.1_4896-6584	XP_005849514.1 hypothetical protein CHLNCDRAFT_142851 [Chlorella variabilis]
OG0001709	QAXK01018148.1_4196-2780	XP_005848120.1 hypothetical protein CHLNCDRAFT_145427 [Chlorella variabilis]
OG0001712	QAXK01008136.1_3960-6111	XP_005849945.1 hypothetical protein CHLNCDRAFT_17540_ partial [Chlorella variabilis]
OG0001713	QAXK01001137.1_1588-5821	XP_005847896.1 hypothetical protein CHLNCDRAFT_57712 [Chlorella variabilis]
OG0001714	QAXK01014632.1_3916-2466	XP_005848686.1 hypothetical protein CHLNCDRAFT_34979 [Chlorella variabilis]
OG0001715	QAXK01004338.1_24179-21163	XP_005848544.1 hypothetical protein CHLNCDRAFT_30873 [Chlorella variabilis]
OG0001716	QAXK01000646.1_3437-2178	XP_005849493.1 hypothetical protein CHLNCDRAFT_34626 [Chlorella variabilis]
OG0001718	QAXK01002273.1_1901-3023	XP_005849538.1 hypothetical protein CHLNCDRAFT_142905 [Chlorella variabilis]
OG0001719	QAXK01013811.1_5298-9155	XP_005848715.1 hypothetical protein CHLNCDRAFT_22097 [Chlorella variabilis]
OG0001724	QAXK01006565.1_2429-269	XP_005844663.1 hypothetical protein CHLNCDRAFT_138547 [Chlorella variabilis]
OG0001728	QAXK01001807.1_1026-15	XP_005849924.1 hypothetical protein CHLNCDRAFT_143236 [Chlorella variabilis]
OG0001729	QAXK01006338.1_1051-28	XP_005847983.1 hypothetical protein CHLNCDRAFT_145492 [Chlorella variabilis]
OG0001737	QAXK01014793.1_2710-905	XP_005847929.1 hypothetical protein CHLNCDRAFT_57737 [Chlorella variabilis]
OG0001738	QAXK01000446.1_74898-73132	XP_005849598.1 hypothetical protein CHLNCDRAFT_48657 [Chlorella variabilis]
OG0001743	QAXK01001289.1_5327-2954	XP_005846786.1 26S proteasome AAA-ATPase subunit RPT6a [Chlorella variabilis]
OG0001744	QAXK01016939.1_17085-19159	XP_005848093.1 hypothetical protein CHLNCDRAFT_145362 [Chlorella variabilis]
OG0001748	QAXK01007592.1_13848-10196	XP_005846488.1 hypothetical protein CHLNCDRAFT_56217 [Chlorella variabilis]
OG0001750	QAXK01018869.1_1324-446	XP_005845257.1 hypothetical protein CHLNCDRAFT_136930 [Chlorella variabilis]
OG0001751	QAXK01000276.1_2022-2543	XP_005848198.1 hypothetical protein CHLNCDRAFT_145630 [Chlorella variabilis]
OG0001756	QAXK01004906.1_9592-13569	XP_005851692.1 hypothetical protein CHLNCDRAFT_48385 [Chlorella variabilis]
OG0001760	QAXK01008046.1_15224-18152	XP_005849764.1 hypothetical protein CHLNCDRAFT_142811 [Chlorella variabilis]
OG0001763	QAXK01006402.1_6220-3948	XP_005851794.1 hypothetical protein CHLNCDRAFT_33545 [Chlorella variabilis]
OG0001770	QAXK01001922.1_7027-5313	XP_005847942.1 hypothetical protein CHLNCDRAFT_145385 [Chlorella variabilis]
OG0001772	QAXK01010435.1_780-2170	XP_005848805.1 hypothetical protein CHLNCDRAFT_144078 [Chlorella variabilis], XP_005848806.1 hypothetical protein CHLNCDRAFT_144079 [Chlorella variabilis]
OG0001778	QAXK01006312.1_5841-2543	XP_005844926.1 hypothetical protein CHLNCDRAFT_138255 [Chlorella variabilis]
OG0001780	QAXK01003072.1_7601-12066	XP_005843618.1 hypothetical protein CHLNCDRAFT_140213 [Chlorella variabilis]
OG0001782	QAXK01000627.1_25854-27382	XP_005851109.1 hypothetical protein CHLNCDRAFT_137670 [Chlorella variabilis]
OG0001783	QAXK01004723.1_8556-4882	XP_005846508.1 hypothetical protein CHLNCDRAFT_24868 [Chlorella variabilis]
OG0001788	QAXK01008099.1_16922-14889	XP_005847231.1 hypothetical protein CHLNCDRAFT_57920 [Chlorella variabilis]
OG0001790	QAXK01000362.1_13682-19843	XP_005847180.1 hypothetical protein CHLNCDRAFT_31542 [Chlorella variabilis]
OG0001792	QAXK01002348.1_22026-23431	XP_005843567.1 hypothetical protein CHLNCDRAFT_33073 [Chlorella variabilis]
OG0001794	QAXK01000643.1_10651-8242	XP_005847188.1 hypothetical protein CHLNCDRAFT_24218 [Chlorella variabilis]
OG0001801	QAXK01000208.1_37779-38874	XP_005847064.1 hypothetical protein CHLNCDRAFT_134731 [Chlorella variabilis]
OG0001806	QAXK01005447.1_6594-9151	XP_005852172.1 hypothetical protein CHLNCDRAFT_29265 [Chlorella variabilis]
OG0001810	QAXK01011106.1_2568-3152	XP_005843778.1 hypothetical protein CHLNCDRAFT_139906 [Chlorella variabilis]
OG0001812	QAXK01006399.1_9428-14604	XP_005847056.1 hypothetical protein CHLNCDRAFT_56190 [Chlorella variabilis]
OG0001813	QAXK01000513.1_11487-8211	XP_005849441.1 hypothetical protein CHLNCDRAFT_56054 [Chlorella variabilis]
OG0001818	QAXK01004132.1_4579-6060	XP_005850392.1 hypothetical protein CHLNCDRAFT_59607 [Chlorella variabilis]
OG0001821	QAXK01004177.1_17288-11319	XP_005846245.1 hypothetical protein CHLNCDRAFT_135536 [Chlorella variabilis]
OG0001824	QAXK01003744.1_2800-6411	XP_005850417.1 hypothetical protein CHLNCDRAFT_142331 [Chlorella variabilis]
OG0001826	QAXK01000105.1_5499-2693	XP_005850140.1 hypothetical protein CHLNCDRAFT_34430 [Chlorella variabilis]
OG0001832	QAXK01005654.1_7220-1642	XP_005848116.1 hypothetical protein CHLNCDRAFT_145418 [Chlorella variabilis]
OG0001837	QAXK01000842.1_51041-53429	XP_005846754.1 hypothetical protein CHLNCDRAFT_24638 [Chlorella variabilis]
OG0001838	QAXK01003976.1_8556-3734	XP_005843602.1 hypothetical protein CHLNCDRAFT_37364 [Chlorella variabilis]
OG0001841	QAXK01000976.1_10766-5866	XP_005843266.1 hypothetical protein CHLNCDRAFT_28318_ partial [Chlorella variabilis]
OG0001842	QAXK01006275.1_27485-25822	XP_005847927.1 hypothetical protein CHLNCDRAFT_145345 [Chlorella variabilis]
OG0001843	QAXK01004149.1_22375-24958	XP_005847045.1 hypothetical protein CHLNCDRAFT_31418 [Chlorella variabilis]
OG0001845	QAXK01001702.1_1666-273	XP_005850968.1 hypothetical protein CHLNCDRAFT_50385 [Chlorella variabilis]
OG0001847	QAXK01009311.1_428-2889	XP_005843596.1 hypothetical protein CHLNCDRAFT_59206 [Chlorella variabilis]
OG0001849	QAXK01007671.1_6596-4238	XP_005843900.1 hypothetical protein CHLNCDRAFT_139763 [Chlorella variabilis]
OG0001855	QAXK01000335.1_27254-25603	XP_005850713.1 hypothetical protein CHLNCDRAFT_10145_ partial [Chlorella variabilis]
OG0001856	QAXK01003506.1_17890-19170	XP_005843910.1 hypothetical protein CHLNCDRAFT_27683_ partial [Chlorella variabilis]
OG0001857	QAXK01002176.1_5254-6169	XP_005846369.1 GTP-binding protein [Chlorella variabilis]
OG0001858	QAXK01017983.1_2022-269	XP_005848475.1 hypothetical protein CHLNCDRAFT_35106 [Chlorella variabilis]
OG0001860	QAXK01000036.1_15496-18071	XP_005848467.1 hypothetical protein CHLNCDRAFT_22470_ partial [Chlorella variabilis]
OG0001861	QAXK01001933.1_13708-11461	XP_005848466.1 hypothetical protein CHLNCDRAFT_144859 [Chlorella variabilis]
OG0001862	QAXK01002439.1_1431-31	XP_005848199.1 hypothetical protein CHLNCDRAFT_144674 [Chlorella variabilis]
OG0001863	QAXK01000006.1_11270-7049	XP_005848362.1 hypothetical protein CHLNCDRAFT_30897 [Chlorella variabilis]
OG0001864	QAXK01001807.1_30588-28596	XP_005848421.1 hypothetical protein CHLNCDRAFT_22266 [Chlorella variabilis]
OG0001866	QAXK01004671.1_3332-9990	XP_005849396.1 hypothetical protein CHLNCDRAFT_143895 [Chlorella variabilis]
OG0001867	QAXK01006658.1_2089-1110	XP_005848495.1 hypothetical protein CHLNCDRAFT_35128 [Chlorella variabilis]
OG0001868	QAXK01018034.1_4900-2264	XP_005844444.1 hypothetical protein CHLNCDRAFT_139164 [Chlorella variabilis]
OG0001869	QAXK01002273.1_12619-10163	XP_005848226.1 hypothetical protein CHLNCDRAFT_144742 [Chlorella variabilis]
OG0001870	QAXK01007444.1_11468-13953	XP_005848947.1 hypothetical protein CHLNCDRAFT_35000 [Chlorella variabilis]
OG0001871	QAXK01000027.1_14275-12645	XP_005851849.1 hypothetical protein CHLNCDRAFT_59538 [Chlorella variabilis]
OG0001873	QAXK01003671.1_1285-5252	XP_005852162.1 hypothetical protein CHLNCDRAFT_133325 [Chlorella variabilis]
OG0001874	QAXK01002443.1_10680-7074	XP_005851878.1 hypothetical protein CHLNCDRAFT_133453 [Chlorella variabilis]
OG0001879	QAXK01014786.1_3020-29	XP_005848540.1 hypothetical protein CHLNCDRAFT_59658 [Chlorella variabilis]
OG0001880	QAXK01014616.1_960-3765	XP_005845420.1 hypothetical protein CHLNCDRAFT_25814 [Chlorella variabilis]
OG0001882	QAXK01001694.1_21339-20476	XP_005852209.1 hypothetical protein CHLNCDRAFT_55943 [Chlorella variabilis]
OG0001883	QAXK01000225.1_2559-365	XP_005848555.1 hypothetical protein CHLNCDRAFT_17736_ partial [Chlorella variabilis]
OG0001887	QAXK01004187.1_1760-33	XP_005846063.1 hypothetical protein CHLNCDRAFT_36297 [Chlorella variabilis]
OG0001888	QAXK01016711.1_4152-7100	XP_005848777.1 hypothetical protein CHLNCDRAFT_56118 [Chlorella variabilis]
OG0001890	QAXK01010406.1_2162-130	XP_005845523.1 hypothetical protein CHLNCDRAFT_9699_ partial [Chlorella variabilis]
OG0001893	QAXK01002579.1_17292-15497	XP_005844059.1 hypothetical protein CHLNCDRAFT_139632 [Chlorella variabilis]
OG0001895	QAXK01016971.1_2990-681	XP_005843026.1 hypothetical protein CHLNCDRAFT_141716 [Chlorella variabilis]
OG0001898	QAXK01001156.1_3180-1500	XP_005842993.1 hypothetical protein CHLNCDRAFT_37639 [Chlorella variabilis]
OG0001900	QAXK01009399.1_423-2536	XP_005845377.1 hypothetical protein CHLNCDRAFT_136896 [Chlorella variabilis]
OG0001902	QAXK01008314.1_4813-7042	XP_005845384.1 hypothetical protein CHLNCDRAFT_48281 [Chlorella variabilis]
OG0001907	QAXK01003345.1_36704-34696	XP_005843000.1 hypothetical protein CHLNCDRAFT_55490 [Chlorella variabilis]
OG0001911	QAXK01003378.1_5209-366	XP_005846509.1 hypothetical protein CHLNCDRAFT_56225 [Chlorella variabilis]
OG0001915	QAXK01004688.1_3441-5908	XP_005847492.1 hypothetical protein CHLNCDRAFT_57991 [Chlorella variabilis]
OG0001916	QAXK01001344.1_15728-16873	XP_005848590.1 hypothetical protein CHLNCDRAFT_8491_ partial [Chlorella variabilis]
OG0001917	QAXK01010657.1_2437-238	XP_005847967.1 hypothetical protein CHLNCDRAFT_31015 [Chlorella variabilis]
OG0001918	QAXK01003671.1_14459-17304	XP_005846580.1 hypothetical protein CHLNCDRAFT_35898 [Chlorella variabilis]
OG0001919	QAXK01001468.1_4935-8852	XP_005851575.1 hypothetical protein CHLNCDRAFT_29593 [Chlorella variabilis]
OG0001920	QAXK01000770.1_6276-4831	XP_005851583.1 hypothetical protein CHLNCDRAFT_18801_ partial [Chlorella variabilis]
OG0001921	QAXK01004635.1_12023-13891	XP_005844973.1 hypothetical protein CHLNCDRAFT_138366 [Chlorella variabilis]
OG0001922	QAXK01011133.1_12839-6837	XP_005848180.1 hypothetical protein CHLNCDRAFT_145586 [Chlorella variabilis]
OG0001928	QAXK01003150.1_16472-17917	XP_005851595.1 hypothetical protein CHLNCDRAFT_18936_ partial [Chlorella variabilis]
OG0001930	QAXK01003163.1_7337-4796	XP_005843239.1 hypothetical protein CHLNCDRAFT_141341 [Chlorella variabilis]
OG0001931	QAXK01002575.1_2869-493	XP_005843231.1 hypothetical protein CHLNCDRAFT_37552_ partial [Chlorella variabilis]
OG0001934	QAXK01001681.1_35798-38541	XP_005844025.1 hypothetical protein CHLNCDRAFT_139571 [Chlorella variabilis]
OG0001935	QAXK01001208.1_4428-3497	XP_005850139.1 hypothetical protein CHLNCDRAFT_20716_ partial [Chlorella variabilis]
OG0001936	QAXK01000947.1_9658-8064	XP_005844628.1 hypothetical protein CHLNCDRAFT_32522 [Chlorella variabilis]
OG0001937	QAXK01002895.1_11877-8991	XP_005851432.1 hypothetical protein CHLNCDRAFT_29479 [Chlorella variabilis]
OG0001938	QAXK01006045.1_3548-5265	XP_005844531.1 hypothetical protein CHLNCDRAFT_12102_ partial [Chlorella variabilis]
OG0001943	QAXK01001495.1_35130-32135	XP_005851141.1 hypothetical protein CHLNCDRAFT_29482 [Chlorella variabilis]
OG0001945	QAXK01006788.1_3504-1107	XP_005851439.1 hypothetical protein CHLNCDRAFT_8480_ partial [Chlorella variabilis]
OG0001946	QAXK01006196.1_6560-8156	XP_005851431.1 hypothetical protein CHLNCDRAFT_56683 [Chlorella variabilis]
OG0001947	QAXK01001881.1_90892-88031	XP_005851157.1 hypothetical protein CHLNCDRAFT_55974 [Chlorella variabilis]
OG0001951	QAXK01010684.1_1460-556	XP_005850125.1 40S ribosomal protein S18 [Chlorella variabilis]
OG0001952	QAXK01001616.1_0-2161	XP_005850128.1 hypothetical protein CHLNCDRAFT_20545 [Chlorella variabilis]
OG0001953	QAXK01001871.1_8489-9868	XP_005847727.1 hypothetical protein CHLNCDRAFT_133789 [Chlorella variabilis], XP_005847728.1 hypothetical protein CHLNCDRAFT_133790 [Chlorella variabilis]
OG0001954	QAXK01014389.1_130-668	XP_005847810.1 hypothetical protein CHLNCDRAFT_23357 [Chlorella variabilis]
OG0001956	QAXK01004150.1_9770-14859	XP_005850566.1 hypothetical protein CHLNCDRAFT_34068 [Chlorella variabilis]
OG0001958	QAXK01007010.1_8318-9471	XP_005842951.1 hypothetical protein CHLNCDRAFT_28686 [Chlorella variabilis]
OG0001960	QAXK01005538.1_9255-7797	XP_005843657.1 hypothetical protein CHLNCDRAFT_140025 [Chlorella variabilis]
OG0001961	QAXK01009093.1_4766-1793	XP_005850242.1 hypothetical protein CHLNCDRAFT_141905 [Chlorella variabilis]
OG0001966	QAXK01016188.1_2666-4256	XP_005851182.1 hypothetical protein CHLNCDRAFT_13270_ partial [Chlorella variabilis]
OG0001967	QAXK01000446.1_47170-46172	XP_005849249.1 hypothetical protein CHLNCDRAFT_48682 [Chlorella variabilis]
OG0001969	QAXK01002063.1_20394-18703	XP_005847582.1 hypothetical protein CHLNCDRAFT_23038 [Chlorella variabilis]
OG0001970	QAXK01001186.1_3380-493	XP_005842828.1 hypothetical protein CHLNCDRAFT_142572 [Chlorella variabilis]
OG0001973	QAXK01000335.1_27471-29404	XP_005850767.1 hypothetical protein CHLNCDRAFT_20078 [Chlorella variabilis]
OG0001979	QAXK01001265.1_1827-4399	XP_005850162.1 hypothetical protein CHLNCDRAFT_57124 [Chlorella variabilis]
OG0001980	QAXK01003309.1_3370-103	XP_005845340.1 hypothetical protein CHLNCDRAFT_32265 [Chlorella variabilis]
OG0001986	QAXK01000295.1_10054-5194	XP_005844785.1 hypothetical protein CHLNCDRAFT_138663 [Chlorella variabilis]
OG0001991	QAXK01002862.1_2144-4831	XP_005846716.1 hypothetical protein CHLNCDRAFT_35894 [Chlorella variabilis]
OG0001993	QAXK01002212.1_3400-1645	XP_005849767.1 hypothetical protein CHLNCDRAFT_30316 [Chlorella variabilis]
OG0001995	QAXK01014184.1_2136-4076	XP_005844310.1 hypothetical protein CHLNCDRAFT_26970 [Chlorella variabilis]
OG0001996	QAXK01001275.1_1545-3783	XP_005850817.1 hypothetical protein CHLNCDRAFT_29723 [Chlorella variabilis]
OG0001998	QAXK01000407.1_9246-10753	XP_005846616.1 hypothetical protein CHLNCDRAFT_11379_ partial [Chlorella variabilis]
OG0001999	QAXK01001060.1_158-4769	XP_005850511.1 hypothetical protein CHLNCDRAFT_48513 [Chlorella variabilis]
OG0002000	QAXK01003280.1_21069-16498	XP_005851332.1 hypothetical protein CHLNCDRAFT_55988 [Chlorella variabilis]
OG0002001	QAXK01007038.1_3322-7876	XP_005850504.1 hypothetical protein CHLNCDRAFT_140333 [Chlorella variabilis]
OG0002003	QAXK01002652.1_3797-1393	XP_005846398.1 hypothetical protein CHLNCDRAFT_58339 [Chlorella variabilis]
OG0002004	QAXK01012829.1_4377-6139	XP_005846397.1 hypothetical protein CHLNCDRAFT_135887 [Chlorella variabilis]
OG0002005	QAXK01004007.1_7633-6740	XP_005846922.1 hypothetical protein CHLNCDRAFT_31479 [Chlorella variabilis]
OG0002006	QAXK01000137.1_21575-22932	XP_005847149.1 hypothetical protein CHLNCDRAFT_35818 [Chlorella variabilis]
OG0002007	QAXK01009439.1_10946-16439	XP_005846928.1 hypothetical protein CHLNCDRAFT_58077 [Chlorella variabilis]
OG0002008	QAXK01000685.1_2507-3830	XP_005846921.1 hypothetical protein CHLNCDRAFT_23831 [Chlorella variabilis]
OG0002010	QAXK01004465.1_1413-1889	XP_005847098.1 transcription factor_ partial [Chlorella variabilis]
OG0002011	QAXK01008697.1_3621-1	XP_005846943.1 hypothetical protein CHLNCDRAFT_56195 [Chlorella variabilis]
OG0002012	QAXK01008479.1_22-1572	XP_005847113.1 hypothetical protein CHLNCDRAFT_52783 [Chlorella variabilis]
OG0002013	QAXK01000704.1_865-2353	XP_005847108.1 hypothetical protein CHLNCDRAFT_24122 [Chlorella variabilis]
OG0002014	QAXK01001731.1_8237-12954	XP_005847106.1 hypothetical protein CHLNCDRAFT_134820 [Chlorella variabilis]
OG0002015	QAXK01001095.1_1607-5427	XP_005849463.1 hypothetical protein CHLNCDRAFT_30278 [Chlorella variabilis]
OG0002018	QAXK01000579.1_6879-2831	XP_005846373.1 hypothetical protein CHLNCDRAFT_36152 [Chlorella variabilis]
OG0002023	QAXK01004467.1_4446-2978	XP_005843972.1 40S ribosomal protein S5 [Chlorella variabilis]
OG0002024	QAXK01007476.1_6843-3464	XP_005849995.1 hypothetical protein CHLNCDRAFT_141922 [Chlorella variabilis]
OG0002026	QAXK01000116.1_15959-12419	XP_005850261.1 hypothetical protein CHLNCDRAFT_50559 [Chlorella variabilis]
OG0002027	QAXK01000153.1_10025-9224	XP_005843965.1 hypothetical protein CHLNCDRAFT_27518 [Chlorella variabilis]
OG0002028	QAXK01001007.1_9576-3460	XP_005845802.1 hypothetical protein CHLNCDRAFT_25435_ partial [Chlorella variabilis]
OG0002029	QAXK01001726.1_9416-10685	XP_005845275.1 hypothetical protein CHLNCDRAFT_136976 [Chlorella variabilis]
OG0002032	QAXK01018007.1_11683-5307	XP_005843992.1 hypothetical protein CHLNCDRAFT_37081 [Chlorella variabilis]
OG0002035	QAXK01001162.1_4704-11654	XP_005851164.1 hypothetical protein CHLNCDRAFT_137783 [Chlorella variabilis]
OG0002036	QAXK01003552.1_4945-952	XP_005849552.1 hypothetical protein CHLNCDRAFT_142934 [Chlorella variabilis]
OG0002040	QAXK01004862.1_20323-24029	XP_005844252.1 hypothetical protein CHLNCDRAFT_58991 [Chlorella variabilis]
OG0002043	QAXK01000495.1_11359-8819	XP_005843364.1 hypothetical protein CHLNCDRAFT_141171 [Chlorella variabilis]
OG0002046	QAXK01003370.1_5253-2449	XP_005847675.1 hypothetical protein CHLNCDRAFT_134066 [Chlorella variabilis]
OG0002049	QAXK01004800.1_3523-170	XP_005843997.1 hypothetical protein CHLNCDRAFT_139495 [Chlorella variabilis]
OG0002051	QAXK01005999.1_9988-12832	XP_005848173.1 hypothetical protein CHLNCDRAFT_145563 [Chlorella variabilis]
OG0002063	QAXK01001387.1_26607-27895	XP_005845983.1 hypothetical protein CHLNCDRAFT_31906 [Chlorella variabilis]
OG0002070	QAXK01003882.1_7725-3343	XP_005849733.1 hypothetical protein CHLNCDRAFT_20835_ partial [Chlorella variabilis]
OG0002072	QAXK01000401.1_8251-6577	XP_005843555.1 hypothetical protein CHLNCDRAFT_33052 [Chlorella variabilis]
OG0002073	QAXK01011684.1_2005-861	XP_005846849.1 hypothetical protein CHLNCDRAFT_58028 [Chlorella variabilis]
OG0002074	QAXK01005165.1_9870-10888	XP_005851189.1 hypothetical protein CHLNCDRAFT_13957_ partial [Chlorella variabilis]
OG0002075	QAXK01000112.1_21457-19158	XP_005851530.1 hypothetical protein CHLNCDRAFT_55979 [Chlorella variabilis]
OG0002080	QAXK01005319.1_1852-5123	XP_005851526.1 hypothetical protein CHLNCDRAFT_48481 [Chlorella variabilis]
OG0002081	QAXK01000024.1_6845-4701	XP_005847591.1 hypothetical protein CHLNCDRAFT_23248_ partial [Chlorella variabilis]
OG0002082	QAXK01003767.1_15037-16578	XP_005847059.1 hypothetical protein CHLNCDRAFT_24020 [Chlorella variabilis]
OG0002086	QAXK01000416.1_236-1468	XP_005851544.1 hypothetical protein CHLNCDRAFT_56758 [Chlorella variabilis]
OG0002088	QAXK01004430.1_4845-10525	XP_005849940.1 hypothetical protein CHLNCDRAFT_34803 [Chlorella variabilis]
OG0002090	QAXK01000004.1_10133-7859	XP_005849937.1 hypothetical protein CHLNCDRAFT_56088 [Chlorella variabilis]
OG0002092	QAXK01001415.1_8205-13561	XP_005850595.1 hypothetical protein CHLNCDRAFT_19573_ partial [Chlorella variabilis]
OG0002095	QAXK01000224.1_15148-12485	XP_005844921.1 hypothetical protein CHLNCDRAFT_26444 [Chlorella variabilis]
OG0002103	QAXK01000770.1_6581-10685	XP_005844488.1 hypothetical protein CHLNCDRAFT_138837 [Chlorella variabilis]
OG0002105	QAXK01018040.1_3609-5929	XP_005847315.1 hypothetical protein CHLNCDRAFT_48854 [Chlorella variabilis]
OG0002110	QAXK01007447.1_7916-1145	XP_005849193.1 hypothetical protein CHLNCDRAFT_57434 [Chlorella variabilis]
OG0002111	QAXK01013514.1_9351-7632	XP_005843494.1 hypothetical protein CHLNCDRAFT_141018 [Chlorella variabilis]
OG0002112	QAXK01015359.1_10390-8068	XP_005850467.1 hypothetical protein CHLNCDRAFT_57155 [Chlorella variabilis]
OG0002120	QAXK01005023.1_11393-17094	XP_005845488.1 hypothetical protein CHLNCDRAFT_137169 [Chlorella variabilis]
OG0002122	QAXK01010373.1_8651-6830	XP_005845363.1 hypothetical protein CHLNCDRAFT_32290 [Chlorella variabilis]
OG0002123	QAXK01000700.1_5491-3572	XP_005845456.1 hypothetical protein CHLNCDRAFT_56279 [Chlorella variabilis]
OG0002124	QAXK01004007.1_8647-10727	XP_005850376.1 hypothetical protein CHLNCDRAFT_8434_ partial [Chlorella variabilis]
OG0002127	QAXK01001495.1_27698-29888	XP_005847214.1 hypothetical protein CHLNCDRAFT_35880 [Chlorella variabilis]
OG0002128	QAXK01002518.1_56-2855	XP_005852230.1 hypothetical protein CHLNCDRAFT_56582 [Chlorella variabilis]
