Orthogroup	Chlorella_KRBP	Chlorella_Vulgaris2111P
OG0001683	QAXK01005873.1_4902-1877	KAI3423194.1 hypothetical protein D9Q98_010716_ partial [Chlorella vulgaris]
OG0001684	QAXK01001160.1_46203-44172	KAI3424276.1 hypothetical protein D9Q98_009630 [Chlorella vulgaris]
OG0001686	QAXK01001518.1_29154-38461	KAI3432267.1 hypothetical protein D9Q98_003827 [Chlorella vulgaris]
OG0001687	QAXK01011350.1_4968-4302	KAI3431570.1 hypothetical protein D9Q98_004620 [Chlorella vulgaris]
OG0001689	QAXK01000325.1_49285-50693	KAI3434835.1 hypothetical protein D9Q98_002890 [Chlorella vulgaris]
OG0001691	QAXK01009543.1_7053-9512	KAI3429402.1 hypothetical protein D9Q98_005497 [Chlorella vulgaris], KAI3429413.1 hypothetical protein D9Q98_005508 [Chlorella vulgaris]
OG0001694	QAXK01004860.1_550-2257	KAI3431552.1 hypothetical protein D9Q98_004601 [Chlorella vulgaris]
OG0001698	QAXK01011739.1_15998-17366	KAI3432361.1 hypothetical protein D9Q98_003918 [Chlorella vulgaris]
OG0001700	QAXK01001944.1_5351-7976	KAI3438271.1 hypothetical protein D9Q98_000706 [Chlorella vulgaris]
OG0001702	QAXK01000864.1_61145-62900	KAI3437746.1 hypothetical protein D9Q98_000194 [Chlorella vulgaris]
OG0001703	QAXK01003602.1_34329-32576	KAI3435591.1 hypothetical protein D9Q98_001656 [Chlorella vulgaris]
OG0001704	QAXK01008991.1_236-2513	KAI3438531.1 hypothetical protein D9Q98_000959 [Chlorella vulgaris]
OG0001705	QAXK01002478.1_7313-12188	KAI3429721.1 hypothetical protein D9Q98_010037 [Chlorella vulgaris]
OG0001708	QAXK01014303.1_4896-6584	KAI3438529.1 hypothetical protein D9Q98_000957 [Chlorella vulgaris]
OG0001709	QAXK01018148.1_4196-2780	KAI3437743.1 hypothetical protein D9Q98_000191 [Chlorella vulgaris]
OG0001712	QAXK01008136.1_3960-6111	KAI3438908.1 hypothetical protein D9Q98_001322 [Chlorella vulgaris]
OG0001713	QAXK01001137.1_1588-5821	KAI3437864.1 hypothetical protein D9Q98_000310 [Chlorella vulgaris]
OG0001714	QAXK01014632.1_3916-2466	KAI3427085.1 hypothetical protein D9Q98_007024 [Chlorella vulgaris]
OG0001715	QAXK01004338.1_24179-21163	KAI3426424.1 hypothetical protein D9Q98_008792 [Chlorella vulgaris]
OG0001716	QAXK01000646.1_3437-2178	KAI3438495.1 hypothetical protein D9Q98_000923 [Chlorella vulgaris]
OG0001718	QAXK01002273.1_1901-3023	KAI3438581.1 hypothetical protein D9Q98_001006 [Chlorella vulgaris]
OG0001719	QAXK01013811.1_5298-9155	KAI3427025.1 hypothetical protein D9Q98_006967 [Chlorella vulgaris]
OG0001724	QAXK01006565.1_2429-269	KAI3430752.1 hypothetical protein D9Q98_009164 [Chlorella vulgaris]
OG0001728	QAXK01001807.1_1026-15	KAI3438853.1 hypothetical protein D9Q98_001270 [Chlorella vulgaris]
OG0001729	QAXK01006338.1_1051-28	KAI3437681.1 hypothetical protein D9Q98_000130 [Chlorella vulgaris]
OG0001737	QAXK01014793.1_2710-905	KAI3437796.1 hypothetical protein D9Q98_000243 [Chlorella vulgaris]
OG0001738	QAXK01000446.1_74898-73132	KAI3438698.1 hypothetical protein D9Q98_001118 [Chlorella vulgaris]
OG0001743	QAXK01001289.1_5327-2954	KAI3425044.1 hypothetical protein D9Q98_008422 [Chlorella vulgaris]
OG0001744	QAXK01016939.1_17085-19159	KAI3437789.1 hypothetical protein D9Q98_000236 [Chlorella vulgaris]
OG0001748	QAXK01007592.1_13848-10196	KAI3435801.1 hypothetical protein D9Q98_001859 [Chlorella vulgaris]
OG0001750	QAXK01018869.1_1324-446	KAI3436278.1 hypothetical protein D9Q98_002331 [Chlorella vulgaris]
OG0001751	QAXK01000276.1_2022-2543	KAI3437559.1 hypothetical protein D9Q98_000012 [Chlorella vulgaris]
OG0001756	QAXK01004906.1_9592-13569	KAI3429314.1 hypothetical protein D9Q98_005409 [Chlorella vulgaris]
OG0001760	QAXK01008046.1_15224-18152	KAI3438498.1 hypothetical protein D9Q98_000926 [Chlorella vulgaris]
OG0001763	QAXK01006402.1_6220-3948	KAI3429530.1 hypothetical protein D9Q98_005618 [Chlorella vulgaris]
OG0001770	QAXK01001922.1_7027-5313	KAI3437775.1 hypothetical protein D9Q98_000222 [Chlorella vulgaris]
OG0001772	QAXK01010435.1_780-2170	KAI3427267.1 hypothetical protein D9Q98_007199 [Chlorella vulgaris]
OG0001778	QAXK01006312.1_5841-2543	KAI3431760.1 hypothetical protein D9Q98_004802 [Chlorella vulgaris]
OG0001780	QAXK01003072.1_7601-12066	KAI3432607.1 hypothetical protein D9Q98_004154 [Chlorella vulgaris]
OG0001782	QAXK01000627.1_25854-27382	KAI3433812.1 hypothetical protein D9Q98_003616 [Chlorella vulgaris]
OG0001783	QAXK01004723.1_8556-4882	KAI3435750.1 hypothetical protein D9Q98_001808 [Chlorella vulgaris]
OG0001788	QAXK01008099.1_16922-14889	KAI3428741.1 hypothetical protein D9Q98_007564 [Chlorella vulgaris]
OG0001790	QAXK01000362.1_13682-19843	KAI3438003.1 hypothetical protein D9Q98_000446 [Chlorella vulgaris]
OG0001792	QAXK01002348.1_22026-23431	KAI3432629.1 hypothetical protein D9Q98_004175 [Chlorella vulgaris]
OG0001794	QAXK01000643.1_10651-8242	KAI3437982.1 hypothetical protein D9Q98_000426 [Chlorella vulgaris]
OG0001801	QAXK01000208.1_37779-38874	KAI3438225.1 hypothetical protein D9Q98_000662 [Chlorella vulgaris]
OG0001806	QAXK01005447.1_6594-9151	KAI3429593.1 hypothetical protein D9Q98_005679 [Chlorella vulgaris]
OG0001810	QAXK01011106.1_2568-3152	KAI3439013.1 hypothetical protein D9Q98_001425 [Chlorella vulgaris]
OG0001812	QAXK01006399.1_9428-14604	KAI3438237.1 hypothetical protein D9Q98_000674 [Chlorella vulgaris]
OG0001813	QAXK01000513.1_11487-8211	KAI3438380.1 hypothetical protein D9Q98_000812 [Chlorella vulgaris]
OG0001818	QAXK01004132.1_4579-6060	KAI3428262.1 hypothetical protein D9Q98_006641 [Chlorella vulgaris]
OG0001821	QAXK01004177.1_17288-11319	KAI3435939.1 hypothetical protein D9Q98_001997 [Chlorella vulgaris]
OG0001824	QAXK01003744.1_2800-6411	KAI3428315.1 hypothetical protein D9Q98_006695 [Chlorella vulgaris]
OG0001826	QAXK01000105.1_5499-2693	KAI3428249.1 hypothetical protein D9Q98_006628 [Chlorella vulgaris]
OG0001832	QAXK01005654.1_7220-1642	KAI3437749.1 hypothetical protein D9Q98_000197 [Chlorella vulgaris]
OG0001837	QAXK01000842.1_51041-53429	KAI3423824.1 hypothetical protein D9Q98_009660 [Chlorella vulgaris]
OG0001838	QAXK01003976.1_8556-3734	KAI3432659.1 hypothetical protein D9Q98_004203 [Chlorella vulgaris]
OG0001841	QAXK01000976.1_10766-5866	KAI3431868.1 hypothetical protein D9Q98_010619 [Chlorella vulgaris]
OG0001842	QAXK01006275.1_27485-25822	KAI3437803.1 hypothetical protein D9Q98_000250 [Chlorella vulgaris]
OG0001843	QAXK01004149.1_22375-24958	KAI3438260.1 hypothetical protein D9Q98_000696 [Chlorella vulgaris]
OG0001845	QAXK01001702.1_1666-273	KAI3436598.1 hypothetical protein D9Q98_006015 [Chlorella vulgaris]
OG0001847	QAXK01009311.1_428-2889	KAI3432668.1 hypothetical protein D9Q98_004212 [Chlorella vulgaris]
OG0001849	QAXK01007671.1_6596-4238	KAI3434471.1 hypothetical protein D9Q98_002548 [Chlorella vulgaris]
OG0001855	QAXK01000335.1_27254-25603	KAI3436545.1 hypothetical protein D9Q98_005961 [Chlorella vulgaris]
OG0001856	QAXK01003506.1_17890-19170	KAI3434443.1 hypothetical protein D9Q98_002520 [Chlorella vulgaris]
OG0001857	QAXK01002176.1_5254-6169	KAI3435685.1 hypothetical protein D9Q98_001743 [Chlorella vulgaris]
OG0001858	QAXK01017983.1_2022-269	KAI3426268.1 hypothetical protein D9Q98_008643 [Chlorella vulgaris]
OG0001860	QAXK01000036.1_15496-18071	KAI3426253.1 hypothetical protein D9Q98_008628 [Chlorella vulgaris]
OG0001861	QAXK01001933.1_13708-11461	KAI3426251.1 hypothetical protein D9Q98_008626 [Chlorella vulgaris]
OG0001862	QAXK01002439.1_1431-31	KAI3426106.1 hypothetical protein D9Q98_008485 [Chlorella vulgaris]
OG0001863	QAXK01000006.1_11270-7049	KAI3426451.1 hypothetical protein D9Q98_008818 [Chlorella vulgaris]
OG0001864	QAXK01001807.1_30588-28596	KAI3426176.1 hypothetical protein D9Q98_008553 [Chlorella vulgaris]
OG0001866	QAXK01004671.1_3332-9990	KAI3434674.1 hypothetical protein D9Q98_002738 [Chlorella vulgaris]
OG0001867	QAXK01006658.1_2089-1110	KAI3426304.1 hypothetical protein D9Q98_008677 [Chlorella vulgaris]
OG0001868	QAXK01018034.1_4900-2264	KAI3432414.1 hypothetical protein D9Q98_003968 [Chlorella vulgaris]
OG0001869	QAXK01002273.1_12619-10163	KAI3426163.1 hypothetical protein D9Q98_008540 [Chlorella vulgaris]
OG0001870	QAXK01007444.1_11468-13953	KAI3426965.1 hypothetical protein D9Q98_006909 [Chlorella vulgaris]
OG0001871	QAXK01000027.1_14275-12645	KAI3429588.1 hypothetical protein D9Q98_005674 [Chlorella vulgaris]
OG0001873	QAXK01003671.1_1285-5252	KAI3429616.1 hypothetical protein D9Q98_005702 [Chlorella vulgaris]
OG0001874	QAXK01002443.1_10680-7074	KAI3429683.1 hypothetical protein D9Q98_005768 [Chlorella vulgaris]
OG0001879	QAXK01014786.1_3020-29	KAI3426415.1 hypothetical protein D9Q98_008784 [Chlorella vulgaris]
OG0001880	QAXK01014616.1_960-3765	KAI3436202.1 hypothetical protein D9Q98_002256 [Chlorella vulgaris]
OG0001882	QAXK01001694.1_21339-20476	KAI3429674.1 hypothetical protein D9Q98_005759 [Chlorella vulgaris]
OG0001883	QAXK01000225.1_2559-365	KAI3426446.1 hypothetical protein D9Q98_008813 [Chlorella vulgaris]
OG0001887	QAXK01004187.1_1760-33	KAI3431521.1 hypothetical protein D9Q98_004571 [Chlorella vulgaris]
OG0001888	QAXK01016711.1_4152-7100	KAI3426883.1 hypothetical protein D9Q98_006829 [Chlorella vulgaris]
OG0001890	QAXK01010406.1_2162-130	KAI3424160.1 hypothetical protein D9Q98_009519 [Chlorella vulgaris]
OG0001893	QAXK01002579.1_17292-15497	KAI3430703.1 hypothetical protein D9Q98_005292 [Chlorella vulgaris]
OG0001895	QAXK01016971.1_2990-681	KAI3436328.1 hypothetical protein D9Q98_002381 [Chlorella vulgaris]
OG0001898	QAXK01001156.1_3180-1500	KAI3436347.1 hypothetical protein D9Q98_002400 [Chlorella vulgaris]
OG0001900	QAXK01009399.1_423-2536	KAI3436309.1 hypothetical protein D9Q98_002362 [Chlorella vulgaris]
OG0001902	QAXK01008314.1_4813-7042	KAI3436290.1 hypothetical protein D9Q98_002343 [Chlorella vulgaris]
OG0001907	QAXK01003345.1_36704-34696	KAI3436320.1 hypothetical protein D9Q98_002373 [Chlorella vulgaris]
OG0001911	QAXK01003378.1_5209-366	KAI3435747.1 hypothetical protein D9Q98_001805 [Chlorella vulgaris]
OG0001915	QAXK01004688.1_3441-5908	KAI3428492.1 hypothetical protein D9Q98_007317 [Chlorella vulgaris]
OG0001916	QAXK01001344.1_15728-16873	KAI3427273.1 hypothetical protein D9Q98_007205 [Chlorella vulgaris]
OG0001917	QAXK01010657.1_2437-238	KAI3437717.1 hypothetical protein D9Q98_000165 [Chlorella vulgaris]
OG0001918	QAXK01003671.1_14459-17304	KAI3423888.1 hypothetical protein D9Q98_009722 [Chlorella vulgaris]
OG0001919	QAXK01001468.1_4935-8852	KAI3433438.1 hypothetical protein D9Q98_003253 [Chlorella vulgaris]
OG0001920	QAXK01000770.1_6276-4831	KAI3433422.1 hypothetical protein D9Q98_003237 [Chlorella vulgaris]
OG0001921	QAXK01004635.1_12023-13891	KAI3431669.1 hypothetical protein D9Q98_004716 [Chlorella vulgaris]
OG0001922	QAXK01011133.1_12839-6837	KAI3437601.1 hypothetical protein D9Q98_000054 [Chlorella vulgaris]
OG0001928	QAXK01003150.1_16472-17917	KAI3433403.1 hypothetical protein D9Q98_003219 [Chlorella vulgaris]
OG0001930	QAXK01003163.1_7337-4796	KAI3431813.1 hypothetical protein D9Q98_010566 [Chlorella vulgaris]
OG0001931	QAXK01002575.1_2869-493	KAI3431832.1 hypothetical protein D9Q98_010585 [Chlorella vulgaris]
OG0001934	QAXK01001681.1_35798-38541	KAI3430646.1 hypothetical protein D9Q98_005239 [Chlorella vulgaris]
OG0001935	QAXK01001208.1_4428-3497	KAI3428245.1 hypothetical protein D9Q98_006625 [Chlorella vulgaris]
OG0001936	QAXK01000947.1_9658-8064	KAI3430268.1 hypothetical protein D9Q98_004864 [Chlorella vulgaris]
OG0001937	QAXK01002895.1_11877-8991	KAI3433745.1 hypothetical protein D9Q98_003552 [Chlorella vulgaris]
OG0001938	QAXK01006045.1_3548-5265	KAI3430260.1 hypothetical protein D9Q98_004856 [Chlorella vulgaris]
OG0001943	QAXK01001495.1_35130-32135	KAI3433744.1 hypothetical protein D9Q98_003551 [Chlorella vulgaris]
OG0001945	QAXK01006788.1_3504-1107	KAI3433726.1 hypothetical protein D9Q98_003534 [Chlorella vulgaris]
OG0001946	QAXK01006196.1_6560-8156	KAI3433747.1 hypothetical protein D9Q98_003554 [Chlorella vulgaris]
OG0001947	QAXK01001881.1_90892-88031	KAI3433717.1 hypothetical protein D9Q98_003525 [Chlorella vulgaris]
OG0001951	QAXK01010684.1_1460-556	KAI3428219.1 hypothetical protein D9Q98_006599 [Chlorella vulgaris]
OG0001952	QAXK01001616.1_0-2161	KAI3428226.1 hypothetical protein D9Q98_006606 [Chlorella vulgaris]
OG0001953	QAXK01001871.1_8489-9868	KAI3425757.1 hypothetical protein D9Q98_007732 [Chlorella vulgaris]
OG0001954	QAXK01014389.1_130-668	KAI3425917.1 hypothetical protein D9Q98_007889 [Chlorella vulgaris]
OG0001956	QAXK01004150.1_9770-14859	KAI3436835.1 hypothetical protein D9Q98_006245 [Chlorella vulgaris]
OG0001958	QAXK01007010.1_8318-9471	KAI3430990.1 hypothetical protein D9Q98_009393 [Chlorella vulgaris]
OG0001960	QAXK01005538.1_9255-7797	KAI3424349.1 hypothetical protein D9Q98_009902 [Chlorella vulgaris]
OG0001961	QAXK01009093.1_4766-1793	KAI3427953.1 hypothetical protein D9Q98_006343 [Chlorella vulgaris]
OG0001966	QAXK01016188.1_2666-4256	KAI3433658.1 hypothetical protein D9Q98_003467 [Chlorella vulgaris]
OG0001967	QAXK01000446.1_47170-46172	KAI3434971.1 hypothetical protein D9Q98_003023 [Chlorella vulgaris]
OG0001969	QAXK01002063.1_20394-18703	KAI3425791.1 hypothetical protein D9Q98_007766 [Chlorella vulgaris]
OG0001970	QAXK01001186.1_3380-493	KAI3436015.1 hypothetical protein D9Q98_002072 [Chlorella vulgaris]
OG0001973	QAXK01000335.1_27471-29404	KAI3436403.1 hypothetical protein D9Q98_005820 [Chlorella vulgaris]
OG0001979	QAXK01001265.1_1827-4399	KAI3428306.1 hypothetical protein D9Q98_006685 [Chlorella vulgaris]
OG0001980	QAXK01003309.1_3370-103	KAI3436112.1 hypothetical protein D9Q98_002170 [Chlorella vulgaris]
OG0001986	QAXK01000295.1_10054-5194	KAI3430832.1 hypothetical protein D9Q98_009243 [Chlorella vulgaris]
OG0001991	QAXK01002862.1_2144-4831	KAI3423893.1 hypothetical protein D9Q98_009727 [Chlorella vulgaris]
OG0001993	QAXK01002212.1_3400-1645	KAI3438503.1 hypothetical protein D9Q98_000931 [Chlorella vulgaris]
OG0001995	QAXK01014184.1_2136-4076	KAI3432453.1 hypothetical protein D9Q98_004003 [Chlorella vulgaris]
OG0001996	QAXK01001275.1_1545-3783	KAI3435505.1 hypothetical protein D9Q98_001571 [Chlorella vulgaris]
OG0001998	QAXK01000407.1_9246-10753	KAI3423819.1 hypothetical protein D9Q98_009655 [Chlorella vulgaris]
OG0001999	QAXK01001060.1_158-4769	KAI3435520.1 hypothetical protein D9Q98_001586 [Chlorella vulgaris]
OG0002000	QAXK01003280.1_21069-16498	KAI3433306.1 hypothetical protein D9Q98_003124 [Chlorella vulgaris]
OG0002001	QAXK01007038.1_3322-7876	KAI3435533.1 hypothetical protein D9Q98_001598 [Chlorella vulgaris]
OG0002003	QAXK01002652.1_3797-1393	KAI3435616.1 hypothetical protein D9Q98_001677 [Chlorella vulgaris]
OG0002004	QAXK01012829.1_4377-6139	KAI3435619.1 hypothetical protein D9Q98_001679 [Chlorella vulgaris]
OG0002005	QAXK01004007.1_7633-6740	KAI3438125.1 hypothetical protein D9Q98_000566 [Chlorella vulgaris]
OG0002006	QAXK01000137.1_21575-22932	KAI3438063.1 hypothetical protein D9Q98_000506 [Chlorella vulgaris]
OG0002007	QAXK01009439.1_10946-16439	KAI3438113.1 hypothetical protein D9Q98_000554 [Chlorella vulgaris]
OG0002008	QAXK01000685.1_2507-3830	KAI3438127.1 hypothetical protein D9Q98_000568 [Chlorella vulgaris]
OG0002010	QAXK01004465.1_1413-1889	KAI3438143.1 hypothetical protein D9Q98_000584 [Chlorella vulgaris]
OG0002011	QAXK01008697.1_3621-1	KAI3438085.1 hypothetical protein D9Q98_000527 [Chlorella vulgaris]
OG0002012	QAXK01008479.1_22-1572	KAI3438120.1 hypothetical protein D9Q98_000561 [Chlorella vulgaris]
OG0002013	QAXK01000704.1_865-2353	KAI3438126.1 hypothetical protein D9Q98_000567 [Chlorella vulgaris]
OG0002014	QAXK01001731.1_8237-12954	KAI3438130.1 hypothetical protein D9Q98_000571 [Chlorella vulgaris]
OG0002015	QAXK01001095.1_1607-5427	KAI3438423.1 hypothetical protein D9Q98_000854 [Chlorella vulgaris]
OG0002018	QAXK01000579.1_6879-2831	KAI3435666.1 hypothetical protein D9Q98_001724 [Chlorella vulgaris]
OG0002023	QAXK01004467.1_4446-2978	KAI3434452.1 hypothetical protein D9Q98_002529 [Chlorella vulgaris]
OG0002024	QAXK01007476.1_6843-3464	KAI3427966.1 hypothetical protein D9Q98_006356 [Chlorella vulgaris]
OG0002026	QAXK01000116.1_15959-12419	KAI3428001.1 hypothetical protein D9Q98_006387 [Chlorella vulgaris]
OG0002027	QAXK01000153.1_10025-9224	KAI3434464.1 hypothetical protein D9Q98_002541 [Chlorella vulgaris]
OG0002028	QAXK01001007.1_9576-3460	KAI3425164.1 hypothetical protein D9Q98_008935 [Chlorella vulgaris]
OG0002029	QAXK01001726.1_9416-10685	KAI3436231.1 hypothetical protein D9Q98_002285 [Chlorella vulgaris]
OG0002032	QAXK01018007.1_11683-5307	KAI3430573.1 hypothetical protein D9Q98_005166 [Chlorella vulgaris]
OG0002035	QAXK01001162.1_4704-11654	KAI3433704.1 hypothetical protein D9Q98_003513 [Chlorella vulgaris]
OG0002036	QAXK01003552.1_4945-952	KAI3438608.1 hypothetical protein D9Q98_001031 [Chlorella vulgaris]
OG0002040	QAXK01004862.1_20323-24029	KAI3432213.1 hypothetical protein D9Q98_003775 [Chlorella vulgaris]
OG0002043	QAXK01000495.1_11359-8819	KAI3430534.1 hypothetical protein D9Q98_005127 [Chlorella vulgaris]
OG0002046	QAXK01003370.1_5253-2449	KAI3425978.1 hypothetical protein D9Q98_007946 [Chlorella vulgaris]
OG0002049	QAXK01004800.1_3523-170	KAI3430588.1 hypothetical protein D9Q98_005181 [Chlorella vulgaris]
OG0002051	QAXK01005999.1_9988-12832	KAI3437621.1 hypothetical protein D9Q98_000073 [Chlorella vulgaris]
OG0002063	QAXK01001387.1_26607-27895	KAI3431326.1 hypothetical protein D9Q98_004384 [Chlorella vulgaris]
OG0002070	QAXK01003882.1_7725-3343	KAI3438420.1 hypothetical protein D9Q98_000851 [Chlorella vulgaris]
OG0002072	QAXK01000401.1_8251-6577	KAI3432617.1 hypothetical protein D9Q98_004163 [Chlorella vulgaris]
OG0002073	QAXK01011684.1_2005-861	KAI3438306.1 hypothetical protein D9Q98_000740 [Chlorella vulgaris], KAI3438307.1 hypothetical protein D9Q98_000741 [Chlorella vulgaris]
OG0002074	QAXK01005165.1_9870-10888	KAI3433642.1 hypothetical protein D9Q98_003451 [Chlorella vulgaris]
OG0002075	QAXK01000112.1_21457-19158	KAI3433540.1 hypothetical protein D9Q98_003350 [Chlorella vulgaris]
OG0002080	QAXK01005319.1_1852-5123	KAI3433551.1 hypothetical protein D9Q98_003362 [Chlorella vulgaris]
OG0002081	QAXK01000024.1_6845-4701	KAI3425814.1 hypothetical protein D9Q98_007789 [Chlorella vulgaris]
OG0002082	QAXK01003767.1_15037-16578	KAI3438232.1 hypothetical protein D9Q98_000669 [Chlorella vulgaris]
OG0002086	QAXK01000416.1_236-1468	KAI3433513.1 hypothetical protein D9Q98_003324 [Chlorella vulgaris]
OG0002088	QAXK01004430.1_4845-10525	KAI3438894.1 hypothetical protein D9Q98_001309 [Chlorella vulgaris]
OG0002090	QAXK01000004.1_10133-7859	KAI3438888.1 hypothetical protein D9Q98_001303 [Chlorella vulgaris]
OG0002092	QAXK01001415.1_8205-13561	KAI3436789.1 hypothetical protein D9Q98_006200 [Chlorella vulgaris]
OG0002095	QAXK01000224.1_15148-12485	KAI3431557.1 hypothetical protein D9Q98_004606 [Chlorella vulgaris]
OG0002103	QAXK01000770.1_6581-10685	KAI3430366.1 hypothetical protein D9Q98_004961 [Chlorella vulgaris]
OG0002105	QAXK01018040.1_3609-5929	KAI3428516.1 hypothetical protein D9Q98_007339 [Chlorella vulgaris]
OG0002110	QAXK01007447.1_7916-1145	KAI3434686.1 hypothetical protein D9Q98_002749 [Chlorella vulgaris]
OG0002111	QAXK01013514.1_9351-7632	KAI3432718.1 hypothetical protein D9Q98_004261 [Chlorella vulgaris]
OG0002112	QAXK01015359.1_10390-8068	KAI3428808.1 hypothetical protein D9Q98_007625 [Chlorella vulgaris]
OG0002120	QAXK01005023.1_11393-17094	KAI3436080.1 hypothetical protein D9Q98_002138 [Chlorella vulgaris]
OG0002122	QAXK01010373.1_8651-6830	KAI3436063.1 hypothetical protein D9Q98_002121 [Chlorella vulgaris]
OG0002123	QAXK01000700.1_5491-3572	KAI3436150.1 hypothetical protein D9Q98_002207 [Chlorella vulgaris]
OG0002124	QAXK01004007.1_8647-10727	KAI3428233.1 hypothetical protein D9Q98_006613 [Chlorella vulgaris]
OG0002127	QAXK01001495.1_27698-29888	KAI3437938.1 hypothetical protein D9Q98_000382 [Chlorella vulgaris]
OG0002128	QAXK01002518.1_56-2855	KAI3429738.1 hypothetical protein D9Q98_010053 [Chlorella vulgaris]
OG0002131	QAXK01001894.1_15083-15978	KAI3429867.1 hypothetical protein D9Q98_010178 [Chlorella vulgaris]
OG0002132	QAXK01009974.1_15390-17483	KAI3427269.1 hypothetical protein D9Q98_007201 [Chlorella vulgaris]
OG0002134	QAXK01000252.1_16687-14824	KAI3429888.1 hypothetical protein D9Q98_010199 [Chlorella vulgaris]
OG0002138	QAXK01015692.1_7967-6370	KAI3436824.1 hypothetical protein D9Q98_006234 [Chlorella vulgaris]
OG0002139	QAXK01003183.1_18810-17365	KAI3428350.1 hypothetical protein D9Q98_006730 [Chlorella vulgaris]
OG0002141	QAXK01004474.1_7154-5648	KAI3434789.1 hypothetical protein D9Q98_002847 [Chlorella vulgaris]
OG0002142	QAXK01011512.1_2962-4685	KAI3428835.1 hypothetical protein D9Q98_007652 [Chlorella vulgaris]
OG0002144	QAXK01000452.1_14665-16837	KAI3429711.1 hypothetical protein D9Q98_005796 [Chlorella vulgaris]
OG0002145	QAXK01000208.1_15729-14120	KAI3424470.1 hypothetical protein D9Q98_010021 [Chlorella vulgaris]
OG0002146	QAXK01014393.1_10002-7696	KAI3435927.1 hypothetical protein D9Q98_001985 [Chlorella vulgaris]
OG0002147	QAXK01000383.1_6224-8512	KAI3436881.1 hypothetical protein D9Q98_006289 [Chlorella vulgaris]
OG0002149	QAXK01007800.1_664-2473	KAI3438555.1 hypothetical protein D9Q98_000983 [Chlorella vulgaris]
OG0002153	QAXK01004231.1_9560-10863	KAI3438831.1 hypothetical protein D9Q98_001248 [Chlorella vulgaris]
OG0002154	QAXK01001673.1_7134-5531	KAI3428367.1 hypothetical protein D9Q98_006747 [Chlorella vulgaris]
OG0002158	QAXK01000427.1_69010-61523	KAI3436782.1 hypothetical protein D9Q98_006193 [Chlorella vulgaris]
OG0002159	QAXK01001947.1_6933-16171	KAI3435838.1 hypothetical protein D9Q98_001896 [Chlorella vulgaris]
OG0002161	QAXK01000667.1_5631-9231	KAI3425297.1 hypothetical protein D9Q98_009063 [Chlorella vulgaris]
OG0002162	QAXK01001956.1_6721-5102	KAI3424428.1 hypothetical protein D9Q98_009980 [Chlorella vulgaris]
OG0002163	QAXK01000249.1_23024-26432	KAI3435879.1 hypothetical protein D9Q98_001937 [Chlorella vulgaris]
OG0002165	QAXK01004616.1_9420-16745	KAI3434788.1 hypothetical protein D9Q98_002846 [Chlorella vulgaris]
OG0002167	QAXK01011260.1_4573-3532	KAI3434792.1 hypothetical protein D9Q98_002850 [Chlorella vulgaris]
OG0002169	QAXK01012387.1_1585-757	KAI3438410.1 hypothetical protein D9Q98_000841 [Chlorella vulgaris]
OG0002171	QAXK01000446.1_58269-64323	KAI3426103.1 hypothetical protein D9Q98_008071 [Chlorella vulgaris]
OG0002172	QAXK01012305.1_2510-4620	KAI3428683.1 hypothetical protein D9Q98_007506 [Chlorella vulgaris]
OG0002173	QAXK01000596.1_14630-16935	KAI3428690.1 hypothetical protein D9Q98_007513 [Chlorella vulgaris]
OG0002175	QAXK01001681.1_26607-28630	KAI3426102.1 hypothetical protein D9Q98_008070 [Chlorella vulgaris]
OG0002176	QAXK01006378.1_6447-7421	KAI3428753.1 hypothetical protein D9Q98_007575 [Chlorella vulgaris]
OG0002177	QAXK01001458.1_24314-19030	KAI3428693.1 hypothetical protein D9Q98_007516 [Chlorella vulgaris]
OG0002179	QAXK01000816.1_3651-1777	KAI3428653.1 hypothetical protein D9Q98_007476 [Chlorella vulgaris]
OG0002180	QAXK01013408.1_2179-3352	KAI3426076.1 hypothetical protein D9Q98_008044 [Chlorella vulgaris]
OG0002181	QAXK01001085.1_14460-16185	KAI3428658.1 hypothetical protein D9Q98_007481 [Chlorella vulgaris]
OG0002182	QAXK01011403.1_8648-10184	KAI3436708.1 hypothetical protein D9Q98_006123 [Chlorella vulgaris]
OG0002185	QAXK01004305.1_1287-2625	KAI3424856.1 hypothetical protein D9Q98_008240 [Chlorella vulgaris]
OG0002194	QAXK01000283.1_35828-37170	KAI3438069.1 hypothetical protein D9Q98_000511 [Chlorella vulgaris], KAI3438068.1 hypothetical protein D9Q98_000511 [Chlorella vulgaris]
OG0002195	QAXK01004230.1_16730-15188	KAI3439114.1 hypothetical protein D9Q98_001523 [Chlorella vulgaris]
OG0002201	QAXK01010560.1_4646-7806	KAI3430661.1 hypothetical protein D9Q98_005253 [Chlorella vulgaris]
OG0002202	QAXK01015485.1_1487-4220	KAI3427198.1 hypothetical protein D9Q98_007134 [Chlorella vulgaris]
OG0002203	QAXK01002836.1_26336-33102	KAI3428077.1 hypothetical protein D9Q98_006461 [Chlorella vulgaris]
OG0002205	QAXK01006533.1_2359-4576	KAI3432625.1 hypothetical protein D9Q98_004171 [Chlorella vulgaris]
OG0002206	QAXK01001756.1_16985-18889	KAI3425205.1 hypothetical protein D9Q98_008973 [Chlorella vulgaris]
OG0002211	QAXK01002337.1_17192-14208	KAI3435958.1 hypothetical protein D9Q98_002016 [Chlorella vulgaris]
