Orthogroup	Chlorella_KRBP	Scenedesmus_NREL
OG0001246	QAXK01010639.1_8900-15142	KAF6254122.1 tRNA synthetases class I_ catalytic domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001248	QAXK01010718.1_75-1989	KAF6266557.1 hypothetical protein COO60DRAFT_1697133 [Scenedesmus sp. NREL 46B-D3]
OG0001264	QAXK01001653.1_329-2259	KAF6252199.1 hypothetical protein COO60DRAFT_1297975 [Scenedesmus sp. NREL 46B-D3], KAF6266195.1 hypothetical protein COO60DRAFT_1291712 [Scenedesmus sp. NREL 46B-D3]
OG0001279	QAXK01000624.1_32528-30577	KAF6265982.1 FAD dependent oxidoreductase-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6265150.1 pre-RNA processing PIH1/Nop17-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001307	QAXK01005917.1_319-7230	KAF6251849.1 magnesium protoporphyrin chelatase [Scenedesmus sp. NREL 46B-D3]
OG0001308	QAXK01006084.1_8922-13556	KAF6254924.1 hypothetical protein COO60DRAFT_1296819 [Scenedesmus sp. NREL 46B-D3], KAF6254937.1 NADH_ubiquinone oxidoreductase 49 kd subunit [Scenedesmus sp. NREL 46B-D3]
OG0001309	QAXK01004533.1_5070-10667	KAF6251060.1 putative splicing factor 3A subunit 1 [Scenedesmus sp. NREL 46B-D3]
OG0001310	QAXK01002895.1_5020-6663	KAF6254147.1 WD40 repeat-like protein [Scenedesmus sp. NREL 46B-D3], KAF6248611.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]
OG0001311	QAXK01001613.1_2521-6885	KAF6264582.1 ARM repeat-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001312	QAXK01003510.1_1900-3653	KAF6264070.1 insert subdomain of RNA polymerase alpha subunit [Scenedesmus sp. NREL 46B-D3]
OG0001313	QAXK01001184.1_9548-5781	KAF6256137.1 phosphoacetylglucosamine mutase [Scenedesmus sp. NREL 46B-D3]
OG0001314	QAXK01001944.1_3765-1753	KAF6259157.1 hypothetical protein COO60DRAFT_1046462 [Scenedesmus sp. NREL 46B-D3], KAF6252721.1 hypothetical protein COO60DRAFT_1463572 [Scenedesmus sp. NREL 46B-D3], KAF6259158.1 hypothetical protein COO60DRAFT_1622080 [Scenedesmus sp. NREL 46B-D3]
OG0001316	QAXK01006921.1_16832-14836	KAF6251111.1 molecular chaperone [Scenedesmus sp. NREL 46B-D3]
OG0001317	QAXK01010058.1_4279-1636	KAF6260545.1 peptidase M24_ structural domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001318	QAXK01001801.1_7866-9916	KAF6255921.1 hypothetical protein COO60DRAFT_1532445 [Scenedesmus sp. NREL 46B-D3], KAF6257050.1 hypothetical protein COO60DRAFT_1285162 [Scenedesmus sp. NREL 46B-D3]
OG0001320	QAXK01000167.1_14384-11911	KAF6264179.1 eukaryotic and archaeal DNA primase_ large subunit-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001328	QAXK01006882.1_17133-19836	KAF6266528.1 tryptophan synthase beta [Scenedesmus sp. NREL 46B-D3]
OG0001331	QAXK01009171.1_15170-12352	KAF6259451.1 hypothetical protein COO60DRAFT_1700847 [Scenedesmus sp. NREL 46B-D3]
OG0001332	QAXK01004338.1_10706-15436	KAF6257747.1 RNA polymerase I-associated factor PAF67-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001334	QAXK01003133.1_258-4577	KAF6262592.1 hypothetical protein COO60DRAFT_1699171 [Scenedesmus sp. NREL 46B-D3]
OG0001338	QAXK01002293.1_4021-8056	KAF6257457.1 phosphatase family [Scenedesmus sp. NREL 46B-D3]
OG0001340	QAXK01004523.1_6228-4685	KAF6256011.1 hypothetical protein COO60DRAFT_151543 [Scenedesmus sp. NREL 46B-D3], KAF6263281.1 diaminopimelate epimerase [Scenedesmus sp. NREL 46B-D3], KAF6263286.1 hypothetical protein COO60DRAFT_488362 [Scenedesmus sp. NREL 46B-D3]
OG0001342	QAXK01003268.1_11937-16935	KAF6262215.1 NPL4 family-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6262213.1 NPL4 family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001343	QAXK01000799.1_6873-2057	KAF6237058.1 hypothetical protein COO60DRAFT_464443 [Scenedesmus sp. NREL 46B-D3], KAF6252370.1 Spc98 family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001353	QAXK01011632.1_4873-7912	KAF6252089.1 aminotransferase [Scenedesmus sp. NREL 46B-D3]
OG0001356	QAXK01003307.1_27135-26267	KAF6257093.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3], KAF6257094.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0001360	QAXK01001741.1_6153-8648	KAF6260878.1 type I 3-dehydroquinase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001363	QAXK01003747.1_13973-10331	KAF6262604.1 hypothetical protein COO60DRAFT_1494915 [Scenedesmus sp. NREL 46B-D3]
OG0001365	QAXK01000515.1_20837-25236	KAF6253447.1 hypothetical protein COO60DRAFT_1668760 [Scenedesmus sp. NREL 46B-D3], KAF6253448.1 armadillo/beta-catenin repeat family protein [Scenedesmus sp. NREL 46B-D3]
OG0001366	QAXK01004846.1_20461-19235	KAF6253160.1 hypothetical protein COO60DRAFT_1703931 [Scenedesmus sp. NREL 46B-D3], KAF6257173.1 ribosomal protein S5 domain 2-type protein [Scenedesmus sp. NREL 46B-D3]
OG0001370	QAXK01000381.1_4423-6771	KAF6257353.1 hypothetical protein COO60DRAFT_1271387 [Scenedesmus sp. NREL 46B-D3], KAF6257354.1 Meckelin [Scenedesmus sp. NREL 46B-D3]
OG0001374	QAXK01013224.1_5335-6988	KAF6260021.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3], KAF6260022.1 hypothetical protein COO60DRAFT_1686479 [Scenedesmus sp. NREL 46B-D3]
OG0001375	QAXK01005120.1_8361-10056	KAF6254893.1 rae1-like protein [Scenedesmus sp. NREL 46B-D3]
OG0001376	QAXK01019935.1_413-1820	KAF6254292.1 ubiquitin-conjugating enzyme/RWD-like protein [Scenedesmus sp. NREL 46B-D3]
OG0001381	QAXK01000172.1_6135-2748	KAF6254982.1 argininosuccinate lyase [Scenedesmus sp. NREL 46B-D3]
OG0001382	QAXK01001066.1_8917-1138	KAF6256242.1 structural maintenance of chromosomes protein 2 [Scenedesmus sp. NREL 46B-D3]
OG0001383	QAXK01003326.1_3639-1243	KAF6254075.1 DNA topoisomerase [Scenedesmus sp. NREL 46B-D3]
OG0001385	QAXK01005279.1_10173-5871	KAF6259681.1 topoisomerase VI B subunit_ transducer-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001388	QAXK01001208.1_10635-13964	KAF6264094.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0001393	QAXK01005917.1_17047-13738	KAF6262789.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001397	QAXK01000502.1_39339-43298	KAF6260621.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]
OG0001398	QAXK01003277.1_3770-8	KAF6255085.1 aminotransferase class V domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001400	QAXK01001993.1_28544-29840	KAF6262738.1 DUF814-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001401	QAXK01010276.1_2943-1867	KAF6266776.1 galactose-binding domain-like protein [Scenedesmus sp. NREL 46B-D3]
OG0001406	QAXK01000595.1_2983-1676	KAF6262721.1 nucleophile aminohydrolase [Scenedesmus sp. NREL 46B-D3]
OG0001408	QAXK01000367.1_8675-18356	KAF6255320.1 exportin [Scenedesmus sp. NREL 46B-D3]
OG0001409	QAXK01004930.1_4250-5628	KAF6253891.1 hypothetical protein COO60DRAFT_1703610 [Scenedesmus sp. NREL 46B-D3], KAF6253890.1 S-adenosyl-L-methionine-dependent methyltransferase [Scenedesmus sp. NREL 46B-D3]
OG0001417	QAXK01005381.1_315-2273	KAF6257655.1 threonine synthase [Scenedesmus sp. NREL 46B-D3], KAF6254861.1 threonine synthase [Scenedesmus sp. NREL 46B-D3]
OG0001420	QAXK01000297.1_21777-22493	KAF6257003.1 HIT-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001424	QAXK01001628.1_9434-11057	KAF6262246.1 homoserine kinase [Scenedesmus sp. NREL 46B-D3]
OG0001425	QAXK01003581.1_2363-4183	KAF6258030.1 class I glutamine amidotransferase-like protein [Scenedesmus sp. NREL 46B-D3]
OG0001426	QAXK01005880.1_1-9276	KAF6257163.1 splicing factor_ component of the U5 snRNP and of the spliceosome [Scenedesmus sp. NREL 46B-D3]
OG0001428	QAXK01000837.1_14096-17956	KAF6264749.1 hypothetical protein COO60DRAFT_1698126 [Scenedesmus sp. NREL 46B-D3]
OG0001431	QAXK01013424.1_6153-1945	KAF6253815.1 hypothetical protein COO60DRAFT_386572 [Scenedesmus sp. NREL 46B-D3]
OG0001432	QAXK01000224.1_16848-15439	KAF6258468.1 putative adrenodoxin [Scenedesmus sp. NREL 46B-D3]
OG0001445	QAXK01000732.1_11950-7418	KAF6252875.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0001455	QAXK01001576.1_5934-8651	KAF6257977.1 CYP97C3 [Scenedesmus sp. NREL 46B-D3]
OG0001456	QAXK01006785.1_1906-1226	KAF6257845.1 hypothetical protein COO60DRAFT_1701643 [Scenedesmus sp. NREL 46B-D3]
OG0001460	QAXK01015424.1_3358-1233	KAF6255600.1 plastid/chloroplast ribosomal protein L15 [Scenedesmus sp. NREL 46B-D3]
OG0001462	QAXK01002112.1_6014-14709	KAF6262154.1 hypothetical protein COO60DRAFT_1470516 [Scenedesmus sp. NREL 46B-D3]
OG0001465	QAXK01006322.1_7890-11183	KAF6251973.1 dihydropryrimidine dehydrogenase [Scenedesmus sp. NREL 46B-D3]
OG0001469	QAXK01007783.1_10721-12010	KAF6258644.1 hypothetical protein COO60DRAFT_1270603 [Scenedesmus sp. NREL 46B-D3], KAF6256983.1 peroxisome biogenesis factor_ partial [Scenedesmus sp. NREL 46B-D3]
OG0001473	QAXK01003650.1_4575-2929	KAF6265642.1 PTHB1 N-terminus-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6265627.1 DNA-binding protein [Scenedesmus sp. NREL 46B-D3]
OG0001476	QAXK01001134.1_7136-9582	KAF6250612.1 component of oligomeric golgi complex 6 [Scenedesmus sp. NREL 46B-D3]
OG0001477	QAXK01003160.1_17527-15091	KAF6256158.1 hypothetical protein COO60DRAFT_1702451 [Scenedesmus sp. NREL 46B-D3]
OG0001480	QAXK01000632.1_24086-22557	KAF6261102.1 peptidase family M3-domain-containing protein_ partial [Scenedesmus sp. NREL 46B-D3], KAF6234468.1 hypothetical protein COO60DRAFT_521857 [Scenedesmus sp. NREL 46B-D3], KAF6259351.1 hypothetical protein COO60DRAFT_1016180 [Scenedesmus sp. NREL 46B-D3]
OG0001482	QAXK01000159.1_14204-11398	KAF6242043.1 hypothetical protein COO60DRAFT_1651842 [Scenedesmus sp. NREL 46B-D3], KAF6253056.1 non-discriminatory gln-glu-trna synthetase [Scenedesmus sp. NREL 46B-D3]
OG0001488	QAXK01004286.1_7784-2904	KAF6241970.1 hypothetical protein COO60DRAFT_1631864 [Scenedesmus sp. NREL 46B-D3], KAF6262324.1 hypothetical protein COO60DRAFT_1699333 [Scenedesmus sp. NREL 46B-D3]
OG0001492	QAXK01003809.1_2040-4733	KAF6242387.1 hypothetical protein COO60DRAFT_1661373 [Scenedesmus sp. NREL 46B-D3], KAF6249607.1 hypothetical protein COO60DRAFT_1580224 [Scenedesmus sp. NREL 46B-D3]
OG0001493	QAXK01001201.1_5367-10319	KAF6263522.1 NSG5 protein [Scenedesmus sp. NREL 46B-D3]
OG0001503	QAXK01001163.1_27767-28960	KAF6255227.1 chloroplast ATP synthase subunit II [Scenedesmus sp. NREL 46B-D3]
OG0001506	QAXK01000137.1_3425-4331	KAF6251605.1 ribosomal protein L13 domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001514	QAXK01003231.1_16625-14068	KAF6264543.1 cytochrome c1 [Scenedesmus sp. NREL 46B-D3]
OG0001526	QAXK01019948.1_5388-2969	KAF6263693.1 aspartyl-tRNA synthetase [Scenedesmus sp. NREL 46B-D3]
OG0001527	QAXK01013863.1_4654-1867	KAF6260754.1 PRP38 family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001528	QAXK01000325.1_37384-41123	KAF6252231.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]
OG0001529	QAXK01004092.1_4427-5291	KAF6262526.1 hypothetical protein COO60DRAFT_1621760 [Scenedesmus sp. NREL 46B-D3], KAF6262524.1 hypothetical protein COO60DRAFT_1635873 [Scenedesmus sp. NREL 46B-D3]
OG0001532	QAXK01000782.1_11007-12134	KAF6259009.1 hypothetical protein COO60DRAFT_1515719 [Scenedesmus sp. NREL 46B-D3], KAF6259007.1 phosphatidylinositol 3 and 4-kinase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001533	QAXK01000265.1_17007-12444	KAF6265552.1 hypothetical protein COO60DRAFT_1697812 [Scenedesmus sp. NREL 46B-D3], KAF6253727.1 hypothetical protein COO60DRAFT_1703701 [Scenedesmus sp. NREL 46B-D3]
OG0001534	QAXK01000695.1_5671-2183	KAF6261572.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0001538	QAXK01009353.1_4260-348	KAF6259221.1 26S proteasome subunit RPN7-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6264271.1 Rhodanese-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001544	QAXK01002332.1_5291-4007	KAF6254535.1 triose-phosphate transporter family-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6250654.1 thiamine pyrophosphokinase [Scenedesmus sp. NREL 46B-D3], KAF6252257.1 hypothetical protein COO60DRAFT_1704370 [Scenedesmus sp. NREL 46B-D3]
OG0001545	QAXK01000350.1_22889-27018	KAF6251864.1 PRMT5 arginine-N-methyltransferase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001546	QAXK01011857.1_1226-3209	KAF6254336.1 glycoprotease family-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6260275.1 HIT-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001548	QAXK01001795.1_1688-3314	KAF6249192.1 hypothetical protein COO60DRAFT_991607 [Scenedesmus sp. NREL 46B-D3]
OG0001549	QAXK01005406.1_4717-2509	KAF6257961.1 centromere/microtubule-binding protein cbf5 [Scenedesmus sp. NREL 46B-D3]
OG0001550	QAXK01004537.1_7009-1449	KAF6262578.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3], KAF6262579.1 hypothetical protein COO60DRAFT_1251193_ partial [Scenedesmus sp. NREL 46B-D3]
OG0001551	QAXK01006072.1_19473-19787	KAF6260891.1 hypothetical protein COO60DRAFT_1682948 [Scenedesmus sp. NREL 46B-D3], KAF6265204.1 RNA polymerase II-binding domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001554	QAXK01001638.1_7681-11612	KAF6254198.1 phosphoglucomutase [Scenedesmus sp. NREL 46B-D3]
OG0001561	QAXK01003228.1_3995-6597	KAF6262765.1 pre-mRNA processing factor 3-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6238383.1 pre-mRNA processing factor 3-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001562	QAXK01000869.1_5647-9196	KAF6264703.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3], KAF6264704.1 hypothetical protein COO60DRAFT_1698098 [Scenedesmus sp. NREL 46B-D3]
OG0001571	QAXK01005898.1_15715-20620	KAF6258764.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0001573	QAXK01001714.1_23807-22483	KAF6253165.1 Alpha/Beta hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0001575	QAXK01006456.1_5116-6698	KAF6260922.1 peptidase M24_ structural domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6259256.1 peptidase M24_ structural domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001576	QAXK01003511.1_8584-2188	KAF6255342.1 ClpP/crotonase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001579	QAXK01000149.1_3007-205	KAF6258989.1 gamma tubulin [Scenedesmus sp. NREL 46B-D3]
OG0001581	QAXK01003468.1_8146-4525	KAF6266189.1 cysteine desulfurase [Scenedesmus sp. NREL 46B-D3], KAF6244154.1 hypothetical protein COO60DRAFT_1290311 [Scenedesmus sp. NREL 46B-D3]
OG0001582	QAXK01003110.1_3669-4960	KAF6254171.1 hypothetical protein COO60DRAFT_1543014 [Scenedesmus sp. NREL 46B-D3]
OG0001592	QAXK01004995.1_4321-153	KAF6257925.1 hypothetical protein COO60DRAFT_1284744 [Scenedesmus sp. NREL 46B-D3]
OG0001595	QAXK01003821.1_4511-8191	KAF6257946.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0001599	QAXK01001163.1_31234-32344	KAF6256953.1 CPLD51 protein required for cyt b6 assembly [Scenedesmus sp. NREL 46B-D3]
OG0001602	QAXK01009112.1_2932-1649	KAF6259680.1 telomere recombination-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001606	QAXK01001551.1_37852-43451	KAF6262603.1 tRNA synthetases class I _C_ catalytic domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001618	QAXK01003579.1_4454-5700	KAF6254680.1 HotDog domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6254679.1 hypothetical protein COO60DRAFT_291261 [Scenedesmus sp. NREL 46B-D3]
OG0001620	QAXK01004906.1_4885-7564	KAF6263002.1 NAD_P_-binding protein [Scenedesmus sp. NREL 46B-D3], KAF6263001.1 hypothetical protein COO60DRAFT_1698969 [Scenedesmus sp. NREL 46B-D3]
OG0001624	QAXK01001935.1_7191-6190	KAF6252126.1 hypothetical protein COO60DRAFT_1704422 [Scenedesmus sp. NREL 46B-D3], KAF6250760.1 hypothetical protein COO60DRAFT_1705489 [Scenedesmus sp. NREL 46B-D3]
OG0001625	QAXK01008598.1_11627-10467	KAF6237644.1 hypothetical protein COO60DRAFT_422905 [Scenedesmus sp. NREL 46B-D3], KAF6250973.1 hypothetical protein COO60DRAFT_705986 [Scenedesmus sp. NREL 46B-D3], KAF6250970.1 hypothetical protein COO60DRAFT_1645713 [Scenedesmus sp. NREL 46B-D3]
OG0001666	QAXK01000648.1_7716-3949	KAF6264457.1 transketolase [Scenedesmus sp. NREL 46B-D3]
OG0001670	QAXK01001801.1_20671-18627	KAF6264382.1 glutamate-1-semialdehyde 2_1-aminomutase_ chloroplastic [Scenedesmus sp. NREL 46B-D3]
OG0001676	QAXK01000084.1_15952-9180	KAF6260222.1 ARM repeat-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001677	QAXK01006154.1_7199-4782	KAF6260541.1 molybdenum cofactor biosynthesis prote [Scenedesmus sp. NREL 46B-D3]
OG0001679	QAXK01005586.1_4660-3715	KAF6263770.1 mitochondrial glycoprotein [Scenedesmus sp. NREL 46B-D3], KAF6266713.1 mitochondrial glycoprotein [Scenedesmus sp. NREL 46B-D3]
OG0001681	QAXK01003694.1_10054-1111	KAF6265707.1 CobB/CobQ-like glutamine amidotransferase domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001683	QAXK01005873.1_4902-1877	KAF6255860.1 NifU-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001684	QAXK01001160.1_46203-44172	KAF6252970.1 MIF4G domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001686	QAXK01001518.1_29154-38461	KAF6255267.1 clathrin heavy chain [Scenedesmus sp. NREL 46B-D3]
OG0001687	QAXK01011350.1_4968-4302	KAF6250622.1 NADH_ubiquinone oxidoreductase B14 subunit [Scenedesmus sp. NREL 46B-D3]
OG0001689	QAXK01000325.1_49285-50693	KAF6252229.1 nucleophile aminohydrolase [Scenedesmus sp. NREL 46B-D3]
OG0001691	QAXK01009543.1_7053-9512	KAF6263075.1 putative D-lactate dehydrogenase [Scenedesmus sp. NREL 46B-D3]
OG0001694	QAXK01004860.1_550-2257	KAF6264164.1 Mak16 protein [Scenedesmus sp. NREL 46B-D3]
OG0001698	QAXK01011739.1_15998-17366	KAF6259518.1 aldolase [Scenedesmus sp. NREL 46B-D3]
OG0001700	QAXK01001944.1_5351-7976	KAF6252909.1 heat shock protein Hsp70E [Scenedesmus sp. NREL 46B-D3]
OG0001702	QAXK01000864.1_61145-62900	KAF6263925.1 hypothetical protein COO60DRAFT_1487967 [Scenedesmus sp. NREL 46B-D3]
OG0001703	QAXK01003602.1_34329-32576	KAF6255494.1 DNA polymerase alpha/epsilon subunit B-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001704	QAXK01008991.1_236-2513	KAF6257938.1 cleft lip and palate transmembrane 1 [Scenedesmus sp. NREL 46B-D3]
OG0001705	QAXK01002478.1_7313-12188	KAF6259353.1 hypothetical protein COO60DRAFT_1470818 [Scenedesmus sp. NREL 46B-D3]
OG0001708	QAXK01014303.1_4896-6584	KAF6262416.1 hypothetical protein COO60DRAFT_625238 [Scenedesmus sp. NREL 46B-D3], KAF6246664.1 hypothetical protein COO60DRAFT_1649728 [Scenedesmus sp. NREL 46B-D3]
OG0001709	QAXK01018148.1_4196-2780	KAF6264967.1 ankyrin repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]
OG0001712	QAXK01008136.1_3960-6111	KAF6259019.1 ribosomal protein L13a component of cytosolic 80S ribosome and 60S large subunit [Scenedesmus sp. NREL 46B-D3]
OG0001713	QAXK01001137.1_1588-5821	KAF6259070.1 hypothetical protein COO60DRAFT_1622084 [Scenedesmus sp. NREL 46B-D3]
OG0001714	QAXK01014632.1_3916-2466	KAF6243700.1 hypothetical protein COO60DRAFT_145414 [Scenedesmus sp. NREL 46B-D3], KAF6240409.1 hypothetical protein COO60DRAFT_1632101 [Scenedesmus sp. NREL 46B-D3]
OG0001715	QAXK01004338.1_24179-21163	KAF6261177.1 thymidylate synthase/dCMP hydroxymethylase domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001716	QAXK01000646.1_3437-2178	KAF6259212.1 thioredoxin-like [2Fe-2S] ferredoxin-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001718	QAXK01002273.1_1901-3023	KAF6256056.1 Mpp10 protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6250754.1 Mpp10 protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001719	QAXK01013811.1_5298-9155	KAF6265226.1 T-complex protein_ zeta subunit [Scenedesmus sp. NREL 46B-D3]
OG0001724	QAXK01006565.1_2429-269	KAF6262022.1 S-adenosyl-L-methionine-dependent methyltransferase [Scenedesmus sp. NREL 46B-D3]
OG0001728	QAXK01001807.1_1026-15	KAF6253997.1 ribosomal protein S19 component of cytosolic 80S ribosome and 40S small subunit [Scenedesmus sp. NREL 46B-D3]
OG0001729	QAXK01006338.1_1051-28	KAF6262976.1 hypothetical protein COO60DRAFT_1699086 [Scenedesmus sp. NREL 46B-D3], KAF6258756.1 hypothetical protein COO60DRAFT_1701147 [Scenedesmus sp. NREL 46B-D3]
OG0001737	QAXK01014793.1_2710-905	KAF6248760.1 splicing factor U2af 38 kDa subunit [Scenedesmus sp. NREL 46B-D3]
OG0001738	QAXK01000446.1_74898-73132	KAF6259365.1 hypothetical protein COO60DRAFT_1017430 [Scenedesmus sp. NREL 46B-D3]
OG0001743	QAXK01001289.1_5327-2954	KAF6266107.1 putative 26S protease regulatory subunit 8 [Scenedesmus sp. NREL 46B-D3]
OG0001744	QAXK01016939.1_17085-19159	KAF6253446.1 calponin homology domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001748	QAXK01007592.1_13848-10196	KAF6265917.1 sterol 14 desaturase [Scenedesmus sp. NREL 46B-D3]
OG0001750	QAXK01018869.1_1324-446	KAF6255637.1 tubulin binding cofactor C-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001751	QAXK01000276.1_2022-2543	KAF6251603.1 hypothetical protein COO60DRAFT_1704702 [Scenedesmus sp. NREL 46B-D3]
OG0001756	QAXK01004906.1_9592-13569	KAF6266369.1 chloroplast elongation factor G [Scenedesmus sp. NREL 46B-D3]
OG0001760	QAXK01008046.1_15224-18152	KAF6251506.1 DHHC palmitoyltransferase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001763	QAXK01006402.1_6220-3948	KAF6252453.1 Pre-mRNA cleavage complex II protein Clp1-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001770	QAXK01001922.1_7027-5313	KAF6265043.1 ATP synthase gamma-subunit [Scenedesmus sp. NREL 46B-D3]
OG0001772	QAXK01010435.1_780-2170	KAF6258279.1 hypothetical protein COO60DRAFT_1139840 [Scenedesmus sp. NREL 46B-D3]
OG0001778	QAXK01006312.1_5841-2543	KAF6250421.1 IMP dehydrogenase/GMP reductase [Scenedesmus sp. NREL 46B-D3]
OG0001780	QAXK01003072.1_7601-12066	KAF6265414.1 armadillo-type protein [Scenedesmus sp. NREL 46B-D3]
OG0001782	QAXK01000627.1_25854-27382	KAF6255311.1 hypothetical protein COO60DRAFT_1641647 [Scenedesmus sp. NREL 46B-D3], KAF6255309.1 glycoside hydrolase superfamily [Scenedesmus sp. NREL 46B-D3]
OG0001783	QAXK01004723.1_8556-4882	KAF6260325.1 AIR carboxylase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001788	QAXK01008099.1_16922-14889	KAF6257549.1 molecular chaperone [Scenedesmus sp. NREL 46B-D3]
OG0001790	QAXK01000362.1_13682-19843	KAF6259142.1 adaptin N terminal region-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001792	QAXK01002348.1_22026-23431	KAF6254416.1 plastid ribosomal protein L1 [Scenedesmus sp. NREL 46B-D3]
OG0001794	QAXK01000643.1_10651-8242	KAF6257203.1 hypothetical protein COO60DRAFT_1525063 [Scenedesmus sp. NREL 46B-D3]
OG0001801	QAXK01000208.1_37779-38874	KAF6258944.1 DUF1084-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001806	QAXK01005447.1_6594-9151	KAF6265628.1 hypothetical protein COO60DRAFT_1697655 [Scenedesmus sp. NREL 46B-D3]
OG0001810	QAXK01011106.1_2568-3152	KAF6263248.1 hypothetical protein COO60DRAFT_486492 [Scenedesmus sp. NREL 46B-D3], KAF6263249.1 hypothetical protein COO60DRAFT_486587 [Scenedesmus sp. NREL 46B-D3]
OG0001812	QAXK01006399.1_9428-14604	KAF6255868.1 coatomer subunit beta [Scenedesmus sp. NREL 46B-D3]
OG0001813	QAXK01000513.1_11487-8211	KAF6256936.1 hypothetical protein COO60DRAFT_1471060 [Scenedesmus sp. NREL 46B-D3]
OG0001818	QAXK01004132.1_4579-6060	KAF6253041.1 60s acidic ribosomal protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001821	QAXK01004177.1_17288-11319	KAF6266692.1 Metallo-dependent phosphatase-like protein [Scenedesmus sp. NREL 46B-D3]
