Orthogroup	Chlorella_KRBP	Micractinium_SAG24180
OG0001737	QAXK01014793.1_2710-905	PSC69462.1 splicing factor U2af small subunit B-like isoform A [Micractinium conductrix]
OG0001738	QAXK01000446.1_74898-73132	PSC75273.1 peroxisome biogenesis 12 isoform A [Micractinium conductrix], PSC75272.1 peroxisome biogenesis 12 isoform B [Micractinium conductrix]
OG0001743	QAXK01001289.1_5327-2954	PSC69343.1 26S protease regulatory subunit 8-like protein A [Micractinium conductrix]
OG0001744	QAXK01016939.1_17085-19159	PSC69446.1 microtubule-associated RP EB family member 1C [Micractinium conductrix]
OG0001748	QAXK01007592.1_13848-10196	PSC68351.1 sterol 14 desaturase [Micractinium conductrix]
OG0001750	QAXK01018869.1_1324-446	PSC73102.1 tubulin-folding cofactor C [Micractinium conductrix]
OG0001751	QAXK01000276.1_2022-2543	PSC76154.1 transcriptional regulator ATRX-like protein [Micractinium conductrix]
OG0001756	QAXK01004906.1_9592-13569	PSC68167.1 Elongation factor chloroplastic [Micractinium conductrix]
OG0001760	QAXK01008046.1_15224-18152	PSC75247.1 putative S-acyltransferase 14 [Micractinium conductrix]
OG0001763	QAXK01006402.1_6220-3948	PSC75129.1 CLP1-like protein [Micractinium conductrix]
OG0001770	QAXK01001922.1_7027-5313	PSC69571.1 ATP synthase gamma-subunit [Micractinium conductrix]
OG0001772	QAXK01010435.1_780-2170	PSC73607.1 D-aspartate oxidase [Micractinium conductrix]
OG0001778	QAXK01006312.1_5841-2543	PSC69256.1 IMP dehydrogenase [Micractinium conductrix]
OG0001780	QAXK01003072.1_7601-12066	PSC70559.1 putative inactive serine threonine-kinase scy1 [Micractinium conductrix]
OG0001782	QAXK01000627.1_25854-27382	PSC70594.1 armadillo beta-catenin-like repeat [Micractinium conductrix]
OG0001783	QAXK01004723.1_8556-4882	PSC69680.1 phosphoribosylaminoimidazole chloroplastic [Micractinium conductrix]
OG0001788	QAXK01008099.1_16922-14889	PSC75268.1 J domain-containing spf31 [Micractinium conductrix]
OG0001790	QAXK01000362.1_13682-19843	PSC71149.1 coatomer subunit gamma [Micractinium conductrix]
OG0001792	QAXK01002348.1_22026-23431	PSC70521.1 50S ribosomal L1 [Micractinium conductrix]
OG0001794	QAXK01000643.1_10651-8242	PSC71007.1 Eukaryotic translation initiation factor 3 subunit G [Micractinium conductrix]
OG0001801	QAXK01000208.1_37779-38874	PSC72118.1 tobamovirus multiplication 1-like [Micractinium conductrix]
OG0001806	QAXK01005447.1_6594-9151	PSC70568.1 ATP-binding cassette superfamily [Micractinium conductrix]
OG0001810	QAXK01011106.1_2568-3152	PSC67927.1 embryonic stem cell-specific 5-hydroxymethylcytosine-binding -like [Micractinium conductrix]
OG0001812	QAXK01006399.1_9428-14604	PSC72264.1 coatomer subunit beta-1-like [Micractinium conductrix]
OG0001813	QAXK01000513.1_11487-8211	PSC68201.1 phenylalanine-tRNA chloroplastic mitochondrial [Micractinium conductrix]
OG0001818	QAXK01004132.1_4579-6060	PSC71537.1 60S acidic ribosomal P0 [Micractinium conductrix]
OG0001821	QAXK01004177.1_17288-11319	PSC71439.1 serine threonine-phosphatase BSL1 [Micractinium conductrix]
OG0001824	QAXK01003744.1_2800-6411	PSC68131.1 methionine aminopeptidase 2B-like [Micractinium conductrix]
OG0001826	QAXK01000105.1_5499-2693	PSC71471.1 T-complex theta subunit [Micractinium conductrix]
OG0001832	QAXK01005654.1_7220-1642	PSC69531.1 bifunctional dethiobiotin synthetase 7_8-diamino-pelargonic acid mitochondrial [Micractinium conductrix]
OG0001837	QAXK01000842.1_51041-53429	PSC68677.1 Bifunctional purine biosynthesis [Micractinium conductrix]
OG0001838	QAXK01003976.1_8556-3734	PSC74145.1 pre-rRNA-processing TSR1-like protein [Micractinium conductrix]
OG0001841	QAXK01000976.1_10766-5866	PSC69255.1 ABC transporter family [Micractinium conductrix]
OG0001842	QAXK01006275.1_27485-25822	PSC69441.1 Oleoyl-acyl carrier chloroplastic [Micractinium conductrix]
OG0001843	QAXK01004149.1_22375-24958	PSC72243.1 eukaryotic translation initiation factor 2 subunit gamma-like [Micractinium conductrix]
OG0001845	QAXK01001702.1_1666-273	PSC72612.1 mRNA _2 -O-methyladenosine-N6-_-methyltransferase [Micractinium conductrix]
OG0001847	QAXK01009311.1_428-2889	PSC74571.1 transport Sec61 subunit alpha-like [Micractinium conductrix]
OG0001849	QAXK01007671.1_6596-4238	PSC74533.1 Protochlorophyllide chloroplastic [Micractinium conductrix]
OG0001855	QAXK01000335.1_27254-25603	PSC72717.1 Splicing factor 3B subunit 4 [Micractinium conductrix]
OG0001856	QAXK01003506.1_17890-19170	PSC68742.1 uracil phosphoribosyltransferase [Micractinium conductrix]
OG0001857	QAXK01002176.1_5254-6169	PSC69615.1 GTP-binding nuclear Ran-3 [Micractinium conductrix]
OG0001858	QAXK01017983.1_2022-269	PSC70436.1 60S ribosomal L8-like [Micractinium conductrix]
OG0001860	QAXK01000036.1_15496-18071	PSC70462.1 putative phenylalanine-tRNA ligase alpha subunit [Micractinium conductrix]
OG0001861	QAXK01001933.1_13708-11461	PSC70316.1 GMP synthase [glutamine-hydrolyzing] [Micractinium conductrix]
OG0001862	QAXK01002439.1_1431-31	PSC67531.1 transport yif1 [Micractinium conductrix]
OG0001863	QAXK01000006.1_11270-7049	PSC71004.1 SEC1 family transport SLY1-like [Micractinium conductrix]
OG0001864	QAXK01001807.1_30588-28596	PSC73349.1 tRNA wybutosine-synthesizing 4 [Micractinium conductrix]
OG0001866	QAXK01004671.1_3332-9990	PSC72993.1 importin beta-like SAD2 [Micractinium conductrix]
OG0001867	QAXK01006658.1_2089-1110	PSC70312.1 putative complex I intermediate-associated 30 [Micractinium conductrix]
OG0001868	QAXK01018034.1_4900-2264	PSC73297.1 vacuolar sorting-associated 18-like protein [Micractinium conductrix]
OG0001869	QAXK01002273.1_12619-10163	PSC73352.1 NEDD8-activating enzyme E1 catalytic subunit [Micractinium conductrix]
OG0001870	QAXK01007444.1_11468-13953	PSC75701.1 CAS1 domain-containing 1 [Micractinium conductrix]
OG0001871	QAXK01000027.1_14275-12645	PSC69321.1 transmembrane 120-like protein isoform A [Micractinium conductrix], PSC69322.1 transmembrane 120-like protein isoform B [Micractinium conductrix]
OG0001873	QAXK01003671.1_1285-5252	PSC67925.1 tRNA modifying enzyme [Micractinium conductrix]
OG0001874	QAXK01002443.1_10680-7074	PSC68961.1 Alcohol dehydrogenase class-3 [Micractinium conductrix]
OG0001879	QAXK01014786.1_3020-29	PSC68040.1 4-hydroxy-3-methylbut-2-enyl diphosphate reductase [Micractinium conductrix]
OG0001880	QAXK01014616.1_960-3765	PSC76595.1 ubiquitin carboxyl-terminal hydrolase 6 [Micractinium conductrix]
OG0001882	QAXK01001694.1_21339-20476	PSC68973.1 pyridoxine biosynthesis [Micractinium conductrix]
OG0001883	QAXK01000225.1_2559-365	PSC70882.1 eukaryotic translation initiation factor 3 subunit I-like [Micractinium conductrix]
OG0001887	QAXK01004187.1_1760-33	PSC67642.1 vacuolar sorting-associated 22-like protein 1 [Micractinium conductrix]
OG0001888	QAXK01016711.1_4152-7100	PSC75238.1 26S proteasome non-ATPase regulatory subunit 12 [Micractinium conductrix]
OG0001890	QAXK01010406.1_2162-130	PSC74238.1 phosphatase methylesterase 1-like [Micractinium conductrix]
OG0001893	QAXK01002579.1_17292-15497	PSC70766.1 Phosducin 3 [Micractinium conductrix]
OG0001895	QAXK01016971.1_2990-681	PSC71005.1 N-acetyl-gamma-glutamyl-phosphate reductase [Micractinium conductrix]
OG0001898	QAXK01001156.1_3180-1500	PSC67775.1 non-canonical poly_A_ RNA polymerase PAPD5 [Micractinium conductrix]
OG0001900	QAXK01009399.1_423-2536	PSC67407.1 ubiquitin fusion degradation 1-like protein [Micractinium conductrix]
OG0001902	QAXK01008314.1_4813-7042	PSC73059.1 adenosine kinase 2 [Micractinium conductrix]
OG0001907	QAXK01003345.1_36704-34696	PSC71001.1 Histone acetyltransferase GCN5 [Micractinium conductrix]
OG0001911	QAXK01003378.1_5209-366	PSC69622.1 GDP-Man_Man_3_ c_2_-PP-Dol alpha-1_2-mannosyltransferase [Micractinium conductrix]
OG0001915	QAXK01004688.1_3441-5908	PSC69842.1 E3 ubiquitin-ligase HERC2 [Micractinium conductrix]
OG0001916	QAXK01001344.1_15728-16873	PSC73730.1 DNA repair [Micractinium conductrix]
OG0001917	QAXK01010657.1_2437-238	PSC69495.1 Altered inheritance rate of mitochondria 25 [Micractinium conductrix]
OG0001918	QAXK01003671.1_14459-17304	PSC75723.1 acetylornithine aminotransferase [Micractinium conductrix]
OG0001919	QAXK01001468.1_4935-8852	PSC73807.1 acetolactate synthase small subunit chloroplastic-like [Micractinium conductrix]
OG0001920	QAXK01000770.1_6276-4831	PSC77004.1 peptidyl-prolyl cis-trans isomerase CYP57-like [Micractinium conductrix]
OG0001921	QAXK01004635.1_12023-13891	PSC68737.1 V-type proton ATPase subunit d2 [Micractinium conductrix]
OG0001922	QAXK01011133.1_12839-6837	PSC75171.1 kinesin-like calmodulin-binding isoform X1 [Micractinium conductrix]
OG0001928	QAXK01003150.1_16472-17917	PSC76454.1 arogenate prephenate dehydrogenase [Micractinium conductrix]
OG0001930	QAXK01003163.1_7337-4796	PSC69188.1 coatomer subunit delta-like [Micractinium conductrix]
OG0001931	QAXK01002575.1_2869-493	PSC69277.1 60S ribosomal L4-1 [Micractinium conductrix]
OG0001934	QAXK01001681.1_35798-38541	PSC71357.1 RCC2-like protein [Micractinium conductrix]
OG0001935	QAXK01001208.1_4428-3497	PSC71559.1 NADH dehydrogenase [ubiquinone] iron-sulfur 8-mitochondrial [Micractinium conductrix]
OG0001936	QAXK01000947.1_9658-8064	PSC69989.1 mitochondrial phosphate carrier 1 [Micractinium conductrix]
OG0001937	QAXK01002895.1_11877-8991	PSC75250.1 serine threonine-kinase RIO1-like [Micractinium conductrix]
OG0001938	QAXK01006045.1_3548-5265	PSC70255.1 exosome complex component RRP41 [Micractinium conductrix]
OG0001943	QAXK01001495.1_35130-32135	PSC75808.1 Eukaryotic peptide chain release factor subunit 1-3 [Micractinium conductrix]
OG0001945	QAXK01006788.1_3504-1107	PSC75729.1 pachytene checkpoint 2-like protein [Micractinium conductrix]
OG0001946	QAXK01006196.1_6560-8156	PSC75635.1 coatomer subunit epsilon-1-like [Micractinium conductrix]
OG0001947	QAXK01001881.1_90892-88031	PSC67354.1 leucine-tRNA mitochondrial [Micractinium conductrix]
OG0001951	QAXK01010684.1_1460-556	PSC71665.1 40S ribosomal S18 [Micractinium conductrix]
OG0001952	QAXK01001616.1_0-2161	PSC71553.1 26S proteasome regulatory subunit [Micractinium conductrix]
OG0001953	QAXK01001871.1_8489-9868	PSC74574.1 hypothetical protein C2E20_2186 [Micractinium conductrix], PSC74496.1 putative inactive tRNA-specific adenosine deaminase 3 isoform X1 [Micractinium conductrix]
OG0001954	QAXK01014389.1_130-668	PSC75016.1 S-adenosyl-L-methionine-dependent methyltransferases superfamily [Micractinium conductrix]
OG0001956	QAXK01004150.1_9770-14859	PSC72809.1 Glycyl-tRNA synthetase family [Micractinium conductrix]
OG0001958	QAXK01007010.1_8318-9471	PSC70734.1 L-ascorbate peroxidase 6 [Micractinium conductrix]
OG0001960	QAXK01005538.1_9255-7797	PSC74641.1 U-box domain-containing 72-like [Micractinium conductrix]
OG0001961	QAXK01009093.1_4766-1793	PSC72381.1 Glycine-tRNA ligase chloroplastic mitochondrial [Micractinium conductrix]
OG0001966	QAXK01016188.1_2666-4256	PSC68849.1 ataxin-3-like protein [Micractinium conductrix]
OG0001967	QAXK01000446.1_47170-46172	PSC76600.1 40S ribosomal S15 [Micractinium conductrix]
OG0001969	QAXK01002063.1_20394-18703	PSC74599.1 cytosolic Fe-S cluster assembly factor NBP35 [Micractinium conductrix]
OG0001970	QAXK01001186.1_3380-493	PSC71211.1 ribosome biogenesis GTPase [Micractinium conductrix]
OG0001973	QAXK01000335.1_27471-29404	PSC69061.1 4-hydroxyphenylpyruvate dioxygenase [Micractinium conductrix]
OG0001979	QAXK01001265.1_1827-4399	PSC68085.1 putative nucleolar 5-2 [Micractinium conductrix]
OG0001980	QAXK01003309.1_3370-103	PSC76439.1 V-type proton ATPase subunit H-like [Micractinium conductrix]
OG0001986	QAXK01000295.1_10054-5194	PSC71749.1 Mitogen-activated kinase 17 [Micractinium conductrix]
OG0001991	QAXK01002862.1_2144-4831	PSC75369.1 Heptahelical 4 isoform 2 [Micractinium conductrix]
OG0001993	QAXK01002212.1_3400-1645	PSC75944.1 bifunctional riboflavin kinase FMN phosphatase-like [Micractinium conductrix]
OG0001995	QAXK01014184.1_2136-4076	PSC73282.1 serine threonine-kinase TIO isoform X1 [Micractinium conductrix]
OG0001996	QAXK01001275.1_1545-3783	PSC72817.1 1-deoxy-D-xylulose-5-phosphate reductoisomerase [Micractinium conductrix]
OG0001998	QAXK01000407.1_9246-10753	PSC68708.1 Cycloeucalenol cycloisomerase [Micractinium conductrix]
OG0001999	QAXK01001060.1_158-4769	PSC72744.1 NADPH-dependent diflavin oxidoreductase 1 isoform X1 [Micractinium conductrix]
OG0002000	QAXK01003280.1_21069-16498	PSC76732.1 imidazole glycerol phosphate synthase chloroplastic [Micractinium conductrix]
OG0002001	QAXK01007038.1_3322-7876	PSC72681.1 LIMR family protein [Micractinium conductrix]
OG0002003	QAXK01002652.1_3797-1393	PSC73288.1 XAP5 CIRCADIAN TIMEKEEPER [Micractinium conductrix]
OG0002004	QAXK01012829.1_4377-6139	PSC73478.1 Qb-SNARE Bos1 Membrin family [Micractinium conductrix]
OG0002005	QAXK01004007.1_7633-6740	PSC72199.1 zinc finger CCCH domain-containing 1 [Micractinium conductrix]
OG0002006	QAXK01000137.1_21575-22932	PSC71090.1 Chlorophyll a-b binding chloroplastic [Micractinium conductrix]
OG0002007	QAXK01009439.1_10946-16439	PSC72253.1 Exportin-2 [Micractinium conductrix]
OG0002008	QAXK01000685.1_2507-3830	PSC72303.1 DNAJ heat shock N-terminal domain-containing family [Micractinium conductrix]
OG0002010	QAXK01004465.1_1413-1889	PSC72273.1 hypothetical protein C2E20_4572 [Micractinium conductrix]
OG0002011	QAXK01008697.1_3621-1	PSC72293.1 vacuolar ATP synthase subunit B [Micractinium conductrix]
OG0002012	QAXK01008479.1_22-1572	PSC72257.1 Diacylglycerol O-acyltransferase 1 [Micractinium conductrix]
OG0002013	QAXK01000704.1_865-2353	PSC72247.1 SCO1-like protein mitochondrial [Micractinium conductrix]
OG0002014	QAXK01001731.1_8237-12954	PSC72166.1 RNA-binding 28 [Micractinium conductrix]
OG0002015	QAXK01001095.1_1607-5427	PSC76802.1 delta-1-pyrroline-5-carboxylate synthase A isoform X2 [Micractinium conductrix]
OG0002018	QAXK01000579.1_6879-2831	PSC69663.1 peroxisomal acyl-coenzyme A oxidase 1-like [Micractinium conductrix]
OG0002023	QAXK01004467.1_4446-2978	PSC67820.1 40S ribosomal S5 [Micractinium conductrix]
OG0002024	QAXK01007476.1_6843-3464	PSC72457.1 MATH domain-containing protein [Micractinium conductrix]
OG0002026	QAXK01000116.1_15959-12419	PSC72411.1 septin and tuftelin-interacting 1-like protein 1 [Micractinium conductrix]
OG0002027	QAXK01000153.1_10025-9224	PSC67491.1 adenine phosphoribosyltransferase [Micractinium conductrix]
OG0002028	QAXK01001007.1_9576-3460	PSC70049.1 26S proteasome regulatory subunit [Micractinium conductrix]
OG0002029	QAXK01001726.1_9416-10685	PSC76422.1 actin [Micractinium conductrix]
OG0002032	QAXK01018007.1_11683-5307	PSC76576.1 Dynamin ARC5 [Micractinium conductrix]
OG0002035	QAXK01001162.1_4704-11654	PSC68910.1 DNA topoisomerase 2 [Micractinium conductrix]
OG0002036	QAXK01003552.1_4945-952	PSC67974.1 nucleolar complex 2-like protein [Micractinium conductrix], PSC67967.1 hypothetical protein C2E20_8419 [Micractinium conductrix]
OG0002040	QAXK01004862.1_20323-24029	PSC73296.1 dihydroxy-acid dehydratase [Micractinium conductrix]
OG0002043	QAXK01000495.1_11359-8819	PSC76890.1 DNA polymerase epsilon subunit 2 [Micractinium conductrix]
OG0002046	QAXK01003370.1_5253-2449	PSC70202.1 40S ribosomal Sa-1 [Micractinium conductrix]
OG0002049	QAXK01004800.1_3523-170	PSC71365.1 Double-strand break repair MRE11 [Micractinium conductrix]
OG0002051	QAXK01005999.1_9988-12832	PSC74827.1 Nucleolar 56 [Micractinium conductrix]
OG0002063	QAXK01001387.1_26607-27895	PSC72004.1 geranylgeranyl diphosphate synthase [Micractinium conductrix]
OG0002070	QAXK01003882.1_7725-3343	PSC76303.1 DEAD-box ATP-dependent RNA helicase 7 [Micractinium conductrix]
OG0002072	QAXK01000401.1_8251-6577	PSC70510.1 porphobilinogen deaminase [Micractinium conductrix]
OG0002073	QAXK01011684.1_2005-861	PSC72287.1 40S ribosomal S16 [Micractinium conductrix]
OG0002074	QAXK01005165.1_9870-10888	PSC68908.1 putative ribosome biogenesis RLP24 [Micractinium conductrix]
OG0002075	QAXK01000112.1_21457-19158	PSC73941.1 inositol-3-phosphate synthase [Micractinium conductrix]
OG0002080	QAXK01005319.1_1852-5123	PSC68284.1 Bifunctional aspartate aminotransferase and glutamate aspartate-prephenate aminotransferase [Micractinium conductrix]
OG0002081	QAXK01000024.1_6845-4701	PSC74408.1 Diphthamide biosynthesis 1 [Micractinium conductrix]
OG0002082	QAXK01003767.1_15037-16578	PSC72255.1 Proteasome subunit alpha type-7 [Micractinium conductrix]
OG0002086	QAXK01000416.1_236-1468	PSC73570.1 Bis_5 -adenosyl_-triphosphatase [Micractinium conductrix]
OG0002088	QAXK01004430.1_4845-10525	PSC73236.1 Crooked neck 1 [Micractinium conductrix]
OG0002090	QAXK01000004.1_10133-7859	PSC75430.1 Proteasome subunit alpha type-3 [Micractinium conductrix]
OG0002092	QAXK01001415.1_8205-13561	PSC71474.1 rRNA methyltransferase [Micractinium conductrix]
OG0002095	QAXK01000224.1_15148-12485	PSC70541.1 Proteasome subunit alpha type-5 [Micractinium conductrix]
OG0002103	QAXK01000770.1_6581-10685	PSC70130.1 Acyl-dehydrogenase [Micractinium conductrix]
OG0002105	QAXK01018040.1_3609-5929	PSC69876.1 60S ribosomal L11-1 [Micractinium conductrix]
OG0002110	QAXK01007447.1_7916-1145	PSC73140.1 DNA repair helicase XPB1-like [Micractinium conductrix]
OG0002111	QAXK01013514.1_9351-7632	PSC74072.1 AATF isoform X1 [Micractinium conductrix]
OG0002112	QAXK01015359.1_10390-8068	PSC75829.1 MORN repeat family [Micractinium conductrix]
OG0002120	QAXK01005023.1_11393-17094	PSC76466.1 conserved oligomeric Golgi complex subunit 5 [Micractinium conductrix]
OG0002122	QAXK01010373.1_8651-6830	PSC71203.1 ER lumen retaining receptor [Micractinium conductrix]
OG0002123	QAXK01000700.1_5491-3572	PSC76082.1 hydroxyacylglutathione hydrolase [Micractinium conductrix]
OG0002124	QAXK01004007.1_8647-10727	PSC71478.1 GTP-binding chloroplastic [Micractinium conductrix]
OG0002127	QAXK01001495.1_27698-29888	PSC71138.1 V-type proton ATPase subunit C [Micractinium conductrix]
OG0002128	QAXK01002518.1_56-2855	PSC74094.1 DEAD-box ATP-dependent RNA helicase 21 [Micractinium conductrix]
OG0002131	QAXK01001894.1_15083-15978	PSC68521.1 Alpha-ketoglutarate permease isoform B [Micractinium conductrix]
OG0002132	QAXK01009974.1_15390-17483	PSC73762.1 mitochondrial carrier [Micractinium conductrix]
OG0002134	QAXK01000252.1_16687-14824	PSC68561.1 glyoxylate succinic semialdehyde reductase chloroplastic [Micractinium conductrix]
OG0002138	QAXK01015692.1_7967-6370	PSC72888.1 Calcineurin subunit B [Micractinium conductrix]
OG0002139	QAXK01003183.1_18810-17365	PSC69752.1 60S ribosomal L10a-1 [Micractinium conductrix]
OG0002141	QAXK01004474.1_7154-5648	PSC73036.1 60S ribosomal L6 [Micractinium conductrix]
OG0002142	QAXK01011512.1_2962-4685	PSC69786.1 Qc-snare Syn8 Syntaxin8-family [Micractinium conductrix]
OG0002144	QAXK01000452.1_14665-16837	PSC74152.1 Metal tolerance C4 [Micractinium conductrix]
OG0002145	QAXK01000208.1_15729-14120	PSC74778.1 ATP-dependent Clp protease proteolytic subunit chloroplastic [Micractinium conductrix]
OG0002146	QAXK01014393.1_10002-7696	PSC71219.1 NAD_P_-dependent oxidoreductase [Micractinium conductrix]
OG0002147	QAXK01000383.1_6224-8512	PSC67474.1 hypothetical protein C2E20_8863 [Micractinium conductrix]
OG0002149	QAXK01007800.1_664-2473	PSC73553.1 Thymidylate kinase [Micractinium conductrix]
OG0002154	QAXK01001673.1_7134-5531	PSC69751.1 GDP-L-galactose phosphorylase 1 [Micractinium conductrix]
OG0002158	QAXK01000427.1_69010-61523	PSC71481.1 STABILIZED1-like [Micractinium conductrix]
OG0002159	QAXK01001947.1_6933-16171	PSC68369.1 phosphatidylinositol 3-root isoform [Micractinium conductrix]
OG0002161	QAXK01000667.1_5631-9231	PSC75042.1 anthranilate synthase component [Micractinium conductrix]
OG0002162	QAXK01001956.1_6721-5102	PSC74465.1 60S ribosomal L5 [Micractinium conductrix]
OG0002163	QAXK01000249.1_23024-26432	PSC71402.1 conserved oligomeric Golgi complex subunit 8 [Micractinium conductrix]
OG0002165	QAXK01004616.1_9420-16745	PSC73026.1 4-alpha-glucanotransferase chloroplastic amyloplastic [Micractinium conductrix]
OG0002167	QAXK01011260.1_4573-3532	PSC73087.1 transcription initiation factor IIA gamma chain [Micractinium conductrix]
OG0002169	QAXK01012387.1_1585-757	PSC76450.1 eukaryotic translation initiation factor 3 subunit A-like [Micractinium conductrix]
OG0002171	QAXK01000446.1_58269-64323	PSC67724.1 carbamoyl-phosphate synthase large chloroplastic-like [Micractinium conductrix]
OG0002172	QAXK01012305.1_2510-4620	PSC75655.1 60S ribosomal L32-1 [Micractinium conductrix]
OG0002173	QAXK01000596.1_14630-16935	PSC75535.1 SUPPRESSOR OF K_+_ TRANSPORT GROWTH DEFECT 1 [Micractinium conductrix]
OG0002175	QAXK01001681.1_26607-28630	PSC67757.1 Diphthine synthase [Micractinium conductrix]
OG0002176	QAXK01006378.1_6447-7421	PSC75988.1 Protoheme IX mitochondrial [Micractinium conductrix]
OG0002177	QAXK01001458.1_24314-19030	PSC75516.1 importin subunit beta-1-like [Micractinium conductrix]
OG0002179	QAXK01000816.1_3651-1777	PSC70907.1 pre-mRNA-splicing factor SPF27-like protein [Micractinium conductrix]
OG0002180	QAXK01013408.1_2179-3352	PSC70249.1 Trafficking particle complex subunit 5 [Micractinium conductrix]
OG0002181	QAXK01001085.1_14460-16185	PSC70937.1 putative transcriptional regulatory protein [Micractinium conductrix]
OG0002182	QAXK01011403.1_8648-10184	PSC71508.1 Golgi apparatus membrane ECHIDNA [Micractinium conductrix]
OG0002185	QAXK01004305.1_1287-2625	PSC73869.1 50S ribosomal L4 [Micractinium conductrix]
OG0002187	QAXK01008561.1_1927-3583	PSC72355.1 ADP-ribosylation factor 2 [Micractinium conductrix]
OG0002194	QAXK01000283.1_35828-37170	PSC71175.1 tubulin folding cofactor B [Micractinium conductrix]
OG0002195	QAXK01004230.1_16730-15188	PSC67889.1 succinyl-ligase [ADP-forming] subunit alpha-mitochondrial [Micractinium conductrix]
OG0002201	QAXK01010560.1_4646-7806	PSC71368.1 DDB1-and CUL4-associated factor 13 [Micractinium conductrix]
OG0002202	QAXK01015485.1_1487-4220	PSC75932.1 Vacuolar sorting-associated 26B [Micractinium conductrix]
OG0002203	QAXK01002836.1_26336-33102	PSC72522.1 putative manganese-transporting ATPase PDR2 [Micractinium conductrix]
OG0002205	QAXK01006533.1_2359-4576	PSC70495.1 CCR4-associated factor [Micractinium conductrix]
OG0002206	QAXK01001756.1_16985-18889	PSC70094.1 TRIGALACTOSYLDIACYLGLYCEROL chloroplastic-like [Micractinium conductrix]
OG0002211	QAXK01002337.1_17192-14208	PSC71438.1 SNW SKI-interacting [Micractinium conductrix]
OG0002212	QAXK01004985.1_1921-3702	PSC67280.1 lipoate-ligase A isoform X1 [Micractinium conductrix]
OG0002214	QAXK01004099.1_10602-7616	PSC71236.1 Bystin [Micractinium conductrix]
OG0002216	QAXK01008333.1_5211-755	PSC69155.1 Eukaryotic translation initiation factor 2D [Micractinium conductrix]
OG0002218	QAXK01008568.1_4370-1172	PSC67349.1 DEAD-box ATP-dependent RNA helicase 17 [Micractinium conductrix]
OG0002219	QAXK01000926.1_8546-11734	PSC73737.1 LL-diaminopimelate chloroplastic [Micractinium conductrix]
OG0002221	QAXK01000669.1_13732-11344	PSC69170.1 SEC12 2 [Micractinium conductrix]
OG0002223	QAXK01002445.1_7314-8396	PSC67277.1 HSP20-like chaperone [Micractinium conductrix]
OG0002227	QAXK01002658.1_19503-16448	PSC75748.1 Amidophosphoribosyltransferase [Micractinium conductrix]
OG0002228	QAXK01005657.1_4133-2964	PSC75345.1 rRNA-processing FCF1-like protein [Micractinium conductrix]
OG0002229	QAXK01012523.1_554-5993	PSC75435.1 multiple RNA-binding domain-containing 1 [Micractinium conductrix]
OG0002231	QAXK01000465.1_13752-12830	PSC68608.1 thioredoxin domain-containing PLP3B-like [Micractinium conductrix]
OG0002232	QAXK01003345.1_4291-6594	PSC75631.1 lariat debranching enzyme [Micractinium conductrix]
OG0002233	QAXK01000437.1_11961-16259	PSC70970.1 UDP-sugar pyrophosphorylase 1 [Micractinium conductrix]
OG0002235	QAXK01001803.1_9702-7639	PSC70331.1 U3 small nucleolar ribonucleo IMP4 [Micractinium conductrix]
OG0002238	QAXK01001182.1_10605-8247	PSC74942.1 26S proteasome non-ATPase regulatory subunit 6-like protein [Micractinium conductrix]
OG0002241	QAXK01018825.1_5368-4150	PSC68986.1 40S ribosomal S14-2 [Micractinium conductrix]
OG0002243	QAXK01000459.1_16579-20716	PSC67734.1 CTP synthase [Micractinium conductrix]
OG0002246	QAXK01004963.1_17662-16561	PSC76153.1 RNA binding _nucleomorph_ [Micractinium conductrix]
OG0002250	QAXK01009768.1_6744-3068	PSC68979.1 TATA-box binding -interacting TOUGH isoform A [Micractinium conductrix], PSC68980.1 TATA-box binding -interacting TOUGH isoform B [Micractinium conductrix]
OG0002257	QAXK01003840.1_2463-275	PSC69440.1 18S rRNA biogenesis RCL1_ partial [Micractinium conductrix]
OG0002262	QAXK01009985.1_8201-11435	PSC75332.1 RAN GTPase-activating 1 [Micractinium conductrix]
OG0002280	QAXK01000180.1_9982-8131	PSC72711.1 UDP-galactose UDP-glucose transporter 3 isoform A [Micractinium conductrix], PSC72710.1 UDP-galactose UDP-glucose transporter 3 isoform B [Micractinium conductrix]
OG0002282	QAXK01000502.1_36980-37941	PSC71284.1 thylakoid lumenal [Micractinium conductrix]
OG0002289	QAXK01009887.1_2599-389	PSC69499.1 8-amino-7-oxononanoate synthase isoform A [Micractinium conductrix], PSC69500.1 8-amino-7-oxononanoate synthase isoform B [Micractinium conductrix]
OG0002367	QAXK01000828.1_1794-5888	PSC72125.1 U3 small nucleolar RNA-associated 6-like protein [Micractinium conductrix]
OG0002368	QAXK01012125.1_2420-651	PSC72182.1 Protease Do-like 9 [Micractinium conductrix]
OG0002374	QAXK01003443.1_1888-4145	PSC68793.1 UDP-N-acetylglucosamine-dolichyl-phosphate N-acetylglucosaminephosphotransferase [Micractinium conductrix]
OG0002375	QAXK01000611.1_344-2643	PSC72109.1 ubiquinone menaquinone biosynthesis methyltransferase [Micractinium conductrix]
OG0002377	QAXK01000070.1_5006-2926	PSC68757.1 1-acyl-sn-glycerol-3-phosphate acyltransferase chloroplastic [Micractinium conductrix]
OG0002392	QAXK01004092.1_39419-40407	PSC76108.1 Coatomer subunit zeta-2 [Micractinium conductrix]
