Orthogroup	Scenedesmus_NREL	Auxenochlorella_protothecoides
OG0001853	KAF6266235.1 carbonic anhydrase [Scenedesmus sp. NREL 46B-D3]	RMZ53775.1 hypothetical protein APUTEX25_003914 [Auxenochlorella protothecoides]
OG0001854	KAF6265728.1 small ubiquitin-like modifier 1 [Scenedesmus sp. NREL 46B-D3]	RMZ53787.1 hypothetical protein APUTEX25_003926 [Auxenochlorella protothecoides]
OG0001855	KAF6252750.1 hypothetical protein COO60DRAFT_1551587 [Scenedesmus sp. NREL 46B-D3]	RMZ53811.1 hypothetical protein APUTEX25_003950_ partial [Auxenochlorella protothecoides]
OG0001856	KAF6259928.1 uracil phosphoribosyltransferase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ53821.1 hypothetical protein APUTEX25_003960_ partial [Auxenochlorella protothecoides]
OG0001857	KAF6264935.1 ran-like small GTPase [Scenedesmus sp. NREL 46B-D3]	RMZ53842.1 hypothetical protein APUTEX25_005588_ partial [Auxenochlorella protothecoides]
OG0001858	KAF6255062.1 component of cytosolic 80S ribosome and 60S large subunit [Scenedesmus sp. NREL 46B-D3]	RMZ53847.1 hypothetical protein APUTEX25_005593 [Auxenochlorella protothecoides]
OG0001859	KAF6261704.1 hypothetical protein COO60DRAFT_1699647 [Scenedesmus sp. NREL 46B-D3]	RMZ53867.1 hypothetical protein APUTEX25_005613 [Auxenochlorella protothecoides]
OG0001860	KAF6264537.1 tRNA synthetases class II core domain _F_-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ53868.1 hypothetical protein APUTEX25_005614 [Auxenochlorella protothecoides]
OG0001861	KAF6256691.1 hypothetical protein COO60DRAFT_1622288 [Scenedesmus sp. NREL 46B-D3]	RMZ53874.1 hypothetical protein APUTEX25_005620_ partial [Auxenochlorella protothecoides]
OG0001862	KAF6257795.1 YIF1-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ53912.1 hypothetical protein APUTEX25_004937 [Auxenochlorella protothecoides]
OG0001863	KAF6261374.1 SM/Sec1-family protein [Scenedesmus sp. NREL 46B-D3]	RMZ53918.1 hypothetical protein APUTEX25_004943 [Auxenochlorella protothecoides]
OG0001864	KAF6261105.1 S-adenosyl-L-methionine-dependent methyltransferase [Scenedesmus sp. NREL 46B-D3]	RMZ53933.1 hypothetical protein APUTEX25_004958_ partial [Auxenochlorella protothecoides]
OG0001865	KAF6255969.1 UDP-glucose pyrophosphorylase [Scenedesmus sp. NREL 46B-D3]	RMZ53938.1 hypothetical protein APUTEX25_004963_ partial [Auxenochlorella protothecoides]
OG0001866	KAF6256068.1 armadillo-type protein [Scenedesmus sp. NREL 46B-D3]	RMZ53946.1 hypothetical protein APUTEX25_004971 [Auxenochlorella protothecoides], RMZ56300.1 hypothetical protein APUTEX25_000539 [Auxenochlorella protothecoides]
OG0001867	KAF6262544.1 complex I intermediate-associated protein 30-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ53960.1 hypothetical protein APUTEX25_002537 [Auxenochlorella protothecoides]
OG0001868	KAF6254074.1 Pep3/Vps18/deep orange family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ53973.1 hypothetical protein APUTEX25_002550_ partial [Auxenochlorella protothecoides]
OG0001869	KAF6255199.1 hypothetical protein COO60DRAFT_1285921 [Scenedesmus sp. NREL 46B-D3]	RMZ53980.1 hypothetical protein APUTEX25_002557 [Auxenochlorella protothecoides]
OG0001870	KAF6260966.1 10 TM acyl transferase domain found in Cas1p-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ53981.1 hypothetical protein APUTEX25_002558 [Auxenochlorella protothecoides]
OG0001872	KAF6261920.1 cytochrome b6-f complex iron-sulfur subunit_ chloroplastic [Scenedesmus sp. NREL 46B-D3]	RMZ53988.1 hypothetical protein APUTEX25_002565 [Auxenochlorella protothecoides]
OG0001873	KAF6251091.1 hypothetical protein COO60DRAFT_1563392 [Scenedesmus sp. NREL 46B-D3]	RMZ53989.1 hypothetical protein APUTEX25_002566 [Auxenochlorella protothecoides]
OG0001874	KAF6259627.1 chaperonin 10-like protein [Scenedesmus sp. NREL 46B-D3]	RMZ53999.1 hypothetical protein APUTEX25_002576_ partial [Auxenochlorella protothecoides]
OG0001875	KAF6254860.1 eukaryotic translation initiation factor 3-like protein [Scenedesmus sp. NREL 46B-D3], KAF6257654.1 eukaryotic translation initiation factor 3-like protein [Scenedesmus sp. NREL 46B-D3]	RMZ54010.1 hypothetical protein APUTEX25_002587 [Auxenochlorella protothecoides]
OG0001876	KAF6251988.1 lactate dehydrogenase/glycoside hydrolase [Scenedesmus sp. NREL 46B-D3], KAF6263678.1 lactate dehydrogenase/glycoside hydrolase [Scenedesmus sp. NREL 46B-D3]	RMZ54020.1 hypothetical protein APUTEX25_002597 [Auxenochlorella protothecoides]
OG0001877	KAF6262881.1 NADP-dependent oxidoreductase domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ54021.1 hypothetical protein APUTEX25_002598_ partial [Auxenochlorella protothecoides]
OG0001878	KAF6263013.1 HAD-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ54033.1 hypothetical protein APUTEX25_002610_ partial [Auxenochlorella protothecoides]
OG0001879	KAF6253015.1 4-hydroxy-3-methylbut-2-enyl diphosphate reductase [Scenedesmus sp. NREL 46B-D3]	RMZ54035.1 hypothetical protein APUTEX25_002612 [Auxenochlorella protothecoides]
OG0001880	KAF6258482.1 hypothetical protein COO60DRAFT_1284549 [Scenedesmus sp. NREL 46B-D3]	RMZ54051.1 hypothetical protein APUTEX25_002628_ partial [Auxenochlorella protothecoides]
OG0001881	KAF6261286.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]	RMZ54069.1 hypothetical protein APUTEX25_002646 [Auxenochlorella protothecoides]
OG0001882	KAF6266563.1 SOR/SNZ family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ54082.1 hypothetical protein APUTEX25_002659_ partial [Auxenochlorella protothecoides]
OG0001883	KAF6254103.1 eukaryotic initiation factor [Scenedesmus sp. NREL 46B-D3]	RMZ54085.1 hypothetical protein APUTEX25_002662 [Auxenochlorella protothecoides]
OG0001884	KAF6262179.1 nucleic acid binding protein [Scenedesmus sp. NREL 46B-D3]	RMZ54112.1 hypothetical protein APUTEX25_002689 [Auxenochlorella protothecoides]
OG0001885	KAF6261956.1 translation protein [Scenedesmus sp. NREL 46B-D3]	RMZ54124.1 hypothetical protein APUTEX25_005280_ partial [Auxenochlorella protothecoides]
OG0001886	KAF6244114.1 armadillo-type protein [Scenedesmus sp. NREL 46B-D3]	RMZ54136.1 hypothetical protein APUTEX25_005292 [Auxenochlorella protothecoides]
OG0001887	KAF6261148.1 subunit of ESCRT-II complex [Scenedesmus sp. NREL 46B-D3]	RMZ54180.1 hypothetical protein APUTEX25_005336_ partial [Auxenochlorella protothecoides]
OG0001888	KAF6257475.1 putative 26S proteasome regulatory subunit [Scenedesmus sp. NREL 46B-D3]	RMZ54184.1 hypothetical protein APUTEX25_005340 [Auxenochlorella protothecoides]
OG0001889	KAF6251946.1 PMSR-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ54189.1 hypothetical protein APUTEX25_005345 [Auxenochlorella protothecoides]
OG0001890	KAF6253011.1 hypothetical protein COO60DRAFT_476829 [Scenedesmus sp. NREL 46B-D3], KAF6248317.1 Alpha/Beta hydrolase protein [Scenedesmus sp. NREL 46B-D3]	RMZ54196.1 hypothetical protein APUTEX25_005352 [Auxenochlorella protothecoides]
OG0001891	KAF6265565.1 hypothetical protein COO60DRAFT_1697629 [Scenedesmus sp. NREL 46B-D3]	RMZ54198.1 hypothetical protein APUTEX25_005354_ partial [Auxenochlorella protothecoides]
OG0001892	KAF6265391.1 helicase C-terminal domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ54204.1 hypothetical protein APUTEX25_005360 [Auxenochlorella protothecoides]
OG0001893	KAF6254001.1 thioredoxin-like protein [Scenedesmus sp. NREL 46B-D3]	RMZ54263.1 hypothetical protein APUTEX25_000614_ partial [Auxenochlorella protothecoides]
OG0001894	KAF6257365.1 RNA-binding domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ54269.1 hypothetical protein APUTEX25_000620 [Auxenochlorella protothecoides]
OG0001895	KAF6251483.1 hypothetical protein COO60DRAFT_1287529 [Scenedesmus sp. NREL 46B-D3]	RMZ54276.1 hypothetical protein APUTEX25_001434 [Auxenochlorella protothecoides]
OG0001896	KAF6252622.1 Calreticulin family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ54287.1 hypothetical protein APUTEX25_001445_ partial [Auxenochlorella protothecoides]
OG0001897	KAF6265024.1 EXS family-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6265023.1 EXS family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ54288.1 hypothetical protein APUTEX25_001446_ partial [Auxenochlorella protothecoides]
OG0001898	KAF6264754.1 hypothetical protein COO60DRAFT_19013 [Scenedesmus sp. NREL 46B-D3]	RMZ54293.1 hypothetical protein APUTEX25_001451_ partial [Auxenochlorella protothecoides]
OG0001899	KAF6254675.1 hypothetical protein COO60DRAFT_1642115 [Scenedesmus sp. NREL 46B-D3], KAF6263047.1 hypothetical protein COO60DRAFT_534385 [Scenedesmus sp. NREL 46B-D3]	RMZ54295.1 hypothetical protein APUTEX25_001453 [Auxenochlorella protothecoides]
OG0001900	KAF6264712.1 ubiquitin fusion degradation protein UFD1-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ54297.1 hypothetical protein APUTEX25_001455 [Auxenochlorella protothecoides]
OG0001901	KAF6263351.1 amidase signature domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6263354.1 amidase signature domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6263352.1 amidase signature domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ54301.1 hypothetical protein APUTEX25_001459 [Auxenochlorella protothecoides]
OG0001902	KAF6257524.1 Ribokinase-like protein [Scenedesmus sp. NREL 46B-D3]	RMZ54305.1 hypothetical protein APUTEX25_001463 [Auxenochlorella protothecoides]
OG0001903	KAF6261672.1 hypothetical protein COO60DRAFT_1699723 [Scenedesmus sp. NREL 46B-D3], KAF6261675.1 hypothetical protein COO60DRAFT_745167 [Scenedesmus sp. NREL 46B-D3]	RMZ54307.1 hypothetical protein APUTEX25_001465 [Auxenochlorella protothecoides]
OG0001904	KAF6253521.1 hypothetical protein COO60DRAFT_1703776 [Scenedesmus sp. NREL 46B-D3]	RMZ54313.1 hypothetical protein APUTEX25_001471 [Auxenochlorella protothecoides]
OG0001905	KAF6259354.1 pyridoxal phosphate-dependent transferase [Scenedesmus sp. NREL 46B-D3]	RMZ54321.1 hypothetical protein APUTEX25_001479 [Auxenochlorella protothecoides]
OG0001906	KAF6249058.1 spermidine synthase [Scenedesmus sp. NREL 46B-D3]	RMZ54324.1 hypothetical protein APUTEX25_001482 [Auxenochlorella protothecoides]
OG0001907	KAF6263907.1 histone acetyltransferase [Scenedesmus sp. NREL 46B-D3]	RMZ54331.1 hypothetical protein APUTEX25_001489 [Auxenochlorella protothecoides]
OG0001908	KAF6256188.1 hypothetical protein COO60DRAFT_1530923 [Scenedesmus sp. NREL 46B-D3], KAF6260256.1 hypothetical protein COO60DRAFT_1507563_ partial [Scenedesmus sp. NREL 46B-D3], KAF6262110.1 hypothetical protein COO60DRAFT_1498301 [Scenedesmus sp. NREL 46B-D3]	RMZ54351.1 hypothetical protein APUTEX25_001927_ partial [Auxenochlorella protothecoides]
OG0001909	KAF6250426.1 DNA repair helicase [Scenedesmus sp. NREL 46B-D3]	RMZ54373.1 hypothetical protein APUTEX25_001949 [Auxenochlorella protothecoides]
OG0001910	KAF6266299.1 cycloartenol synthase [Scenedesmus sp. NREL 46B-D3]	RMZ54383.1 hypothetical protein APUTEX25_001959_ partial [Auxenochlorella protothecoides]
OG0001911	KAF6262956.1 hypothetical protein COO60DRAFT_1699075 [Scenedesmus sp. NREL 46B-D3]	RMZ54385.1 hypothetical protein APUTEX25_001961_ partial [Auxenochlorella protothecoides]
OG0001912	KAF6264431.1 RecF/RecN/SMC protein [Scenedesmus sp. NREL 46B-D3]	RMZ54396.1 hypothetical protein APUTEX25_001972 [Auxenochlorella protothecoides]
OG0001913	KAF6259320.1 vacuolar protein sorting-associated protein 35 [Scenedesmus sp. NREL 46B-D3], KAF6251478.1 vacuolar protein sorting-associated protein 35 [Scenedesmus sp. NREL 46B-D3]	RMZ54406.1 hypothetical protein APUTEX25_001982 [Auxenochlorella protothecoides]
OG0001914	KAF6257507.1 cactus-binding C-terminus of cactin protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ54407.1 hypothetical protein APUTEX25_001983 [Auxenochlorella protothecoides]
OG0001915	KAF6264241.1 regulator of chromosome condensation 1/beta-lactamase-inhibitor protein II [Scenedesmus sp. NREL 46B-D3]	RMZ54414.1 hypothetical protein APUTEX25_001990 [Auxenochlorella protothecoides]
OG0001916	KAF6260163.1 hypothetical protein COO60DRAFT_1700490 [Scenedesmus sp. NREL 46B-D3]	RMZ54423.1 hypothetical protein APUTEX25_001999 [Auxenochlorella protothecoides]
OG0001917	KAF6262762.1 hypothetical protein COO60DRAFT_1635750 [Scenedesmus sp. NREL 46B-D3]	RMZ54459.1 hypothetical protein APUTEX25_002035_ partial [Auxenochlorella protothecoides]
OG0001918	KAF6254644.1 acetylornithine aminotransferase [Scenedesmus sp. NREL 46B-D3]	RMZ54461.1 hypothetical protein APUTEX25_002037_ partial [Auxenochlorella protothecoides]
OG0001919	KAF6257815.1 small subunit of acetolactate synthase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ54473.1 hypothetical protein APUTEX25_002049 [Auxenochlorella protothecoides]
OG0001920	KAF6253920.1 hypothetical protein COO60DRAFT_1703589 [Scenedesmus sp. NREL 46B-D3]	RMZ54480.1 hypothetical protein APUTEX25_002056 [Auxenochlorella protothecoides]
OG0001921	KAF6249508.1 ATP synthase subunit-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ54483.1 hypothetical protein APUTEX25_002059_ partial [Auxenochlorella protothecoides]
OG0001922	KAF6253231.1 kinesin-like calmodulin binding protein [Scenedesmus sp. NREL 46B-D3]	RMZ54495.1 hypothetical protein APUTEX25_002071_ partial [Auxenochlorella protothecoides]
OG0001923	KAF6259162.1 hypothetical protein COO60DRAFT_1700997 [Scenedesmus sp. NREL 46B-D3]	RMZ54541.1 hypothetical protein APUTEX25_002116 [Auxenochlorella protothecoides]
OG0001924	KAF6253758.1 carboxyl transferase domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ54549.1 hypothetical protein APUTEX25_002124_ partial [Auxenochlorella protothecoides]
OG0001925	KAF6263384.1 ATP-citrate lyase subunit A [Scenedesmus sp. NREL 46B-D3]	RMZ54555.1 hypothetical protein APUTEX25_002130_ partial [Auxenochlorella protothecoides]
OG0001926	KAF6266510.1 hypothetical protein COO60DRAFT_1775 [Scenedesmus sp. NREL 46B-D3], KAF6266509.1 PXA domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ57850.1 hypothetical protein APUTEX25_000705_ partial [Auxenochlorella protothecoides], RMZ54561.1 hypothetical protein APUTEX25_002136_ partial [Auxenochlorella protothecoides]
OG0001927	KAF6258861.1 hypothetical protein COO60DRAFT_1075377 [Scenedesmus sp. NREL 46B-D3], KAF6262825.1 DNA polymerase subunit Cdc27 [Scenedesmus sp. NREL 46B-D3], KAF6258865.1 hypothetical protein COO60DRAFT_1075594 [Scenedesmus sp. NREL 46B-D3]	RMZ54587.1 hypothetical protein APUTEX25_002173 [Auxenochlorella protothecoides]
OG0001928	KAF6257246.1 hypothetical protein COO60DRAFT_1701930 [Scenedesmus sp. NREL 46B-D3]	RMZ54591.1 hypothetical protein APUTEX25_002177 [Auxenochlorella protothecoides]
OG0001929	KAF6263859.1 hypothetical protein COO60DRAFT_1457868 [Scenedesmus sp. NREL 46B-D3]	RMZ54592.1 hypothetical protein APUTEX25_002178_ partial [Auxenochlorella protothecoides]
OG0001930	KAF6264720.1 Mu homology domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ54600.1 hypothetical protein APUTEX25_002186 [Auxenochlorella protothecoides]
OG0001931	KAF6258618.1 component of cytosolic 80S ribosome and 60S large subunit [Scenedesmus sp. NREL 46B-D3]	RMZ54602.1 hypothetical protein APUTEX25_002188 [Auxenochlorella protothecoides]
OG0001932	KAF6254017.1 hypothetical protein COO60DRAFT_360665 [Scenedesmus sp. NREL 46B-D3], KAF6251551.1 hypothetical protein COO60DRAFT_607628 [Scenedesmus sp. NREL 46B-D3]	RMZ54614.1 hypothetical protein APUTEX25_002200_ partial [Auxenochlorella protothecoides]
OG0001933	KAF6263609.1 hypothetical protein COO60DRAFT_1698682 [Scenedesmus sp. NREL 46B-D3]	RMZ54622.1 hypothetical protein APUTEX25_001692_ partial [Auxenochlorella protothecoides]
OG0001934	KAF6255653.1 RCC1/BLIP-II [Scenedesmus sp. NREL 46B-D3]	RMZ54631.1 hypothetical protein APUTEX25_003009 [Auxenochlorella protothecoides]
OG0001935	KAF6260332.1 NADH_ubiquinone oxidoreductase subunit 8 [Scenedesmus sp. NREL 46B-D3]	RMZ54633.1 hypothetical protein APUTEX25_003011 [Auxenochlorella protothecoides]
OG0001936	KAF6253476.1 mitochondrial carrier protein [Scenedesmus sp. NREL 46B-D3]	RMZ54637.1 hypothetical protein APUTEX25_003015 [Auxenochlorella protothecoides]
OG0001937	KAF6265455.1 RIO1 family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ54642.1 hypothetical protein APUTEX25_003020 [Auxenochlorella protothecoides]
OG0001938	KAF6266384.1 ribosomal protein S5 domain 2-type protein [Scenedesmus sp. NREL 46B-D3]	RMZ54653.1 hypothetical protein APUTEX25_003031 [Auxenochlorella protothecoides]
OG0001939	KAF6254495.1 hypothetical protein COO60DRAFT_1703286 [Scenedesmus sp. NREL 46B-D3]	RMZ54666.1 hypothetical protein APUTEX25_003044 [Auxenochlorella protothecoides]
OG0001940	KAF6255857.1 heavy metal-associated domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ54684.1 hypothetical protein APUTEX25_003062 [Auxenochlorella protothecoides]
OG0001941	KAF6263752.1 tRNA synthetases class I-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ54688.1 hypothetical protein APUTEX25_003066 [Auxenochlorella protothecoides]
OG0001942	KAF6244133.1 cysteine synthase [Scenedesmus sp. NREL 46B-D3], KAF6258291.1 tryptophan synthase beta subunit-like PLP-dependent enzyme [Scenedesmus sp. NREL 46B-D3]	RMZ54689.1 hypothetical protein APUTEX25_003067 [Auxenochlorella protothecoides]
OG0001943	KAF6254175.1 eukaryotic release factor 1 [Scenedesmus sp. NREL 46B-D3]	RMZ54693.1 hypothetical protein APUTEX25_003071 [Auxenochlorella protothecoides]
OG0001944	KAF6265105.1 hypothetical protein COO60DRAFT_1470199 [Scenedesmus sp. NREL 46B-D3], KAF6259357.1 hypothetical protein COO60DRAFT_1638438 [Scenedesmus sp. NREL 46B-D3]	RMZ54695.1 hypothetical protein APUTEX25_003073 [Auxenochlorella protothecoides]
OG0001945	KAF6266818.1 pachytene checkpoint protein 2 [Scenedesmus sp. NREL 46B-D3]	RMZ54701.1 hypothetical protein APUTEX25_003079 [Auxenochlorella protothecoides]
OG0001946	KAF6251396.1 coatomer epsilon subunit-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ54703.1 hypothetical protein APUTEX25_003081 [Auxenochlorella protothecoides]
OG0001947	KAF6254452.1 putative leucyl tRNA synthetase [Scenedesmus sp. NREL 46B-D3]	RMZ54707.1 hypothetical protein APUTEX25_003085 [Auxenochlorella protothecoides]
OG0001948	KAF6256842.1 Alpha/Beta hydrolase protein [Scenedesmus sp. NREL 46B-D3]	RMZ54708.1 hypothetical protein APUTEX25_003086 [Auxenochlorella protothecoides]
OG0001949	KAF6265131.1 rab-GTPase-TBC domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ54711.1 hypothetical protein APUTEX25_003089_ partial [Auxenochlorella protothecoides]
OG0001950	KAF6252077.1 histidine tRNA 5'-guanylyltransferase [Scenedesmus sp. NREL 46B-D3], KAF6263243.1 histidine tRNA 5'-guanylyltransferase [Scenedesmus sp. NREL 46B-D3], KAF6253130.1 hypothetical protein COO60DRAFT_467880 [Scenedesmus sp. NREL 46B-D3]	RMZ54735.1 hypothetical protein APUTEX25_003113 [Auxenochlorella protothecoides]
OG0001951	KAF6258288.1 ribosomal protein S18 component of cytosolic 80S ribosome and 40S small subunit [Scenedesmus sp. NREL 46B-D3]	RMZ54745.1 hypothetical protein APUTEX25_003123_ partial [Auxenochlorella protothecoides]
OG0001952	KAF6258690.1 26S proteasome regulatory complex [Scenedesmus sp. NREL 46B-D3]	RMZ54747.1 hypothetical protein APUTEX25_003125_ partial [Auxenochlorella protothecoides]
OG0001954	KAF6261917.1 S-adenosyl-L-methionine-dependent methyltransferase [Scenedesmus sp. NREL 46B-D3], KAF6259801.1 hypothetical protein COO60DRAFT_1687420 [Scenedesmus sp. NREL 46B-D3]	RMZ54771.1 hypothetical protein APUTEX25_000288_ partial [Auxenochlorella protothecoides]
OG0001955	KAF6252351.1 aspartyl aminopeptidase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6237337.1 peptidase M18 [Scenedesmus sp. NREL 46B-D3]	RMZ54776.1 hypothetical protein APUTEX25_000293 [Auxenochlorella protothecoides]
OG0001956	KAF6264142.1 hypothetical protein COO60DRAFT_220797 [Scenedesmus sp. NREL 46B-D3]	RMZ54781.1 hypothetical protein APUTEX25_000298_ partial [Auxenochlorella protothecoides]
OG0001957	KAF6252767.1 hypothetical protein COO60DRAFT_1274132 [Scenedesmus sp. NREL 46B-D3]	RMZ54786.1 hypothetical protein APUTEX25_000303 [Auxenochlorella protothecoides]
OG0001958	KAF6258420.1 heme peroxidase [Scenedesmus sp. NREL 46B-D3], KAF6238216.1 heme peroxidase_ partial [Scenedesmus sp. NREL 46B-D3]	RMZ54795.1 hypothetical protein APUTEX25_000312 [Auxenochlorella protothecoides]
OG0001959	KAF6265305.1 hypothetical protein COO60DRAFT_1479805 [Scenedesmus sp. NREL 46B-D3], KAF6256698.1 hypothetical protein COO60DRAFT_83567 [Scenedesmus sp. NREL 46B-D3]	RMZ54810.1 hypothetical protein APUTEX25_000327 [Auxenochlorella protothecoides]
OG0001960	KAF6254085.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]	RMZ54820.1 hypothetical protein APUTEX25_000337_ partial [Auxenochlorella protothecoides]
OG0001961	KAF6257872.1 glycyl-tRNA synthetase beta subunit-domain-containing protein_ partial [Scenedesmus sp. NREL 46B-D3]	RMZ54822.1 hypothetical protein APUTEX25_000339 [Auxenochlorella protothecoides]
OG0001962	KAF6261054.1 hypothetical protein COO60DRAFT_820314 [Scenedesmus sp. NREL 46B-D3], KAF6261056.1 protein-tyrosine phosphatase-like protein [Scenedesmus sp. NREL 46B-D3]	RMZ54835.1 hypothetical protein APUTEX25_000352 [Auxenochlorella protothecoides]
OG0001963	KAF6263499.1 Sodium/hydrogen exchanger family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ54852.1 hypothetical protein APUTEX25_000369 [Auxenochlorella protothecoides]
OG0001964	KAF6257755.1 hypothetical protein COO60DRAFT_1195692 [Scenedesmus sp. NREL 46B-D3]	RMZ54990.1 hypothetical protein APUTEX25_000507 [Auxenochlorella protothecoides], RMZ54858.1 hypothetical protein APUTEX25_000375 [Auxenochlorella protothecoides]
OG0001965	KAF6252939.1 acyl-CoA dehydrogenase/oxidase C-terminal [Scenedesmus sp. NREL 46B-D3]	RMZ54870.1 hypothetical protein APUTEX25_000387 [Auxenochlorella protothecoides]
OG0001966	KAF6259412.1 hypothetical protein COO60DRAFT_1513245 [Scenedesmus sp. NREL 46B-D3]	RMZ54875.1 hypothetical protein APUTEX25_000392 [Auxenochlorella protothecoides]
OG0001967	KAF6263415.1 ribosomal protein S19-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ54886.1 hypothetical protein APUTEX25_000403 [Auxenochlorella protothecoides]
OG0001968	KAF6263941.1 phophatdylinositol 4-kinase [Scenedesmus sp. NREL 46B-D3]	RMZ57751.1 hypothetical protein APUTEX25_004614_ partial [Auxenochlorella protothecoides], RMZ54893.1 hypothetical protein APUTEX25_000410_ partial [Auxenochlorella protothecoides]
OG0001969	KAF6252991.1 cytosolic Fe-S cluster assembly factor NUBP1 [Scenedesmus sp. NREL 46B-D3]	RMZ54902.1 hypothetical protein APUTEX25_000419 [Auxenochlorella protothecoides]
OG0001970	KAF6264792.1 hypothetical protein COO60DRAFT_1266780 [Scenedesmus sp. NREL 46B-D3]	RMZ54905.1 hypothetical protein APUTEX25_000422 [Auxenochlorella protothecoides]
OG0001971	KAF6265519.1 hypothetical protein COO60DRAFT_1697790 [Scenedesmus sp. NREL 46B-D3]	RMZ54906.1 hypothetical protein APUTEX25_000423 [Auxenochlorella protothecoides]
OG0001972	KAF6257179.1 starch branching enzyme II [Scenedesmus sp. NREL 46B-D3]	RMZ54916.1 hypothetical protein APUTEX25_000433 [Auxenochlorella protothecoides]
OG0001973	KAF6254186.1 4-hydroxyphenylpyruvate dioxygenase [Scenedesmus sp. NREL 46B-D3]	RMZ54923.1 hypothetical protein APUTEX25_000440 [Auxenochlorella protothecoides]
OG0001974	KAF6265741.1 MBOAT_ membrane-bound O-acyltransferase family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	RMZ54936.1 hypothetical protein APUTEX25_000453 [Auxenochlorella protothecoides]
OG0001975	KAF6264739.1 CobN/magnesium chelatase [Scenedesmus sp. NREL 46B-D3]	RMZ54985.1 hypothetical protein APUTEX25_000502_ partial [Auxenochlorella protothecoides]
OG0001976	KAF6262403.1 Glyoxalase/Bleomycin resistance protein/Dihydroxybiphenyl dioxygenase [Scenedesmus sp. NREL 46B-D3], KAF6262404.1 hypothetical protein COO60DRAFT_624366 [Scenedesmus sp. NREL 46B-D3]	RMZ54995.1 hypothetical protein APUTEX25_000512 [Auxenochlorella protothecoides]
OG0001977	KAF6264333.1 hypothetical protein COO60DRAFT_1698379 [Scenedesmus sp. NREL 46B-D3]	RMZ54999.1 hypothetical protein APUTEX25_000516 [Auxenochlorella protothecoides]
OG0001978	KAF6257027.1 hypothetical protein COO60DRAFT_1526268 [Scenedesmus sp. NREL 46B-D3], KAF6257026.1 hypothetical protein COO60DRAFT_1702059 [Scenedesmus sp. NREL 46B-D3]	RMZ55006.1 hypothetical protein APUTEX25_000523 [Auxenochlorella protothecoides]
OG0001979	KAF6260556.1 putative nucleolar protein 5-2-like protein [Scenedesmus sp. NREL 46B-D3]	RMZ55017.1 hypothetical protein APUTEX25_005643 [Auxenochlorella protothecoides]
OG0001980	KAF6263123.1 vacuolar ATP synthase subunit H [Scenedesmus sp. NREL 46B-D3]	RMZ55022.1 hypothetical protein APUTEX25_005648 [Auxenochlorella protothecoides]
OG0001981	KAF6250668.1 hypothetical protein COO60DRAFT_1569078 [Scenedesmus sp. NREL 46B-D3], KAF6254212.1 hypothetical protein COO60DRAFT_1542368 [Scenedesmus sp. NREL 46B-D3]	RMZ55025.1 hypothetical protein APUTEX25_005651 [Auxenochlorella protothecoides]
OG0001982	KAF6259619.1 S-adenosyl-L-methionine-dependent methyltransferase [Scenedesmus sp. NREL 46B-D3]	RMZ55070.1 hypothetical protein APUTEX25_005696 [Auxenochlorella protothecoides]
