Orthogroup	Scenedesmus_NREL	Chlorella_VariabilisNC64A
OG0003012	KAF6251556.1 hypothetical protein COO60DRAFT_1644889 [Scenedesmus sp. NREL 46B-D3], KAF6256948.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3], KAF6266630.1 hypothetical protein COO60DRAFT_7107 [Scenedesmus sp. NREL 46B-D3]	XP_005846182.1 hypothetical protein CHLNCDRAFT_136198 [Chlorella variabilis]
OG0003013	KAF6258370.1 zeaxanthin epoxidase precursor [Scenedesmus sp. NREL 46B-D3]	XP_005844735.1 hypothetical protein CHLNCDRAFT_138731 [Chlorella variabilis]
OG0003014	KAF6263582.1 elongation factor EF-Tu-like protein [Scenedesmus sp. NREL 46B-D3]	XP_005852235.1 hypothetical protein CHLNCDRAFT_56589 [Chlorella variabilis]
OG0003015	KAF6256091.1 hypothetical protein COO60DRAFT_1471149 [Scenedesmus sp. NREL 46B-D3]	XP_005845004.1 hypothetical protein CHLNCDRAFT_7539_ partial [Chlorella variabilis]
OG0003016	KAF6255979.1 protein phosphatase 2C [Scenedesmus sp. NREL 46B-D3]	XP_005843533.1 hypothetical protein CHLNCDRAFT_59807 [Chlorella variabilis]
OG0003017	KAF6255183.1 low molecular mass early light-induced protein [Scenedesmus sp. NREL 46B-D3]	XP_005843939.1 hypothetical protein CHLNCDRAFT_59785 [Chlorella variabilis]
OG0003018	KAF6254768.1 Vta1 like-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005852259.1 hypothetical protein CHLNCDRAFT_133608 [Chlorella variabilis]
OG0003019	KAF6252193.1 acyl-CoA N-acyltransferase [Scenedesmus sp. NREL 46B-D3]	XP_005847869.1 hypothetical protein CHLNCDRAFT_145199 [Chlorella variabilis]
OG0003020	KAF6254051.1 hypothetical protein COO60DRAFT_1543504 [Scenedesmus sp. NREL 46B-D3]	XP_005850847.1 hypothetical protein CHLNCDRAFT_140444 [Chlorella variabilis]
OG0003021	KAF6257942.1 DNA glycosylase [Scenedesmus sp. NREL 46B-D3]	XP_005846275.1 hypothetical protein CHLNCDRAFT_16754_ partial [Chlorella variabilis]
OG0003022	KAF6265193.1 hypothetical protein COO60DRAFT_1034201 [Scenedesmus sp. NREL 46B-D3]	XP_005848378.1 hypothetical protein CHLNCDRAFT_145142 [Chlorella variabilis], XP_005848377.1 hypothetical protein CHLNCDRAFT_145141 [Chlorella variabilis]
OG0003023	KAF6266265.1 chloroplast glyceraldehyde-3-phosphate dehydrogenase [Scenedesmus sp. NREL 46B-D3]	XP_005843104.1 hypothetical protein CHLNCDRAFT_49269 [Chlorella variabilis]
OG0003024	KAF6250718.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]	XP_005846450.1 hypothetical protein CHLNCDRAFT_36050 [Chlorella variabilis]
OG0003025	KAF6258924.1 eIF3 subunit 6 N terminal domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005844652.1 hypothetical protein CHLNCDRAFT_138996 [Chlorella variabilis]
OG0003026	KAF6253532.1 hypothetical protein COO60DRAFT_408847 [Scenedesmus sp. NREL 46B-D3], KAF6253531.1 TLD-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005847581.1 hypothetical protein CHLNCDRAFT_23150_ partial [Chlorella variabilis]
OG0003027	KAF6254553.1 hypothetical protein COO60DRAFT_1703247 [Scenedesmus sp. NREL 46B-D3]	XP_005847723.1 hypothetical protein CHLNCDRAFT_35389 [Chlorella variabilis]
OG0003028	KAF6262391.1 thiolase-like protein [Scenedesmus sp. NREL 46B-D3]	XP_005847747.1 hypothetical protein CHLNCDRAFT_23132 [Chlorella variabilis]
OG0003029	KAF6265288.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]	XP_005850867.1 hypothetical protein CHLNCDRAFT_29762 [Chlorella variabilis]
OG0003030	KAF6266247.1 large subunit of isopropylmalate dehydratase [Scenedesmus sp. NREL 46B-D3]	XP_005850463.1 hypothetical protein CHLNCDRAFT_30204 [Chlorella variabilis]
OG0003031	KAF6262394.1 Nop14-like family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005844579.1 hypothetical protein CHLNCDRAFT_138830 [Chlorella variabilis]
OG0003032	KAF6265648.1 hypothetical protein COO60DRAFT_866003 [Scenedesmus sp. NREL 46B-D3]	XP_005849662.1 hypothetical protein CHLNCDRAFT_143203 [Chlorella variabilis]
OG0003033	KAF6265825.1 NAD-dependent glycerol-3-phosphate dehydrogenase [Scenedesmus sp. NREL 46B-D3], KAF6266827.1 NAD-dependent glycerol-3-phosphate dehydrogenase [Scenedesmus sp. NREL 46B-D3]	XP_005850200.1 hypothetical protein CHLNCDRAFT_30197 [Chlorella variabilis]
OG0003034	KAF6262291.1 FAD linked oxidase [Scenedesmus sp. NREL 46B-D3]	XP_005852216.1 hypothetical protein CHLNCDRAFT_29307 [Chlorella variabilis]
OG0003035	KAF6266374.1 Alpha/Beta hydrolase protein [Scenedesmus sp. NREL 46B-D3]	XP_005849784.1 hypothetical protein CHLNCDRAFT_142867 [Chlorella variabilis]
OG0003036	KAF6250867.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]	XP_005850190.1 hypothetical protein CHLNCDRAFT_57142 [Chlorella variabilis]
OG0003037	KAF6253724.1 Spo11/DNA topoisomerase VI subunit A [Scenedesmus sp. NREL 46B-D3]	XP_005846266.1 hypothetical protein CHLNCDRAFT_135583 [Chlorella variabilis]
OG0003038	KAF6255517.1 hypothetical protein COO60DRAFT_1702769 [Scenedesmus sp. NREL 46B-D3]	XP_005849520.1 hypothetical protein CHLNCDRAFT_142863 [Chlorella variabilis]
OG0003039	KAF6266176.1 PAS domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005852217.1 hypothetical protein CHLNCDRAFT_12895_ partial [Chlorella variabilis], XP_005850788.1 hypothetical protein CHLNCDRAFT_140296 [Chlorella variabilis]
OG0003040	KAF6259017.1 SNF2 family N-terminal domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005850199.1 hypothetical protein CHLNCDRAFT_17545_ partial [Chlorella variabilis]
OG0003041	KAF6261694.1 hypothetical protein COO60DRAFT_1268542 [Scenedesmus sp. NREL 46B-D3]	XP_005844487.1 hypothetical protein CHLNCDRAFT_138831 [Chlorella variabilis]
OG0003042	KAF6258674.1 hypothetical protein COO60DRAFT_1517822 [Scenedesmus sp. NREL 46B-D3]	XP_005846272.1 hypothetical protein CHLNCDRAFT_58253 [Chlorella variabilis]
OG0003043	KAF6250938.1 hypothetical protein COO60DRAFT_709067 [Scenedesmus sp. NREL 46B-D3]	XP_005847749.1 hypothetical protein CHLNCDRAFT_133847 [Chlorella variabilis]
OG0003044	KAF6259299.1 hypothetical protein COO60DRAFT_1024087 [Scenedesmus sp. NREL 46B-D3]	XP_005846277.1 hypothetical protein CHLNCDRAFT_17489_ partial [Chlorella variabilis], XP_005846278.1 hypothetical protein CHLNCDRAFT_135614 [Chlorella variabilis]
OG0003045	KAF6256963.1 origin recognition complex subunit 5 C-terminus-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005850535.1 hypothetical protein CHLNCDRAFT_50195 [Chlorella variabilis]
OG0003046	KAF6258780.1 chloroplast ATP-binding protein [Scenedesmus sp. NREL 46B-D3]	XP_005849913.1 hypothetical protein CHLNCDRAFT_143202 [Chlorella variabilis]
OG0003047	KAF6256131.1 hypothetical protein COO60DRAFT_144187 [Scenedesmus sp. NREL 46B-D3], KAF6256132.1 hypothetical protein COO60DRAFT_144260 [Scenedesmus sp. NREL 46B-D3]	XP_005844552.1 hypothetical protein CHLNCDRAFT_54503 [Chlorella variabilis]
OG0003048	KAF6257552.1 protein arginine N-methyltransferase [Scenedesmus sp. NREL 46B-D3]	XP_005850198.1 hypothetical protein CHLNCDRAFT_142415 [Chlorella variabilis]
OG0003049	KAF6255369.1 phosphatidate cytidylyltransferase [Scenedesmus sp. NREL 46B-D3]	XP_005849038.1 hypothetical protein CHLNCDRAFT_143470 [Chlorella variabilis]
OG0003050	KAF6259441.1 hypothetical protein COO60DRAFT_1700842 [Scenedesmus sp. NREL 46B-D3]	XP_005849794.1 hypothetical protein CHLNCDRAFT_57224 [Chlorella variabilis]
OG0003051	KAF6258939.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]	XP_005850445.1 hypothetical protein CHLNCDRAFT_142394 [Chlorella variabilis]
OG0003052	KAF6263945.1 hypothetical protein COO60DRAFT_310658 [Scenedesmus sp. NREL 46B-D3]	XP_005851883.1 hypothetical protein CHLNCDRAFT_33616 [Chlorella variabilis]
OG0003053	KAF6257774.1 hypothetical protein COO60DRAFT_1701668 [Scenedesmus sp. NREL 46B-D3]	XP_005850175.1 hypothetical protein CHLNCDRAFT_142359 [Chlorella variabilis]
OG0003055	KAF6256723.1 hypothetical protein COO60DRAFT_1702203 [Scenedesmus sp. NREL 46B-D3]	XP_005843123.1 hypothetical protein CHLNCDRAFT_55386 [Chlorella variabilis]
OG0003056	KAF6265161.1 eukaryotic translation initiation factor 6 [Scenedesmus sp. NREL 46B-D3]	XP_005850550.1 hypothetical protein CHLNCDRAFT_29747 [Chlorella variabilis]
OG0003057	KAF6253247.1 C-8_7 sterol isomerase [Scenedesmus sp. NREL 46B-D3]	XP_005850194.1 hypothetical protein CHLNCDRAFT_34496 [Chlorella variabilis]
OG0003058	KAF6264090.1 adenylosuccinate lyase [Scenedesmus sp. NREL 46B-D3]	XP_005849789.1 hypothetical protein CHLNCDRAFT_142879 [Chlorella variabilis]
OG0003059	KAF6260060.1 AP complex_ mu/sigma subunit [Scenedesmus sp. NREL 46B-D3]	XP_005850549.1 hypothetical protein CHLNCDRAFT_48112 [Chlorella variabilis]
OG0003060	KAF6252446.1 hypothetical protein COO60DRAFT_1704264 [Scenedesmus sp. NREL 46B-D3]	XP_005846257.1 hypothetical protein CHLNCDRAFT_13101_ partial [Chlorella variabilis]
OG0003061	KAF6259477.1 hypothetical protein COO60DRAFT_1000760 [Scenedesmus sp. NREL 46B-D3]	XP_005842612.1 hypothetical protein CHLNCDRAFT_142524_ partial [Chlorella variabilis], XP_005845738.1 hypothetical protein CHLNCDRAFT_58432 [Chlorella variabilis]
OG0003062	KAF6263890.1 hypothetical protein COO60DRAFT_1267277_ partial [Scenedesmus sp. NREL 46B-D3]	XP_005849920.1 hypothetical protein CHLNCDRAFT_21084 [Chlorella variabilis]
OG0003063	KAF6255960.1 hypothetical protein COO60DRAFT_1702584 [Scenedesmus sp. NREL 46B-D3], KAF6255961.1 hypothetical protein COO60DRAFT_1641133 [Scenedesmus sp. NREL 46B-D3]	XP_005847414.1 hypothetical protein CHLNCDRAFT_52503 [Chlorella variabilis]
OG0003064	KAF6253047.1 hypothetical protein COO60DRAFT_1703992 [Scenedesmus sp. NREL 46B-D3]	XP_005847413.1 hypothetical protein CHLNCDRAFT_134278 [Chlorella variabilis]
OG0003065	KAF6261305.1 quinon protein alcohol dehydrogenase-like superfamily [Scenedesmus sp. NREL 46B-D3]	XP_005844243.1 hypothetical protein CHLNCDRAFT_56325 [Chlorella variabilis]
OG0003066	KAF6250376.1 hypothetical protein COO60DRAFT_860110 [Scenedesmus sp. NREL 46B-D3]	XP_005847364.1 hypothetical protein CHLNCDRAFT_57908 [Chlorella variabilis]
OG0003067	KAF6259264.1 CTLH/CRA C-terminal to lish motif domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005847260.1 hypothetical protein CHLNCDRAFT_57944 [Chlorella variabilis]
OG0003068	KAF6257636.1 cytochrome oxidase assembly [Scenedesmus sp. NREL 46B-D3]	XP_005847405.1 hypothetical protein CHLNCDRAFT_23687_ partial [Chlorella variabilis]
OG0003069	KAF6254102.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]	XP_005847396.1 hypothetical protein CHLNCDRAFT_134243 [Chlorella variabilis]
OG0003070	KAF6253091.1 Pre-mRNA splicing Prp18-interacting factor-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005844157.1 hypothetical protein CHLNCDRAFT_139273 [Chlorella variabilis]
OG0003071	KAF6258860.1 Oligosaccharyl transferase STT3 subunit-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6256713.1 Oligosaccharyl transferase STT3 subunit-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005847365.1 hypothetical protein CHLNCDRAFT_31189 [Chlorella variabilis]
OG0003072	KAF6262668.1 CRAL-TRIO domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005847265.1 hypothetical protein CHLNCDRAFT_134279 [Chlorella variabilis]
OG0003073	KAF6259685.1 hypothetical protein COO60DRAFT_979652 [Scenedesmus sp. NREL 46B-D3]	XP_005847400.1 hypothetical protein CHLNCDRAFT_57939 [Chlorella variabilis]
OG0003074	KAF6266186.1 hypothetical protein COO60DRAFT_1475996_ partial [Scenedesmus sp. NREL 46B-D3], KAF6253732.1 hypothetical protein COO60DRAFT_1642910 [Scenedesmus sp. NREL 46B-D3]	XP_005849844.1 hypothetical protein CHLNCDRAFT_34723 [Chlorella variabilis]
OG0003075	KAF6266484.1 HAD-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005851177.1 hypothetical protein CHLNCDRAFT_18937 [Chlorella variabilis]
OG0003076	KAF6256940.1 hypothetical protein COO60DRAFT_1702075 [Scenedesmus sp. NREL 46B-D3]	XP_005843525.1 hypothetical protein CHLNCDRAFT_28067_ partial [Chlorella variabilis]
OG0003077	KAF6261093.1 minichromosome maintenance protein 5 [Scenedesmus sp. NREL 46B-D3]	XP_005850970.1 hypothetical protein CHLNCDRAFT_34202 [Chlorella variabilis]
OG0003078	KAF6252272.1 hypothetical protein COO60DRAFT_1287195 [Scenedesmus sp. NREL 46B-D3]	XP_005850636.1 hypothetical protein CHLNCDRAFT_19680_ partial [Chlorella variabilis]
OG0003079	KAF6252254.1 hypothetical protein COO60DRAFT_1644220 [Scenedesmus sp. NREL 46B-D3], KAF6259763.1 timeless protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005845158.1 hypothetical protein CHLNCDRAFT_137326 [Chlorella variabilis]
OG0003080	KAF6253306.1 hypothetical protein COO60DRAFT_1286719 [Scenedesmus sp. NREL 46B-D3]	XP_005850612.1 hypothetical protein CHLNCDRAFT_56004 [Chlorella variabilis]
OG0003081	KAF6262060.1 ribosomal protein S2 component of cytosolic 80S ribosome and 40S small subunit [Scenedesmus sp. NREL 46B-D3]	XP_005846112.1 hypothetical protein CHLNCDRAFT_59721 [Chlorella variabilis]
OG0003082	KAF6255532.1 hypothetical protein COO60DRAFT_1296557 [Scenedesmus sp. NREL 46B-D3]	XP_005845086.1 hypothetical protein CHLNCDRAFT_26277_ partial [Chlorella variabilis]
OG0003084	KAF6263279.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005850890.1 hypothetical protein CHLNCDRAFT_34107 [Chlorella variabilis]
OG0003085	KAF6264929.1 biotin carboxylase [Scenedesmus sp. NREL 46B-D3]	XP_005850611.1 hypothetical protein CHLNCDRAFT_140567 [Chlorella variabilis]
OG0003086	KAF6262365.1 branched chain amino acid aminotransferase [Scenedesmus sp. NREL 46B-D3]	XP_005851171.1 hypothetical protein CHLNCDRAFT_137805 [Chlorella variabilis]
OG0003087	KAF6251896.1 Poly_A_ polymerase central domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005847622.1 hypothetical protein CHLNCDRAFT_23208 [Chlorella variabilis]
OG0003088	KAF6259690.1 histone-fold-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005850388.1 hypothetical protein CHLNCDRAFT_14485_ partial [Chlorella variabilis]
OG0003089	KAF6264143.1 hypothetical protein COO60DRAFT_221076 [Scenedesmus sp. NREL 46B-D3]	XP_005849071.1 hypothetical protein CHLNCDRAFT_143558 [Chlorella variabilis]
OG0003090	KAF6261441.1 60S ribosomal protein L10A [Scenedesmus sp. NREL 46B-D3]	XP_005843893.1 hypothetical protein CHLNCDRAFT_32922 [Chlorella variabilis]
OG0003091	KAF6244108.1 isoprenoid synthase domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005845989.1 hypothetical protein CHLNCDRAFT_58364 [Chlorella variabilis]
OG0003093	KAF6257739.1 mRNA binding family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005845087.1 expressed protein [Chlorella variabilis]
OG0003094	KAF6266628.1 thioredoxin-like protein [Scenedesmus sp. NREL 46B-D3]	XP_005849109.1 hypothetical protein CHLNCDRAFT_143670 [Chlorella variabilis], XP_005850897.1 hypothetical protein CHLNCDRAFT_50289 [Chlorella variabilis]
OG0003095	KAF6257159.1 ribosomal protein L14 domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005850601.1 hypothetical protein CHLNCDRAFT_59578 [Chlorella variabilis]
OG0003096	KAF6261372.1 vacuolar processing enzyme 1b_ partial [Scenedesmus sp. NREL 46B-D3]	XP_005846964.1 hypothetical protein CHLNCDRAFT_24292_ partial [Chlorella variabilis]
OG0003097	KAF6251723.1 glutathione S-transferase [Scenedesmus sp. NREL 46B-D3]	XP_005844042.1 hypothetical protein CHLNCDRAFT_11521_ partial [Chlorella variabilis]
OG0003098	KAF6257557.1 cyclin-like protein [Scenedesmus sp. NREL 46B-D3], KAF6264594.1 cyclin-like protein [Scenedesmus sp. NREL 46B-D3], KAF6251168.1 cyclin-like protein [Scenedesmus sp. NREL 46B-D3]	XP_005843605.1 hypothetical protein CHLNCDRAFT_18031_ partial [Chlorella variabilis]
OG0003099	KAF6259559.1 photosystem I PsaL_ reaction centre subunit XI [Scenedesmus sp. NREL 46B-D3]	XP_005844020.1 hypothetical protein CHLNCDRAFT_32796 [Chlorella variabilis]
OG0003100	KAF6264361.1 Nuf2 family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005851987.1 hypothetical protein CHLNCDRAFT_49321 [Chlorella variabilis]
OG0003101	KAF6265277.1 hypothetical protein COO60DRAFT_1623935 [Scenedesmus sp. NREL 46B-D3]	XP_005845897.1 hypothetical protein CHLNCDRAFT_53603 [Chlorella variabilis]
OG0003102	KAF6259289.1 EAP30/Vps36 family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005844559.1 hypothetical protein CHLNCDRAFT_12611_ partial [Chlorella variabilis]
OG0003103	KAF6253825.1 class II photolyase [Scenedesmus sp. NREL 46B-D3]	XP_005851091.1 CPD photolyase [Chlorella variabilis]
OG0003104	KAF6259213.1 vitamin B6 photo-protection and homoeostasis-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005847329.1 hypothetical protein CHLNCDRAFT_134489 [Chlorella variabilis]
OG0003105	KAF6264482.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]	XP_005845823.1 hypothetical protein CHLNCDRAFT_58500 [Chlorella variabilis]
OG0003106	KAF6256270.1 Metalloenzyme_ LuxS/M16 peptidase-like protein [Scenedesmus sp. NREL 46B-D3]	XP_005847541.1 hypothetical protein CHLNCDRAFT_35384 [Chlorella variabilis]
OG0003107	KAF6262815.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]	XP_005843492.1 hypothetical protein CHLNCDRAFT_141008 [Chlorella variabilis]
OG0003108	KAF6251578.1 hypothetical protein COO60DRAFT_1298245 [Scenedesmus sp. NREL 46B-D3], KAF6248354.1 hypothetical protein COO60DRAFT_1707102 [Scenedesmus sp. NREL 46B-D3]	XP_005844465.1 hypothetical protein CHLNCDRAFT_15662_ partial [Chlorella variabilis]
OG0003109	KAF6263561.1 SNF2 family N-terminal domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005851183.1 hypothetical protein CHLNCDRAFT_9310_ partial [Chlorella variabilis]
OG0003110	KAF6259754.1 glycerol-3-phosphate dehydrogenase [Scenedesmus sp. NREL 46B-D3]	XP_005847300.1 hypothetical protein CHLNCDRAFT_134409 [Chlorella variabilis]
OG0003111	KAF6251385.1 hypothetical protein COO60DRAFT_1704853 [Scenedesmus sp. NREL 46B-D3]	XP_005852084.1 hypothetical protein CHLNCDRAFT_133107 [Chlorella variabilis]
OG0003112	KAF6254598.1 polynucleotide kinase 3 phosphatase-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6255002.1 polynucleotide kinase 3 phosphatase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005852042.1 hypothetical protein CHLNCDRAFT_133012 [Chlorella variabilis]
OG0003113	KAF6263654.1 sister chromatid cohesion C-terminus-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005846672.1 hypothetical protein CHLNCDRAFT_135387 [Chlorella variabilis]
OG0003114	KAF6266824.1 hypothetical protein COO60DRAFT_15796 [Scenedesmus sp. NREL 46B-D3]	XP_005851666.1 hypothetical protein CHLNCDRAFT_56429 [Chlorella variabilis]
OG0003115	KAF6265181.1 hypothetical protein COO60DRAFT_1481065 [Scenedesmus sp. NREL 46B-D3], KAF6265027.1 hypothetical protein COO60DRAFT_1698095 [Scenedesmus sp. NREL 46B-D3]	XP_005846306.1 hypothetical protein CHLNCDRAFT_135679 [Chlorella variabilis]
OG0003116	KAF6254231.1 hypothetical protein COO60DRAFT_1542620 [Scenedesmus sp. NREL 46B-D3]	XP_005846230.1 hypothetical protein CHLNCDRAFT_13944_ partial [Chlorella variabilis]
OG0003117	KAF6265610.1 50S ribosomal protein L30e-like protein [Scenedesmus sp. NREL 46B-D3]	XP_005846815.1 hypothetical protein CHLNCDRAFT_135382 [Chlorella variabilis]
OG0003118	KAF6266626.1 hypothetical protein COO60DRAFT_1697171 [Scenedesmus sp. NREL 46B-D3]	XP_005846478.1 hypothetical protein CHLNCDRAFT_31757 [Chlorella variabilis]
OG0003119	KAF6266406.1 hypothetical protein COO60DRAFT_452007 [Scenedesmus sp. NREL 46B-D3], KAF6266407.1 hypothetical protein COO60DRAFT_1697378 [Scenedesmus sp. NREL 46B-D3]	XP_005847338.1 hypothetical protein CHLNCDRAFT_134530 [Chlorella variabilis]
OG0003120	KAF6262920.1 TCP-1/cpn60 chaperonin family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005847587.1 hypothetical protein CHLNCDRAFT_133857 [Chlorella variabilis]
OG0003121	KAF6262972.1 hypothetical protein COO60DRAFT_557117 [Scenedesmus sp. NREL 46B-D3]	XP_005847508.1 hypothetical protein CHLNCDRAFT_134525 [Chlorella variabilis]
OG0003122	KAF6265504.1 hypothetical protein COO60DRAFT_959587 [Scenedesmus sp. NREL 46B-D3]	XP_005845720.1 hypothetical protein CHLNCDRAFT_53494 [Chlorella variabilis]
OG0003123	KAF6265191.1 formyl transferase [Scenedesmus sp. NREL 46B-D3]	XP_005851674.1 hypothetical protein CHLNCDRAFT_132916 [Chlorella variabilis]
OG0003124	KAF6266708.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]	XP_005852083.1 hypothetical protein CHLNCDRAFT_133105 [Chlorella variabilis]
OG0003125	KAF6257341.1 putative ubiquinone/menaquinone biosynthesis methyltransferase [Scenedesmus sp. NREL 46B-D3]	XP_005846681.1 hypothetical protein CHLNCDRAFT_135406 [Chlorella variabilis]
OG0003126	KAF6261409.1 hypothetical protein COO60DRAFT_784224 [Scenedesmus sp. NREL 46B-D3]	XP_005843614.1 hypothetical protein CHLNCDRAFT_59225 [Chlorella variabilis]
OG0003127	KAF6256678.1 IPP transferase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005843467.1 hypothetical protein CHLNCDRAFT_55198 [Chlorella variabilis]
OG0003128	KAF6266795.1 protein-tyrosine phosphatase-like protein [Scenedesmus sp. NREL 46B-D3]	XP_005850031.1 hypothetical protein CHLNCDRAFT_142013 [Chlorella variabilis]
OG0003129	KAF6266137.1 hypothetical protein COO60DRAFT_1475747 [Scenedesmus sp. NREL 46B-D3]	XP_005849905.1 hypothetical protein CHLNCDRAFT_143180 [Chlorella variabilis]
OG0003130	KAF6258981.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]	XP_005851676.1 hypothetical protein CHLNCDRAFT_132927 [Chlorella variabilis]
OG0003131	KAF6256122.1 class I glutamine amidotransferase-like protein [Scenedesmus sp. NREL 46B-D3]	XP_005852047.1 hypothetical protein CHLNCDRAFT_133025 [Chlorella variabilis]
OG0003132	KAF6266312.1 hypothetical protein COO60DRAFT_1456644 [Scenedesmus sp. NREL 46B-D3]	XP_005851169.1 hypothetical protein CHLNCDRAFT_137801 [Chlorella variabilis]
OG0003133	KAF6256211.1 hypothetical protein COO60DRAFT_135121 [Scenedesmus sp. NREL 46B-D3]	XP_005851464.1 hypothetical protein CHLNCDRAFT_137823 [Chlorella variabilis]
OG0003134	KAF6263786.1 NUDIX hydrolase domain-like protein [Scenedesmus sp. NREL 46B-D3]	XP_005845886.1 hypothetical protein CHLNCDRAFT_53578 [Chlorella variabilis]
OG0003135	KAF6265076.1 hypothetical protein COO60DRAFT_1697941 [Scenedesmus sp. NREL 46B-D3]	XP_005851465.1 hypothetical protein CHLNCDRAFT_137826 [Chlorella variabilis]
OG0003136	KAF6251256.1 Der1-like family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005842691.1 hypothetical protein CHLNCDRAFT_136591 [Chlorella variabilis]
OG0003137	KAF6257780.1 nagb/rpia/CoA transferase-like protein [Scenedesmus sp. NREL 46B-D3]	XP_005846793.1 hypothetical protein CHLNCDRAFT_24479 [Chlorella variabilis]
OG0003138	KAF6256271.1 DNA mismatch repair protein [Scenedesmus sp. NREL 46B-D3]	XP_005846153.1 hypothetical protein CHLNCDRAFT_36258 [Chlorella variabilis]
OG0003139	KAF6253046.1 solute carrier protein [Scenedesmus sp. NREL 46B-D3]	XP_005844555.1 hypothetical protein CHLNCDRAFT_58840 [Chlorella variabilis]
OG0003140	KAF6261595.1 Rhodanese-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005845895.1 hypothetical protein CHLNCDRAFT_136465 [Chlorella variabilis], XP_005845781.1 hypothetical protein CHLNCDRAFT_25566_ partial [Chlorella variabilis]
OG0003141	KAF6251614.1 SAC3/GANP/Nin1/mts3/eIF-3 p25 family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005843610.1 hypothetical protein CHLNCDRAFT_140195 [Chlorella variabilis]
OG0003142	KAF6253674.1 hypothetical protein COO60DRAFT_1545566 [Scenedesmus sp. NREL 46B-D3]	XP_005851410.1 hypothetical protein CHLNCDRAFT_137672 [Chlorella variabilis]
OG0003143	KAF6265503.1 armadillo-type protein [Scenedesmus sp. NREL 46B-D3]	XP_005851110.1 hypothetical protein CHLNCDRAFT_33763 [Chlorella variabilis]
OG0003144	KAF6248884.1 hypothetical protein COO60DRAFT_1648436 [Scenedesmus sp. NREL 46B-D3], KAF6256041.1 general substrate transporter [Scenedesmus sp. NREL 46B-D3]	XP_005851093.1 hypothetical protein CHLNCDRAFT_55965 [Chlorella variabilis]
OG0003145	KAF6254096.1 hypothetical protein COO60DRAFT_1703495 [Scenedesmus sp. NREL 46B-D3], KAF6254094.1 surfeit locus protein 6-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	XP_005851078.1 hypothetical protein CHLNCDRAFT_137593 [Chlorella variabilis]
OG0003146	KAF6251498.1 hypothetical protein COO60DRAFT_1274914 [Scenedesmus sp. NREL 46B-D3], KAF6261755.1 hypothetical protein COO60DRAFT_1268569 [Scenedesmus sp. NREL 46B-D3], KAF6254786.1 hypothetical protein COO60DRAFT_1538789 [Scenedesmus sp. NREL 46B-D3]	XP_005846114.1 hypothetical protein CHLNCDRAFT_136040 [Chlorella variabilis]
