Orthogroup	Scenedesmus_NREL	Scenedesmus_PABB004
OG0002262	KAF6251980.1 hypothetical protein COO60DRAFT_1704510 [Scenedesmus sp. NREL 46B-D3], KAF6260413.1 hypothetical protein COO60DRAFT_1625705 [Scenedesmus sp. NREL 46B-D3]	KAF8069620.1 RANGAP1 [Scenedesmus sp. PABB004]
OG0002263	KAF6264409.1 S-adenosyl-L-methionine-dependent methyltransferase [Scenedesmus sp. NREL 46B-D3]	KAF8072542.1 METTL7A [Scenedesmus sp. PABB004]
OG0002264	KAF6263476.1 hypothetical protein COO60DRAFT_1624581 [Scenedesmus sp. NREL 46B-D3]	KAF8065476.1 lysine-specific demethylase [Scenedesmus sp. PABB004]
OG0002265	KAF6260027.1 chlorophyll a/b-binding protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8058844.1 hypothetical protein HT031_005412 [Scenedesmus sp. PABB004], KAF8062918.1 Lhcb4 [Scenedesmus sp. PABB004]
OG0002267	KAF6260113.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8059385.1 NEK6 [Scenedesmus sp. PABB004]
OG0002268	KAF6265035.1 hypothetical protein COO60DRAFT_1112382 [Scenedesmus sp. NREL 46B-D3]	KAF8059714.1 extracellular metalloprotease [Scenedesmus sp. PABB004]
OG0002268	KAF6265820.1 hypothetical protein COO60DRAFT_763655 [Scenedesmus sp. NREL 46B-D3], KAF6251669.1 pregnancy-associated plasma protein-A [Scenedesmus sp. NREL 46B-D3], KAF6250803.1 metalloprotease [Scenedesmus sp. NREL 46B-D3]	KAF8071238.1 MEP1 [Scenedesmus sp. PABB004]
OG0002270	KAF6260454.1 Tfb2-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8069625.1 TFB2 [Scenedesmus sp. PABB004]
OG0002271	KAF6264768.1 hypothetical protein COO60DRAFT_1654950 [Scenedesmus sp. NREL 46B-D3]	KAF8065737.1 IFT81 [Scenedesmus sp. PABB004]
OG0002272	KAF6260730.1 ADP-ribosylation/Crystallin J1 [Scenedesmus sp. NREL 46B-D3]	KAF8067319.1 Crystallin J1A [Scenedesmus sp. PABB004]
OG0002273	KAF6258034.1 ATP synthase beta chain mitochondrial precursor [Scenedesmus sp. NREL 46B-D3]	KAF8062908.1 ATP2 [Scenedesmus sp. PABB004]
OG0002274	KAF6255329.1 hypothetical protein COO60DRAFT_232131 [Scenedesmus sp. NREL 46B-D3]	KAF8057117.1 SAE1A [Scenedesmus sp. PABB004]
OG0002275	KAF6260408.1 dynamin-related GTPase [Scenedesmus sp. NREL 46B-D3], KAF6257921.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]	KAF8073151.1 DEAD-box ATP-dependent RNA helicase 5 [Scenedesmus sp. PABB004]
OG0002276	KAF6254190.1 ATP-dependent DNA helicase Rep [Scenedesmus sp. NREL 46B-D3], KAF6254184.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]	KAF8064493.1 uvrD [Scenedesmus sp. PABB004]
OG0002277	KAF6253358.1 FAD/NAD_P_-binding domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8058293.1 SPAC3A11.07 [Scenedesmus sp. PABB004]
OG0002278	KAF6257967.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]	KAF8073132.1 SRT2 [Scenedesmus sp. PABB004]
OG0002279	KAF6264289.1 mannosyltransferase putative-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6252396.1 mannosyltransferase putative-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6262935.1 mannosyltransferase putative-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8061908.1 zinc finger CCCH domain-containing protein 50 [Scenedesmus sp. PABB004]
OG0002280	KAF6257456.1 UAA transporter [Scenedesmus sp. NREL 46B-D3]	KAF8068425.1 UTR3 [Scenedesmus sp. PABB004]
OG0002281	KAF6251523.1 hypothetical protein COO60DRAFT_1704758 [Scenedesmus sp. NREL 46B-D3]	KAF8067393.1 MER3 [Scenedesmus sp. PABB004]
OG0002282	KAF6254213.1 thylakoid lumenal protein [Scenedesmus sp. NREL 46B-D3]	KAF8065811.1 TL20.3 [Scenedesmus sp. PABB004]
OG0002285	KAF6256368.1 UDP-glucose 4-epimerase [Scenedesmus sp. NREL 46B-D3]	KAF8063794.1 UGE5 [Scenedesmus sp. PABB004]
OG0002286	KAF6256695.1 hypothetical protein COO60DRAFT_83366 [Scenedesmus sp. NREL 46B-D3]	KAF8070964.1 RAD4 [Scenedesmus sp. PABB004]
OG0002287	KAF6265198.1 hypothetical protein COO60DRAFT_1633666 [Scenedesmus sp. NREL 46B-D3], KAF6257260.1 hypothetical protein COO60DRAFT_1640090 [Scenedesmus sp. NREL 46B-D3], KAF6253661.1 hypothetical protein COO60DRAFT_1703728 [Scenedesmus sp. NREL 46B-D3], KAF6251907.1 hypothetical protein COO60DRAFT_577679 [Scenedesmus sp. NREL 46B-D3]	KAF8065588.1 hypothetical protein HT031_003189 [Scenedesmus sp. PABB004]
OG0002288	KAF6249976.1 hypothetical protein COO60DRAFT_1706278 [Scenedesmus sp. NREL 46B-D3], KAF6250673.1 hypothetical protein COO60DRAFT_1471727 [Scenedesmus sp. NREL 46B-D3]	KAF8065830.1 ARI1 [Scenedesmus sp. PABB004]
OG0002290	KAF6253008.1 Dof domain_ zinc finger-domain-containing protein_ partial [Scenedesmus sp. NREL 46B-D3], KAF6248319.1 Dof domain_ zinc finger-domain-containing protein_ partial [Scenedesmus sp. NREL 46B-D3]	KAF8069436.1 DOF3.7 [Scenedesmus sp. PABB004]
OG0002291	KAF6262443.1 small rab-related GTPase [Scenedesmus sp. NREL 46B-D3]	KAF8057652.1 YPTV4 [Scenedesmus sp. PABB004]
OG0002293	KAF6262446.1 hypothetical protein COO60DRAFT_1676044 [Scenedesmus sp. NREL 46B-D3]	KAF8057655.1 hypothetical protein HT031_006004 [Scenedesmus sp. PABB004]
OG0002294	KAF6265041.1 Caulimovirus viroplasmin-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8062089.1 rnhA [Scenedesmus sp. PABB004]
OG0002294	KAF6255833.1 ribonuclease H-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8066161.1 hypothetical protein HT031_002483 [Scenedesmus sp. PABB004]
OG0002296	KAF6266342.1 hypothetical protein COO60DRAFT_447975 [Scenedesmus sp. NREL 46B-D3], KAF6260382.1 hypothetical protein COO60DRAFT_901250 [Scenedesmus sp. NREL 46B-D3]	KAF8057897.1 hypothetical protein HT031_005843 [Scenedesmus sp. PABB004]
OG0002298	KAF6262809.1 hypothetical protein COO60DRAFT_573156 [Scenedesmus sp. NREL 46B-D3]	KAF8062800.1 glnA [Scenedesmus sp. PABB004]
OG0002299	KAF6259083.1 20S proteasome beta subunit A2 [Scenedesmus sp. NREL 46B-D3]	KAF8061998.1 Proteasome subunit beta type-6 [Scenedesmus sp. PABB004]
OG0002300	KAF6260867.1 hypothetical protein COO60DRAFT_839673 [Scenedesmus sp. NREL 46B-D3]	KAF8071390.1 RBR1 [Scenedesmus sp. PABB004]
OG0002301	KAF6247867.1 E1-E2 ATPase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8070933.1 HMA2 [Scenedesmus sp. PABB004]
OG0002303	KAF6258716.1 hypothetical protein COO60DRAFT_1089462 [Scenedesmus sp. NREL 46B-D3]	KAF8066212.1 hypothetical protein HT031_002534 [Scenedesmus sp. PABB004]
OG0002305	KAF6250823.1 Phospholipase/Carboxylesterase-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6258418.1 Phospholipase/Carboxylesterase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8067258.1 acyl-protein thioesterase 1 [Scenedesmus sp. PABB004]
OG0002308	KAF6259387.1 signal peptide peptidase-like protein [Scenedesmus sp. NREL 46B-D3]	KAF8065903.1 HM13 [Scenedesmus sp. PABB004]
OG0002311	KAF6252842.1 nucleotide-diphospho-sugar transferase [Scenedesmus sp. NREL 46B-D3], KAF6252844.1 hypothetical protein COO60DRAFT_1704125 [Scenedesmus sp. NREL 46B-D3], KAF6262258.1 hypothetical protein COO60DRAFT_1677084 [Scenedesmus sp. NREL 46B-D3]	KAF8056138.1 bcsA [Scenedesmus sp. PABB004], KAF8058942.1 bcsA [Scenedesmus sp. PABB004]
OG0002312	KAF6251333.1 hypothetical protein COO60DRAFT_635459 [Scenedesmus sp. NREL 46B-D3], KAF6264265.1 hypothetical protein COO60DRAFT_171986 [Scenedesmus sp. NREL 46B-D3], KAF6262167.1 hypothetical protein COO60DRAFT_676903 [Scenedesmus sp. NREL 46B-D3], KAF6250173.1 hypothetical protein COO60DRAFT_905307 [Scenedesmus sp. NREL 46B-D3]	KAF8062066.1 carboxypeptidase S-like 2 [Scenedesmus sp. PABB004]
OG0002314	KAF6264713.1 Seleno protein U [Scenedesmus sp. NREL 46B-D3]	KAF8065706.1 hypothetical protein HT031_002766 [Scenedesmus sp. PABB004]
OG0002317	KAF6251939.1 hypothetical protein COO60DRAFT_1704518 [Scenedesmus sp. NREL 46B-D3]	KAF8073238.1 SPAC5H10.03 [Scenedesmus sp. PABB004]
OG0002318	KAF6255693.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8057749.1 hypothetical protein HT031_005933 [Scenedesmus sp. PABB004]
OG0002320	KAF6254767.1 acyl-CoA N-acyltransferase [Scenedesmus sp. NREL 46B-D3]	KAF8072830.1 NAA40 [Scenedesmus sp. PABB004]
OG0002323	KAF6252313.1 muts domain V-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6252298.1 hypothetical protein COO60DRAFT_1704354 [Scenedesmus sp. NREL 46B-D3], KAF6252300.1 hypothetical protein COO60DRAFT_540731 [Scenedesmus sp. NREL 46B-D3]	KAF8056224.1 MSH5 [Scenedesmus sp. PABB004]
OG0002325	KAF6262643.1 hypothetical protein COO60DRAFT_601469 [Scenedesmus sp. NREL 46B-D3]	KAF8057858.1 hypothetical protein HT031_005804 [Scenedesmus sp. PABB004]
OG0002325	KAF6261367.1 hypothetical protein COO60DRAFT_782032 [Scenedesmus sp. NREL 46B-D3]	KAF8065564.1 hypothetical protein HT031_003165 [Scenedesmus sp. PABB004]
OG0002326	KAF6262547.1 hypothetical protein COO60DRAFT_614750 [Scenedesmus sp. NREL 46B-D3], KAF6252852.1 hypothetical protein COO60DRAFT_492785 [Scenedesmus sp. NREL 46B-D3]	KAF8066431.1 hypothetical protein HT031_002755 [Scenedesmus sp. PABB004]
OG0002326	KAF6259902.1 hypothetical protein COO60DRAFT_944555 [Scenedesmus sp. NREL 46B-D3]	KAF8060098.1 Dennd6b [Scenedesmus sp. PABB004]
OG0002327	KAF6262814.1 glycoside hydrolase [Scenedesmus sp. NREL 46B-D3]	KAF8062795.1 AMY1.2 [Scenedesmus sp. PABB004]
OG0002328	KAF6251638.1 S-adenosyl-L-methionine-dependent methyltransferase [Scenedesmus sp. NREL 46B-D3]	KAF8067201.1 comta [Scenedesmus sp. PABB004]
OG0002330	KAF6260870.1 hypothetical protein COO60DRAFT_1700107 [Scenedesmus sp. NREL 46B-D3]	KAF8061419.1 hypothetical protein HT031_004510 [Scenedesmus sp. PABB004]
OG0002331	KAF6255031.1 hypothetical protein COO60DRAFT_259290 [Scenedesmus sp. NREL 46B-D3]	KAF8061060.1 hypothetical protein HT031_004520 [Scenedesmus sp. PABB004]
OG0002332	KAF6256222.1 tyrosine phosphatase-like protein [Scenedesmus sp. NREL 46B-D3]	KAF8065570.1 Hacd2 [Scenedesmus sp. PABB004]
OG0002333	KAF6251338.1 Foie gras liver health family 1-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8071104.1 hypothetical protein HT031_001186 [Scenedesmus sp. PABB004]
OG0002334	KAF6263581.1 hypothetical protein COO60DRAFT_1667061 [Scenedesmus sp. NREL 46B-D3]	KAF8072578.1 hypothetical protein HT031_000238 [Scenedesmus sp. PABB004]
OG0002334	KAF6260258.1 hypothetical protein COO60DRAFT_906930 [Scenedesmus sp. NREL 46B-D3]	KAF8066427.1 hypothetical protein HT031_002751 [Scenedesmus sp. PABB004]
OG0002335	KAF6263428.1 hypothetical protein COO60DRAFT_1698844 [Scenedesmus sp. NREL 46B-D3]	KAF8066407.1 hypothetical protein HT031_002731 [Scenedesmus sp. PABB004]
OG0002339	KAF6256098.1 S-adenosyl-L-methionine-dependent methyltransferase [Scenedesmus sp. NREL 46B-D3]	KAF8071206.1 hypothetical protein HT031_001289 [Scenedesmus sp. PABB004]
OG0002340	KAF6252262.1 hypothetical protein COO60DRAFT_1704373 [Scenedesmus sp. NREL 46B-D3], KAF6250855.1 hypothetical protein COO60DRAFT_1705312 [Scenedesmus sp. NREL 46B-D3], KAF6250856.1 hypothetical protein COO60DRAFT_1645853 [Scenedesmus sp. NREL 46B-D3]	KAF8065878.1 hypothetical protein HT031_002939 [Scenedesmus sp. PABB004]
OG0002341	KAF6258700.1 hypothetical protein COO60DRAFT_1517006 [Scenedesmus sp. NREL 46B-D3], KAF6258699.1 hypothetical protein COO60DRAFT_1088483 [Scenedesmus sp. NREL 46B-D3]	KAF8066240.1 hypothetical protein HT031_002563 [Scenedesmus sp. PABB004]
OG0002342	KAF6254253.1 hypothetical protein COO60DRAFT_1703407 [Scenedesmus sp. NREL 46B-D3]	KAF8068321.1 pgk [Scenedesmus sp. PABB004], KAF8068317.1 pgk [Scenedesmus sp. PABB004]
OG0002342	KAF6264248.1 hypothetical protein COO60DRAFT_1698474 [Scenedesmus sp. NREL 46B-D3]	KAF8068315.1 ATX3 [Scenedesmus sp. PABB004], KAF8068319.1 RBP45A [Scenedesmus sp. PABB004]
OG0002343	KAF6261739.1 protein-tyrosine phosphatase-like protein [Scenedesmus sp. NREL 46B-D3]	KAF8062997.1 hypothetical protein HT031_003836 [Scenedesmus sp. PABB004], KAF8062996.1 Pten [Scenedesmus sp. PABB004], KAF8059395.1 hypothetical protein HT031_005200 [Scenedesmus sp. PABB004]
OG0002344	KAF6255204.1 hypothetical protein COO60DRAFT_1536874 [Scenedesmus sp. NREL 46B-D3]	KAF8063023.1 RNU1 [Scenedesmus sp. PABB004]
OG0002346	KAF6254258.1 hypothetical protein COO60DRAFT_335201 [Scenedesmus sp. NREL 46B-D3], KAF6248566.1 hypothetical protein COO60DRAFT_1065114 [Scenedesmus sp. NREL 46B-D3], KAF6248567.1 hypothetical protein COO60DRAFT_1065160 [Scenedesmus sp. NREL 46B-D3], KAF6254257.1 hypothetical protein COO60DRAFT_335083 [Scenedesmus sp. NREL 46B-D3], KAF6252122.1 hypothetical protein COO60DRAFT_1704420 [Scenedesmus sp. NREL 46B-D3]	KAF8057156.1 RAT1 [Scenedesmus sp. PABB004]
OG0002348	KAF6261181.1 armadillo-type protein [Scenedesmus sp. NREL 46B-D3]	KAF8055946.1 ARMC8 [Scenedesmus sp. PABB004]
OG0002348	KAF6253478.1 mate-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8067152.1 DTX46 [Scenedesmus sp. PABB004]
OG0002350	KAF6249362.1 hypothetical protein COO60DRAFT_977658 [Scenedesmus sp. NREL 46B-D3]	KAF8067184.1 SPX1 [Scenedesmus sp. PABB004]
OG0002351	KAF6255850.1 hypothetical protein COO60DRAFT_1532571 [Scenedesmus sp. NREL 46B-D3], KAF6264266.1 hypothetical protein COO60DRAFT_1698345 [Scenedesmus sp. NREL 46B-D3]	KAF8060569.1 hypothetical protein HT031_004746 [Scenedesmus sp. PABB004]
OG0002355	KAF6259785.1 diacylglycerol acyltransferase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8061137.1 DGAT2 [Scenedesmus sp. PABB004]
OG0002355	KAF6266772.1 diacylglycerol acyltransferase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8072871.1 DGAT2D [Scenedesmus sp. PABB004]
OG0002356	KAF6253937.1 hypothetical protein COO60DRAFT_370678 [Scenedesmus sp. NREL 46B-D3]	KAF8063744.1 smyd2-b [Scenedesmus sp. PABB004]
OG0002356	KAF6262337.1 hypothetical protein COO60DRAFT_649132 [Scenedesmus sp. NREL 46B-D3]	KAF8059148.1 hypothetical protein HT031_005320 [Scenedesmus sp. PABB004]
OG0002360	KAF6263399.1 Septin-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8066405.1 Pclo [Scenedesmus sp. PABB004]
OG0002360	KAF6260283.1 Septin-domain-containing protein_ partial [Scenedesmus sp. NREL 46B-D3], KAF6266047.1 Septin-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6261998.1 Septin-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6251735.1 Septin-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6251737.1 Septin-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6246111.1 Septin-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6251736.1 hypothetical protein COO60DRAFT_592665 [Scenedesmus sp. NREL 46B-D3]	KAF8067209.1 glpF [Scenedesmus sp. PABB004]
OG0002361	KAF6265853.1 pectin lyase fold/virulence factor [Scenedesmus sp. NREL 46B-D3]	KAF8071045.1 hypothetical protein HT031_001127 [Scenedesmus sp. PABB004]
OG0002361	KAF6260911.1 pectin lyase fold/virulence factor [Scenedesmus sp. NREL 46B-D3], KAF6249079.1 hypothetical protein COO60DRAFT_1583210 [Scenedesmus sp. NREL 46B-D3], KAF6260912.1 hypothetical protein COO60DRAFT_1700125 [Scenedesmus sp. NREL 46B-D3], KAF6260913.1 hypothetical protein COO60DRAFT_1637279_ partial [Scenedesmus sp. NREL 46B-D3], KAF6251900.1 hypothetical protein COO60DRAFT_1463984_ partial [Scenedesmus sp. NREL 46B-D3], KAF6249078.1 pectin lyase fold/virulence factor [Scenedesmus sp. NREL 46B-D3]	KAF8061409.1 hypothetical protein HT031_004500 [Scenedesmus sp. PABB004], KAF8061410.1 hypothetical protein HT031_004501 [Scenedesmus sp. PABB004]
OG0002363	KAF6255534.1 hypothetical protein COO60DRAFT_1641454 [Scenedesmus sp. NREL 46B-D3], KAF6255121.1 hypothetical protein COO60DRAFT_1462371 [Scenedesmus sp. NREL 46B-D3], KAF6255119.1 hypothetical protein COO60DRAFT_249939 [Scenedesmus sp. NREL 46B-D3], KAF6252811.1 hypothetical protein COO60DRAFT_1704129 [Scenedesmus sp. NREL 46B-D3], KAF6252821.1 hypothetical protein COO60DRAFT_497188 [Scenedesmus sp. NREL 46B-D3], KAF6253635.1 hypothetical protein COO60DRAFT_398655 [Scenedesmus sp. NREL 46B-D3], KAF6261330.1 hypothetical protein COO60DRAFT_794147 [Scenedesmus sp. NREL 46B-D3], KAF6253109.1 hypothetical protein COO60DRAFT_466846 [Scenedesmus sp. NREL 46B-D3], KAF6253110.1 hypothetical protein COO60DRAFT_466876 [Scenedesmus sp. NREL 46B-D3]	KAF8065611.1 hypothetical protein HT031_003212 [Scenedesmus sp. PABB004]
OG0002364	KAF6264024.1 hypothetical protein COO60DRAFT_1634703 [Scenedesmus sp. NREL 46B-D3]	KAF8057257.1 hypothetical protein HT031_006065 [Scenedesmus sp. PABB004]
OG0002364	KAF6263979.1 hypothetical protein COO60DRAFT_266345 [Scenedesmus sp. NREL 46B-D3], KAF6263978.1 hypothetical protein COO60DRAFT_1663389 [Scenedesmus sp. NREL 46B-D3], KAF6256831.1 hypothetical protein COO60DRAFT_1627040 [Scenedesmus sp. NREL 46B-D3], KAF6257783.1 hypothetical protein COO60DRAFT_1461006 [Scenedesmus sp. NREL 46B-D3], KAF6256471.1 hypothetical protein COO60DRAFT_106911 [Scenedesmus sp. NREL 46B-D3]	KAF8057285.1 MSL1 [Scenedesmus sp. PABB004], KAF8057268.1 hypothetical protein HT031_006076 [Scenedesmus sp. PABB004], KAF8057279.1 hypothetical protein HT031_006087 [Scenedesmus sp. PABB004]
OG0002365	KAF6264801.1 hypothetical protein COO60DRAFT_1482673 [Scenedesmus sp. NREL 46B-D3]	KAF8056777.1 X-element [Scenedesmus sp. PABB004], KAF8065755.1 X-element [Scenedesmus sp. PABB004], KAF8059645.1 hypothetical protein HT031_005053 [Scenedesmus sp. PABB004], KAF8059711.1 hypothetical protein HT031_005119 [Scenedesmus sp. PABB004], KAF8056150.1 hypothetical protein HT031_006501 [Scenedesmus sp. PABB004], KAF8064477.1 LINE-1 reverse transcriptase-like [Scenedesmus sp. PABB004], KAF8059646.1 LINE-1 reverse transcriptase-like [Scenedesmus sp. PABB004], KAF8062622.1 LINE-1 reverse transcriptase-like [Scenedesmus sp. PABB004], KAF8069361.1 LINE-1 reverse transcriptase-like [Scenedesmus sp. PABB004]
OG0002366	KAF6258273.1 hypothetical protein COO60DRAFT_1295424 [Scenedesmus sp. NREL 46B-D3]	KAF8063072.1 NCS6 [Scenedesmus sp. PABB004]
OG0002369	KAF6263148.1 ABC transporter transmembrane region 2-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8072505.1 abcD2 [Scenedesmus sp. PABB004]
OG0002370	KAF6263628.1 26S proteasome regulatory complex [Scenedesmus sp. NREL 46B-D3]	KAF8072635.1 RPN6 [Scenedesmus sp. PABB004]
OG0002371	KAF6248551.1 hypothetical protein COO60DRAFT_1300135 [Scenedesmus sp. NREL 46B-D3]	KAF8068241.1 ELP3 [Scenedesmus sp. PABB004]
OG0002372	KAF6258181.1 soluble starch synthase [Scenedesmus sp. NREL 46B-D3]	KAF8055587.1 SS4 [Scenedesmus sp. PABB004]
OG0002374	KAF6258891.1 glycosyl transferase family 4-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8055123.1 MST4 [Scenedesmus sp. PABB004]
OG0002375	KAF6258874.1 ubiE/COQ5 methyltransferase family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8055122.1 menG [Scenedesmus sp. PABB004]
OG0002378	KAF6257239.1 hypothetical protein COO60DRAFT_1640076 [Scenedesmus sp. NREL 46B-D3]	KAF8055328.1 URT1 [Scenedesmus sp. PABB004]
OG0002379	KAF6250936.1 chaperonin complex component [Scenedesmus sp. NREL 46B-D3]	KAF8066422.1 CCT1 [Scenedesmus sp. PABB004]
OG0002380	KAF6254441.1 hypothetical protein COO60DRAFT_1541035 [Scenedesmus sp. NREL 46B-D3]	KAF8067268.1 hypothetical protein HT031_002315 [Scenedesmus sp. PABB004]
OG0002381	KAF6253020.1 hypothetical protein COO60DRAFT_1549574 [Scenedesmus sp. NREL 46B-D3]	KAF8073077.1 hypothetical protein HT031_000738 [Scenedesmus sp. PABB004]
OG0002382	KAF6253497.1 LMBR1-like membrane protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8067159.1 lmbrd2 [Scenedesmus sp. PABB004]
OG0002383	KAF6258148.1 hypothetical protein COO60DRAFT_1701501 [Scenedesmus sp. NREL 46B-D3]	KAF8072462.1 PWI domain-containing protein [Scenedesmus sp. PABB004]
OG0002384	KAF6251975.1 hypothetical protein COO60DRAFT_1704507 [Scenedesmus sp. NREL 46B-D3]	KAF8069617.1 MYB60 [Scenedesmus sp. PABB004]
OG0002385	KAF6263110.1 thiamine diphosphate-binding protein [Scenedesmus sp. NREL 46B-D3]	KAF8072484.1 PDH-E1 ALPHA [Scenedesmus sp. PABB004]
OG0002386	KAF6262128.1 vacuolar ATP synthase_ subunit A [Scenedesmus sp. NREL 46B-D3]	KAF8071334.1 V-type proton ATPase catalytic subunit A isoform 1 [Scenedesmus sp. PABB004]
OG0002387	KAF6260230.1 Phytochelatin synthase-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6260231.1 Phytochelatin synthase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8063847.1 PCS1 [Scenedesmus sp. PABB004]
OG0002388	KAF6261609.1 60Kd inner membrane protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8070861.1 ALB3.1 [Scenedesmus sp. PABB004]
OG0002389	KAF6259330.1 hypothetical protein COO60DRAFT_1014853 [Scenedesmus sp. NREL 46B-D3], KAF6259329.1 hypothetical protein COO60DRAFT_1014852 [Scenedesmus sp. NREL 46B-D3]	KAF8065922.1 CGL160 [Scenedesmus sp. PABB004]
OG0002390	KAF6258987.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8073098.1 Scyl2 [Scenedesmus sp. PABB004]
OG0002391	KAF6260914.1 metal-dependent protein hydrolase [Scenedesmus sp. NREL 46B-D3]	KAF8072761.1 C27H6.8 [Scenedesmus sp. PABB004]
OG0002392	KAF6256050.1 zeta-cop_ subunit of COP-I complex [Scenedesmus sp. NREL 46B-D3]	KAF8071229.1 COPZ2 [Scenedesmus sp. PABB004]
OG0002395	KAF6264977.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3], KAF6264975.1 hypothetical protein COO60DRAFT_1186230 [Scenedesmus sp. NREL 46B-D3]	KAF8070908.1 Ighmbp2 [Scenedesmus sp. PABB004]
OG0002396	KAF6259328.1 hypothetical protein COO60DRAFT_1700862 [Scenedesmus sp. NREL 46B-D3]	KAF8065931.1 Aspm [Scenedesmus sp. PABB004]
OG0002397	KAF6259638.1 hypothetical protein COO60DRAFT_988210 [Scenedesmus sp. NREL 46B-D3]	KAF8057626.1 svkA [Scenedesmus sp. PABB004]
OG0002399	KAF6264666.1 rab-GTPase-TBC domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8067282.1 TBC1D13 [Scenedesmus sp. PABB004]
OG0002400	KAF6264856.1 hypothetical protein COO60DRAFT_1481147 [Scenedesmus sp. NREL 46B-D3]	KAF8067216.1 rxt3 [Scenedesmus sp. PABB004]
OG0002401	KAF6254714.1 diacylglycerol kinase accessory domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6250393.1 diacylglycerol kinase accessory domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8071142.1 DGK4 [Scenedesmus sp. PABB004]
OG0002403	KAF6264232.1 hypothetical protein COO60DRAFT_1621623 [Scenedesmus sp. NREL 46B-D3]	KAF8068310.1 SF3B2 [Scenedesmus sp. PABB004]
OG0002405	KAF6261712.1 integral membrane protein TerC family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8063006.1 hypothetical protein HT031_003845 [Scenedesmus sp. PABB004]
OG0002406	KAF6259561.1 rab-GTPase-TBC domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8069367.1 gyp1 [Scenedesmus sp. PABB004]
OG0002407	KAF6259192.1 trafficking protein Mon1-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8062758.1 MON1 [Scenedesmus sp. PABB004]
OG0002408	KAF6255348.1 AMMECR1 domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8063812.1 hypothetical protein HT031_003669 [Scenedesmus sp. PABB004]
OG0002409	KAF6251928.1 hypothetical protein COO60DRAFT_1674245 [Scenedesmus sp. NREL 46B-D3]	KAF8060028.1 hypothetical protein HT031_004966 [Scenedesmus sp. PABB004]
OG0002410	KAF6254835.1 acetylglutamate kinase-like protein [Scenedesmus sp. NREL 46B-D3]	KAF8057672.1 Chlorophyll a-b binding protein of LHCII type I [Scenedesmus sp. PABB004]
OG0002411	KAF6256699.1 ABC transporter transmembrane region 2-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	KAF8070971.1 Abcd2 [Scenedesmus sp. PABB004]
OG0002412	KAF6265397.1 allantoinase [Scenedesmus sp. NREL 46B-D3], KAF6253326.1 allantoinase [Scenedesmus sp. NREL 46B-D3]	KAF8066362.1 TTM2 [Scenedesmus sp. PABB004]
