Orthogroup	Scenedesmus_NREL	Chlorella_Sorokiniana1602
OG0002143	KAF6265026.1 hypothetical protein COO60DRAFT_1634067 [Scenedesmus sp. NREL 46B-D3]	PRW32833.1 hypothetical protein C2E21_8108 [Chlorella sorokiniana], PRW44341.1 hypothetical protein C2E21_6596 [Chlorella sorokiniana], PRW59709.1 peptidoglycan recognition 1 [Chlorella sorokiniana]
OG0002144	KAF6264267.1 cation efflux family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PRW60507.1 Metal tolerance C4 [Chlorella sorokiniana]
OG0002145	KAF6258958.1 Clp protease-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6252983.1 Clp protease-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PRW61527.1 ATP-dependent Clp protease proteolytic subunit chloroplastic [Chlorella sorokiniana]
OG0002146	KAF6259497.1 hypothetical protein COO60DRAFT_1622042 [Scenedesmus sp. NREL 46B-D3]	PRW59487.1 NAD_P_-dependent oxidoreductase [Chlorella sorokiniana]
OG0002147	KAF6266808.1 mitochondrial ribosomal protein L13 [Scenedesmus sp. NREL 46B-D3]	PRW55977.1 50S ribosomal L13 [Chlorella sorokiniana]
OG0002148	KAF6263178.1 NOL1/NOP2/sun family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PRW56656.1 ribosomal RNA methyltransferase NOP2 [Chlorella sorokiniana]
OG0002149	KAF6260509.1 thymidylate kinase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PRW59003.1 thymidylate kinase-like isoform X2 [Chlorella sorokiniana]
OG0002150	KAF6253368.1 HAD-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PRW56569.1 suppressor of disruption of TFIIS-like [Chlorella sorokiniana]
OG0002152	KAF6260620.1 hypothetical protein COO60DRAFT_1505549_ partial [Scenedesmus sp. NREL 46B-D3]	PRW56039.1 hypothetical protein C2E21_4973 [Chlorella sorokiniana]
OG0002153	KAF6265596.1 Snf7-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6265598.1 hypothetical protein COO60DRAFT_863753 [Scenedesmus sp. NREL 46B-D3]	PRW58749.1 vacuolar sorting-associated 2-like protein 1-like [Chlorella sorokiniana]
OG0002154	KAF6253711.1 hypothetical protein COO60DRAFT_1667849 [Scenedesmus sp. NREL 46B-D3], KAF6253708.1 hypothetical protein COO60DRAFT_1703688 [Scenedesmus sp. NREL 46B-D3]	PRW56557.1 GDP-L-galactose phosphorylase 1 [Chlorella sorokiniana]
OG0002155	KAF6262420.1 Rcd1-like protein [Scenedesmus sp. NREL 46B-D3]	PRW56221.1 Cell differentiation RCD1 [Chlorella sorokiniana]
OG0002156	KAF6264415.1 hypothetical protein COO60DRAFT_1266917_ partial [Scenedesmus sp. NREL 46B-D3]	PRW60438.1 30S ribosomal S1 isoform B [Chlorella sorokiniana], PRW60439.1 30S ribosomal S1 isoform A [Chlorella sorokiniana]
OG0002157	KAF6266398.1 pyridoxal phosphate-dependent transferase [Scenedesmus sp. NREL 46B-D3]	PRW60236.1 serine--glyoxylate aminotransferase isoform A [Chlorella sorokiniana], PRW60237.1 serine--glyoxylate aminotransferase isoform B [Chlorella sorokiniana]
OG0002158	KAF6255490.1 PRP1 splicing factor_ N-terminal-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PRW56239.1 STABILIZED1 [Chlorella sorokiniana]
OG0002159	KAF6260720.1 phosphatidylinositol 3-kinase [Scenedesmus sp. NREL 46B-D3]	PRW59562.1 Phosphatidylinositol 3- root isoform [Chlorella sorokiniana]
OG0002160	KAF6262197.1 hypothetical protein COO60DRAFT_1677561 [Scenedesmus sp. NREL 46B-D3], KAF6251575.1 eukaryotic translation initiation factor 2 beta [Scenedesmus sp. NREL 46B-D3]	PRW32892.1 Eukaryotic translation initiation factor 2 subunit beta [Chlorella sorokiniana]
OG0002161	KAF6250341.1 ADC synthase [Scenedesmus sp. NREL 46B-D3]	PRW33628.1 anthranilate synthase alpha subunit chloroplastic-like [Chlorella sorokiniana]
OG0002162	KAF6259748.1 60S ribosomal protein L5 [Scenedesmus sp. NREL 46B-D3]	PRW20400.1 60S ribosomal L5 [Chlorella sorokiniana]
OG0002163	KAF6253591.1 component of oligomeric golgi complex 8 [Scenedesmus sp. NREL 46B-D3], KAF6253607.1 hypothetical protein COO60DRAFT_1668193 [Scenedesmus sp. NREL 46B-D3]	PRW59862.1 conserved oligomeric Golgi complex subunit 8-like [Chlorella sorokiniana]
OG0002164	KAF6265176.1 hypothetical protein COO60DRAFT_1692423 [Scenedesmus sp. NREL 46B-D3]	PRW58885.1 small subunit processome component 20-like protein [Chlorella sorokiniana]
OG0002165	KAF6250446.1 glycoside hydrolase superfamily [Scenedesmus sp. NREL 46B-D3]	PRW57799.1 4-alpha-glucanotransferase chloroplastic amyloplastic [Chlorella sorokiniana]
OG0002166	KAF6255140.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3], KAF6255138.1 hypothetical protein COO60DRAFT_1702966 [Scenedesmus sp. NREL 46B-D3]	PRW59665.1 WD repeat-containing 3 [Chlorella sorokiniana]
OG0002167	KAF6260235.1 hypothetical protein COO60DRAFT_1700452 [Scenedesmus sp. NREL 46B-D3]	PRW57848.1 transcription initiation factor IIA subunit 2-like [Chlorella sorokiniana]
OG0002168	KAF6257850.1 hypothetical protein COO60DRAFT_1192457 [Scenedesmus sp. NREL 46B-D3], KAF6257851.1 hypothetical protein COO60DRAFT_1192463 [Scenedesmus sp. NREL 46B-D3], KAF6260941.1 AAA domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PRW59827.1 exodeoxyribonuclease V subunit alpha [Chlorella sorokiniana]
OG0002169	KAF6256090.1 eukaryotic translation initiation factor 3a [Scenedesmus sp. NREL 46B-D3]	PRW59149.1 eukaryotic translation initiation factor 3 subunit A-like [Chlorella sorokiniana]
OG0002170	KAF6265691.1 hypothetical protein COO60DRAFT_1633472 [Scenedesmus sp. NREL 46B-D3], KAF6250625.1 hypothetical protein COO60DRAFT_1681187 [Scenedesmus sp. NREL 46B-D3]	PRW44309.1 zinc finger DZIP1L-like [Chlorella sorokiniana]
OG0002171	KAF6262033.1 hypothetical protein COO60DRAFT_1621809 [Scenedesmus sp. NREL 46B-D3]	PRW33984.1 carbamoyl-phosphate synthase large chloroplastic [Chlorella sorokiniana]
OG0002172	KAF6252570.1 ribosomal protein L32e [Scenedesmus sp. NREL 46B-D3]	PRW44541.1 60S ribosomal L32-1 [Chlorella sorokiniana]
OG0002173	KAF6266664.1 AAA-ATPase of VPS4/SKD1 family [Scenedesmus sp. NREL 46B-D3]	PRW44343.1 vacuolar sorting-associated 4-like [Chlorella sorokiniana]
OG0002174	KAF6262521.1 protein ser/thr phosphatase [Scenedesmus sp. NREL 46B-D3], KAF6262519.1 nucleoside phosphatase family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PRW34021.1 ser thr phosphatase [Chlorella sorokiniana]
OG0002175	KAF6251057.1 tetrapyrrole methylase [Scenedesmus sp. NREL 46B-D3]	PRW33773.1 Diphthine synthase [Chlorella sorokiniana]
OG0002176	KAF6258304.1 hypothetical protein COO60DRAFT_1131809 [Scenedesmus sp. NREL 46B-D3], KAF6258300.1 UbiA prenyltransferase family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PRW44545.1 Protoheme IX mitochondrial [Chlorella sorokiniana]
OG0002177	KAF6251652.1 armadillo-type protein [Scenedesmus sp. NREL 46B-D3]	PRW44609.1 importin subunit beta-1-like [Chlorella sorokiniana]
OG0002178	KAF6256856.1 glycoside hydrolase [Scenedesmus sp. NREL 46B-D3]	PRW56984.1 Beta-amylase chloroplastic isoform A [Chlorella sorokiniana], PRW56985.1 Beta-amylase chloroplastic isoform B [Chlorella sorokiniana]
OG0002179	KAF6256679.1 breast carcinoma amplified sequence 2 [Scenedesmus sp. NREL 46B-D3]	PRW44378.1 pre-mRNA-splicing factor SPF27-like protein isoform A [Chlorella sorokiniana], PRW44377.1 pre-mRNA-splicing factor SPF27-like protein isoform B [Chlorella sorokiniana]
OG0002180	KAF6259263.1 component of TRAPP complex [Scenedesmus sp. NREL 46B-D3]	PRW33865.1 Trafficking particle complex subunit 5 [Chlorella sorokiniana]
OG0002181	KAF6264513.1 YebC-like protein [Scenedesmus sp. NREL 46B-D3]	PRW44402.1 putative transcriptional regulatory protein [Chlorella sorokiniana]
OG0002182	KAF6263599.1 hypothetical protein COO60DRAFT_1488952 [Scenedesmus sp. NREL 46B-D3]	PRW55886.1 Golgi apparatus membrane ECHIDNA [Chlorella sorokiniana]
OG0002183	KAF6264976.1 ATP11 protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6264978.1 hypothetical protein COO60DRAFT_1481814_ partial [Scenedesmus sp. NREL 46B-D3]	PRW45501.1 assembly factor 1 for F1 component of mitochondrial ATP synthase [Chlorella sorokiniana]
OG0002184	KAF6254803.1 putative AAA-metalloprotease FtsH [Scenedesmus sp. NREL 46B-D3], KAF6262453.1 peptidase family M41-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PRW56234.1 ATP-dependent zinc metalloprotease FTSH mitochondrial-like [Chlorella sorokiniana]
OG0002185	KAF6259405.1 hypothetical protein COO60DRAFT_1626075 [Scenedesmus sp. NREL 46B-D3]	PRW45732.1 50S ribosomal L4 [Chlorella sorokiniana]
OG0002186	KAF6263278.1 hypothetical protein COO60DRAFT_1671050 [Scenedesmus sp. NREL 46B-D3]	PRW58626.1 epimerase family SDR39U1 chloroplastic isoform X1 isoform B [Chlorella sorokiniana], PRW58625.1 epimerase family SDR39U1 chloroplastic isoform X1 isoform A [Chlorella sorokiniana]
OG0002187	KAF6256133.1 ARF-like GTPase [Scenedesmus sp. NREL 46B-D3], KAF6262286.1 small Arf-related GTPase [Scenedesmus sp. NREL 46B-D3]	PRW45742.1 ADP-ribosylation factor 2 [Chlorella sorokiniana]
OG0002188	KAF6254496.1 hypothetical protein COO60DRAFT_1462665 [Scenedesmus sp. NREL 46B-D3]	PRW59708.1 tobamovirus multiplication 2A-like [Chlorella sorokiniana]
OG0002189	KAF6254130.1 Tctex1 domain-containing 2-like protein [Scenedesmus sp. NREL 46B-D3]	PRW57837.1 tctex1 domain-containing 2 [Chlorella sorokiniana]
OG0002190	KAF6265525.1 hypothetical protein COO60DRAFT_1623886 [Scenedesmus sp. NREL 46B-D3], KAF6265528.1 hypothetical protein COO60DRAFT_1633636 [Scenedesmus sp. NREL 46B-D3]	PRW58154.1 Adaptin ear-binding coat-associated 2 [Chlorella sorokiniana]
OG0002191	KAF6262188.1 N2_N2-dimethylguanosine tRNA methyltransferase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PRW58454.1 tRNA _guanine_26_-N_2__-dimethyltransferase 2 [Chlorella sorokiniana]
OG0002192	KAF6255039.1 hypothetical protein COO60DRAFT_252441 [Scenedesmus sp. NREL 46B-D3]	PRW33852.1 peptidyl-prolyl cis-trans isomerase FKBP16- chloroplastic isoform B [Chlorella sorokiniana], PRW33851.1 peptidyl-prolyl cis-trans isomerase FKBP16- chloroplastic isoform A [Chlorella sorokiniana]
OG0002193	KAF6259386.1 amidase signature domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PRW56947.1 outer envelope mitochondrial [Chlorella sorokiniana]
OG0002194	KAF6260862.1 tubulin folding cofactor B [Scenedesmus sp. NREL 46B-D3]	PRW56915.1 tubulin folding cofactor B [Chlorella sorokiniana]
OG0002195	KAF6262600.1 succinyl-CoA synthetase-like protein [Scenedesmus sp. NREL 46B-D3]	PRW59308.1 succinyl- -ligase alpha subunit [Chlorella sorokiniana]
OG0002196	KAF6256292.1 hypothetical protein COO60DRAFT_1702419 [Scenedesmus sp. NREL 46B-D3]	PRW20740.1 Minor pollen allergen Che a 2 [Chlorella sorokiniana]
OG0002197	KAF6252642.1 hypothetical protein COO60DRAFT_504963 [Scenedesmus sp. NREL 46B-D3], KAF6264651.1 hypothetical protein COO60DRAFT_75783 [Scenedesmus sp. NREL 46B-D3]	PRW44302.1 adrenodoxin reductase [Chlorella sorokiniana]
OG0002198	KAF6264789.1 psaK-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PRW59477.1 Photosystem I reaction center subunit chloroplastic [Chlorella sorokiniana]
OG0002199	KAF6264114.1 hypothetical protein COO60DRAFT_1485929 [Scenedesmus sp. NREL 46B-D3], KAF6261804.1 Rhodanese-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PRW33694.1 rhodanese-like domain-containing chloroplastic [Chlorella sorokiniana]
OG0002201	KAF6252435.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]	PRW20303.1 DDB1- and CUL4-associated factor 13 [Chlorella sorokiniana]
OG0002202	KAF6257338.1 vacuolar protein sorting-associated protein 26-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PRW51124.1 vacuolar sorting-associated 26A-like isoform B [Chlorella sorokiniana], PRW51123.1 vacuolar sorting-associated 26A-like isoform A [Chlorella sorokiniana]
OG0002203	KAF6259993.1 cation-transporting ATPase [Scenedesmus sp. NREL 46B-D3]	PRW56878.1 putative manganese-transporting ATPase PDR2 isoform B [Chlorella sorokiniana], PRW56879.1 putative manganese-transporting ATPase PDR2 isoform A [Chlorella sorokiniana]
OG0002204	KAF6253904.1 hypothetical protein COO60DRAFT_374300 [Scenedesmus sp. NREL 46B-D3]	PRW56680.1 serine threonine- kinase SRK2E [Chlorella sorokiniana]
OG0002205	KAF6262633.1 CCR4-associated factor [Scenedesmus sp. NREL 46B-D3]	PRW61491.1 CCR4-associated factor [Chlorella sorokiniana]
OG0002206	KAF6263675.1 lipid transfer machine permease [Scenedesmus sp. NREL 46B-D3]	PRW33646.1 TRIGALACTOSYLDIACYLGLYCEROL chloroplastic [Chlorella sorokiniana]
OG0002207	KAF6266556.1 hypothetical protein COO60DRAFT_1623404 [Scenedesmus sp. NREL 46B-D3]	PRW44262.1 nuclear pore complex Nup214 [Chlorella sorokiniana]
OG0002208	KAF6253585.1 hypothetical protein COO60DRAFT_1546218 [Scenedesmus sp. NREL 46B-D3], KAF6253586.1 hypothetical protein COO60DRAFT_406379 [Scenedesmus sp. NREL 46B-D3]	PRW39277.1 putative uncharacterized protein LOC104885229 [Chlorella sorokiniana], PRW33746.1 ribonuclease p mrp [Chlorella sorokiniana]
OG0002209	KAF6265847.1 cytochrome c oxidase subunit II [Scenedesmus sp. NREL 46B-D3], KAF6265845.1 arginine-tRNA-protein transferase [Scenedesmus sp. NREL 46B-D3]	PRW33515.1 arginine-tRNA- transferase 1-like protein [Chlorella sorokiniana]
OG0002210	KAF6257380.1 cryptococcal mannosyltransferase 1-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6266538.1 hypothetical protein COO60DRAFT_1697124 [Scenedesmus sp. NREL 46B-D3]	PRW33034.1 hypothetical protein C2E21_8144 [Chlorella sorokiniana]
OG0002211	KAF6266696.1 SKIP/SNW domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PRW59591.1 SNW SKI-interacting -like [Chlorella sorokiniana]
OG0002212	KAF6255713.1 hypothetical protein COO60DRAFT_1285707 [Scenedesmus sp. NREL 46B-D3]	PRW61385.1 lipoate- ligase A isoform X1 [Chlorella sorokiniana]
OG0002213	KAF6245153.1 hypothetical protein COO60DRAFT_51585 [Scenedesmus sp. NREL 46B-D3], KAF6251362.1 Alpha/Beta hydrolase protein [Scenedesmus sp. NREL 46B-D3]	PRW58376.1 F-box SKIP8 [Chlorella sorokiniana]
OG0002214	KAF6259059.1 bystin-like protein [Scenedesmus sp. NREL 46B-D3]	PRW60021.1 Bystin [Chlorella sorokiniana]
OG0002215	KAF6258925.1 ribosomal protein S17e [Scenedesmus sp. NREL 46B-D3]	PRW56597.1 40S ribosomal S17 isoform A [Chlorella sorokiniana], PRW56596.1 40S ribosomal S17 isoform B [Chlorella sorokiniana]
OG0002216	KAF6250354.1 hypothetical protein COO60DRAFT_1576296 [Scenedesmus sp. NREL 46B-D3]	PRW32977.1 Eukaryotic translation initiation factor 2D [Chlorella sorokiniana]
OG0002217	KAF6264318.1 hypothetical protein COO60DRAFT_1634484 [Scenedesmus sp. NREL 46B-D3], KAF6264745.1 hypothetical protein COO60DRAFT_1266727_ partial [Scenedesmus sp. NREL 46B-D3]	PRW33555.1 Lysosomal alpha-mannosidase [Chlorella sorokiniana]
OG0002218	KAF6251247.1 DEAD-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6254673.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]	PRW60362.1 DEAD-box ATP-dependent RNA helicase 17 [Chlorella sorokiniana]
OG0002219	KAF6264490.1 LL-diaminopimelate aminotransferase [Scenedesmus sp. NREL 46B-D3]	PRW45510.1 LL-diaminopimelate chloroplastic [Chlorella sorokiniana]
OG0002220	KAF6254317.1 hypothetical protein COO60DRAFT_1642477 [Scenedesmus sp. NREL 46B-D3], KAF6242663.1 hypothetical protein COO60DRAFT_1468391 [Scenedesmus sp. NREL 46B-D3], KAF6254310.1 hypothetical protein COO60DRAFT_1703399 [Scenedesmus sp. NREL 46B-D3]	PRW32869.1 putative phosphatase 2C 33 [Chlorella sorokiniana]
OG0002221	KAF6263968.1 hypothetical protein COO60DRAFT_1698480 [Scenedesmus sp. NREL 46B-D3]	PRW32974.1 SEC12 2 [Chlorella sorokiniana]
OG0002222	KAF6254141.1 hypothetical protein COO60DRAFT_1543193 [Scenedesmus sp. NREL 46B-D3]	PRW33715.1 adenine nucleotide alpha hydrolase [Chlorella sorokiniana]
OG0002223	KAF6260975.1 HSP20-like chaperone [Scenedesmus sp. NREL 46B-D3]	PRW61524.1 HSP20-like chaperone [Chlorella sorokiniana]
OG0002224	KAF6250719.1 hypothetical protein COO60DRAFT_1568871 [Scenedesmus sp. NREL 46B-D3], KAF6260814.1 hypothetical protein COO60DRAFT_848945 [Scenedesmus sp. NREL 46B-D3]	PRW58575.1 adenylate kinase [Chlorella sorokiniana]
OG0002225	KAF6256730.1 hypothetical protein COO60DRAFT_84811 [Scenedesmus sp. NREL 46B-D3]	PRW59892.1 activating signal cointegrator 1 isoform C [Chlorella sorokiniana], PRW59891.1 activating signal cointegrator 1 isoform B [Chlorella sorokiniana], PRW59893.1 activating signal cointegrator 1 isoform A [Chlorella sorokiniana]
OG0002226	KAF6256235.1 Zinc/iron permease [Scenedesmus sp. NREL 46B-D3]	PRW58355.1 zinc transporter ZIP9 isoform X1 isoform B [Chlorella sorokiniana], PRW58354.1 zinc transporter ZIP9 isoform X1 isoform A [Chlorella sorokiniana]
OG0002227	KAF6266096.1 purF protein [Scenedesmus sp. NREL 46B-D3]	PRW58650.1 Amidophosphoribosyltransferase [Chlorella sorokiniana]
OG0002228	KAF6257634.1 Fcf1-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PRW58087.1 rRNA-processing FCF1-like protein [Chlorella sorokiniana]
OG0002229	KAF6257633.1 hypothetical protein COO60DRAFT_1212651 [Scenedesmus sp. NREL 46B-D3]	PRW58148.1 Multiple RNA-binding domain-containing 1 [Chlorella sorokiniana]
OG0002230	KAF6255278.1 hypothetical protein COO60DRAFT_1627589 [Scenedesmus sp. NREL 46B-D3], KAF6257351.1 hypothetical protein COO60DRAFT_1701857 [Scenedesmus sp. NREL 46B-D3]	PRW58678.1 Tetratricopeptide repeat 28 [Chlorella sorokiniana]
OG0002231	KAF6255872.1 thioredoxin-like protein [Scenedesmus sp. NREL 46B-D3], KAF6251955.1 SGNH hydrolase-type esterase domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PRW45568.1 thioredoxin domain-containing PLP3B-like [Chlorella sorokiniana]
OG0002232	KAF6255577.1 lariat debranching enzyme_ C-terminal domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PRW44465.1 lariat debranching enzyme [Chlorella sorokiniana]
OG0002233	KAF6261738.1 UDP-sugar pyrophosphorylase 1 [Scenedesmus sp. NREL 46B-D3]	PRW45148.1 UDP-sugar pyrophosphorylase 1 [Chlorella sorokiniana]
OG0002235	KAF6259237.1 anticodon-binding protein [Scenedesmus sp. NREL 46B-D3]	PRW44924.1 U3 small nucleolar ribonucleo IMP4 [Chlorella sorokiniana]
OG0002236	KAF6263275.1 non-SMC mitotic condensation complex subunit 1-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6263276.1 non-SMC mitotic condensation complex subunit 1 [Scenedesmus sp. NREL 46B-D3]	PRW58032.1 cysteine synthase [Chlorella sorokiniana]
OG0002237	KAF6258159.1 S-adenosyl-L-methionine-dependent methyltransferase [Scenedesmus sp. NREL 46B-D3]	PRW45257.1 putative histone-arginine methyltransferase [Chlorella sorokiniana]
OG0002238	KAF6261850.1 26S proteasome regulatory complex [Scenedesmus sp. NREL 46B-D3]	PRW60726.1 26S proteasome non-ATPase regulatory subunit 6-like protein [Chlorella sorokiniana]
OG0002239	KAF6258967.1 dynamin-related GTPase [Scenedesmus sp. NREL 46B-D3]	PRW45024.1 dynamin-related GTPase isoform B [Chlorella sorokiniana], PRW45025.1 dynamin-related GTPase isoform A [Chlorella sorokiniana]
OG0002240	KAF6257581.1 hypothetical protein COO60DRAFT_1219251 [Scenedesmus sp. NREL 46B-D3]	PRW45350.1 alpha beta-hydrolase [Chlorella sorokiniana]
OG0002241	KAF6262008.1 putative 40S ribosomal protein RPS14 [Scenedesmus sp. NREL 46B-D3]	PRW45484.1 40S ribosomal S14-2 [Chlorella sorokiniana]
OG0002242	KAF6258711.1 hypothetical protein COO60DRAFT_1270574_ partial [Scenedesmus sp. NREL 46B-D3]	PRW58564.1 hypothetical protein C2E21_2697 [Chlorella sorokiniana]
OG0002243	KAF6256521.1 CTP synthase N-terminus-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PRW34103.1 CTP synthase [Chlorella sorokiniana]
OG0002244	KAF6261107.1 hypothetical protein COO60DRAFT_1637012 [Scenedesmus sp. NREL 46B-D3]	PRW58758.1 28S ribosomal mitochondrial-like [Chlorella sorokiniana]
OG0002245	KAF6258334.1 elongation factor 2 _EF-2_ EF-TU_ [Scenedesmus sp. NREL 46B-D3]	PRW44991.1 elongation factor 2 [Chlorella sorokiniana]
OG0002246	KAF6264060.1 hypothetical protein COO60DRAFT_1292762 [Scenedesmus sp. NREL 46B-D3]	PRW33755.1 RNA binding [Chlorella sorokiniana]
OG0002247	KAF6252007.1 FtsJ-like methyltransferase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PRW59215.1 tRNA _cytidine_32_ guanosine_34_-2 -O_-methyltransferase [Chlorella sorokiniana]
OG0002248	KAF6259246.1 hypothetical protein COO60DRAFT_1700901 [Scenedesmus sp. NREL 46B-D3]	PRW33861.1 ubiquitin carboxyl-terminal hydrolase 4 [Chlorella sorokiniana]
OG0002249	KAF6257407.1 phosphatase 2C-like domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6257389.1 phosphatase 2C-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PRW45449.1 phosphatase 2C 71 [Chlorella sorokiniana]
OG0002250	KAF6254864.1 hypothetical protein COO60DRAFT_1703120 [Scenedesmus sp. NREL 46B-D3]	PRW45437.1 G patch domain-containing TGH-like isoform X1 [Chlorella sorokiniana]
OG0002251	KAF6252987.1 hypothetical protein COO60DRAFT_1643522 [Scenedesmus sp. NREL 46B-D3]	PRW39149.1 dnaJ-like protein subfamily C GRV2 [Chlorella sorokiniana]
OG0002252	KAF6258402.1 hypothetical protein COO60DRAFT_1701368 [Scenedesmus sp. NREL 46B-D3], KAF6258157.1 hypothetical protein COO60DRAFT_1152954 [Scenedesmus sp. NREL 46B-D3]	PRW57331.1 microtubule-associated futsch isoform X1 [Chlorella sorokiniana]
OG0002254	KAF6261875.1 short-chain dehydrogenase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6261874.1 hypothetical protein COO60DRAFT_712276 [Scenedesmus sp. NREL 46B-D3]	PRW20919.1 short chain dehydrogenase reductase family [Chlorella sorokiniana]
OG0002256	KAF6251734.1 TLC domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6256066.1 TLC domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PRW39382.1 DUF887-domain-containing [Chlorella sorokiniana]
OG0002257	KAF6241284.1 hypothetical protein COO60DRAFT_1708869 [Scenedesmus sp. NREL 46B-D3], KAF6259250.1 phosphate cyclase [Scenedesmus sp. NREL 46B-D3]	PRW60321.1 18S rRNA biogenesis RCL1 [Chlorella sorokiniana]
OG0002258	KAF6262005.1 hypothetical protein COO60DRAFT_703516 [Scenedesmus sp. NREL 46B-D3]	PRW33116.1 lipase [Chlorella sorokiniana], PRW56021.1 lipase domain-containing [Chlorella sorokiniana]
OG0002259	KAF6259479.1 hypothetical protein COO60DRAFT_1000751 [Scenedesmus sp. NREL 46B-D3]	PRW44521.1 hypothetical protein C2E21_6535 [Chlorella sorokiniana]
OG0002260	KAF6265763.1 aldo/keto reductase [Scenedesmus sp. NREL 46B-D3], KAF6263601.1 aldo/keto reductase [Scenedesmus sp. NREL 46B-D3]	PRW51053.1 hypothetical protein C2E21_5579 [Chlorella sorokiniana], PRW51061.1 aldo keto reductase [Chlorella sorokiniana]
OG0002261	KAF6259228.1 nitrate reductase [Scenedesmus sp. NREL 46B-D3]	PRW21069.1 nitrate reductase [Chlorella sorokiniana], PRW44840.1 nitrate reductase [Chlorella sorokiniana]
OG0002262	KAF6251980.1 hypothetical protein COO60DRAFT_1704510 [Scenedesmus sp. NREL 46B-D3], KAF6260413.1 hypothetical protein COO60DRAFT_1625705 [Scenedesmus sp. NREL 46B-D3]	PRW50824.1 RAN GTPase-activating 1 [Chlorella sorokiniana]
OG0002263	KAF6255878.1 S-adenosyl-L-methionine-dependent methyltransferase [Scenedesmus sp. NREL 46B-D3]	PRW58836.1 methyltransferase [Chlorella sorokiniana]
OG0002264	KAF6263476.1 hypothetical protein COO60DRAFT_1624581 [Scenedesmus sp. NREL 46B-D3]	PRW56661.1 transcription factor jumonji domain [Chlorella sorokiniana]
OG0002265	KAF6260027.1 chlorophyll a/b-binding protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PRW61161.1 chlorophyll a b binding CP29 [Chlorella sorokiniana]
OG0002266	KAF6266788.1 hypothetical protein COO60DRAFT_14262 [Scenedesmus sp. NREL 46B-D3]	PRW59719.1 SWI SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A 1 [Chlorella sorokiniana]
OG0002267	KAF6260113.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PRW32879.1 hypothetical protein C2E21_8134 [Chlorella sorokiniana], PRW33033.1 hypothetical protein C2E21_8117 [Chlorella sorokiniana]
OG0002270	KAF6260454.1 Tfb2-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PRW59756.1 general transcription factor IIH subunit 4 isoform A [Chlorella sorokiniana], PRW59757.1 general transcription factor IIH subunit 4 isoform B [Chlorella sorokiniana]
OG0002271	KAF6264774.1 hypothetical protein COO60DRAFT_1292431 [Scenedesmus sp. NREL 46B-D3]	PRW59595.1 luminal binding Bip2 [Chlorella sorokiniana]
OG0002272	KAF6253565.1 ADP-ribosylation/Crystallin J1 [Scenedesmus sp. NREL 46B-D3]	PRW50877.1 ADP-ribosylation Crystallin J1 [Chlorella sorokiniana]
OG0002272	KAF6260730.1 ADP-ribosylation/Crystallin J1 [Scenedesmus sp. NREL 46B-D3]	PRW20969.1 crystallin J1A-like [Chlorella sorokiniana]
OG0002273	KAF6258034.1 ATP synthase beta chain mitochondrial precursor [Scenedesmus sp. NREL 46B-D3]	PRW59237.1 ATP synthase beta mitochondrial precursor [Chlorella sorokiniana]
