Orthogroup	Micractinium_SAG24180	Scenedesmus_NREL
OG0002789	PSC76831.1 DAMAGED DNA-BINDING 2 [Micractinium conductrix]	KAF6261863.1 hypothetical protein COO60DRAFT_1625186 [Scenedesmus sp. NREL 46B-D3]
OG0002790	PSC73272.1 E3 ubiquitin-ligase HOS1 [Micractinium conductrix]	KAF6262479.1 hypothetical protein COO60DRAFT_628905 [Scenedesmus sp. NREL 46B-D3]
OG0002791	PSC75749.1 tRNA threonylcarbamoyladenosine biosynthesis [Micractinium conductrix]	KAF6260295.1 hypothetical protein COO60DRAFT_908809 [Scenedesmus sp. NREL 46B-D3]
OG0002792	PSC76412.1 T-complex 1 subunit eta [Micractinium conductrix]	KAF6253622.1 T-complex protein_ eta subunit [Scenedesmus sp. NREL 46B-D3]
OG0002793	PSC73353.1 chloroplastic isoform X2 [Micractinium conductrix]	KAF6255592.1 hypothetical protein COO60DRAFT_1641425 [Scenedesmus sp. NREL 46B-D3]
OG0002794	PSC71806.1 vacuolar sorting-associated 51-like protein [Micractinium conductrix]	KAF6262874.1 hypothetical protein COO60DRAFT_1699031 [Scenedesmus sp. NREL 46B-D3]
OG0002796	PSC73397.1 hypothetical protein C2E20_3292 isoform B [Micractinium conductrix], PSC73396.1 hypothetical protein C2E20_3292 isoform A [Micractinium conductrix]	KAF6261745.1 hypothetical protein COO60DRAFT_734763 [Scenedesmus sp. NREL 46B-D3]
OG0002797	PSC71717.1 Lysosomal Cystine Transporter _LCT_ Family [Micractinium conductrix]	KAF6260869.1 PQ loop repeat-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002798	PSC75869.1 50S ribosomal L22 [Micractinium conductrix]	KAF6254148.1 50S ribosomal protein L22_ chloroplastic [Scenedesmus sp. NREL 46B-D3]
OG0002799	PSC71761.1 transmembrane emp24 domain-containing p24delta4-like [Micractinium conductrix]	KAF6251245.1 emp24/gp25L/p24 family/GOLD-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002800	PSC68355.1 adenylate kinase [Micractinium conductrix]	KAF6264815.1 adenylate kinase [Scenedesmus sp. NREL 46B-D3]
OG0002801	PSC72936.1 Uroporphyrinogen decarboxylase [Micractinium conductrix]	KAF6261044.1 uroporphyrinogen decarboxylase chloroplast precursor_ partial [Scenedesmus sp. NREL 46B-D3]
OG0002802	PSC76425.1 S1 RNA binding domain-containing [Micractinium conductrix]	KAF6261416.1 hypothetical protein COO60DRAFT_1636853 [Scenedesmus sp. NREL 46B-D3], KAF6261432.1 hypothetical protein COO60DRAFT_1636862 [Scenedesmus sp. NREL 46B-D3]
OG0002803	PSC75846.1 condensin complex subunit 2 [Micractinium conductrix]	KAF6263853.1 condensin complex subunit 2/barren [Scenedesmus sp. NREL 46B-D3]
OG0002804	PSC72804.1 replication factor C subunit 2 [Micractinium conductrix]	KAF6261085.1 DNA replication factor C complex subunit 2 [Scenedesmus sp. NREL 46B-D3]
OG0002805	PSC73520.1 endoplasmic reticulum oxidoreductin-1-like [Micractinium conductrix]	KAF6258545.1 hypothetical protein COO60DRAFT_1518517 [Scenedesmus sp. NREL 46B-D3]
OG0002806	PSC73480.1 Nucleoporin NUP53 [Micractinium conductrix]	KAF6260643.1 hypothetical protein COO60DRAFT_1294316 [Scenedesmus sp. NREL 46B-D3]
OG0002807	PSC72765.1 kDa vesicle transport [Micractinium conductrix]	KAF6261094.1 R-SNARE protein_ Sec22-family [Scenedesmus sp. NREL 46B-D3]
OG0002808	PSC76062.1 zeta-carotene desaturase [Micractinium conductrix]	KAF6255526.1 flavin-containing amine oxidoreductase-domain containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002809	PSC72638.1 splicing factor u2af 65 kda [Micractinium conductrix]	KAF6265899.1 hypothetical protein COO60DRAFT_1680474 [Scenedesmus sp. NREL 46B-D3]
OG0002810	PSC72789.1 Seven transmembrane 1 [Micractinium conductrix]	KAF6265789.1 PQ loop repeat-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002811	PSC76507.1 7-hydroxymethyl chlorophyll a chloroplastic [Micractinium conductrix]	KAF6262368.1 coenzyme F420 hydrogenase [Scenedesmus sp. NREL 46B-D3]
OG0002812	PSC71072.1 hypothetical protein C2E20_5531 [Micractinium conductrix]	KAF6263400.1 hypothetical protein COO60DRAFT_1293065 [Scenedesmus sp. NREL 46B-D3]
OG0002813	PSC72626.1 Kelch domain-containing 4 [Micractinium conductrix]	KAF6257285.1 hypothetical protein COO60DRAFT_1701947 [Scenedesmus sp. NREL 46B-D3]
OG0002814	PSC73299.1 TIC 22-chloroplastic [Micractinium conductrix]	KAF6251689.1 Tic22-like family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002815	PSC71536.1 hypothetical protein C2E20_5086 [Micractinium conductrix]	KAF6262712.1 hypothetical protein COO60DRAFT_586568 [Scenedesmus sp. NREL 46B-D3], KAF6262713.1 hypothetical protein COO60DRAFT_586711 [Scenedesmus sp. NREL 46B-D3]
OG0002816	PSC76335.1 elongation factor [Micractinium conductrix]	KAF6264372.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0002817	PSC68706.1 Structural maintenance of chromosomes flexible hinge domain-containing 1 [Micractinium conductrix]	KAF6252588.1 hypothetical protein COO60DRAFT_1704222 [Scenedesmus sp. NREL 46B-D3]
OG0002818	PSC72694.1 DNA-directed RNA polymerase I subunit RPA12 [Micractinium conductrix]	KAF6250416.1 DNA-directed RNA polymerase I subunit [Scenedesmus sp. NREL 46B-D3]
OG0002819	PSC72651.1 Tocopherol chloroplastic [Micractinium conductrix]	KAF6251155.1 tocopherol cyclase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002820	PSC72742.1 ubiquinone biosynthesis O-methyltransferase [Micractinium conductrix]	KAF6255179.1 S-adenosyl-L-methionine-dependent methyltransferase [Scenedesmus sp. NREL 46B-D3]
OG0002822	PSC72696.1 ribosomal RNA processing 36-like protein [Micractinium conductrix]	KAF6262089.1 hypothetical protein COO60DRAFT_1458821 [Scenedesmus sp. NREL 46B-D3]
OG0002823	PSC72850.1 bifunctional 2-like [Micractinium conductrix]	KAF6253186.1 5_10-methylenetetrahydrofolate dehydrogenase [Scenedesmus sp. NREL 46B-D3], KAF6253501.1 5_10-methylenetetrahydrofolate dehydrogenase [Scenedesmus sp. NREL 46B-D3]
OG0002825	PSC72819.1 Translation initiation factor IF-3 [Micractinium conductrix], PSC72822.1 vesicle transport USE1-like [Micractinium conductrix]	KAF6257152.1 vesicle transport protein [Scenedesmus sp. NREL 46B-D3]
OG0002826	PSC73442.1 serine arginine-rich splicing factor SR34A-like isoform X1 [Micractinium conductrix]	KAF6257622.1 alternative splicing factor SF2a [Scenedesmus sp. NREL 46B-D3]
OG0002827	PSC72065.1 Ubiquitin-like domain-containing CTD phosphatase [Micractinium conductrix]	KAF6261641.1 HAD-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002828	PSC71022.1 RWD domain-containing 1 [Micractinium conductrix]	KAF6263836.1 ubiquitin-conjugating enzyme/RWD-like protein [Scenedesmus sp. NREL 46B-D3]
OG0002829	PSC72146.1 mRNA-capping enzyme isoform X1 [Micractinium conductrix]	KAF6258115.1 mRNA capping enzyme_ catalytic domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002830	PSC71094.1 putative phosphatase 2C 35 [Micractinium conductrix]	KAF6260280.1 phosphatase 2C-like domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6260279.1 hypothetical protein COO60DRAFT_907877 [Scenedesmus sp. NREL 46B-D3]
OG0002831	PSC72346.1 Eukaryotic translation initiation factor 2 subunit alpha [Micractinium conductrix]	KAF6261378.1 eukaryotic initiation factor [Scenedesmus sp. NREL 46B-D3]
OG0002832	PSC72278.1 Phosphatidylinositol 4-kinase alpha 1 [Micractinium conductrix]	KAF6255212.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002833	PSC72177.1 swi snf complex [Micractinium conductrix]	KAF6252919.1 hypothetical protein COO60DRAFT_483231 [Scenedesmus sp. NREL 46B-D3]
OG0002834	PSC72237.1 hypothetical protein C2E20_4539 [Micractinium conductrix]	KAF6263191.1 hypothetical protein COO60DRAFT_1671934 [Scenedesmus sp. NREL 46B-D3]
OG0002835	PSC71109.1 transcription initiation factor IIB-2 [Micractinium conductrix]	KAF6260059.1 hypothetical protein COO60DRAFT_1700513 [Scenedesmus sp. NREL 46B-D3], KAF6252698.1 hypothetical protein COO60DRAFT_1643826 [Scenedesmus sp. NREL 46B-D3]
OG0002836	PSC72228.1 cell motility mediator [Micractinium conductrix]	KAF6252920.1 MEMO1 family [Scenedesmus sp. NREL 46B-D3]
OG0002837	PSC72317.1 DNA polymerase zeta [Micractinium conductrix]	KAF6264396.1 hypothetical protein COO60DRAFT_1658341 [Scenedesmus sp. NREL 46B-D3]
OG0002838	PSC70511.1 B3 domain-containing transcription factor LEC2 isoform A [Micractinium conductrix], PSC70512.1 B3 domain-containing transcription factor LEC2 isoform B [Micractinium conductrix]	KAF6261438.1 hypothetical protein COO60DRAFT_785734 [Scenedesmus sp. NREL 46B-D3], KAF6261446.1 hypothetical protein COO60DRAFT_1699860 [Scenedesmus sp. NREL 46B-D3]
OG0002839	PSC76313.1 periodic tryptophan 2-like protein [Micractinium conductrix]	KAF6253747.1 hypothetical protein COO60DRAFT_391403 [Scenedesmus sp. NREL 46B-D3], KAF6253746.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]
OG0002840	PSC76903.1 dynamin-related 1E-like [Micractinium conductrix]	KAF6255607.1 dynamin-related GTPase [Scenedesmus sp. NREL 46B-D3]
OG0002841	PSC76509.1 DCC family chloroplastic [Micractinium conductrix]	KAF6261705.1 hypothetical protein COO60DRAFT_1499844 [Scenedesmus sp. NREL 46B-D3], KAF6254106.1 hypothetical protein COO60DRAFT_1703502 [Scenedesmus sp. NREL 46B-D3]
OG0002843	PSC68549.1 Pentatricopeptide repeat-containing mitochondrial [Micractinium conductrix]	KAF6249025.1 peptidase family M48-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002844	PSC72562.1 Splicing factor 3B subunit 1 [Micractinium conductrix]	KAF6259551.1 ARM repeat-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002845	PSC72353.1 Serine threonine-kinase Aurora-1 [Micractinium conductrix]	KAF6256189.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002846	PSC74107.1 Cell cycle checkpoint control RAD9A [Micractinium conductrix]	KAF6263585.1 Rad9-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002847	PSC74542.1 Germinal-center associated nuclear [Micractinium conductrix]	KAF6260167.1 SAC3/GANP/Nin1/mts3/eIF-3 p25 family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002848	PSC67503.1 ribosomal L1 [Micractinium conductrix]	KAF6264966.1 ribosomal protein L1 [Scenedesmus sp. NREL 46B-D3]
OG0002849	PSC72428.1 1-_5-phosphoribosyl_-5-amino-4-imidazole-car boxylate carboxylase [Micractinium conductrix]	KAF6266687.1 hypothetical protein COO60DRAFT_1623461 [Scenedesmus sp. NREL 46B-D3]
OG0002850	PSC72512.1 eukaryotic translation initiation factor 1A [Micractinium conductrix]	KAF6265644.1 nucleic acid-binding protein [Scenedesmus sp. NREL 46B-D3]
OG0002851	PSC72524.1 uridylate kinase [Micractinium conductrix]	KAF6264443.1 Aspartate/glutamate/uridylate kinase [Scenedesmus sp. NREL 46B-D3]
OG0002852	PSC74250.1 histidine methyltransferase 1-like protein [Micractinium conductrix]	KAF6259139.1 hypothetical protein COO60DRAFT_1514683 [Scenedesmus sp. NREL 46B-D3]
OG0002853	PSC72444.1 Nudix hydrolase 8 [Micractinium conductrix]	KAF6254177.1 NUDIX hydrolase domain-like protein [Scenedesmus sp. NREL 46B-D3]
OG0002854	PSC72493.1 WAT1-related chloroplastic [Micractinium conductrix]	KAF6254775.1 EamA-like transporter family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002855	PSC75511.1 putative 3-hydroxyisobutyrate mitochondrial [Micractinium conductrix]	KAF6255727.1 NAD binding domain of 6-phosphogluconate dehydrogenase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002856	PSC69605.1 mitogen-activated kinase 5 [Micractinium conductrix]	KAF6266005.1 mitogen-activated protein kinase 5 [Scenedesmus sp. NREL 46B-D3]
OG0002858	PSC67497.1 pleiotropic regulatory locus 1 [Micractinium conductrix]	KAF6250260.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]
OG0002859	PSC76209.1 hypothetical protein C2E20_0092 [Micractinium conductrix]	KAF6259315.1 hypothetical protein COO60DRAFT_1024742 [Scenedesmus sp. NREL 46B-D3], KAF6259314.1 Piwi domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002860	PSC76416.1 WD40 repeat [Micractinium conductrix]	KAF6250812.1 activator and specificity factor for anaphase promoting complex [Scenedesmus sp. NREL 46B-D3]
OG0002861	PSC67442.1 Glycerol-3-phosphate chloroplastic [Micractinium conductrix]	KAF6266197.1 glycerol-3-phosphate acyltransferase [Scenedesmus sp. NREL 46B-D3]
OG0002862	PSC74057.1 ABC transporter F family member 3 [Micractinium conductrix]	KAF6253821.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3], KAF6253822.1 hypothetical protein COO60DRAFT_386745 [Scenedesmus sp. NREL 46B-D3]
OG0002863	PSC72047.1 Glutathionyl-hydroquinone reductase [Micractinium conductrix], PSC67156.1 Glutathionyl-hydroquinone reductase [Micractinium conductrix]	KAF6256423.1 glutathione S-transferase [Scenedesmus sp. NREL 46B-D3]
OG0002864	PSC74299.1 LST8-like protein isoform X1 [Micractinium conductrix]	KAF6253842.1 quinon protein alcohol dehydrogenase-like superfamily [Scenedesmus sp. NREL 46B-D3]
OG0002865	PSC77031.1 transport SEC23-like isoform X1 [Micractinium conductrix]	KAF6257518.1 hypothetical protein COO60DRAFT_1523675 [Scenedesmus sp. NREL 46B-D3]
OG0002866	PSC67973.1 26S proteasome non-ATPase regulatory subunit 13-like protein B_ partial [Micractinium conductrix]	KAF6256633.1 26S proteasome regulatory complex [Scenedesmus sp. NREL 46B-D3]
OG0002867	PSC76232.1 carbon catabolite repressor 4-like protein 6 isoform X1 [Micractinium conductrix]	KAF6255997.1 Endonuclease/exonuclease/phosphatase [Scenedesmus sp. NREL 46B-D3], KAF6250846.1 hypothetical protein COO60DRAFT_721322 [Scenedesmus sp. NREL 46B-D3], KAF6259941.1 hypothetical protein COO60DRAFT_946990 [Scenedesmus sp. NREL 46B-D3]
OG0002868	PSC75275.1 branched-chain alpha-keto acid dehydrogenase subunit E2 [Micractinium conductrix], PSC75766.1 remodeling and spacing factor 1-like [Micractinium conductrix]	KAF6258997.1 dihydrolipoamide acetyltransferase [Scenedesmus sp. NREL 46B-D3]
OG0002869	PSC76949.1 ABC1 [Micractinium conductrix]	KAF6264636.1 ABC1 family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002870	PSC76280.1 DNA-directed RNA polymerase I subunit rpa49 [Micractinium conductrix]	KAF6259060.1 RNA polymerase I associated factor_ A49-like protein [Scenedesmus sp. NREL 46B-D3]
OG0002871	PSC68655.1 Tetratricopeptide repeat 1 [Micractinium conductrix]	KAF6266432.1 hypothetical protein COO60DRAFT_1697389 [Scenedesmus sp. NREL 46B-D3]
OG0002872	PSC68403.1 putative ubiquitin-conjugating enzyme E2 18 [Micractinium conductrix]	KAF6255885.1 ubiquitin-conjugating enzyme/RWD-like protein [Scenedesmus sp. NREL 46B-D3], KAF6251933.1 ubiquitin-conjugating enzyme/RWD-like protein [Scenedesmus sp. NREL 46B-D3]
OG0002873	PSC71225.1 6_7-dimethyl-8-ribityllumazine synthase [Micractinium conductrix], PSC77064.1 6_7-dimethyl-8-ribityllumazine synthase [Micractinium conductrix]	KAF6257551.1 6_7-dimethyl-8-ribityllumazine synthase [Scenedesmus sp. NREL 46B-D3]
OG0002874	PSC76905.1 hypothetical protein C2E20_0795 [Micractinium conductrix]	KAF6258776.1 hypothetical protein COO60DRAFT_1081358 [Scenedesmus sp. NREL 46B-D3]
OG0002875	PSC72884.1 vesicle-fusing ATPase [Micractinium conductrix]	KAF6256958.1 N-ethylmaleimide sensitive fusion protein [Scenedesmus sp. NREL 46B-D3]
OG0002876	PSC76287.1 Nucleoid-associated chloroplastic [Micractinium conductrix]	KAF6250748.1 YbaB/EbfC DNA-binding family-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6257349.1 YbaB/EbfC DNA-binding family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002877	PSC77058.1 Monothiol glutaredoxin-chloroplastic [Micractinium conductrix]	KAF6265978.1 thioredoxin-like protein [Scenedesmus sp. NREL 46B-D3]
OG0002878	PSC68725.1 ubiquitin carboxyl-terminal hydrolase 26 [Micractinium conductrix]	KAF6259485.1 hypothetical protein COO60DRAFT_1001184 [Scenedesmus sp. NREL 46B-D3]
OG0002879	PSC67210.1 nuclear pore complex NUP155 [Micractinium conductrix]	KAF6265223.1 nucleoporin-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002880	PSC74174.1 cell division cycle and apoptosis regulator 1 isoform A [Micractinium conductrix], PSC74173.1 cell division cycle and apoptosis regulator 1 isoform B [Micractinium conductrix]	KAF6257243.1 hypothetical protein COO60DRAFT_1640080 [Scenedesmus sp. NREL 46B-D3]
OG0002881	PSC76776.1 zinc transporter [Micractinium conductrix]	KAF6257228.1 ZIP family transporter [Scenedesmus sp. NREL 46B-D3], KAF6252114.1 hypothetical protein COO60DRAFT_1704442 [Scenedesmus sp. NREL 46B-D3]
OG0002882	PSC69860.1 gamma-glutamyl hydrolase [Micractinium conductrix]	KAF6252447.1 class I glutamine amidotransferase-like protein [Scenedesmus sp. NREL 46B-D3]
OG0002883	PSC75188.1 FMN-binding split barrel [Micractinium conductrix]	KAF6264518.1 hypothetical protein COO60DRAFT_129102 [Scenedesmus sp. NREL 46B-D3]
OG0002884	PSC70264.1 dnaJ-like protein subfamily C member 21 isoform X1 [Micractinium conductrix]	KAF6255803.1 hypothetical protein COO60DRAFT_1641225 [Scenedesmus sp. NREL 46B-D3]
OG0002885	PSC74556.1 dymeclin-like isoform X1 [Micractinium conductrix]	KAF6251815.1 Dymeclin [Scenedesmus sp. NREL 46B-D3], KAF6251495.1 Dyggve-Melchior-Clausen syndrome protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002887	PSC73650.1 Pyridine nucleotide-disulfide oxidoreductase domain-containing 1 [Micractinium conductrix]	KAF6264859.1 FAD/NAD_P_-binding domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002888	PSC70191.1 zinc finger CCCH domain-containing 11 [Micractinium conductrix]	KAF6251009.1 hypothetical protein COO60DRAFT_693819 [Scenedesmus sp. NREL 46B-D3]
OG0002889	PSC70214.1 Hop-interacting protein [Micractinium conductrix]	KAF6266652.1 hypothetical protein COO60DRAFT_1291621 [Scenedesmus sp. NREL 46B-D3]
OG0002890	PSC76578.1 chloroplastic mitochondrial [Micractinium conductrix]	KAF6259439.1 bola protein [Scenedesmus sp. NREL 46B-D3]
OG0002891	PSC70808.1 cytochrome c peroxidase [Micractinium conductrix]	KAF6255299.1 L-ascorbate peroxidase [Scenedesmus sp. NREL 46B-D3]
OG0002893	PSC76061.1 60S ribosomal L35-like [Micractinium conductrix]	KAF6265619.1 ribosomal L29 protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002894	PSC76972.1 cleavage and polyadenylation specificity factor subunit 1 [Micractinium conductrix]	KAF6256640.1 hypothetical protein COO60DRAFT_92934 [Scenedesmus sp. NREL 46B-D3], KAF6256641.1 CPSF A subunit region-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002895	PSC74875.1 tRNA pseudouridine_38 39_ synthase [Micractinium conductrix]	KAF6264036.1 pseudouridine synthase [Scenedesmus sp. NREL 46B-D3]
OG0002896	PSC69892.1 putative aarF domain-containing kinase chloroplastic [Micractinium conductrix]	KAF6266476.1 ABC1 family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002897	PSC70243.1 hypothetical protein C2E20_6326 [Micractinium conductrix]	KAF6255397.1 hypothetical protein COO60DRAFT_1622396 [Scenedesmus sp. NREL 46B-D3]
OG0002898	PSC72673.1 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit mitochondrial [Micractinium conductrix]	KAF6258008.1 hypothetical protein COO60DRAFT_1163870 [Scenedesmus sp. NREL 46B-D3]
OG0002899	PSC72023.1 glycerol-3-phosphate dehydrogenase mitochondrial-like [Micractinium conductrix]	KAF6263893.1 mitochondrial glycerol-3-phosphate dehydrogenase [Scenedesmus sp. NREL 46B-D3]
OG0002900	PSC72030.1 Rossmann-like alpha beta alpha sandwich fold isoform A [Micractinium conductrix], PSC72031.1 Rossmann-like alpha beta alpha sandwich fold isoform B [Micractinium conductrix]	KAF6260516.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]
OG0002901	PSC72009.1 hypothetical protein C2E20_4726 [Micractinium conductrix]	KAF6258253.1 hypothetical protein COO60DRAFT_1701424 [Scenedesmus sp. NREL 46B-D3]
OG0002903	PSC75629.1 cytochrome c-type biogeneis [Micractinium conductrix]	KAF6252872.1 cytochrome C biogenesis protein transmembrane region-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002904	PSC71879.1 Endoplasmic reticulum-Golgi intermediate compartment 3 [Micractinium conductrix]	KAF6253121.1 endoplasmic reticulum vesicle transporter-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002905	PSC71953.1 Ribosome-binding ATPase [Micractinium conductrix]	KAF6260576.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0002906	PSC71862.1 Dol-P-Glc_Glc_2_Man_9_ c_2_-PP-Dol alpha-1_2-glucosyltransferase isoform X1 [Micractinium conductrix]	KAF6255701.1 DIE2/ALG10 family-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6262152.1 peptidase S8/S53 domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002907	PSC69226.1 RST1 isoform X1 [Micractinium conductrix]	KAF6266294.1 hypothetical protein COO60DRAFT_445945 [Scenedesmus sp. NREL 46B-D3], KAF6266293.1 hypothetical protein COO60DRAFT_445888 [Scenedesmus sp. NREL 46B-D3]
OG0002908	PSC67374.1 photosystem I subunit O [Micractinium conductrix]	KAF6260938.1 photosystem I reaction center subunit O [Scenedesmus sp. NREL 46B-D3]
OG0002909	PSC71965.1 DNA gyrase subunit mitochondrial [Micractinium conductrix]	KAF6255707.1 type II DNA topoisomerase [Scenedesmus sp. NREL 46B-D3]
OG0002910	PSC71873.1 manganese-dependent ADP-ribose CDP-alcohol diphosphatase-like [Micractinium conductrix]	KAF6259448.1 Metallo-dependent phosphatase-like protein [Scenedesmus sp. NREL 46B-D3]
OG0002911	PSC76702.1 RNA exonuclease 4 [Micractinium conductrix]	KAF6254181.1 ribonuclease H-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002912	PSC71996.1 endoplasmic reticulum-Golgi intermediate compartment 3 [Micractinium conductrix]	KAF6257362.1 endoplasmic reticulum vesicle transporter-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002915	PSC72133.1 RFT1-like protein isoform X1 [Micractinium conductrix]	KAF6255977.1 Rft protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002916	PSC68832.1 hypothetical protein C2E20_7602 [Micractinium conductrix]	KAF6256954.1 Alpha/Beta hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0002917	PSC72184.1 aspartate kinase [Micractinium conductrix]	KAF6250742.1 aspartate kinase [Scenedesmus sp. NREL 46B-D3]
OG0002918	PSC71570.1 squamous cell carcinoma antigen recognized by T-cells 3 [Micractinium conductrix]	KAF6257164.1 hypothetical protein COO60DRAFT_1271527 [Scenedesmus sp. NREL 46B-D3]
OG0002919	PSC73763.1 hypothetical protein C2E20_2908 isoform X1 [Micractinium conductrix]	KAF6250735.1 hypothetical protein COO60DRAFT_757708 [Scenedesmus sp. NREL 46B-D3], KAF6249420.1 hypothetical protein COO60DRAFT_970618 [Scenedesmus sp. NREL 46B-D3]
OG0002920	PSC76860.1 Beta-adaptin A [Micractinium conductrix]	KAF6256499.1 adaptin N terminal region-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002921	PSC74383.1 Eukaryotic translation initiation factor 3 subunit M [Micractinium conductrix]	KAF6262353.1 hypothetical protein COO60DRAFT_649925 [Scenedesmus sp. NREL 46B-D3]
OG0002922	PSC72063.1 Metallo-hydrolase oxidoreductase [Micractinium conductrix]	KAF6251757.1 beta-lactamase-like protein [Scenedesmus sp. NREL 46B-D3]
OG0002923	PSC76643.1 Nop53 _60S ribosomal biogenesis_ [Micractinium conductrix]	KAF6256883.1 ribosome biogenesis protein Nop53/GLTSCR2 [Scenedesmus sp. NREL 46B-D3]
OG0002924	PSC72511.1 E3 ubiquitin-ligase ORTHRUS 2-like [Micractinium conductrix]	KAF6263133.1 PUA-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002925	PSC72345.1 Electron transfer flavo -ubiquinone mitochondrial [Micractinium conductrix]	KAF6252912.1 electron transfer flavo protein-ubiquinone oxidoreductase [Scenedesmus sp. NREL 46B-D3]
OG0002926	PSC74780.1 ATP phosphoribosyltransferase [Micractinium conductrix]	KAF6264015.1 ATP phosphoribosyl transferase [Scenedesmus sp. NREL 46B-D3], KAF6264027.1 hypothetical protein COO60DRAFT_268630 [Scenedesmus sp. NREL 46B-D3]
OG0002927	PSC74554.1 DNA-directed RNA polymerase subunit beta [Micractinium conductrix]	KAF6259833.1 hypothetical protein COO60DRAFT_964462 [Scenedesmus sp. NREL 46B-D3]
OG0002929	PSC70680.1 hypothetical protein C2E20_5883 [Micractinium conductrix]	KAF6255886.1 hypothetical protein COO60DRAFT_1532750 [Scenedesmus sp. NREL 46B-D3], KAF6251934.1 hypothetical protein COO60DRAFT_1704515 [Scenedesmus sp. NREL 46B-D3]
OG0002930	PSC74497.1 sulfate ABC transporter permease subunit [Micractinium conductrix]	KAF6262911.1 ABC transporter type 1_ transmembrane domain MetI-like protein [Scenedesmus sp. NREL 46B-D3]
OG0002931	PSC73632.1 NADPH_adrenodoxin mitochondrial isoform X1 [Micractinium conductrix]	KAF6253362.1 hypothetical protein COO60DRAFT_1273754 [Scenedesmus sp. NREL 46B-D3]
OG0002932	PSC72435.1 tryptophan synthase alpha chain [Micractinium conductrix]	KAF6258966.1 tryptophan synthetase alpha subunit [Scenedesmus sp. NREL 46B-D3]
OG0002933	PSC72563.1 Peptidyl-prolyl cis-trans isomerase FKBP20-chloroplastic [Micractinium conductrix]	KAF6258749.1 hypothetical protein COO60DRAFT_1517298 [Scenedesmus sp. NREL 46B-D3]
OG0002934	PSC74148.1 DEAD-box ATP-dependent RNA helicase 24 [Micractinium conductrix]	KAF6260387.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0002935	PSC73243.1 Elongation factor Ts [Micractinium conductrix]	KAF6265297.1 hypothetical protein COO60DRAFT_1621510 [Scenedesmus sp. NREL 46B-D3]
OG0002936	PSC68218.1 lysine-specific demethylase JMJD5 isoform X1 [Micractinium conductrix]	KAF6259903.1 Clavaminate synthase-like protein [Scenedesmus sp. NREL 46B-D3]
