Orthogroup	Coccomyxa_SubellipsoideaC169	Chlorella_KRBP
OG0001542	EIE24346.1 Lem3/Cdc50 [Coccomyxa subellipsoidea C-169], EIE18563.1 Lem3/Cdc50 [Coccomyxa subellipsoidea C-169]	QAXK01011884.1_2510-4036
OG0001544	EIE21631.1 Thiamin pyrophosphokinase [Coccomyxa subellipsoidea C-169]	QAXK01002332.1_5291-4007
OG0001545	EIE25124.1 protein arginine N-methyltransferase 5 [Coccomyxa subellipsoidea C-169]	QAXK01000350.1_22889-27018
OG0001546	EIE21632.1 peptidase M22_ glycoprotease [Coccomyxa subellipsoidea C-169]	QAXK01011857.1_1226-3209
OG0001548	EIE27423.1 hypothetical protein COCSUDRAFT_11745 [Coccomyxa subellipsoidea C-169], EIE24323.1 hypothetical protein COCSUDRAFT_53292 [Coccomyxa subellipsoidea C-169]	QAXK01001795.1_1688-3314
OG0001549	EIE19947.1 putative rRNA pseudouridine synthase [Coccomyxa subellipsoidea C-169]	QAXK01005406.1_4717-2509
OG0001550	EIE24324.1 Abce1 protein [Coccomyxa subellipsoidea C-169]	QAXK01004537.1_7009-1449
OG0001551	EIE19618.1 DUF618-domain-containing protein [Coccomyxa subellipsoidea C-169]	QAXK01006072.1_19473-19787
OG0001554	EIE27230.1 putative Phosphoglucomutase_ cytoplasmic 2 [Coccomyxa subellipsoidea C-169], EIE21709.1 hypothetical protein COCSUDRAFT_30193 [Coccomyxa subellipsoidea C-169]	QAXK01001638.1_7681-11612
OG0001561	EIE27173.1 PRP3-domain-containing protein [Coccomyxa subellipsoidea C-169]	QAXK01003228.1_3995-6597
OG0001562	EIE18448.1 WD40 repeat-like protein [Coccomyxa subellipsoidea C-169]	QAXK01000869.1_5647-9196
OG0001571	EIE22218.1 kinesin-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]	QAXK01005898.1_15715-20620
OG0001573	EIE19364.1 alpha/beta-hydrolase [Coccomyxa subellipsoidea C-169]	QAXK01001714.1_23807-22483
OG0001575	EIE20869.1 methionyl aminopeptidase-like protein_ partial [Coccomyxa subellipsoidea C-169]	QAXK01006456.1_5116-6698
OG0001576	EIE18943.1 putative glyoxysomal fatty acid beta-oxidation multifunctional protein [Coccomyxa subellipsoidea C-169]	QAXK01003511.1_8584-2188
OG0001579	EIE24398.1 tubulin gamma chain [Coccomyxa subellipsoidea C-169]	QAXK01000149.1_3007-205
OG0001581	EIE24082.1 cysteine desulfurase [Coccomyxa subellipsoidea C-169]	QAXK01003468.1_8146-4525
OG0001582	EIE21315.1 AMPKBI-domain-containing protein [Coccomyxa subellipsoidea C-169]	QAXK01003110.1_3669-4960
OG0001592	EIE20097.1 AMP deaminase_ partial [Coccomyxa subellipsoidea C-169]	QAXK01004995.1_4321-153
OG0001595	EIE19423.1 DEAD-domain-containing protein [Coccomyxa subellipsoidea C-169]	QAXK01003821.1_4511-8191
OG0001599	EIE22856.1 hypothetical protein COCSUDRAFT_29443 [Coccomyxa subellipsoidea C-169]	QAXK01001163.1_31234-32344
OG0001602	EIE26805.1 hypothetical protein COCSUDRAFT_64663 [Coccomyxa subellipsoidea C-169]	QAXK01009112.1_2932-1649
OG0001606	EIE23980.1 hypothetical protein COCSUDRAFT_1550_ partial [Coccomyxa subellipsoidea C-169]	QAXK01001551.1_37852-43451
OG0001618	EIE22913.1 beta-hydroxyacyl-dehydratase FabZ [Coccomyxa subellipsoidea C-169], EIE20676.1 hypothetical protein COCSUDRAFT_57244 [Coccomyxa subellipsoidea C-169]	QAXK01003579.1_4454-5700
OG0001620	EIE25312.1 NAD_P_-binding protein [Coccomyxa subellipsoidea C-169], EIE25432.1 L domain-like protein [Coccomyxa subellipsoidea C-169]	QAXK01004906.1_4885-7564
OG0001624	EIE20559.1 hypothetical protein COCSUDRAFT_43976 [Coccomyxa subellipsoidea C-169]	QAXK01001935.1_7191-6190
OG0001625	EIE27020.1 hypothetical protein COCSUDRAFT_83579 [Coccomyxa subellipsoidea C-169]	QAXK01008598.1_11627-10467
OG0001666	EIE18713.1 transketolase 7 [Coccomyxa subellipsoidea C-169]	QAXK01000648.1_7716-3949
OG0001670	EIE21309.1 glutamate-1-semialdehyde 2_1-aminomutase_ chloroplastic [Coccomyxa subellipsoidea C-169]	QAXK01001801.1_20671-18627
OG0001676	EIE19103.1 ARM repeat-containing protein [Coccomyxa subellipsoidea C-169]	QAXK01000084.1_15952-9180
OG0001677	EIE21586.1 molybdenum cofactor biosynthesis prote [Coccomyxa subellipsoidea C-169]	QAXK01006154.1_7199-4782
OG0001679	EIE18788.1 mitochondrial glyco protein_ partial [Coccomyxa subellipsoidea C-169]	QAXK01005586.1_4660-3715
OG0001681	EIE23716.1 AIR synthase-related protein [Coccomyxa subellipsoidea C-169]	QAXK01003694.1_10054-1111
OG0001683	EIE23413.1 NifU-domain-containing protein [Coccomyxa subellipsoidea C-169]	QAXK01005873.1_4902-1877
OG0001684	EIE18792.1 ARM repeat-containing protein [Coccomyxa subellipsoidea C-169]	QAXK01001160.1_46203-44172
OG0001686	EIE26635.1 clathrin heavy chain [Coccomyxa subellipsoidea C-169]	QAXK01001518.1_29154-38461
OG0001687	EIE26072.1 hypothetical protein COCSUDRAFT_40238 [Coccomyxa subellipsoidea C-169]	QAXK01011350.1_4968-4302
OG0001689	EIE23549.1 N-terminal nucleophile aminohydrolase [Coccomyxa subellipsoidea C-169]	QAXK01000325.1_49285-50693
OG0001691	EIE23269.1 D-3-phosphoglycerate dehydrogenase [Coccomyxa subellipsoidea C-169], EIE23378.1 hypothetical protein COCSUDRAFT_28806 [Coccomyxa subellipsoidea C-169]	QAXK01009543.1_7053-9512
OG0001694	EIE26030.1 Mak16 protein [Coccomyxa subellipsoidea C-169]	QAXK01004860.1_550-2257
OG0001698	EIE26594.1 aldolase [Coccomyxa subellipsoidea C-169]	QAXK01011739.1_15998-17366
OG0001700	EIE18231.1 heat shock protein 70E [Coccomyxa subellipsoidea C-169]	QAXK01001944.1_5351-7976
OG0001702	EIE27585.1 biotin synthase [Coccomyxa subellipsoidea C-169]	QAXK01000864.1_61145-62900
OG0001703	EIE22172.1 DNA polymerase alpha_ subunit B [Coccomyxa subellipsoidea C-169]	QAXK01003602.1_34329-32576
OG0001704	EIE18938.1 cleft lip and palate transmembrane 1 [Coccomyxa subellipsoidea C-169]	QAXK01008991.1_236-2513
OG0001705	EIE24010.1 aspartyl-tRNA synthetase [Coccomyxa subellipsoidea C-169]	QAXK01002478.1_7313-12188
OG0001708	EIE20485.1 hypothetical protein COCSUDRAFT_30639 [Coccomyxa subellipsoidea C-169]	QAXK01014303.1_4896-6584
OG0001709	EIE27580.1 ankyrin [Coccomyxa subellipsoidea C-169]	QAXK01018148.1_4196-2780
OG0001712	EIE19427.1 ribosomal protein L13a component of cytosolic 80S ribosome and 60S large subunit [Coccomyxa subellipsoidea C-169]	QAXK01008136.1_3960-6111
OG0001713	EIE27769.1 lysyl-tRNA synthetase [Coccomyxa subellipsoidea C-169]	QAXK01001137.1_1588-5821
OG0001714	EIE27097.1 hypothetical protein COCSUDRAFT_11640 [Coccomyxa subellipsoidea C-169]	QAXK01014632.1_3916-2466
OG0001715	EIE22347.1 putative bifunctional dihydrofolate reductase-thymidylate synthase [Coccomyxa subellipsoidea C-169]	QAXK01004338.1_24179-21163
OG0001716	EIE20497.1 hypothetical protein COCSUDRAFT_18421 [Coccomyxa subellipsoidea C-169]	QAXK01000646.1_3437-2178
OG0001718	EIE20541.1 Mpp10-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]	QAXK01002273.1_1901-3023
OG0001719	EIE19637.1 T-complex protein_ zeta subunit [Coccomyxa subellipsoidea C-169]	QAXK01013811.1_5298-9155
OG0001724	EIE18452.1 S-adenosyl-L-methionine-dependent methyltransferase [Coccomyxa subellipsoidea C-169]	QAXK01006565.1_2429-269
OG0001728	EIE20835.1 ribosomal protein S19 component of cytosolic 80S ribosome and 40S small subunit [Coccomyxa subellipsoidea C-169]	QAXK01001807.1_1026-15
OG0001729	EIE18163.1 DnaJ-domain-containing protein [Coccomyxa subellipsoidea C-169]	QAXK01006338.1_1051-28
OG0001737	EIE27768.1 RNA-binding domain-containing protein [Coccomyxa subellipsoidea C-169]	QAXK01014793.1_2710-905
OG0001738	EIE26523.1 hypothetical protein COCSUDRAFT_39598 [Coccomyxa subellipsoidea C-169]	QAXK01000446.1_74898-73132
OG0001743	EIE20188.1 26S proteasome AAA-ATPase subunit RPT6a [Coccomyxa subellipsoidea C-169]	QAXK01001289.1_5327-2954
OG0001744	EIE27727.1 hypothetical protein COCSUDRAFT_55712 [Coccomyxa subellipsoidea C-169]	QAXK01016939.1_17085-19159
OG0001748	EIE21542.1 sterol 14 desaturase [Coccomyxa subellipsoidea C-169]	QAXK01007592.1_13848-10196
OG0001750	EIE21664.1 hypothetical protein COCSUDRAFT_37401 [Coccomyxa subellipsoidea C-169]	QAXK01018869.1_1324-446
OG0001751	EIE18131.1 hypothetical protein COCSUDRAFT_55002 [Coccomyxa subellipsoidea C-169]	QAXK01000276.1_2022-2543
OG0001756	EIE20106.1 translation elongation factor G [Coccomyxa subellipsoidea C-169]	QAXK01004906.1_9592-13569
OG0001760	EIE22918.1 zf-DHHC-domain-containing protein [Coccomyxa subellipsoidea C-169]	QAXK01008046.1_15224-18152
OG0001763	EIE24197.1 Clp1-domain-containing protein [Coccomyxa subellipsoidea C-169]	QAXK01006402.1_6220-3948
OG0001770	EIE27532.1 ATP synthase gamma-subunit [Coccomyxa subellipsoidea C-169]	QAXK01001922.1_7027-5313
OG0001772	EIE24709.1 FAD-linked reductase_ C-terminal domain-containing protein [Coccomyxa subellipsoidea C-169]	QAXK01010435.1_780-2170
OG0001778	EIE25831.1 IMP dehydrogenase [Coccomyxa subellipsoidea C-169]	QAXK01006312.1_5841-2543
OG0001780	EIE25277.1 ARM repeat-containing protein_ partial [Coccomyxa subellipsoidea C-169]	QAXK01003072.1_7601-12066
OG0001782	EIE25556.1 ARM repeat-containing protein [Coccomyxa subellipsoidea C-169]	QAXK01000627.1_25854-27382
OG0001783	EIE21070.1 Phosphoribosylaminoimidazole carboxylase [Coccomyxa subellipsoidea C-169]	QAXK01004723.1_8556-4882
OG0001788	EIE25279.1 hypothetical protein COCSUDRAFT_6824_ partial [Coccomyxa subellipsoidea C-169]	QAXK01008099.1_16922-14889
OG0001790	EIE27371.1 Coatomer_ gamma subunit [Coccomyxa subellipsoidea C-169]	QAXK01000362.1_13682-19843
OG0001792	EIE25557.1 ribosomal protein L1 [Coccomyxa subellipsoidea C-169]	QAXK01002348.1_22026-23431
OG0001794	EIE27592.1 translation initiation factor 3_ RNA-binding subunit [Coccomyxa subellipsoidea C-169]	QAXK01000643.1_10651-8242
OG0001801	EIE18424.1 DUF1084-domain-containing protein [Coccomyxa subellipsoidea C-169]	QAXK01000208.1_37779-38874
OG0001806	EIE23301.1 ABC family transporter _Fe-S assembly/SufBCD system_ [Coccomyxa subellipsoidea C-169]	QAXK01005447.1_6594-9151
OG0001810	EIE23986.1 DUF159-domain-containing protein [Coccomyxa subellipsoidea C-169]	QAXK01011106.1_2568-3152
OG0001812	EIE22683.1 coatomer subunit beta [Coccomyxa subellipsoidea C-169]	QAXK01006399.1_9428-14604
OG0001813	EIE27112.1 phenylalanyl-tRNA synthetase [Coccomyxa subellipsoidea C-169]	QAXK01000513.1_11487-8211
OG0001818	EIE25535.1 hypothetical protein COCSUDRAFT_52908 [Coccomyxa subellipsoidea C-169]	QAXK01004132.1_4579-6060
OG0001821	EIE20981.1 protein phosphatase 1 beta [Coccomyxa subellipsoidea C-169]	QAXK01004177.1_17288-11319
OG0001824	EIE25282.1 peptidase M24A_ methionine aminopeptidase [Coccomyxa subellipsoidea C-169]	QAXK01003744.1_2800-6411
OG0001826	EIE25367.1 T-complex protein_ theta subunit [Coccomyxa subellipsoidea C-169]	QAXK01000105.1_5499-2693
OG0001832	EIE27589.1 PLP-dependent transferase_ partial [Coccomyxa subellipsoidea C-169]	QAXK01005654.1_7220-1642
OG0001837	EIE24239.1 putative phosphoribosylaminoimidazolecarboxamide [Coccomyxa subellipsoidea C-169]	QAXK01000842.1_51041-53429
OG0001838	EIE25675.1 DUF663-domain-containing protein [Coccomyxa subellipsoidea C-169]	QAXK01003976.1_8556-3734
OG0001841	EIE26999.1 ABC transporter family protein [Coccomyxa subellipsoidea C-169]	QAXK01000976.1_10766-5866
OG0001842	EIE27817.1 acyl-ACP thioesterase_ partial [Coccomyxa subellipsoidea C-169]	QAXK01006275.1_27485-25822
OG0001843	EIE23809.1 hypothetical protein COCSUDRAFT_29028 [Coccomyxa subellipsoidea C-169]	QAXK01004149.1_22375-24958
OG0001845	EIE19881.1 MT-A70-domain-containing protein [Coccomyxa subellipsoidea C-169]	QAXK01001702.1_1666-273
OG0001847	EIE21947.1 SecY protein [Coccomyxa subellipsoidea C-169]	QAXK01009311.1_428-2889
OG0001849	EIE24915.1 Protochlorophyllide reductase_ chloroplastic [Coccomyxa subellipsoidea C-169]	QAXK01007671.1_6596-4238
OG0001855	EIE23928.1 RNA-binding domain-containing protein [Coccomyxa subellipsoidea C-169]	QAXK01000335.1_27254-25603
OG0001856	EIE19853.1 uracil phosphoribosyltransferase [Coccomyxa subellipsoidea C-169]	QAXK01003506.1_17890-19170
OG0001857	EIE26854.1 ran-like small GTPase [Coccomyxa subellipsoidea C-169]	QAXK01002176.1_5254-6169
OG0001858	EIE22275.1 ribosomal protein L8 component of cytosolic 80S ribosome and 60S large subunit [Coccomyxa subellipsoidea C-169]	QAXK01017983.1_2022-269
OG0001860	EIE22293.1 hypothetical protein COCSUDRAFT_16778 [Coccomyxa subellipsoidea C-169]	QAXK01000036.1_15496-18071
OG0001861	EIE22241.1 GMP synthetase [Coccomyxa subellipsoidea C-169]	QAXK01001933.1_13708-11461
OG0001862	EIE22485.1 hypothetical protein COCSUDRAFT_53833 [Coccomyxa subellipsoidea C-169]	QAXK01002439.1_1431-31
OG0001863	EIE26993.1 SM/Sec1-family protein [Coccomyxa subellipsoidea C-169]	QAXK01000006.1_11270-7049
OG0001864	EIE22490.1 leucine carboxyl methyltransferase family protein [Coccomyxa subellipsoidea C-169]	QAXK01001807.1_30588-28596
OG0001866	EIE23737.1 ARM repeat-containing protein [Coccomyxa subellipsoidea C-169]	QAXK01004671.1_3332-9990
OG0001867	EIE21937.1 NADH_ubiquinone oxidoreductase complex I intermediate-associated protein 30 [Coccomyxa subellipsoidea C-169]	QAXK01006658.1_2089-1110
OG0001868	EIE24746.1 hypothetical protein COCSUDRAFT_62165 [Coccomyxa subellipsoidea C-169]	QAXK01018034.1_4900-2264
OG0001869	EIE22229.1 hypothetical protein COCSUDRAFT_53737 [Coccomyxa subellipsoidea C-169]	QAXK01002273.1_12619-10163
OG0001870	EIE25840.1 O-acetyltransferase-related protein_ partial [Coccomyxa subellipsoidea C-169]	QAXK01007444.1_11468-13953
OG0001871	EIE24145.1 hypothetical protein COCSUDRAFT_6192_ partial [Coccomyxa subellipsoidea C-169]	QAXK01000027.1_14275-12645
OG0001873	EIE24277.1 MiaB-like tRNA modifying enzyme [Coccomyxa subellipsoidea C-169]	QAXK01003671.1_1285-5252
OG0001874	EIE24185.1 alcohol dehydrogenase [Coccomyxa subellipsoidea C-169]	QAXK01002443.1_10680-7074
OG0001879	EIE22460.1 4-hydroxy-3-methylbut-2-enyl diphosphate reductase [Coccomyxa subellipsoidea C-169]	QAXK01014786.1_3020-29
OG0001880	EIE21370.1 ubiquitin carboxyl-terminal hydrolase 6 [Coccomyxa subellipsoidea C-169]	QAXK01014616.1_960-3765
OG0001882	EIE23997.1 vitamin B6 biosynthesis protein [Coccomyxa subellipsoidea C-169]	QAXK01001694.1_21339-20476
OG0001883	EIE22479.1 TGF-beta receptor-interacting protein 1 [Coccomyxa subellipsoidea C-169]	QAXK01000225.1_2559-365
OG0001887	EIE25855.1 EAP30-domain-containing protein [Coccomyxa subellipsoidea C-169]	QAXK01004187.1_1760-33
OG0001888	EIE19531.1 putative 26S proteasome regulatory subunit [Coccomyxa subellipsoidea C-169]	QAXK01016711.1_4152-7100
OG0001890	EIE19147.1 protein phosphatase methylesterase [Coccomyxa subellipsoidea C-169]	QAXK01010406.1_2162-130
OG0001893	EIE24769.1 thioredoxin-like protein [Coccomyxa subellipsoidea C-169]	QAXK01002579.1_17292-15497
OG0001895	EIE21579.1 N-acetyl-gamma-glutamyl-phosphate reductase [Coccomyxa subellipsoidea C-169]	QAXK01016971.1_2990-681
OG0001898	EIE23120.1 hypothetical protein COCSUDRAFT_33252_ partial [Coccomyxa subellipsoidea C-169], EIE21510.1 Nucleotidyltransferase_ partial [Coccomyxa subellipsoidea C-169]	QAXK01001156.1_3180-1500
OG0001900	EIE23851.1 UFD1-domain-containing protein [Coccomyxa subellipsoidea C-169]	QAXK01009399.1_423-2536
OG0001902	EIE21409.1 adenosine kinase isoform 1T-like protein [Coccomyxa subellipsoidea C-169]	QAXK01008314.1_4813-7042
OG0001907	EIE21388.1 hypothetical protein COCSUDRAFT_33651 [Coccomyxa subellipsoidea C-169]	QAXK01003345.1_36704-34696
OG0001911	EIE21183.1 glycosyl transferase [Coccomyxa subellipsoidea C-169]	QAXK01003378.1_5209-366
OG0001915	EIE23151.1 RCC1/BLIP-II [Coccomyxa subellipsoidea C-169]	QAXK01004688.1_3441-5908
OG0001916	EIE18597.1 DNA repair protein rada [Coccomyxa subellipsoidea C-169]	QAXK01001344.1_15728-16873
OG0001917	EIE27500.1 hypothetical protein COCSUDRAFT_32019 [Coccomyxa subellipsoidea C-169]	QAXK01010657.1_2437-238
OG0001918	EIE27241.1 acetylornithine aminotransferase [Coccomyxa subellipsoidea C-169]	QAXK01003671.1_14459-17304
OG0001919	EIE24256.1 acetolactate synthase [Coccomyxa subellipsoidea C-169]	QAXK01001468.1_4935-8852
OG0001920	EIE22031.1 cyclophilin-like protein_ partial [Coccomyxa subellipsoidea C-169]	QAXK01000770.1_6276-4831
OG0001921	EIE26104.1 vacuolar H+ ATPase V0 sector_ subunit D [Coccomyxa subellipsoidea C-169]	QAXK01004635.1_12023-13891
OG0001922	EIE27534.1 kinesin-domain-containing protein [Coccomyxa subellipsoidea C-169]	QAXK01011133.1_12839-6837
OG0001928	EIE24157.1 hypothetical protein COCSUDRAFT_14797 [Coccomyxa subellipsoidea C-169]	QAXK01003150.1_16472-17917
OG0001930	EIE25834.1 coatomer delta subunit [Coccomyxa subellipsoidea C-169]	QAXK01003163.1_7337-4796
OG0001931	EIE25845.1 hypothetical protein COCSUDRAFT_52595 [Coccomyxa subellipsoidea C-169]	QAXK01002575.1_2869-493
OG0001934	EIE27696.1 RCC1/BLIP-II [Coccomyxa subellipsoidea C-169]	QAXK01001681.1_35798-38541
OG0001935	EIE22053.1 NADH-quinone oxidoreductase_ partial [Coccomyxa subellipsoidea C-169]	QAXK01001208.1_4428-3497
OG0001936	EIE23698.1 mitochondrial phosphate carrier 1_ minor isoform [Coccomyxa subellipsoidea C-169]	QAXK01000947.1_9658-8064
OG0001937	EIE26448.1 RIO1-domain-containing protein [Coccomyxa subellipsoidea C-169]	QAXK01002895.1_11877-8991
OG0001938	EIE24670.1 ribosomal protein S5 domain 2-like protein [Coccomyxa subellipsoidea C-169]	QAXK01006045.1_3548-5265
OG0001943	EIE18244.1 eukaryotic release factor 1 [Coccomyxa subellipsoidea C-169]	QAXK01001495.1_35130-32135
OG0001945	EIE24011.1 AAA-domain-containing protein [Coccomyxa subellipsoidea C-169]	QAXK01006788.1_3504-1107
OG0001946	EIE25428.1 epsilon-cop [Coccomyxa subellipsoidea C-169]	QAXK01006196.1_6560-8156
OG0001947	EIE26840.1 putative leucyl tRNA synthetase [Coccomyxa subellipsoidea C-169]	QAXK01001881.1_90892-88031
OG0001951	EIE24636.1 ribosomal protein S18 component of cytosolic 80S ribosome and 40S small subunit [Coccomyxa subellipsoidea C-169]	QAXK01010684.1_1460-556
OG0001952	EIE24637.1 26S proteasome regulatory subunit [Coccomyxa subellipsoidea C-169]	QAXK01001616.1_0-2161
OG0001953	EIE22446.1 hypothetical protein COCSUDRAFT_56130 [Coccomyxa subellipsoidea C-169]	QAXK01001871.1_8489-9868
OG0001954	EIE22455.1 S-adenosyl-L-methionine-dependent methyltransferase [Coccomyxa subellipsoidea C-169]	QAXK01014389.1_130-668
OG0001956	EIE19836.1 glycyl-tRNA synthetase [Coccomyxa subellipsoidea C-169]	QAXK01004150.1_9770-14859
OG0001958	EIE19736.1 heme peroxidase [Coccomyxa subellipsoidea C-169]	QAXK01007010.1_8318-9471
OG0001960	EIE19108.1 spliceosome component_ nuclear pre-mRNA splicing factor [Coccomyxa subellipsoidea C-169]	QAXK01005538.1_9255-7797
OG0001961	EIE22621.1 hypothetical protein COCSUDRAFT_53607 [Coccomyxa subellipsoidea C-169]	QAXK01009093.1_4766-1793
OG0001966	EIE26653.1 hypothetical protein COCSUDRAFT_59173 [Coccomyxa subellipsoidea C-169]	QAXK01016188.1_2666-4256
OG0001967	EIE19467.1 ribosomal protein S19 [Coccomyxa subellipsoidea C-169]	QAXK01000446.1_47170-46172
OG0001969	EIE24722.1 nucleotide binding protein [Coccomyxa subellipsoidea C-169]	QAXK01002063.1_20394-18703
OG0001970	EIE21063.1 GTPase EngC_ partial [Coccomyxa subellipsoidea C-169]	QAXK01001186.1_3380-493
OG0001973	EIE25878.1 p-hydroxyphenylpyruvate dioxigenase [Coccomyxa subellipsoidea C-169]	QAXK01000335.1_27471-29404
OG0001979	EIE25465.1 Nop-domain-containing protein [Coccomyxa subellipsoidea C-169]	QAXK01001265.1_1827-4399
OG0001980	EIE21667.1 vacuolar ATP synthase subunit H [Coccomyxa subellipsoidea C-169]	QAXK01003309.1_3370-103
OG0001986	EIE20935.1 kinase-like protein [Coccomyxa subellipsoidea C-169]	QAXK01000295.1_10054-5194
OG0001991	EIE23132.1 HlyIII-domain-containing protein [Coccomyxa subellipsoidea C-169]	QAXK01002862.1_2144-4831
OG0001993	EIE22822.1 Flavokinase-domain-containing protein [Coccomyxa subellipsoidea C-169]	QAXK01002212.1_3400-1645
OG0001995	EIE26434.1 Pkinase-domain-containing protein [Coccomyxa subellipsoidea C-169]	QAXK01014184.1_2136-4076
OG0001996	EIE23728.1 1-deoxy-D-xylulose 5-phosphate reductoisomerase [Coccomyxa subellipsoidea C-169]	QAXK01001275.1_1545-3783
OG0001998	EIE24693.1 cyclopropyl isomerase [Coccomyxa subellipsoidea C-169]	QAXK01000407.1_9246-10753
OG0001999	EIE26765.1 riboflavin synthase domain-like protein [Coccomyxa subellipsoidea C-169]	QAXK01001060.1_158-4769
OG0002000	EIE23742.1 glutamine amidotransferase/cyclase [Coccomyxa subellipsoidea C-169]	QAXK01003280.1_21069-16498
OG0002001	EIE26974.1 hypothetical protein COCSUDRAFT_12091 [Coccomyxa subellipsoidea C-169]	QAXK01007038.1_3322-7876
OG0002003	EIE20087.1 XAP5-domain-containing protein [Coccomyxa subellipsoidea C-169]	QAXK01002652.1_3797-1393
OG0002004	EIE26835.1 V-snare-domain-containing protein [Coccomyxa subellipsoidea C-169]	QAXK01012829.1_4377-6139
OG0002005	EIE27273.1 nucleic acid binding protein [Coccomyxa subellipsoidea C-169]	QAXK01004007.1_7633-6740
OG0002006	EIE27347.1 chlorophyll a/b-binding protein [Coccomyxa subellipsoidea C-169]	QAXK01000137.1_21575-22932
OG0002007	EIE27359.1 Cse1-domain-containing protein [Coccomyxa subellipsoidea C-169]	QAXK01009439.1_10946-16439
OG0002008	EIE21798.1 putative DnaJ protein [Coccomyxa subellipsoidea C-169]	QAXK01000685.1_2507-3830
OG0002010	EIE27419.1 CCAAT-binding transcription factor subunit A [Coccomyxa subellipsoidea C-169]	QAXK01004465.1_1413-1889
OG0002011	EIE27414.1 vacuolar ATP synthase subunit B [Coccomyxa subellipsoidea C-169]	QAXK01008697.1_3621-1
OG0002012	EIE18249.1 hypothetical protein COCSUDRAFT_45509 [Coccomyxa subellipsoidea C-169]	QAXK01008479.1_22-1572
OG0002013	EIE27272.1 SCO1-SenC-domain-containing protein [Coccomyxa subellipsoidea C-169]	QAXK01000704.1_865-2353
OG0002014	EIE27391.1 RNA-binding domain-containing protein [Coccomyxa subellipsoidea C-169]	QAXK01001731.1_8237-12954
OG0002015	EIE20468.1 pyrroline-5-carboxlyate synthetase [Coccomyxa subellipsoidea C-169]	QAXK01001095.1_1607-5427
OG0002018	EIE26831.1 acyl-CoA oxidase [Coccomyxa subellipsoidea C-169]	QAXK01000579.1_6879-2831
OG0002023	EIE23830.1 ribosomal protein S5 component of cytosolic 80S ribosome and 40S small subunit [Coccomyxa subellipsoidea C-169]	QAXK01004467.1_4446-2978
OG0002024	EIE25137.1 MATH-domain-containing protein [Coccomyxa subellipsoidea C-169]	QAXK01007476.1_6843-3464
OG0002026	EIE25148.1 TFP11-domain-containing protein [Coccomyxa subellipsoidea C-169]	QAXK01000116.1_15959-12419
OG0002027	EIE25769.1 adenine phosphoribosyltransferase [Coccomyxa subellipsoidea C-169]	QAXK01000153.1_10025-9224
OG0002028	EIE22766.1 26S proteasome regulatory subunit [Coccomyxa subellipsoidea C-169]	QAXK01001007.1_9576-3460
OG0002029	EIE18114.1 Actin/actin-like protein [Coccomyxa subellipsoidea C-169]	QAXK01001726.1_9416-10685
OG0002032	EIE24901.1 hypothetical protein COCSUDRAFT_14300 [Coccomyxa subellipsoidea C-169]	QAXK01018007.1_11683-5307
OG0002035	EIE23790.1 DNA topoisomerase II [Coccomyxa subellipsoidea C-169]	QAXK01001162.1_4704-11654
OG0002036	EIE24744.1 hypothetical protein COCSUDRAFT_46926 [Coccomyxa subellipsoidea C-169]	QAXK01003552.1_4945-952
OG0002040	EIE26294.1 dihydroxy-acid dehydratase [Coccomyxa subellipsoidea C-169]	QAXK01004862.1_20323-24029
OG0002043	EIE23695.1 DNA polymerase epsilon_ subunit B [Coccomyxa subellipsoidea C-169]	QAXK01000495.1_11359-8819
OG0002046	EIE20756.1 ribosomal protein S2 [Coccomyxa subellipsoidea C-169]	QAXK01003370.1_5253-2449
OG0002049	EIE24780.1 DNA repair exonuclease [Coccomyxa subellipsoidea C-169]	QAXK01004800.1_3523-170
OG0002051	EIE21089.1 Nop-domain-containing protein [Coccomyxa subellipsoidea C-169]	QAXK01005999.1_9988-12832
OG0002063	EIE26210.1 Polyprenyl synthetase [Coccomyxa subellipsoidea C-169]	QAXK01001387.1_26607-27895
OG0002070	EIE20614.1 DEAD-domain-containing protein [Coccomyxa subellipsoidea C-169]	QAXK01003882.1_7725-3343
OG0002072	EIE24579.1 porphobilinogen deaminase [Coccomyxa subellipsoidea C-169]	QAXK01000401.1_8251-6577
OG0002073	EIE21960.1 40S ribosomal protein S16 [Coccomyxa subellipsoidea C-169]	QAXK01011684.1_2005-861
OG0002074	EIE18677.1 hypothetical protein COCSUDRAFT_31575 [Coccomyxa subellipsoidea C-169]	QAXK01005165.1_9870-10888
OG0002075	EIE19377.1 myo-inositol-1-phosphate synthase_ partial [Coccomyxa subellipsoidea C-169]	QAXK01000112.1_21457-19158
OG0002080	EIE23635.1 PLP-dependent transferase [Coccomyxa subellipsoidea C-169]	QAXK01005319.1_1852-5123
OG0002081	EIE19179.1 hypothetical protein COCSUDRAFT_19880 [Coccomyxa subellipsoidea C-169]	QAXK01000024.1_6845-4701
OG0002082	EIE19930.1 20S proteasome alpha subunit D [Coccomyxa subellipsoidea C-169]	QAXK01003767.1_15037-16578
OG0002086	EIE24041.1 HIT-like protein [Coccomyxa subellipsoidea C-169]	QAXK01000416.1_236-1468
OG0002088	EIE22447.1 TPR-like protein [Coccomyxa subellipsoidea C-169]	QAXK01004430.1_4845-10525
