Orthogroup	Chlorella_A99	Auxenochlorella_protothecoides
OG0001826	PCFQ01000008.1 g1126 [Chlorella sp. A99]	RMZ53526.1 hypothetical protein APUTEX25_003348_ partial [Auxenochlorella protothecoides]
OG0001827	PCFQ01000003.1 g1055 [Chlorella sp. A99]	RMZ53537.1 hypothetical protein APUTEX25_003359_ partial [Auxenochlorella protothecoides]
OG0001829	PCFQ01000015.1 g3007 [Chlorella sp. A99]	RMZ53545.1 hypothetical protein APUTEX25_003367 [Auxenochlorella protothecoides]
OG0001830	PCFQ01000078.1 g2055 [Chlorella sp. A99]	RMZ53555.1 hypothetical protein APUTEX25_003377_ partial [Auxenochlorella protothecoides]
OG0001831	PCFQ01000015.1 g3002 [Chlorella sp. A99]	RMZ53569.1 hypothetical protein APUTEX25_003391 [Auxenochlorella protothecoides]
OG0001833	PCFQ01000003.1 g1023 [Chlorella sp. A99]	RMZ53579.1 hypothetical protein APUTEX25_003401 [Auxenochlorella protothecoides]
OG0001835	PCFQ01000003.1 g1026 [Chlorella sp. A99]	RMZ53583.1 hypothetical protein APUTEX25_003405 [Auxenochlorella protothecoides]
OG0001837	PCFQ01000058.1 g147 [Chlorella sp. A99]	RMZ53617.1 hypothetical protein APUTEX25_003151_ partial [Auxenochlorella protothecoides]
OG0001838	PCFQ01000079.1 g1264 [Chlorella sp. A99]	RMZ53623.1 hypothetical protein APUTEX25_003157 [Auxenochlorella protothecoides]
OG0001839	PCFQ01000078.1 g2016 [Chlorella sp. A99]	RMZ53627.1 hypothetical protein APUTEX25_003161_ partial [Auxenochlorella protothecoides]
OG0001841	PCFQ01000003.1 g1018 [Chlorella sp. A99]	RMZ53644.1 hypothetical protein APUTEX25_003178 [Auxenochlorella protothecoides]
OG0001842	PCFQ01000007.1 g1207 [Chlorella sp. A99]	RMZ53677.1 hypothetical protein APUTEX25_003211 [Auxenochlorella protothecoides]
OG0001843	PCFQ01000037.1 g2447 [Chlorella sp. A99]	RMZ53679.1 hypothetical protein APUTEX25_003213_ partial [Auxenochlorella protothecoides]
OG0001844	PCFQ01000011.1 g2894 [Chlorella sp. A99]	RMZ53691.1 hypothetical protein APUTEX25_003225_ partial [Auxenochlorella protothecoides]
OG0001845	PCFQ01000011.1 g2874 [Chlorella sp. A99]	RMZ53692.1 hypothetical protein APUTEX25_003226_ partial [Auxenochlorella protothecoides]
OG0001846	PCFQ01000081.1 g1642 [Chlorella sp. A99]	RMZ53711.1 hypothetical protein APUTEX25_003245 [Auxenochlorella protothecoides]
OG0001847	PCFQ01000079.1 g1258 [Chlorella sp. A99]	RMZ53720.1 hypothetical protein APUTEX25_003254 [Auxenochlorella protothecoides]
OG0001849	PCFQ01000058.1 g149 [Chlorella sp. A99]	RMZ53734.1 hypothetical protein APUTEX25_003873 [Auxenochlorella protothecoides]
OG0001851	PCFQ01000020.1 g933 [Chlorella sp. A99]	RMZ53753.1 hypothetical protein APUTEX25_003892 [Auxenochlorella protothecoides]
OG0001853	PCFQ01000019.1 g1788 [Chlorella sp. A99], PCFQ01000058.1 g204 [Chlorella sp. A99]	RMZ53775.1 hypothetical protein APUTEX25_003914 [Auxenochlorella protothecoides]
OG0001854	PCFQ01000011.1 g2841 [Chlorella sp. A99]	RMZ53787.1 hypothetical protein APUTEX25_003926 [Auxenochlorella protothecoides]
OG0001855	PCFQ01000011.1 g2835 [Chlorella sp. A99]	RMZ53811.1 hypothetical protein APUTEX25_003950_ partial [Auxenochlorella protothecoides]
OG0001856	PCFQ01000019.1 g1791 [Chlorella sp. A99]	RMZ53821.1 hypothetical protein APUTEX25_003960_ partial [Auxenochlorella protothecoides]
OG0001857	PCFQ01000078.1 g2008 [Chlorella sp. A99]	RMZ53842.1 hypothetical protein APUTEX25_005588_ partial [Auxenochlorella protothecoides]
OG0001858	PCFQ01000080.1 g1948 [Chlorella sp. A99]	RMZ53847.1 hypothetical protein APUTEX25_005593 [Auxenochlorella protothecoides]
OG0001860	PCFQ01000080.1 g1950 [Chlorella sp. A99]	RMZ53868.1 hypothetical protein APUTEX25_005614 [Auxenochlorella protothecoides]
OG0001861	PCFQ01000079.1 g1485 [Chlorella sp. A99]	RMZ53874.1 hypothetical protein APUTEX25_005620_ partial [Auxenochlorella protothecoides]
OG0001862	PCFQ01000037.1 g2508 [Chlorella sp. A99]	RMZ53912.1 hypothetical protein APUTEX25_004937 [Auxenochlorella protothecoides]
OG0001863	PCFQ01000020.1 g914 [Chlorella sp. A99]	RMZ53918.1 hypothetical protein APUTEX25_004943 [Auxenochlorella protothecoides]
OG0001864	PCFQ01000020.1 g918 [Chlorella sp. A99]	RMZ53933.1 hypothetical protein APUTEX25_004958_ partial [Auxenochlorella protothecoides]
OG0001865	PCFQ01000019.1 g1811 [Chlorella sp. A99]	RMZ53938.1 hypothetical protein APUTEX25_004963_ partial [Auxenochlorella protothecoides]
OG0001867	PCFQ01000079.1 g1488 [Chlorella sp. A99]	RMZ53960.1 hypothetical protein APUTEX25_002537 [Auxenochlorella protothecoides]
OG0001868	PCFQ01000014.1 g1883 [Chlorella sp. A99]	RMZ53973.1 hypothetical protein APUTEX25_002550_ partial [Auxenochlorella protothecoides]
OG0001869	PCFQ01000019.1 g1808 [Chlorella sp. A99], PCFQ01000049.1 g2287 [Chlorella sp. A99]	RMZ53980.1 hypothetical protein APUTEX25_002557 [Auxenochlorella protothecoides]
OG0001870	PCFQ01000005.1 g804 [Chlorella sp. A99]	RMZ53981.1 hypothetical protein APUTEX25_002558 [Auxenochlorella protothecoides]
OG0001871	PCFQ01000013.1 g3350 [Chlorella sp. A99]	RMZ53983.1 hypothetical protein APUTEX25_002560 [Auxenochlorella protothecoides]
OG0001874	PCFQ01000018.1 g459 [Chlorella sp. A99]	RMZ53999.1 hypothetical protein APUTEX25_002576_ partial [Auxenochlorella protothecoides]
OG0001875	PCFQ01000020.1 g870 [Chlorella sp. A99]	RMZ54010.1 hypothetical protein APUTEX25_002587 [Auxenochlorella protothecoides]
OG0001876	PCFQ01000081.1 g1635 [Chlorella sp. A99]	RMZ54020.1 hypothetical protein APUTEX25_002597 [Auxenochlorella protothecoides]
OG0001877	PCFQ01000081.1 g1637 [Chlorella sp. A99]	RMZ54021.1 hypothetical protein APUTEX25_002598_ partial [Auxenochlorella protothecoides]
OG0001878	PCFQ01000018.1 g441 [Chlorella sp. A99]	RMZ54033.1 hypothetical protein APUTEX25_002610_ partial [Auxenochlorella protothecoides]
OG0001879	PCFQ01000020.1 g925 [Chlorella sp. A99]	RMZ54035.1 hypothetical protein APUTEX25_002612 [Auxenochlorella protothecoides]
OG0001880	PCFQ01000019.1 g1813 [Chlorella sp. A99]	RMZ54051.1 hypothetical protein APUTEX25_002628_ partial [Auxenochlorella protothecoides]
OG0001883	PCFQ01000020.1 g917 [Chlorella sp. A99]	RMZ54085.1 hypothetical protein APUTEX25_002662 [Auxenochlorella protothecoides]
OG0001884	PCFQ01000081.1 g1622 [Chlorella sp. A99]	RMZ54112.1 hypothetical protein APUTEX25_002689 [Auxenochlorella protothecoides]
OG0001885	PCFQ01000080.1 g1955 [Chlorella sp. A99]	RMZ54124.1 hypothetical protein APUTEX25_005280_ partial [Auxenochlorella protothecoides]
OG0001887	PCFQ01000010.1 g361 [Chlorella sp. A99]	RMZ54180.1 hypothetical protein APUTEX25_005336_ partial [Auxenochlorella protothecoides]
OG0001888	PCFQ01000005.1 g749 [Chlorella sp. A99]	RMZ54184.1 hypothetical protein APUTEX25_005340 [Auxenochlorella protothecoides]
OG0001889	PCFQ01000001.1 g997 [Chlorella sp. A99]	RMZ54189.1 hypothetical protein APUTEX25_005345 [Auxenochlorella protothecoides]
OG0001892	PCFQ01000005.1 g754 [Chlorella sp. A99]	RMZ54204.1 hypothetical protein APUTEX25_005360 [Auxenochlorella protothecoides]
OG0001893	PCFQ01000079.1 g1461 [Chlorella sp. A99]	RMZ54263.1 hypothetical protein APUTEX25_000614_ partial [Auxenochlorella protothecoides]
OG0001894	PCFQ01000001.1 g961 [Chlorella sp. A99]	RMZ54269.1 hypothetical protein APUTEX25_000620 [Auxenochlorella protothecoides]
OG0001895	PCFQ01000078.1 g2214 [Chlorella sp. A99]	RMZ54276.1 hypothetical protein APUTEX25_001434 [Auxenochlorella protothecoides]
OG0001896	PCFQ01000078.1 g2207 [Chlorella sp. A99]	RMZ54287.1 hypothetical protein APUTEX25_001445_ partial [Auxenochlorella protothecoides]
OG0001897	PCFQ01000078.1 g2175 [Chlorella sp. A99]	RMZ54288.1 hypothetical protein APUTEX25_001446_ partial [Auxenochlorella protothecoides]
OG0001900	PCFQ01000078.1 g2205 [Chlorella sp. A99]	RMZ54297.1 hypothetical protein APUTEX25_001455 [Auxenochlorella protothecoides]
OG0001902	PCFQ01000078.1 g2216 [Chlorella sp. A99]	RMZ54305.1 hypothetical protein APUTEX25_001463 [Auxenochlorella protothecoides]
OG0001904	PCFQ01000078.1 g2217 [Chlorella sp. A99]	RMZ54313.1 hypothetical protein APUTEX25_001471 [Auxenochlorella protothecoides]
OG0001906	PCFQ01000078.1 g2206 [Chlorella sp. A99]	RMZ54324.1 hypothetical protein APUTEX25_001482 [Auxenochlorella protothecoides]
OG0001907	PCFQ01000042.1 g747 [Chlorella sp. A99]	RMZ54331.1 hypothetical protein APUTEX25_001489 [Auxenochlorella protothecoides]
OG0001909	PCFQ01000078.1 g2018 [Chlorella sp. A99]	RMZ54373.1 hypothetical protein APUTEX25_001949 [Auxenochlorella protothecoides]
OG0001911	PCFQ01000078.1 g2035 [Chlorella sp. A99]	RMZ54385.1 hypothetical protein APUTEX25_001961_ partial [Auxenochlorella protothecoides]
OG0001912	PCFQ01000058.1 g212 [Chlorella sp. A99]	RMZ54396.1 hypothetical protein APUTEX25_001972 [Auxenochlorella protothecoides]
OG0001913	PCFQ01000003.1 g1058 [Chlorella sp. A99]	RMZ54406.1 hypothetical protein APUTEX25_001982 [Auxenochlorella protothecoides]
OG0001914	PCFQ01000005.1 g807 [Chlorella sp. A99]	RMZ54407.1 hypothetical protein APUTEX25_001983 [Auxenochlorella protothecoides]
OG0001915	PCFQ01000037.1 g2493 [Chlorella sp. A99]	RMZ54414.1 hypothetical protein APUTEX25_001990 [Auxenochlorella protothecoides]
OG0001916	PCFQ01000005.1 g854 [Chlorella sp. A99]	RMZ54423.1 hypothetical protein APUTEX25_001999 [Auxenochlorella protothecoides]
OG0001917	PCFQ01000081.1 g1643 [Chlorella sp. A99]	RMZ54459.1 hypothetical protein APUTEX25_002035_ partial [Auxenochlorella protothecoides]
OG0001918	PCFQ01000058.1 g202 [Chlorella sp. A99]	RMZ54461.1 hypothetical protein APUTEX25_002037_ partial [Auxenochlorella protothecoides]
OG0001919	PCFQ01000058.1 g237 [Chlorella sp. A99]	RMZ54473.1 hypothetical protein APUTEX25_002049 [Auxenochlorella protothecoides]
OG0001920	PCFQ01000058.1 g248 [Chlorella sp. A99]	RMZ54480.1 hypothetical protein APUTEX25_002056 [Auxenochlorella protothecoides]
OG0001921	PCFQ01000003.1 g1068 [Chlorella sp. A99]	RMZ54483.1 hypothetical protein APUTEX25_002059_ partial [Auxenochlorella protothecoides]
OG0001922	PCFQ01000081.1 g1632 [Chlorella sp. A99]	RMZ54495.1 hypothetical protein APUTEX25_002071_ partial [Auxenochlorella protothecoides]
OG0001923	PCFQ01000058.1 g119 [Chlorella sp. A99]	RMZ54541.1 hypothetical protein APUTEX25_002116 [Auxenochlorella protothecoides]
OG0001924	PCFQ01000058.1 g105 [Chlorella sp. A99]	RMZ54549.1 hypothetical protein APUTEX25_002124_ partial [Auxenochlorella protothecoides]
OG0001925	PCFQ01000004.1 g2642 [Chlorella sp. A99]	RMZ54555.1 hypothetical protein APUTEX25_002130_ partial [Auxenochlorella protothecoides]
OG0001928	PCFQ01000058.1 g257 [Chlorella sp. A99]	RMZ54591.1 hypothetical protein APUTEX25_002177 [Auxenochlorella protothecoides]
OG0001929	PCFQ01000003.1 g1043 [Chlorella sp. A99]	RMZ54592.1 hypothetical protein APUTEX25_002178_ partial [Auxenochlorella protothecoides]
OG0001930	PCFQ01000003.1 g1042 [Chlorella sp. A99]	RMZ54600.1 hypothetical protein APUTEX25_002186 [Auxenochlorella protothecoides]
OG0001932	PCFQ01000003.1 g1044 [Chlorella sp. A99]	RMZ54614.1 hypothetical protein APUTEX25_002200_ partial [Auxenochlorella protothecoides]
OG0001933	PCFQ01000011.1 g2742 [Chlorella sp. A99]	RMZ54622.1 hypothetical protein APUTEX25_001692_ partial [Auxenochlorella protothecoides]
OG0001934	PCFQ01000002.1 g668 [Chlorella sp. A99]	RMZ54631.1 hypothetical protein APUTEX25_003009 [Auxenochlorella protothecoides]
OG0001935	PCFQ01000008.1 g1171 [Chlorella sp. A99]	RMZ54633.1 hypothetical protein APUTEX25_003011 [Auxenochlorella protothecoides]
OG0001936	PCFQ01000002.1 g731 [Chlorella sp. A99]	RMZ54637.1 hypothetical protein APUTEX25_003015 [Auxenochlorella protothecoides]
OG0001937	PCFQ01000058.1 g24 [Chlorella sp. A99]	RMZ54642.1 hypothetical protein APUTEX25_003020 [Auxenochlorella protothecoides]
OG0001938	PCFQ01000002.1 g735 [Chlorella sp. A99]	RMZ54653.1 hypothetical protein APUTEX25_003031 [Auxenochlorella protothecoides]
OG0001941	PCFQ01000058.1 g28 [Chlorella sp. A99]	RMZ54688.1 hypothetical protein APUTEX25_003066 [Auxenochlorella protothecoides]
OG0001942	PCFQ01000058.1 g30 [Chlorella sp. A99]	RMZ54689.1 hypothetical protein APUTEX25_003067 [Auxenochlorella protothecoides]
OG0001943	PCFQ01000058.1 g23 [Chlorella sp. A99]	RMZ54693.1 hypothetical protein APUTEX25_003071 [Auxenochlorella protothecoides]
OG0001944	PCFQ01000058.1 g25 [Chlorella sp. A99]	RMZ54695.1 hypothetical protein APUTEX25_003073 [Auxenochlorella protothecoides]
OG0001945	PCFQ01000058.1 g67 [Chlorella sp. A99]	RMZ54701.1 hypothetical protein APUTEX25_003079 [Auxenochlorella protothecoides]
OG0001946	PCFQ01000058.1 g46 [Chlorella sp. A99]	RMZ54703.1 hypothetical protein APUTEX25_003081 [Auxenochlorella protothecoides]
OG0001947	PCFQ01000058.1 g70 [Chlorella sp. A99]	RMZ54707.1 hypothetical protein APUTEX25_003085 [Auxenochlorella protothecoides]
OG0001948	PCFQ01000058.1 g32 [Chlorella sp. A99]	RMZ54708.1 hypothetical protein APUTEX25_003086 [Auxenochlorella protothecoides]
OG0001950	PCFQ01000058.1 g18 [Chlorella sp. A99]	RMZ54735.1 hypothetical protein APUTEX25_003113 [Auxenochlorella protothecoides]
OG0001951	PCFQ01000008.1 g1147 [Chlorella sp. A99]	RMZ54745.1 hypothetical protein APUTEX25_003123_ partial [Auxenochlorella protothecoides]
OG0001952	PCFQ01000008.1 g1149 [Chlorella sp. A99]	RMZ54747.1 hypothetical protein APUTEX25_003125_ partial [Auxenochlorella protothecoides]
OG0001955	PCFQ01000015.1 g2963 [Chlorella sp. A99]	RMZ54776.1 hypothetical protein APUTEX25_000293 [Auxenochlorella protothecoides]
OG0001956	PCFQ01000011.1 g2807 [Chlorella sp. A99]	RMZ54781.1 hypothetical protein APUTEX25_000298_ partial [Auxenochlorella protothecoides]
OG0001959	PCFQ01000037.1 g2465 [Chlorella sp. A99]	RMZ54810.1 hypothetical protein APUTEX25_000327 [Auxenochlorella protothecoides]
OG0001960	PCFQ01000082.1 g612 [Chlorella sp. A99]	RMZ54820.1 hypothetical protein APUTEX25_000337_ partial [Auxenochlorella protothecoides]
OG0001961	PCFQ01000077.1 g1758 [Chlorella sp. A99]	RMZ54822.1 hypothetical protein APUTEX25_000339 [Auxenochlorella protothecoides]
OG0001963	PCFQ01000077.1 g1749 [Chlorella sp. A99]	RMZ54852.1 hypothetical protein APUTEX25_000369 [Auxenochlorella protothecoides]
OG0001965	PCFQ01000078.1 g2157 [Chlorella sp. A99]	RMZ54870.1 hypothetical protein APUTEX25_000387 [Auxenochlorella protothecoides]
OG0001967	PCFQ01000015.1 g3062 [Chlorella sp. A99]	RMZ54886.1 hypothetical protein APUTEX25_000403 [Auxenochlorella protothecoides]
OG0001968	PCFQ01000011.1 g2883 [Chlorella sp. A99]	RMZ54893.1 hypothetical protein APUTEX25_000410_ partial [Auxenochlorella protothecoides]
OG0001969	PCFQ01000082.1 g520 [Chlorella sp. A99]	RMZ54902.1 hypothetical protein APUTEX25_000419 [Auxenochlorella protothecoides]
OG0001970	PCFQ01000078.1 g2161 [Chlorella sp. A99]	RMZ54905.1 hypothetical protein APUTEX25_000422 [Auxenochlorella protothecoides]
OG0001972	PCFQ01000011.1 g2922 [Chlorella sp. A99]	RMZ54916.1 hypothetical protein APUTEX25_000433 [Auxenochlorella protothecoides]
OG0001973	PCFQ01000011.1 g2926 [Chlorella sp. A99]	RMZ54923.1 hypothetical protein APUTEX25_000440 [Auxenochlorella protothecoides]
OG0001974	PCFQ01000078.1 g2159 [Chlorella sp. A99]	RMZ54936.1 hypothetical protein APUTEX25_000453 [Auxenochlorella protothecoides]
OG0001975	PCFQ01000078.1 g2153 [Chlorella sp. A99]	RMZ54985.1 hypothetical protein APUTEX25_000502_ partial [Auxenochlorella protothecoides]
OG0001976	PCFQ01000037.1 g2525 [Chlorella sp. A99]	RMZ54995.1 hypothetical protein APUTEX25_000512 [Auxenochlorella protothecoides]
OG0001977	PCFQ01000009.1 g1726 [Chlorella sp. A99]	RMZ54999.1 hypothetical protein APUTEX25_000516 [Auxenochlorella protothecoides]
OG0001979	PCFQ01000011.1 g2798 [Chlorella sp. A99]	RMZ55017.1 hypothetical protein APUTEX25_005643 [Auxenochlorella protothecoides]
OG0001980	PCFQ01000078.1 g2126 [Chlorella sp. A99]	RMZ55022.1 hypothetical protein APUTEX25_005648 [Auxenochlorella protothecoides]
OG0001981	PCFQ01000078.1 g2142 [Chlorella sp. A99]	RMZ55025.1 hypothetical protein APUTEX25_005651 [Auxenochlorella protothecoides]
OG0001982	PCFQ01000008.1 g1128 [Chlorella sp. A99]	RMZ55070.1 hypothetical protein APUTEX25_005696 [Auxenochlorella protothecoides]
OG0001983	PCFQ01000040.1 g2304 [Chlorella sp. A99]	RMZ55072.1 hypothetical protein APUTEX25_005698_ partial [Auxenochlorella protothecoides]
OG0001984	PCFQ01000077.1 g1746 [Chlorella sp. A99]	RMZ55083.1 hypothetical protein APUTEX25_005709 [Auxenochlorella protothecoides]
OG0001985	PCFQ01000079.1 g1420 [Chlorella sp. A99]	RMZ55087.1 hypothetical protein APUTEX25_005713 [Auxenochlorella protothecoides]
OG0001986	PCFQ01000079.1 g1401 [Chlorella sp. A99]	RMZ55096.1 hypothetical protein APUTEX25_005722_ partial [Auxenochlorella protothecoides]
OG0001987	PCFQ01000002.1 g660 [Chlorella sp. A99]	RMZ55128.1 hypothetical protein APUTEX25_005406 [Auxenochlorella protothecoides]
OG0001988	PCFQ01000006.1 g3159 [Chlorella sp. A99]	RMZ55132.1 hypothetical protein APUTEX25_005410 [Auxenochlorella protothecoides]
OG0001990	PCFQ01000006.1 g3171 [Chlorella sp. A99]	RMZ55148.1 hypothetical protein APUTEX25_005426_ partial [Auxenochlorella protothecoides]
OG0001992	PCFQ01000058.1 g265 [Chlorella sp. A99]	RMZ55158.1 hypothetical protein APUTEX25_005436 [Auxenochlorella protothecoides]
OG0001993	PCFQ01000037.1 g2360 [Chlorella sp. A99]	RMZ55171.1 hypothetical protein APUTEX25_005449 [Auxenochlorella protothecoides]
OG0001994	PCFQ01000015.1 g2984 [Chlorella sp. A99]	RMZ55174.1 hypothetical protein APUTEX25_005452 [Auxenochlorella protothecoides]
OG0001995	PCFQ01000075.1 g1944 [Chlorella sp. A99]	RMZ55181.1 hypothetical protein APUTEX25_005459 [Auxenochlorella protothecoides]
OG0001996	PCFQ01000006.1 g3164 [Chlorella sp. A99]	RMZ55191.1 hypothetical protein APUTEX25_005469 [Auxenochlorella protothecoides]
OG0001997	PCFQ01000058.1 g220 [Chlorella sp. A99]	RMZ55202.1 hypothetical protein APUTEX25_005480_ partial [Auxenochlorella protothecoides]
OG0002000	PCFQ01000058.1 g226 [Chlorella sp. A99]	RMZ55227.1 hypothetical protein APUTEX25_005505 [Auxenochlorella protothecoides]
OG0002001	PCFQ01000006.1 g3169 [Chlorella sp. A99]	RMZ55228.1 hypothetical protein APUTEX25_005506 [Auxenochlorella protothecoides]
OG0002002	PCFQ01000006.1 g3173 [Chlorella sp. A99]	RMZ55230.1 hypothetical protein APUTEX25_005508 [Auxenochlorella protothecoides]
OG0002003	PCFQ01000006.1 g3183 [Chlorella sp. A99]	RMZ55244.1 hypothetical protein APUTEX25_005522 [Auxenochlorella protothecoides]
OG0002004	PCFQ01000006.1 g3188 [Chlorella sp. A99]	RMZ55246.1 hypothetical protein APUTEX25_005524 [Auxenochlorella protothecoides]
OG0002005	PCFQ01000081.1 g1589 [Chlorella sp. A99]	RMZ55293.1 hypothetical protein APUTEX25_003431 [Auxenochlorella protothecoides]
OG0002006	PCFQ01000081.1 g1539 [Chlorella sp. A99]	RMZ55303.1 hypothetical protein APUTEX25_003441_ partial [Auxenochlorella protothecoides]
OG0002007	PCFQ01000009.1 g1700 [Chlorella sp. A99]	RMZ55305.1 hypothetical protein APUTEX25_003443 [Auxenochlorella protothecoides]
OG0002008	PCFQ01000081.1 g1590 [Chlorella sp. A99]	RMZ55307.1 hypothetical protein APUTEX25_003445 [Auxenochlorella protothecoides]
OG0002009	PCFQ01000004.1 g2680 [Chlorella sp. A99], PCFQ01000081.1 g1583 [Chlorella sp. A99]	RMZ55311.1 hypothetical protein APUTEX25_003449 [Auxenochlorella protothecoides]
OG0002011	PCFQ01000009.1 g1670 [Chlorella sp. A99]	RMZ55326.1 hypothetical protein APUTEX25_003464 [Auxenochlorella protothecoides]
OG0002012	PCFQ01000078.1 g2156 [Chlorella sp. A99]	RMZ55327.1 hypothetical protein APUTEX25_003465_ partial [Auxenochlorella protothecoides]
OG0002013	PCFQ01000081.1 g1588 [Chlorella sp. A99]	RMZ55330.1 hypothetical protein APUTEX25_003468 [Auxenochlorella protothecoides]
OG0002015	PCFQ01000037.1 g2385 [Chlorella sp. A99]	RMZ55365.1 hypothetical protein APUTEX25_002223_ partial [Auxenochlorella protothecoides]
OG0002016	PCFQ01000018.1 g456 [Chlorella sp. A99]	RMZ55378.1 hypothetical protein APUTEX25_003592_ partial [Auxenochlorella protothecoides]
OG0002017	PCFQ01000077.1 g1784 [Chlorella sp. A99]	RMZ55384.1 hypothetical protein APUTEX25_003508 [Auxenochlorella protothecoides]
OG0002018	PCFQ01000078.1 g2015 [Chlorella sp. A99]	RMZ55388.1 hypothetical protein APUTEX25_003512 [Auxenochlorella protothecoides]
OG0002019	PCFQ01000008.1 g1109 [Chlorella sp. A99]	RMZ55390.1 hypothetical protein APUTEX25_003514 [Auxenochlorella protothecoides]
OG0002020	PCFQ01000077.1 g1772 [Chlorella sp. A99]	RMZ55399.1 hypothetical protein APUTEX25_003523_ partial [Auxenochlorella protothecoides]
OG0002021	PCFQ01000009.1 g1684 [Chlorella sp. A99]	RMZ55402.1 hypothetical protein APUTEX25_003526_ partial [Auxenochlorella protothecoides]
OG0002022	PCFQ01000020.1 g934 [Chlorella sp. A99]	RMZ55406.1 hypothetical protein APUTEX25_003530_ partial [Auxenochlorella protothecoides]
OG0002023	PCFQ01000058.1 g277 [Chlorella sp. A99]	RMZ55411.1 hypothetical protein APUTEX25_003535 [Auxenochlorella protothecoides]
OG0002024	PCFQ01000077.1 g1775 [Chlorella sp. A99]	RMZ55421.1 hypothetical protein APUTEX25_003545 [Auxenochlorella protothecoides]
OG0002026	PCFQ01000077.1 g1769 [Chlorella sp. A99]	RMZ55450.1 hypothetical protein APUTEX25_003574 [Auxenochlorella protothecoides]
OG0002027	PCFQ01000046.1 g1861 [Chlorella sp. A99]	RMZ55461.1 hypothetical protein APUTEX25_003585 [Auxenochlorella protothecoides]
OG0002028	PCFQ01000001.1 g993 [Chlorella sp. A99]	RMZ55467.1 hypothetical protein APUTEX25_004692_ partial [Auxenochlorella protothecoides]
OG0002029	PCFQ01000078.1 g2188 [Chlorella sp. A99]	RMZ55478.1 hypothetical protein APUTEX25_000061 [Auxenochlorella protothecoides]
OG0002031	PCFQ01000037.1 g2510 [Chlorella sp. A99], PCFQ01000015.1 g2938 [Chlorella sp. A99]	RMZ55497.1 hypothetical protein APUTEX25_000080_ partial [Auxenochlorella protothecoides]
OG0002032	PCFQ01000079.1 g1476 [Chlorella sp. A99]	RMZ55499.1 hypothetical protein APUTEX25_000082 [Auxenochlorella protothecoides]
OG0002033	PCFQ01000005.1 g840 [Chlorella sp. A99]	RMZ55531.1 hypothetical protein APUTEX25_000114 [Auxenochlorella protothecoides]
OG0002035	PCFQ01000058.1 g187 [Chlorella sp. A99]	RMZ55536.1 hypothetical protein APUTEX25_000119_ partial [Auxenochlorella protothecoides]
OG0002037	PCFQ01000005.1 g860 [Chlorella sp. A99]	RMZ55556.1 hypothetical protein APUTEX25_000139_ partial [Auxenochlorella protothecoides]
OG0002039	PCFQ01000004.1 g2713 [Chlorella sp. A99]	RMZ55585.1 hypothetical protein APUTEX25_000168 [Auxenochlorella protothecoides]
OG0002040	PCFQ01000075.1 g1907 [Chlorella sp. A99]	RMZ55603.1 hypothetical protein APUTEX25_000186_ partial [Auxenochlorella protothecoides]
OG0002041	PCFQ01000079.1 g1439 [Chlorella sp. A99]	RMZ55618.1 hypothetical protein APUTEX25_000201 [Auxenochlorella protothecoides]
OG0002042	PCFQ01000005.1 g831 [Chlorella sp. A99]	RMZ55623.1 hypothetical protein APUTEX25_000206_ partial [Auxenochlorella protothecoides]
OG0002043	PCFQ01000079.1 g1428 [Chlorella sp. A99]	RMZ55648.1 hypothetical protein APUTEX25_000231_ partial [Auxenochlorella protothecoides]
OG0002046	PCFQ01000082.1 g560 [Chlorella sp. A99]	RMZ55696.1 hypothetical protein APUTEX25_005737 [Auxenochlorella protothecoides]
OG0002048	PCFQ01000006.1 g3153 [Chlorella sp. A99]	RMZ55713.1 hypothetical protein APUTEX25_005754 [Auxenochlorella protothecoides]
OG0002050	PCFQ01000007.1 g1191 [Chlorella sp. A99]	RMZ55769.1 hypothetical protein APUTEX25_005810_ partial [Auxenochlorella protothecoides]
OG0002051	PCFQ01000007.1 g1235 [Chlorella sp. A99]	RMZ55770.1 hypothetical protein APUTEX25_005811 [Auxenochlorella protothecoides]
OG0002052	PCFQ01000082.1 g494 [Chlorella sp. A99]	RMZ55772.1 hypothetical protein APUTEX25_005813 [Auxenochlorella protothecoides]
OG0002053	PCFQ01000079.1 g1464 [Chlorella sp. A99]	RMZ55779.1 hypothetical protein APUTEX25_005820_ partial [Auxenochlorella protothecoides]
OG0002056	PCFQ01000010.1 g351 [Chlorella sp. A99]	RMZ55834.1 hypothetical protein APUTEX25_003800_ partial [Auxenochlorella protothecoides]
OG0002058	PCFQ01000010.1 g301 [Chlorella sp. A99]	RMZ55840.1 hypothetical protein APUTEX25_003806 [Auxenochlorella protothecoides]
OG0002059	PCFQ01000010.1 g317 [Chlorella sp. A99]	RMZ55844.1 hypothetical protein APUTEX25_003810 [Auxenochlorella protothecoides]
OG0002063	PCFQ01000010.1 g330 [Chlorella sp. A99]	RMZ55870.1 hypothetical protein APUTEX25_003836 [Auxenochlorella protothecoides]
OG0002064	PCFQ01000010.1 g335 [Chlorella sp. A99]	RMZ55878.1 hypothetical protein APUTEX25_003844_ partial [Auxenochlorella protothecoides]
OG0002066	PCFQ01000010.1 g318 [Chlorella sp. A99]	RMZ55885.1 hypothetical protein APUTEX25_003851 [Auxenochlorella protothecoides]
