Orthogroup	Scenedesmus_PABB004	Chlorella_A99
OG0001466	KAF8061928.1 hypothetical protein HT031_004188 [Scenedesmus sp. PABB004], KAF8073212.1 chlI [Scenedesmus sp. PABB004]	PCFQ01000015.1 g2997 [Chlorella sp. A99]
OG0001470	KAF8055840.1 IM30 [Scenedesmus sp. PABB004]	PCFQ01000023.1 g2227 [Chlorella sp. A99]
OG0001472	KAF8060592.1 ubiquitin [Scenedesmus sp. PABB004]	PCFQ01000006.1 g3175 [Chlorella sp. A99]
OG0001473	KAF8061317.1 bbs9 [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1246 [Chlorella sp. A99]
OG0001475	KAF8058036.1 PREP1 [Scenedesmus sp. PABB004]	PCFQ01000018.1 g415 [Chlorella sp. A99]
OG0001476	KAF8056126.1 COG6 [Scenedesmus sp. PABB004]	PCFQ01000058.1 g241 [Chlorella sp. A99]
OG0001478	KAF8060070.1 AMSH1 [Scenedesmus sp. PABB004]	PCFQ01000006.1 g3170 [Chlorella sp. A99]
OG0001479	KAF8060605.1 RRA3 [Scenedesmus sp. PABB004]	PCFQ01000037.1 g2356 [Chlorella sp. A99]
OG0001481	KAF8056757.1 RD21A [Scenedesmus sp. PABB004]	PCFQ01000006.1 g3186 [Chlorella sp. A99]
OG0001482	KAF8072358.1 Glutamate--tRNA ligase [Scenedesmus sp. PABB004]	PCFQ01000009.1 g1698 [Chlorella sp. A99]
OG0001483	KAF8072631.1 NTR2 [Scenedesmus sp. PABB004]	PCFQ01000081.1 g1587 [Chlorella sp. A99]
OG0001485	KAF8070855.1 hypothetical protein HT031_000936 [Scenedesmus sp. PABB004]	PCFQ01000037.1 g2471 [Chlorella sp. A99]
OG0001487	KAF8068314.1 citrate synthase [Scenedesmus sp. PABB004]	PCFQ01000058.1 g276 [Chlorella sp. A99], PCFQ01000058.1 g285 [Chlorella sp. A99]
OG0001488	KAF8059137.1 UBP14 [Scenedesmus sp. PABB004]	PCFQ01000007.1 g1209 [Chlorella sp. A99]
OG0001490	KAF8059407.1 ODA4 [Scenedesmus sp. PABB004]	PCFQ01000058.1 g279 [Chlorella sp. A99]
OG0001492	KAF8066160.1 HCF244 [Scenedesmus sp. PABB004]	PCFQ01000009.1 g1687 [Chlorella sp. A99]
OG0001493	KAF8065497.1 RNR1 [Scenedesmus sp. PABB004]	PCFQ01000058.1 g282 [Chlorella sp. A99], PCFQ01000017.1 g2284 [Chlorella sp. A99]
OG0001494	KAF8059984.1 RPT1A [Scenedesmus sp. PABB004]	PCFQ01000077.1 g1779 [Chlorella sp. A99]
OG0001496	KAF8065465.1 ftsH [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1432 [Chlorella sp. A99]
OG0001498	KAF8067295.1 MCM6 [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1458 [Chlorella sp. A99]
OG0001499	KAF8057663.1 ENO1 [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1361 [Chlorella sp. A99]
OG0001502	KAF8057777.1 PP2AB2 [Scenedesmus sp. PABB004]	PCFQ01000078.1 g2190 [Chlorella sp. A99]
OG0001504	KAF8062695.1 CALM1 [Scenedesmus sp. PABB004], KAF8067316.1 Calmodulin [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1448 [Chlorella sp. A99]
OG0001506	KAF8071127.1 RPL13 [Scenedesmus sp. PABB004]	PCFQ01000017.1 g2285 [Chlorella sp. A99], PCFQ01000007.1 g1234 [Chlorella sp. A99]
OG0001507	KAF8056862.1 hypothetical protein HT031_006206 [Scenedesmus sp. PABB004]	PCFQ01000014.1 g1882 [Chlorella sp. A99]
OG0001510	KAF8062071.1 PMS1 [Scenedesmus sp. PABB004]	PCFQ01000014.1 g1881 [Chlorella sp. A99]
OG0001512	KAF8064630.1 alkK [Scenedesmus sp. PABB004]	PCFQ01000010.1 g329 [Chlorella sp. A99]
OG0001513	KAF8058119.1 DAPB1 [Scenedesmus sp. PABB004], KAF8063027.1 DAPB1 [Scenedesmus sp. PABB004]	PCFQ01000010.1 g326 [Chlorella sp. A99]
OG0001514	KAF8072580.1 hypothetical protein HT031_000240 [Scenedesmus sp. PABB004]	PCFQ01000010.1 g324 [Chlorella sp. A99]
OG0001515	KAF8054953.1 ruvbl2 [Scenedesmus sp. PABB004], KAF8054872.1 ruvbl2 [Scenedesmus sp. PABB004]	PCFQ01000010.1 g346 [Chlorella sp. A99]
OG0001518	KAF8065517.1 CRY1 [Scenedesmus sp. PABB004], KAF8066292.1 CRY1 [Scenedesmus sp. PABB004]	PCFQ01000058.1 g164 [Chlorella sp. A99]
OG0001519	KAF8059999.1 hypothetical protein HT031_004937 [Scenedesmus sp. PABB004]	PCFQ01000037.1 g2367 [Chlorella sp. A99]
OG0001521	KAF8067359.1 Acsf3 [Scenedesmus sp. PABB004]	PCFQ01000013.1 g3275 [Chlorella sp. A99]
OG0001522	KAF8061903.1 EGF1 [Scenedesmus sp. PABB004]	PCFQ01000082.1 g528 [Chlorella sp. A99]
OG0001525	KAF8061907.1 MRF1 [Scenedesmus sp. PABB004]	PCFQ01000082.1 g525 [Chlorella sp. A99]
OG0001526	KAF8072660.1 aspS [Scenedesmus sp. PABB004]	PCFQ01000017.1 g2275 [Chlorella sp. A99], PCFQ01000082.1 g545 [Chlorella sp. A99]
OG0001527	KAF8067307.1 SRL1 [Scenedesmus sp. PABB004]	PCFQ01000077.1 g1762 [Chlorella sp. A99]
OG0001528	KAF8054988.1 nol10 [Scenedesmus sp. PABB004]	PCFQ01000008.1 g1168 [Chlorella sp. A99]
OG0001529	KAF8073044.1 nip7 [Scenedesmus sp. PABB004]	PCFQ01000004.1 g2668 [Chlorella sp. A99]
OG0001530	KAF8073159.1 hypothetical protein HT031_000820 [Scenedesmus sp. PABB004]	PCFQ01000037.1 g2368 [Chlorella sp. A99]
OG0001533	KAF8066290.1 hypothetical protein HT031_002613 [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1273 [Chlorella sp. A99]
OG0001534	KAF8063655.1 RID1 [Scenedesmus sp. PABB004]	PCFQ01000073.1 g1967 [Chlorella sp. A99]
OG0001537	KAF8061354.1 POLR3C [Scenedesmus sp. PABB004]	PCFQ01000037.1 g2383 [Chlorella sp. A99]
OG0001539	KAF8067304.1 mhkB [Scenedesmus sp. PABB004]	PCFQ01000002.1 g714 [Chlorella sp. A99]
OG0001542	KAF8058092.1 ALIS1 [Scenedesmus sp. PABB004]	PCFQ01000005.1 g833 [Chlorella sp. A99]
OG0001543	KAF8061916.1 Pyruvate dehydrogenase E1 component subunit alpha [Scenedesmus sp. PABB004]	PCFQ01000014.1 g1895 [Chlorella sp. A99]
OG0001545	KAF8064646.1 PRMT5 [Scenedesmus sp. PABB004]	PCFQ01000008.1 g1162 [Chlorella sp. A99]
OG0001549	KAF8073131.1 cbf5 [Scenedesmus sp. PABB004]	PCFQ01000018.1 g473 [Chlorella sp. A99]
OG0001550	KAF8073020.1 ABCE2 [Scenedesmus sp. PABB004]	PCFQ01000018.1 g420 [Chlorella sp. A99]
OG0001552	KAF8069634.1 PYD1 [Scenedesmus sp. PABB004]	PCFQ01000081.1 g1604 [Chlorella sp. A99]
OG0001554	KAF8055088.1 hypothetical protein HT031_006838 [Scenedesmus sp. PABB004]	PCFQ01000078.1 g2087 [Chlorella sp. A99]
OG0001556	KAF8068172.1 AKHSDH2 [Scenedesmus sp. PABB004]	PCFQ01000008.1 g1088 [Chlorella sp. A99]
OG0001561	KAF8059098.1 RDM16 [Scenedesmus sp. PABB004]	PCFQ01000082.1 g552 [Chlorella sp. A99]
OG0001562	KAF8065712.1 grwd1 [Scenedesmus sp. PABB004]	PCFQ01000078.1 g2082 [Chlorella sp. A99]
OG0001563	KAF8058449.1 HSP70-17 [Scenedesmus sp. PABB004]	PCFQ01000078.1 g2048 [Chlorella sp. A99]
OG0001567	KAF8061294.1 Cdc40 [Scenedesmus sp. PABB004]	PCFQ01000078.1 g2054 [Chlorella sp. A99]
OG0001568	KAF8068457.1 WNK2 [Scenedesmus sp. PABB004], KAF8072889.1 WNK4 [Scenedesmus sp. PABB004]	PCFQ01000011.1 g2780 [Chlorella sp. A99]
OG0001569	KAF8072507.1 ankrd13c [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1513 [Chlorella sp. A99]
OG0001571	KAF8061926.1 hypothetical protein HT031_004186 [Scenedesmus sp. PABB004], KAF8061925.1 Kif3c [Scenedesmus sp. PABB004]	PCFQ01000082.1 g547 [Chlorella sp. A99]
OG0001572	KAF8056766.1 hypothetical protein HT031_006264 [Scenedesmus sp. PABB004]	PCFQ01000006.1 g3111 [Chlorella sp. A99]
OG0001574	KAF8066397.1 hypothetical protein HT031_002721 [Scenedesmus sp. PABB004]	PCFQ01000011.1 g2769 [Chlorella sp. A99]
OG0001575	KAF8072757.1 MAP1B [Scenedesmus sp. PABB004]	PCFQ01000004.1 g2636 [Chlorella sp. A99]
OG0001576	KAF8056781.1 Glyoxysomal fatty acid beta-oxidation multifunctional protein MFP-a [Scenedesmus sp. PABB004]	PCFQ01000018.1 g482 [Chlorella sp. A99]
OG0001578	KAF8060041.1 AATP2 [Scenedesmus sp. PABB004], KAF8060588.1 AATP2 [Scenedesmus sp. PABB004]	PCFQ01000058.1 g76 [Chlorella sp. A99]
OG0001579	KAF8073097.1 hypothetical protein HT031_000758 [Scenedesmus sp. PABB004]	PCFQ01000013.1 g3330 [Chlorella sp. A99]
OG0001581	KAF8057853.1 NFS1 [Scenedesmus sp. PABB004]	PCFQ01000058.1 g264 [Chlorella sp. A99]
OG0001582	KAF8066276.1 KINB2 [Scenedesmus sp. PABB004]	PCFQ01000058.1 g78 [Chlorella sp. A99]
OG0001583	KAF8063843.1 hypothetical protein HT031_003700 [Scenedesmus sp. PABB004]	PCFQ01000077.1 g1770 [Chlorella sp. A99], PCFQ01000022.1 g2330 [Chlorella sp. A99]
OG0001586	KAF8065429.1 Pkg21D [Scenedesmus sp. PABB004], KAF8063026.1 PRKG2 [Scenedesmus sp. PABB004]	PCFQ01000011.1 g2809 [Chlorella sp. A99]
OG0001592	KAF8073150.1 hypothetical protein HT031_000811 [Scenedesmus sp. PABB004]	PCFQ01000058.1 g44 [Chlorella sp. A99]
OG0001595	KAF8073134.1 DEAD-box ATP-dependent RNA helicase 38 [Scenedesmus sp. PABB004]	PCFQ01000023.1 g2238 [Chlorella sp. A99]
OG0001597	KAF8073220.1 hypothetical protein HT031_000881 [Scenedesmus sp. PABB004]	PCFQ01000004.1 g2612 [Chlorella sp. A99]
OG0001602	KAF8057633.1 yciO [Scenedesmus sp. PABB004]	PCFQ01000058.1 g92 [Chlorella sp. A99]
OG0001603	KAF8072361.1 hypothetical protein HT031_000020 [Scenedesmus sp. PABB004]	PCFQ01000058.1 g160 [Chlorella sp. A99]
OG0001606	KAF8056247.1 CARS1 [Scenedesmus sp. PABB004]	PCFQ01000082.1 g532 [Chlorella sp. A99]
OG0001608	KAF8069509.1 hypothetical protein HT031_001625 [Scenedesmus sp. PABB004], KAF8071046.1 SARED1 [Scenedesmus sp. PABB004]	PCFQ01000013.1 g3365 [Chlorella sp. A99], PCFQ01000002.1 g679 [Chlorella sp. A99]
OG0001610	KAF8065539.1 Pyroxd2 [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1321 [Chlorella sp. A99]
OG0001611	KAF8055120.1 Mak [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1324 [Chlorella sp. A99]
OG0001612	KAF8066167.1 SCL30A [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1332 [Chlorella sp. A99]
OG0001614	KAF8071098.1 hypothetical protein HT031_001180 [Scenedesmus sp. PABB004]	PCFQ01000081.1 g1608 [Chlorella sp. A99]
OG0001615	KAF8057713.1 FAN1 [Scenedesmus sp. PABB004]	PCFQ01000009.1 g1717 [Chlorella sp. A99], PCFQ01000013.1 g3322 [Chlorella sp. A99]
OG0001616	KAF8055666.1 rca [Scenedesmus sp. PABB004]	PCFQ01000019.1 g1802 [Chlorella sp. A99]
OG0001618	KAF8071151.1 fabZ [Scenedesmus sp. PABB004]	PCFQ01000037.1 g2362 [Chlorella sp. A99]
OG0001619	KAF8071324.1 ME6 [Scenedesmus sp. PABB004]	PCFQ01000004.1 g2701 [Chlorella sp. A99]
OG0001621	KAF8063662.1 GLN2 [Scenedesmus sp. PABB004]	PCFQ01000015.1 g2939 [Chlorella sp. A99]
OG0001622	KAF8061948.1 hypothetical protein HT031_004208 [Scenedesmus sp. PABB004]	PCFQ01000006.1 g3242 [Chlorella sp. A99]
OG0001664	KAF8057105.1 yciC [Scenedesmus sp. PABB004]	PCFQ01000058.1 g239 [Chlorella sp. A99]
OG0001665	KAF8066238.1 RPS26C [Scenedesmus sp. PABB004]	PCFQ01000015.1 g3086 [Chlorella sp. A99]
OG0001666	KAF8072634.1 Transketolase [Scenedesmus sp. PABB004]	PCFQ01000011.1 g2735 [Chlorella sp. A99]
OG0001667	KAF8058303.1 selO [Scenedesmus sp. PABB004]	PCFQ01000015.1 g3072 [Chlorella sp. A99]
OG0001668	KAF8054757.1 SYP71 [Scenedesmus sp. PABB004], KAF8072343.1 SYP71 [Scenedesmus sp. PABB004]	PCFQ01000009.1 g1691 [Chlorella sp. A99]
OG0001670	KAF8060470.1 hypothetical protein HT031_004646 [Scenedesmus sp. PABB004]	PCFQ01000046.1 g1874 [Chlorella sp. A99]
OG0001672	KAF8071281.1 mnmA [Scenedesmus sp. PABB004]	PCFQ01000015.1 g3089 [Chlorella sp. A99]
OG0001673	KAF8066378.1 GWD3 [Scenedesmus sp. PABB004]	PCFQ01000037.1 g2503 [Chlorella sp. A99]
OG0001674	KAF8063671.1 BIG3 [Scenedesmus sp. PABB004]	PCFQ01000013.1 g3313 [Chlorella sp. A99]
OG0001675	KAF8058868.1 hypothetical protein HT031_005436 [Scenedesmus sp. PABB004]	PCFQ01000011.1 g2830 [Chlorella sp. A99]
OG0001676	KAF8063844.1 TRN1 [Scenedesmus sp. PABB004]	PCFQ01000082.1 g582 [Chlorella sp. A99]
OG0001677	KAF8071251.1 CNX2 [Scenedesmus sp. PABB004]	PCFQ01000078.1 g2165 [Chlorella sp. A99]
OG0001678	KAF8072788.1 SPBC2A9.03 [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1340 [Chlorella sp. A99]
OG0001679	KAF8072894.1 hypothetical protein HT031_000554 [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1339 [Chlorella sp. A99]
OG0001681	KAF8061344.1 phosphoribosylformylglycinamidine synthase [Scenedesmus sp. PABB004]	PCFQ01000014.1 g1899 [Chlorella sp. A99]
OG0001682	KAF8069608.1 FTSHI3 [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1370 [Chlorella sp. A99], PCFQ01000008.1 g1145 [Chlorella sp. A99]
OG0001684	KAF8062920.1 hypothetical protein HT031_003758 [Scenedesmus sp. PABB004]	PCFQ01000082.1 g589 [Chlorella sp. A99]
OG0001686	KAF8060094.1 CHC2 [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1275 [Chlorella sp. A99]
OG0001687	KAF8057752.1 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6 [Scenedesmus sp. PABB004]	PCFQ01000010.1 g385 [Chlorella sp. A99]
OG0001689	KAF8054987.1 PBB2 [Scenedesmus sp. PABB004]	PCFQ01000015.1 g3030 [Chlorella sp. A99]
OG0001692	KAF8055922.1 ODA1 [Scenedesmus sp. PABB004]	PCFQ01000082.1 g579 [Chlorella sp. A99]
OG0001694	KAF8060609.1 mak16 [Scenedesmus sp. PABB004]	PCFQ01000010.1 g374 [Chlorella sp. A99]
OG0001698	KAF8072691.1 AL21 [Scenedesmus sp. PABB004]	PCFQ01000075.1 g1941 [Chlorella sp. A99]
OG0001700	KAF8072352.1 HSP70-14 [Scenedesmus sp. PABB004]	PCFQ01000009.1 g1727 [Chlorella sp. A99]
OG0001701	KAF8071001.1 sugar phosphate/phosphate translocator [Scenedesmus sp. PABB004]	PCFQ01000037.1 g2426 [Chlorella sp. A99]
OG0001702	KAF8066187.1 BIO2 [Scenedesmus sp. PABB004]	PCFQ01000007.1 g1226 [Chlorella sp. A99]
OG0001703	KAF8059983.1 POLA2 [Scenedesmus sp. PABB004]	PCFQ01000078.1 g1994 [Chlorella sp. A99]
OG0001704	KAF8073147.1 clptm1 [Scenedesmus sp. PABB004]	PCFQ01000037.1 g2438 [Chlorella sp. A99]
OG0001705	KAF8065924.1 IBI1 [Scenedesmus sp. PABB004]	PCFQ01000018.1 g439 [Chlorella sp. A99]
OG0001706	KAF8055468.1 hypothetical protein HT031_006727 [Scenedesmus sp. PABB004]	PCFQ01000018.1 g452 [Chlorella sp. A99]
OG0001708	KAF8057678.1 ING4 [Scenedesmus sp. PABB004]	PCFQ01000037.1 g2439 [Chlorella sp. A99]
OG0001709	KAF8070871.1 Alpha-latrocrustotoxin-a [Scenedesmus sp. PABB004]	PCFQ01000007.1 g1225 [Chlorella sp. A99]
OG0001711	KAF8058434.1 sbpA [Scenedesmus sp. PABB004]	PCFQ01000081.1 g1623 [Chlorella sp. A99]
OG0001712	KAF8073108.1 RPL13AB [Scenedesmus sp. PABB004]	PCFQ01000004.1 g2627 [Chlorella sp. A99]
OG0001713	KAF8062007.1 lysS [Scenedesmus sp. PABB004]	PCFQ01000081.1 g1650 [Chlorella sp. A99]
OG0001715	KAF8055936.1 hypothetical protein HT031_006575 [Scenedesmus sp. PABB004]	PCFQ01000020.1 g922 [Chlorella sp. A99]
OG0001716	KAF8062742.1 NADH dehydrogenase [ubiquinone] flavoprotein 2 [Scenedesmus sp. PABB004]	PCFQ01000037.1 g2358 [Chlorella sp. A99]
OG0001719	KAF8069563.1 CCT6A [Scenedesmus sp. PABB004]	PCFQ01000005.1 g784 [Chlorella sp. A99]
OG0001720	KAF8055820.1 SPCC4G3.03 [Scenedesmus sp. PABB004]	PCFQ01000005.1 g794 [Chlorella sp. A99]
OG0001724	KAF8062679.1 Mettl5 [Scenedesmus sp. PABB004]	PCFQ01000026.1 g2295 [Chlorella sp. A99]
OG0001727	KAF8068431.1 BETAC-AD [Scenedesmus sp. PABB004]	PCFQ01000058.1 g144 [Chlorella sp. A99]
OG0001728	KAF8060534.1 RPS19A [Scenedesmus sp. PABB004]	PCFQ01000004.1 g2618 [Chlorella sp. A99]
OG0001730	KAF8068199.1 RPS3C [Scenedesmus sp. PABB004]	PCFQ01000006.1 g3214 [Chlorella sp. A99]
OG0001732	KAF8069649.1 Atp2b4 [Scenedesmus sp. PABB004]	PCFQ01000009.1 g1709 [Chlorella sp. A99]
OG0001737	KAF8071122.1 U2AF35A [Scenedesmus sp. PABB004]	PCFQ01000007.1 g1232 [Chlorella sp. A99]
OG0001739	KAF8067236.1 RBM25 [Scenedesmus sp. PABB004]	PCFQ01000078.1 g2001 [Chlorella sp. A99]
OG0001740	KAF8067391.1 SPT16 [Scenedesmus sp. PABB004]	PCFQ01000078.1 g1982 [Chlorella sp. A99]
OG0001742	KAF8059684.1 FKBP65 [Scenedesmus sp. PABB004]	PCFQ01000001.1 g1011 [Chlorella sp. A99], PCFQ01000026.1 g2291 [Chlorella sp. A99]
OG0001743	KAF8059461.1 RPT6B [Scenedesmus sp. PABB004]	PCFQ01000001.1 g967 [Chlorella sp. A99]
OG0001744	KAF8058411.1 EB1C [Scenedesmus sp. PABB004]	PCFQ01000007.1 g1231 [Chlorella sp. A99]
OG0001747	KAF8064696.1 hypothetical protein HT031_003498 [Scenedesmus sp. PABB004]	PCFQ01000004.1 g2651 [Chlorella sp. A99]
OG0001748	KAF8071078.1 CYP51 [Scenedesmus sp. PABB004]	PCFQ01000078.1 g2043 [Chlorella sp. A99]
OG0001750	KAF8064675.1 hypothetical protein HT031_003477 [Scenedesmus sp. PABB004]	PCFQ01000015.1 g2972 [Chlorella sp. A99]
OG0001751	KAF8071125.1 hypothetical protein HT031_001207 [Scenedesmus sp. PABB004]	PCFQ01000007.1 g1180 [Chlorella sp. A99]
OG0001753	KAF8062020.1 DJ1B [Scenedesmus sp. PABB004]	PCFQ01000078.1 g2044 [Chlorella sp. A99]
OG0001754	KAF8062640.1 fbiC [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1509 [Chlorella sp. A99]
OG0001756	KAF8057933.1 fusA1 [Scenedesmus sp. PABB004]	PCFQ01000013.1 g3271 [Chlorella sp. A99]
OG0001758	KAF8062044.1 OVA1 [Scenedesmus sp. PABB004]	PCFQ01000081.1 g1598 [Chlorella sp. A99], PCFQ01000081.1 g1597 [Chlorella sp. A99]
OG0001760	KAF8068356.1 PAT13 [Scenedesmus sp. PABB004]	PCFQ01000006.1 g3206 [Chlorella sp. A99]
OG0001761	KAF8054951.1 hypothetical protein HT031_006887 [Scenedesmus sp. PABB004], KAF8054946.1 UVR8 [Scenedesmus sp. PABB004]	PCFQ01000037.1 g2451 [Chlorella sp. A99]
OG0001762	KAF8066409.1 FAD6 [Scenedesmus sp. PABB004]	PCFQ01000006.1 g3227 [Chlorella sp. A99]
OG0001763	KAF8064574.1 CLPS3 [Scenedesmus sp. PABB004]	PCFQ01000013.1 g3316 [Chlorella sp. A99]
OG0001767	KAF8065603.1 dolichyl pyrophosphate alpha-1 [Scenedesmus sp. PABB004]	PCFQ01000075.1 g1935 [Chlorella sp. A99]
OG0001770	KAF8062085.1 hypothetical protein HT031_004345 [Scenedesmus sp. PABB004]	PCFQ01000007.1 g1196 [Chlorella sp. A99]
OG0001777	KAF8055821.1 TIC236 [Scenedesmus sp. PABB004]	PCFQ01000037.1 g2429 [Chlorella sp. A99]
OG0001778	KAF8064485.1 impdh [Scenedesmus sp. PABB004]	PCFQ01000003.1 g1039 [Chlorella sp. A99]
OG0001779	KAF8069701.1 SRP54-1 [Scenedesmus sp. PABB004]	PCFQ01000013.1 g3326 [Chlorella sp. A99]
OG0001780	KAF8066342.1 scy1 [Scenedesmus sp. PABB004]	PCFQ01000011.1 g2736 [Chlorella sp. A99]
OG0001781	KAF8072892.1 Fancd2 [Scenedesmus sp. PABB004]	PCFQ01000003.1 g1045 [Chlorella sp. A99]
OG0001783	KAF8073186.1 ADE2 [Scenedesmus sp. PABB004]	PCFQ01000078.1 g2030 [Chlorella sp. A99]
OG0001785	KAF8062091.1 hypothetical protein HT031_004351 [Scenedesmus sp. PABB004], KAF8062094.1 VPS53 [Scenedesmus sp. PABB004]	PCFQ01000081.1 g1572 [Chlorella sp. A99]
OG0001786	KAF8056390.1 RPN11 [Scenedesmus sp. PABB004]	PCFQ01000010.1 g291 [Chlorella sp. A99]
OG0001788	KAF8070952.1 spf31 [Scenedesmus sp. PABB004]	PCFQ01000011.1 g2779 [Chlorella sp. A99]
OG0001789	KAF8055327.1 LHCA1 [Scenedesmus sp. PABB004]	PCFQ01000081.1 g1565 [Chlorella sp. A99]
OG0001790	KAF8072392.1 Coatomer subunit gamma [Scenedesmus sp. PABB004]	PCFQ01000081.1 g1571 [Chlorella sp. A99]
OG0001791	KAF8069393.1 hypothetical protein HT031_001508 [Scenedesmus sp. PABB004]	PCFQ01000011.1 g2901 [Chlorella sp. A99], PCFQ01000082.1 g592 [Chlorella sp. A99]
OG0001792	KAF8065962.1 rplA [Scenedesmus sp. PABB004]	PCFQ01000011.1 g2752 [Chlorella sp. A99]
OG0001794	KAF8061162.1 eif3g-a [Scenedesmus sp. PABB004]	PCFQ01000081.1 g1575 [Chlorella sp. A99]
OG0001795	KAF8059175.1 hypothetical protein HT031_005347 [Scenedesmus sp. PABB004]	PCFQ01000010.1 g309 [Chlorella sp. A99]
OG0001797	KAF8061408.1 Ppc1 [Scenedesmus sp. PABB004]	PCFQ01000058.1 g256 [Chlorella sp. A99], PCFQ01000075.1 g1909 [Chlorella sp. A99]
OG0001800	KAF8069417.1 RFC1 [Scenedesmus sp. PABB004]	PCFQ01000058.1 g140 [Chlorella sp. A99]
OG0001801	KAF8069406.1 TOM1 [Scenedesmus sp. PABB004]	PCFQ01000009.1 g1683 [Chlorella sp. A99]
OG0001805	KAF8062898.1 RIBA1 [Scenedesmus sp. PABB004]	PCFQ01000009.1 g1676 [Chlorella sp. A99]
OG0001806	KAF8061314.1 ycf24 [Scenedesmus sp. PABB004]	PCFQ01000075.1 g1921 [Chlorella sp. A99]
OG0001807	KAF8069624.1 Granule-bound starch synthase 1b [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1244 [Chlorella sp. A99]
OG0001809	KAF8067166.1 hypothetical protein HT031_002213 [Scenedesmus sp. PABB004]	PCFQ01000015.1 g2936 [Chlorella sp. A99]
OG0001811	KAF8063093.1 VPS10 [Scenedesmus sp. PABB004]	PCFQ01000004.1 g2591 [Chlorella sp. A99]
OG0001812	KAF8073244.1 coatomer subunit beta-1 [Scenedesmus sp. PABB004]	PCFQ01000009.1 g1674 [Chlorella sp. A99]
OG0001813	KAF8068207.1 phenylalanine--tRNA ligase [Scenedesmus sp. PABB004]	PCFQ01000037.1 g2432 [Chlorella sp. A99]
OG0001817	KAF8058870.1 SNX1 [Scenedesmus sp. PABB004]	PCFQ01000009.1 g1677 [Chlorella sp. A99]
OG0001818	KAF8073064.1 60S acidic ribosomal protein P0 [Scenedesmus sp. PABB004]	PCFQ01000008.1 g1127 [Chlorella sp. A99]
OG0001819	KAF8069628.1 selenbp1 [Scenedesmus sp. PABB004]	PCFQ01000077.1 g1732 [Chlorella sp. A99]
OG0001821	KAF8072915.1 BSL2 [Scenedesmus sp. PABB004]	PCFQ01000078.1 g2085 [Chlorella sp. A99]
OG0001824	KAF8059708.1 MAP2B [Scenedesmus sp. PABB004]	PCFQ01000011.1 g2800 [Chlorella sp. A99]
OG0001825	KAF8073233.1 ACX4 [Scenedesmus sp. PABB004]	PCFQ01000078.1 g2058 [Chlorella sp. A99]
OG0001826	KAF8057278.1 CCT8 [Scenedesmus sp. PABB004]	PCFQ01000008.1 g1126 [Chlorella sp. A99]
OG0001827	KAF8062060.1 Guk1 [Scenedesmus sp. PABB004], KAF8072379.1 GK1 [Scenedesmus sp. PABB004]	PCFQ01000003.1 g1055 [Chlorella sp. A99]
OG0001829	KAF8061306.1 VHA-a3 [Scenedesmus sp. PABB004]	PCFQ01000015.1 g3007 [Chlorella sp. A99]
OG0001830	KAF8065947.1 DHS1 [Scenedesmus sp. PABB004]	PCFQ01000078.1 g2055 [Chlorella sp. A99]
OG0001831	KAF8063832.1 Serine--tRNA ligase [Scenedesmus sp. PABB004]	PCFQ01000015.1 g3002 [Chlorella sp. A99]
OG0001833	KAF8062919.1 hypothetical protein HT031_003757 [Scenedesmus sp. PABB004]	PCFQ01000003.1 g1023 [Chlorella sp. A99]
OG0001837	KAF8065568.1 purH [Scenedesmus sp. PABB004]	PCFQ01000058.1 g147 [Chlorella sp. A99]
OG0001838	KAF8061341.1 tsr1 [Scenedesmus sp. PABB004]	PCFQ01000079.1 g1264 [Chlorella sp. A99]
OG0001839	KAF8058088.1 Prep [Scenedesmus sp. PABB004]	PCFQ01000078.1 g2016 [Chlorella sp. A99]
OG0001841	KAF8054979.1 ABCF5 [Scenedesmus sp. PABB004]	PCFQ01000003.1 g1018 [Chlorella sp. A99]
OG0001842	KAF8065887.1 hypothetical protein HT031_002948 [Scenedesmus sp. PABB004]	PCFQ01000007.1 g1207 [Chlorella sp. A99]
OG0001843	KAF8060514.1 eif2s3 [Scenedesmus sp. PABB004]	PCFQ01000037.1 g2447 [Chlorella sp. A99]
OG0001844	KAF8057129.1 pyrroline-5-carboxylate reductase [Scenedesmus sp. PABB004]	PCFQ01000011.1 g2894 [Chlorella sp. A99]
OG0001845	KAF8060565.1 mettl3 [Scenedesmus sp. PABB004]	PCFQ01000011.1 g2874 [Chlorella sp. A99]
