Orthogroup	Scenedesmus_PABB004	Chlorella_KRBP
OG0001947	KAF8066270.1 leucine--tRNA ligase [Scenedesmus sp. PABB004]	QAXK01001881.1_90892-88031
OG0001951	KAF8063060.1 RPS18 [Scenedesmus sp. PABB004]	QAXK01010684.1_1460-556
OG0001952	KAF8059204.1 RPN3A [Scenedesmus sp. PABB004]	QAXK01001616.1_0-2161
OG0001953	KAF8064479.1 TAD3 [Scenedesmus sp. PABB004]	QAXK01001871.1_8489-9868
OG0001954	KAF8061094.1 Mettl6 [Scenedesmus sp. PABB004]	QAXK01014389.1_130-668
OG0001956	KAF8060602.1 glycine--tRNA ligase [Scenedesmus sp. PABB004]	QAXK01004150.1_9770-14859
OG0001958	KAF8058871.1 APX6 [Scenedesmus sp. PABB004]	QAXK01007010.1_8318-9471
OG0001960	KAF8055477.1 PRP19 [Scenedesmus sp. PABB004]	QAXK01005538.1_9255-7797
OG0001961	KAF8057144.1 EDD1 [Scenedesmus sp. PABB004]	QAXK01009093.1_4766-1793
OG0001966	KAF8068390.1 Ataxin-3-like protein [Scenedesmus sp. PABB004]	QAXK01016188.1_2666-4256
OG0001967	KAF8066416.1 RPS15 [Scenedesmus sp. PABB004]	QAXK01000446.1_47170-46172
OG0001969	KAF8069438.1 NBP35 [Scenedesmus sp. PABB004]	QAXK01002063.1_20394-18703
OG0001970	KAF8065762.1 hypothetical protein HT031_002822 [Scenedesmus sp. PABB004]	QAXK01001186.1_3380-493
OG0001973	KAF8064489.1 4-hydroxyphenylpyruvate dioxygenase [Scenedesmus sp. PABB004]	QAXK01000335.1_27471-29404
OG0001979	KAF8071264.1 NOP5-2 [Scenedesmus sp. PABB004]	QAXK01001265.1_1827-4399
OG0001980	KAF8072498.1 VHA-H [Scenedesmus sp. PABB004]	QAXK01003309.1_3370-103
OG0001986	KAF8057253.1 MPK15 [Scenedesmus sp. PABB004]	QAXK01000295.1_10054-5194
OG0001991	KAF8066272.1 ADIPOR3 [Scenedesmus sp. PABB004]	QAXK01002862.1_2144-4831
OG0001993	KAF8063703.1 hypothetical protein HT031_003558 [Scenedesmus sp. PABB004]	QAXK01002212.1_3400-1645
OG0001995	KAF8056751.1 hypothetical protein HT031_006249 [Scenedesmus sp. PABB004]	QAXK01014184.1_2136-4076
OG0001996	KAF8060091.1 hypothetical protein HT031_005030 [Scenedesmus sp. PABB004]	QAXK01001275.1_1545-3783
OG0001998	KAF8063107.1 CPI1 [Scenedesmus sp. PABB004]	QAXK01000407.1_9246-10753
OG0001999	KAF8067383.1 ndor1 [Scenedesmus sp. PABB004]	QAXK01001060.1_158-4769
OG0002000	KAF8059384.1 HISN4 [Scenedesmus sp. PABB004]	QAXK01003280.1_21069-16498
OG0002001	KAF8067363.1 LIMR family protein [Scenedesmus sp. PABB004]	QAXK01007038.1_3322-7876
OG0002003	KAF8072720.1 hypothetical protein HT031_000380 [Scenedesmus sp. PABB004]	QAXK01002652.1_3797-1393
OG0002004	KAF8056259.1 MEMB11 [Scenedesmus sp. PABB004]	QAXK01012829.1_4377-6139
OG0002005	KAF8065524.1 zZinc finger CCCH domain-containing protein 1 [Scenedesmus sp. PABB004]	QAXK01004007.1_7633-6740
OG0002006	KAF8056119.1 LHCB5 [Scenedesmus sp. PABB004]	QAXK01000137.1_21575-22932
OG0002007	KAF8072350.1 hypothetical protein HT031_000009 [Scenedesmus sp. PABB004]	QAXK01009439.1_10946-16439
OG0002008	KAF8067369.1 ATJ6 [Scenedesmus sp. PABB004]	QAXK01000685.1_2507-3830
OG0002010	KAF8060327.1 NFYB3 [Scenedesmus sp. PABB004]	QAXK01004465.1_1413-1889
OG0002011	KAF8056378.1 V-type proton ATPase subunit B 1 [Scenedesmus sp. PABB004]	QAXK01008697.1_3621-1
OG0002012	KAF8072389.1 RCH2 [Scenedesmus sp. PABB004]	QAXK01008479.1_22-1572
OG0002013	KAF8065658.1 HCC1 [Scenedesmus sp. PABB004]	QAXK01000704.1_865-2353
OG0002014	KAF8059380.1 Rbm28 [Scenedesmus sp. PABB004]	QAXK01001731.1_8237-12954
OG0002015	KAF8062756.1 P5CSB [Scenedesmus sp. PABB004]	QAXK01001095.1_1607-5427
OG0002018	KAF8058441.1 ACX1.2 [Scenedesmus sp. PABB004]	QAXK01000579.1_6879-2831
OG0002023	KAF8060530.1 RPS5 [Scenedesmus sp. PABB004]	QAXK01004467.1_4446-2978
OG0002024	KAF8069364.1 TRAF1A [Scenedesmus sp. PABB004]	QAXK01007476.1_6843-3464
OG0002026	KAF8067128.1 STIPL1 [Scenedesmus sp. PABB004]	QAXK01000116.1_15959-12419
OG0002027	KAF8063014.1 APT4 [Scenedesmus sp. PABB004]	QAXK01000153.1_10025-9224
OG0002028	KAF8063704.1 RPN1B [Scenedesmus sp. PABB004]	QAXK01001007.1_9576-3460
OG0002029	KAF8071269.1 actin [Scenedesmus sp. PABB004]	QAXK01001726.1_9416-10685
OG0002032	KAF8057143.1 ARC5 [Scenedesmus sp. PABB004]	QAXK01018007.1_11683-5307
OG0002035	KAF8056369.1 TOP2 [Scenedesmus sp. PABB004]	QAXK01001162.1_4704-11654
OG0002036	KAF8070921.1 Nucleolar complex protein 2 [Scenedesmus sp. PABB004]	QAXK01003552.1_4945-952
OG0002040	KAF8070980.1 ilvD [Scenedesmus sp. PABB004]	QAXK01004862.1_20323-24029
OG0002043	KAF8057260.1 DPB2 [Scenedesmus sp. PABB004]	QAXK01000495.1_11359-8819
OG0002046	KAF8056217.1 40S ribosomal protein SA [Scenedesmus sp. PABB004]	QAXK01003370.1_5253-2449
OG0002049	KAF8065921.1 MRE11 [Scenedesmus sp. PABB004]	QAXK01004800.1_3523-170
OG0002051	KAF8073028.1 NOP56 [Scenedesmus sp. PABB004]	QAXK01005999.1_9988-12832
OG0002063	KAF8069404.1 hypothetical protein HT031_001519 [Scenedesmus sp. PABB004]	QAXK01001387.1_26607-27895
OG0002070	KAF8072416.1 hypothetical protein HT031_000075 [Scenedesmus sp. PABB004], KAF8070884.1 DEAD-box ATP-dependent RNA helicase 7 [Scenedesmus sp. PABB004]	QAXK01003882.1_7725-3343
OG0002072	KAF8063031.1 hypothetical protein HT031_003870 [Scenedesmus sp. PABB004]	QAXK01000401.1_8251-6577
OG0002073	KAF8061352.1 DGAT1-2 [Scenedesmus sp. PABB004]	QAXK01011684.1_2005-861
OG0002074	KAF8071165.1 rlp24 [Scenedesmus sp. PABB004]	QAXK01005165.1_9870-10888
OG0002075	KAF8064501.1 IPS2 [Scenedesmus sp. PABB004]	QAXK01000112.1_21457-19158
OG0002080	KAF8057879.1 Bifunctional aspartate aminotransferase and glutamate/aspartate-prephenate aminotransferase [Scenedesmus sp. PABB004]	QAXK01005319.1_1852-5123
OG0002081	KAF8062673.1 dph1 [Scenedesmus sp. PABB004]	QAXK01000024.1_6845-4701
OG0002082	KAF8073259.1 PAD1 [Scenedesmus sp. PABB004]	QAXK01003767.1_15037-16578
OG0002086	KAF8060584.1 hypothetical protein HT031_004761 [Scenedesmus sp. PABB004], KAF8057895.1 hypothetical protein HT031_005841 [Scenedesmus sp. PABB004]	QAXK01000416.1_236-1468
OG0002088	KAF8063074.1 CRNKL1 [Scenedesmus sp. PABB004]	QAXK01004430.1_4845-10525
OG0002090	KAF8062974.1 PAG1 [Scenedesmus sp. PABB004]	QAXK01000004.1_10133-7859
OG0002092	KAF8065501.1 SPB1 [Scenedesmus sp. PABB004]	QAXK01001415.1_8205-13561
OG0002095	KAF8064483.1 PAE1 [Scenedesmus sp. PABB004]	QAXK01000224.1_15148-12485
OG0002103	KAF8061385.1 Acad10 [Scenedesmus sp. PABB004]	QAXK01000770.1_6581-10685
OG0002105	KAF8070927.1 RPL11 [Scenedesmus sp. PABB004]	QAXK01018040.1_3609-5929
OG0002110	KAF8061119.1 XPB2 [Scenedesmus sp. PABB004]	QAXK01007447.1_7916-1145
OG0002111	KAF8069648.1 bfr2 [Scenedesmus sp. PABB004]	QAXK01013514.1_9351-7632
OG0002112	KAF8063095.1 RPL27 [Scenedesmus sp. PABB004]	QAXK01015359.1_10390-8068
OG0002120	KAF8065824.1 COG5 [Scenedesmus sp. PABB004]	QAXK01005023.1_11393-17094
OG0002122	KAF8072943.1 ERD2B [Scenedesmus sp. PABB004]	QAXK01010373.1_8651-6830
OG0002123	KAF8058326.1 gloB [Scenedesmus sp. PABB004]	QAXK01000700.1_5491-3572
OG0002124	KAF8065613.1 OBGC1 [Scenedesmus sp. PABB004]	QAXK01004007.1_8647-10727
OG0002127	KAF8058480.1 VHA-C [Scenedesmus sp. PABB004]	QAXK01001495.1_27698-29888
OG0002128	KAF8066347.1 RH21 [Scenedesmus sp. PABB004]	QAXK01002518.1_56-2855
OG0002131	KAF8056229.1 Sf3b6 [Scenedesmus sp. PABB004]	QAXK01001894.1_15083-15978
OG0002132	KAF8055036.1 SPAC8C9.12c [Scenedesmus sp. PABB004]	QAXK01009974.1_15390-17483
OG0002134	KAF8058451.1 GLYR2 [Scenedesmus sp. PABB004]	QAXK01000252.1_16687-14824
OG0002138	KAF8055750.1 CNB1 [Scenedesmus sp. PABB004]	QAXK01015692.1_7967-6370
OG0002139	KAF8065433.1 RPL10A [Scenedesmus sp. PABB004]	QAXK01003183.1_18810-17365
OG0002141	KAF8060546.1 RPL6 [Scenedesmus sp. PABB004]	QAXK01004474.1_7154-5648
OG0002142	KAF8055598.1 SYP52 [Scenedesmus sp. PABB004]	QAXK01011512.1_2962-4685
OG0002144	KAF8060568.1 MTPC4 [Scenedesmus sp. PABB004]	QAXK01000452.1_14665-16837
OG0002145	KAF8069425.1 CLPP5 [Scenedesmus sp. PABB004]	QAXK01000208.1_15729-14120
OG0002146	KAF8072685.1 NADP-dependent 3-hydroxy acid dehydrogenase [Scenedesmus sp. PABB004]	QAXK01014393.1_10002-7696
OG0002147	KAF8072848.1 rplM [Scenedesmus sp. PABB004]	QAXK01000383.1_6224-8512
OG0002149	KAF8071262.1 hypothetical protein HT031_001345 [Scenedesmus sp. PABB004]	QAXK01007800.1_664-2473
OG0002153	KAF8063799.1 VPS2.1 [Scenedesmus sp. PABB004]	QAXK01004231.1_9560-10863
OG0002154	KAF8066170.1 VTC5 [Scenedesmus sp. PABB004]	QAXK01001673.1_7134-5531
OG0002158	KAF8059986.1 STA1 [Scenedesmus sp. PABB004]	QAXK01000427.1_69010-61523
OG0002159	KAF8067321.1 Phosphatidylinositol 3-kinase [Scenedesmus sp. PABB004]	QAXK01001947.1_6933-16171
OG0002161	KAF8058319.1 ASA1 [Scenedesmus sp. PABB004]	QAXK01000667.1_5631-9231
OG0002162	KAF8065432.1 RPL5 [Scenedesmus sp. PABB004]	QAXK01001956.1_6721-5102
OG0002163	KAF8070905.1 COG8 [Scenedesmus sp. PABB004]	QAXK01000249.1_23024-26432
OG0002165	KAF8064499.1 DPE1 [Scenedesmus sp. PABB004]	QAXK01004616.1_9420-16745
OG0002167	KAF8063855.1 TFIIAy [Scenedesmus sp. PABB004]	QAXK01011260.1_4573-3532
OG0002169	KAF8071218.1 TIF3A1 [Scenedesmus sp. PABB004]	QAXK01012387.1_1585-757
OG0002171	KAF8062674.1 hypothetical protein HT031_004003 [Scenedesmus sp. PABB004]	QAXK01000446.1_58269-64323
OG0002172	KAF8060617.1 RPL32A [Scenedesmus sp. PABB004]	QAXK01012305.1_2510-4620
OG0002173	KAF8072928.1 SKD1 [Scenedesmus sp. PABB004]	QAXK01000596.1_14630-16935
OG0002175	KAF8057119.1 diphthine methyl ester synthase [Scenedesmus sp. PABB004]	QAXK01001681.1_26607-28630
OG0002176	KAF8069474.1 COX10 [Scenedesmus sp. PABB004]	QAXK01006378.1_6447-7421
OG0002177	KAF8069441.1 KPNB1 [Scenedesmus sp. PABB004]	QAXK01001458.1_24314-19030
OG0002179	KAF8062947.1 MOS4 [Scenedesmus sp. PABB004]	QAXK01000816.1_3651-1777
OG0002180	KAF8072777.1 trappc5 [Scenedesmus sp. PABB004]	QAXK01013408.1_2179-3352
OG0002181	KAF8072593.1 transcriptional regulatory protein [Scenedesmus sp. PABB004]	QAXK01001085.1_14460-16185
OG0002182	KAF8072565.1 putative Golgi aparatus membrane protein [Scenedesmus sp. PABB004]	QAXK01011403.1_8648-10184
OG0002185	KAF8068376.1 RPL4 [Scenedesmus sp. PABB004]	QAXK01004305.1_1287-2625
OG0002187	KAF8061363.1 ARL3 [Scenedesmus sp. PABB004], KAF8056386.1 ARL2 [Scenedesmus sp. PABB004]	QAXK01008561.1_1927-3583
OG0002195	KAF8056245.1 hypothetical protein HT031_006433 [Scenedesmus sp. PABB004]	QAXK01004230.1_16730-15188
OG0002201	KAF8071116.1 DCAF13 [Scenedesmus sp. PABB004]	QAXK01010560.1_4646-7806
OG0002203	KAF8062935.1 PDR2 [Scenedesmus sp. PABB004]	QAXK01002836.1_26336-33102
OG0002205	KAF8056234.1 CAF1-7 [Scenedesmus sp. PABB004]	QAXK01006533.1_2359-4576
OG0002206	KAF8072655.1 TGD1 [Scenedesmus sp. PABB004]	QAXK01001756.1_16985-18889
OG0002211	KAF8072888.1 hypothetical protein HT031_000548 [Scenedesmus sp. PABB004]	QAXK01002337.1_17192-14208
OG0002212	KAF8057738.1 hypothetical protein HT031_005922 [Scenedesmus sp. PABB004]	QAXK01004985.1_1921-3702
OG0002214	KAF8062016.1 hypothetical protein HT031_004276 [Scenedesmus sp. PABB004]	QAXK01004099.1_10602-7616
OG0002216	KAF8056147.1 Eif2d [Scenedesmus sp. PABB004]	QAXK01008333.1_5211-755
OG0002218	KAF8071155.1 RH17 [Scenedesmus sp. PABB004]	QAXK01008568.1_4370-1172
OG0002219	KAF8072607.1 hypothetical protein HT031_000267 [Scenedesmus sp. PABB004]	QAXK01000926.1_8546-11734
OG0002221	KAF8057275.1 hypothetical protein HT031_006083 [Scenedesmus sp. PABB004]	QAXK01000669.1_13732-11344
OG0002223	KAF8072731.1 P23-1 [Scenedesmus sp. PABB004]	QAXK01002445.1_7314-8396
OG0002227	KAF8059459.1 purF [Scenedesmus sp. PABB004]	QAXK01002658.1_19503-16448
OG0002228	KAF8072433.1 FCF1 [Scenedesmus sp. PABB004]	QAXK01005657.1_4133-2964
OG0002229	KAF8072432.1 mrd1 [Scenedesmus sp. PABB004]	QAXK01012523.1_554-5993
OG0002231	KAF8073249.1 PLP3B [Scenedesmus sp. PABB004]	QAXK01000465.1_13752-12830
OG0002232	KAF8060563.1 DBR1 [Scenedesmus sp. PABB004]	QAXK01003345.1_4291-6594
OG0002233	KAF8062991.1 hypothetical protein HT031_003830 [Scenedesmus sp. PABB004]	QAXK01000437.1_11961-16259
OG0002235	KAF8072765.1 Brix domain-containing protein [Scenedesmus sp. PABB004]	QAXK01001803.1_9702-7639
OG0002238	KAF8061118.1 RPN7 [Scenedesmus sp. PABB004]	QAXK01001182.1_10605-8247
OG0002241	KAF8063681.1 RPS14 [Scenedesmus sp. PABB004]	QAXK01018825.1_5368-4150
OG0002243	KAF8062710.1 ctps [Scenedesmus sp. PABB004]	QAXK01000459.1_16579-20716
OG0002246	KAF8057251.1 TIC56 [Scenedesmus sp. PABB004]	QAXK01004963.1_17662-16561
OG0002250	KAF8066267.1 G patch domain-containing protein [Scenedesmus sp. PABB004]	QAXK01009768.1_6744-3068
OG0002257	KAF8072773.1 RCL1 [Scenedesmus sp. PABB004]	QAXK01003840.1_2463-275
OG0002262	KAF8069620.1 RANGAP1 [Scenedesmus sp. PABB004]	QAXK01009985.1_8201-11435
OG0002280	KAF8068425.1 UTR3 [Scenedesmus sp. PABB004]	QAXK01000180.1_9982-8131
OG0002282	KAF8065811.1 TL20.3 [Scenedesmus sp. PABB004]	QAXK01000502.1_36980-37941
OG0002374	KAF8055123.1 MST4 [Scenedesmus sp. PABB004]	QAXK01003443.1_1888-4145
OG0002375	KAF8055122.1 menG [Scenedesmus sp. PABB004]	QAXK01000611.1_344-2643
OG0002391	KAF8072761.1 C27H6.8 [Scenedesmus sp. PABB004]	QAXK01001032.1_529-3021
OG0002392	KAF8071229.1 COPZ2 [Scenedesmus sp. PABB004]	QAXK01004092.1_39419-40407
OG0002400	KAF8067216.1 rxt3 [Scenedesmus sp. PABB004]	QAXK01009758.1_1852-165
OG0002407	KAF8062758.1 MON1 [Scenedesmus sp. PABB004]	QAXK01002424.1_5771-2597
OG0002409	KAF8060028.1 hypothetical protein HT031_004966 [Scenedesmus sp. PABB004]	QAXK01003096.1_14696-17609
OG0002410	KAF8057672.1 Chlorophyll a-b binding protein of LHCII type I [Scenedesmus sp. PABB004]	QAXK01000328.1_7305-8962
OG0002415	KAF8059200.1 hypothetical protein HT031_005372 [Scenedesmus sp. PABB004]	QAXK01018530.1_1173-3834
OG0002417	KAF8064540.1 thiamine diphosphate carrier 2 [Scenedesmus sp. PABB004]	QAXK01014946.1_5937-4091
OG0002424	KAF8065883.1 Aasdhppt [Scenedesmus sp. PABB004]	QAXK01004230.1_13015-11861
OG0002429	KAF8058405.1 U6 snRNA-associated Sm-like protein LSm4 [Scenedesmus sp. PABB004]	QAXK01018188.1_2713-2029
OG0002433	KAF8056445.1 Slc25a38 [Scenedesmus sp. PABB004]	QAXK01010016.1_2591-4898
OG0002435	KAF8056261.1 DBP3 [Scenedesmus sp. PABB004]	QAXK01006642.1_4903-8475
OG0002439	KAF8072970.1 Carn [Scenedesmus sp. PABB004]	QAXK01006012.1_4611-6378
OG0002441	KAF8063831.1 purC [Scenedesmus sp. PABB004]	QAXK01000523.1_8909-7053
OG0002451	KAF8069479.1 NIFU5 [Scenedesmus sp. PABB004]	QAXK01000979.1_11011-9108
OG0002461	KAF8062968.1 PEX2 [Scenedesmus sp. PABB004]	QAXK01008372.1_4504-1777
OG0002470	KAF8058109.1 SURF1 [Scenedesmus sp. PABB004]	QAXK01004760.1_349-2010
OG0002473	KAF8064607.1 SEN1 [Scenedesmus sp. PABB004]	QAXK01005580.1_145-5612
OG0002489	KAF8072414.1 Alg14 [Scenedesmus sp. PABB004]	QAXK01011332.1_7730-6306
OG0002490	KAF8055723.1 utp15 [Scenedesmus sp. PABB004]	QAXK01005493.1_5709-8739
OG0002491	KAF8070972.1 AP4M [Scenedesmus sp. PABB004]	QAXK01001982.1_13111-9273
OG0002493	KAF8060506.1 ubiquinone biosynthesis protein COQ4 [Scenedesmus sp. PABB004]	QAXK01003356.1_3976-6343
OG0002502	KAF8055089.1 NAA15 [Scenedesmus sp. PABB004]	QAXK01004701.1_7826-2022
OG0002509	KAF8055989.1 LA1 [Scenedesmus sp. PABB004]	QAXK01002072.1_7784-4601
OG0002525	KAF8057751.1 DIM1A [Scenedesmus sp. PABB004]	QAXK01004000.1_12088-10081
OG0002540	KAF8064619.1 ytfP [Scenedesmus sp. PABB004]	QAXK01000802.1_2542-6601
OG0002551	KAF8068349.1 CYP59 [Scenedesmus sp. PABB004]	QAXK01000484.1_4718-2307
OG0002552	KAF8072806.1 jmj4 [Scenedesmus sp. PABB004]	QAXK01001169.1_7647-4609
OG0002561	KAF8056756.1 TOM40-2 [Scenedesmus sp. PABB004]	QAXK01000325.1_52702-51360
OG0002563	KAF8058445.1 hypothetical protein HT031_005569 [Scenedesmus sp. PABB004]	QAXK01010777.1_196-929
OG0002569	KAF8073008.1 Gtpbp1 [Scenedesmus sp. PABB004]	QAXK01008095.1_6073-1465
OG0002570	KAF8065911.1 hypothetical protein HT031_002972 [Scenedesmus sp. PABB004]	QAXK01004879.1_5868-4307
OG0002572	KAF8054985.1 MTX1 [Scenedesmus sp. PABB004]	QAXK01003017.1_10269-9177
OG0002578	KAF8072451.1 hypothetical protein HT031_000110 [Scenedesmus sp. PABB004]	QAXK01006849.1_22455-23625
OG0002587	KAF8071048.1 ADT2 [Scenedesmus sp. PABB004]	QAXK01003879.1_1866-205
OG0002601	KAF8058878.1 IMP3 [Scenedesmus sp. PABB004]	QAXK01013188.1_5354-2685
OG0002604	KAF8059368.1 hypothetical protein HT031_005173 [Scenedesmus sp. PABB004]	QAXK01003755.1_5170-9460
OG0002608	KAF8059099.1 OTU7 [Scenedesmus sp. PABB004]	QAXK01001306.1_3606-5501
OG0002610	KAF8062004.1 queuosine salvage protein [Scenedesmus sp. PABB004]	QAXK01006881.1_2636-4947
OG0002611	KAF8067410.1 MAK3 [Scenedesmus sp. PABB004]	QAXK01008206.1_13328-14330
OG0002615	KAF8062711.1 HCS2 [Scenedesmus sp. PABB004]	QAXK01018285.1_3833-2399
OG0002627	KAF8060330.1 PYRB2 [Scenedesmus sp. PABB004]	QAXK01000679.1_20862-23970
OG0002632	KAF8068334.1 KPHMT2 [Scenedesmus sp. PABB004]	QAXK01000208.1_858-3327
OG0002633	KAF8060507.1 nog-1 [Scenedesmus sp. PABB004]	QAXK01015735.1_789-3208
OG0002634	KAF8056393.1 rsmH [Scenedesmus sp. PABB004]	QAXK01005319.1_15043-16886
OG0002641	KAF8057766.1 SWC6 [Scenedesmus sp. PABB004]	QAXK01001768.1_11195-11945
OG0002642	KAF8056341.1 Enoyl-[acyl-carrier-protein] reductase [NADH] [Scenedesmus sp. PABB004]	QAXK01002348.1_6292-8730
OG0002657	KAF8072817.1 TOR1A [Scenedesmus sp. PABB004]	QAXK01001396.1_8898-9977
OG0002670	KAF8061942.1 SPAC3H5.08c [Scenedesmus sp. PABB004]	QAXK01006673.1_15764-13631
OG0002674	KAF8071174.1 pip [Scenedesmus sp. PABB004]	QAXK01009777.1_8817-6577
OG0002680	KAF8056753.1 hypothetical protein HT031_006251 [Scenedesmus sp. PABB004]	QAXK01002348.1_28743-27471
OG0002684	KAF8069611.1 UTP23 [Scenedesmus sp. PABB004]	QAXK01009099.1_14211-12777
OG0002691	KAF8065819.1 nt5c2 [Scenedesmus sp. PABB004]	QAXK01017025.1_286-4417
OG0002692	KAF8067217.1 hypothetical protein HT031_002264 [Scenedesmus sp. PABB004]	QAXK01018733.1_2749-2003
OG0002693	KAF8066303.1 hypothetical protein HT031_002626 [Scenedesmus sp. PABB004]	QAXK01001086.1_9229-7556
OG0002695	KAF8064599.1 WDR20 [Scenedesmus sp. PABB004]	QAXK01007477.1_3698-5226
OG0002710	KAF8061997.1 RAPTOR1 [Scenedesmus sp. PABB004]	QAXK01005359.1_3667-6796
OG0002711	KAF8066324.1 CDA1 [Scenedesmus sp. PABB004]	QAXK01000142.1_2803-4675
OG0002714	KAF8067415.1 CKB4 [Scenedesmus sp. PABB004]	QAXK01008206.1_4068-2028
OG0002723	KAF8057864.1 RPOT1-TOM [Scenedesmus sp. PABB004]	QAXK01001735.1_19259-17991
OG0002725	KAF8073138.1 FAS4 [Scenedesmus sp. PABB004]	QAXK01014870.1_4125-17
OG0002728	KAF8067313.1 TOP1B [Scenedesmus sp. PABB004]	QAXK01001551.1_13518-17077
OG0002729	KAF8064543.1 PSL5 [Scenedesmus sp. PABB004]	QAXK01006977.1_27647-33279
OG0002737	KAF8069460.1 HISN3 [Scenedesmus sp. PABB004]	QAXK01003565.1_11016-9575
OG0002740	KAF8072627.1 Naa50 [Scenedesmus sp. PABB004]	QAXK01008073.1_769-1809
OG0002747	KAF8061904.1 RH16 [Scenedesmus sp. PABB004]	QAXK01003905.1_20331-25213
OG0002748	KAF8063667.1 PIS1 [Scenedesmus sp. PABB004]	QAXK01006264.1_6024-5189
OG0002758	KAF8065434.1 hypothetical protein HT031_003034 [Scenedesmus sp. PABB004]	QAXK01000240.1_34950-34312
OG0002761	KAF8072795.1 PYR5-6 [Scenedesmus sp. PABB004]	QAXK01001947.1_20720-25947
OG0002768	KAF8061984.1 hypothetical protein HT031_004244 [Scenedesmus sp. PABB004]	QAXK01003475.1_1733-1302
OG0002771	KAF8058443.1 PAT1 [Scenedesmus sp. PABB004]	QAXK01011921.1_1066-3701
OG0002772	KAF8061985.1 RTF2 [Scenedesmus sp. PABB004]	QAXK01003475.1_2682-4175
OG0002773	KAF8061120.1 hypothetical protein HT031_004581 [Scenedesmus sp. PABB004]	QAXK01017743.1_4283-978
OG0002777	KAF8071026.1 mecr [Scenedesmus sp. PABB004]	QAXK01014000.1_19150-23189
OG0002778	KAF8068453.1 PRP38 [Scenedesmus sp. PABB004]	QAXK01002678.1_2058-278
OG0002781	KAF8056255.1 UGP3 [Scenedesmus sp. PABB004]	QAXK01008309.1_4393-845
OG0002791	KAF8060323.1 hypothetical protein HT031_004859 [Scenedesmus sp. PABB004]	QAXK01006910.1_4587-4039
OG0002793	KAF8060559.1 SULTR2 [Scenedesmus sp. PABB004]	QAXK01003026.1_6033-13877
OG0002799	KAF8071156.1 emp24 domain-containing protein [Scenedesmus sp. PABB004]	QAXK01000454.1_923-1568
OG0002810	KAF8071029.1 SLC66A1 [Scenedesmus sp. PABB004]	QAXK01009911.1_30762-28414
OG0002812	KAF8066404.1 hypothetical protein HT031_002728 [Scenedesmus sp. PABB004]	QAXK01008556.1_5708-3352
OG0002818	KAF8064481.1 CYCT1-1 [Scenedesmus sp. PABB004]	QAXK01001221.1_1240-326
OG0002819	KAF8055647.1 VTE1 [Scenedesmus sp. PABB004]	QAXK01001402.1_3021-777
OG0002820	KAF8069466.1 COQ3 [Scenedesmus sp. PABB004]	QAXK01007101.1_2486-3500
OG0002821	KAF8069711.1 AP-1 complex subunit gamma-2 [Scenedesmus sp. PABB004]	QAXK01001240.1_4320-118
OG0002827	KAF8065667.1 ublcp1 [Scenedesmus sp. PABB004]	QAXK01001575.1_9213-11802
OG0002829	KAF8072474.1 Rngtt [Scenedesmus sp. PABB004]	QAXK01008464.1_4921-314
OG0002831	KAF8065555.1 eukaryotic translation initiation factor 2 subunit alpha [Scenedesmus sp. PABB004]	QAXK01009471.1_2975-111
OG0002842	KAF8069428.1 RL36 [Scenedesmus sp. PABB004]	QAXK01002063.1_17610-18209
OG0002848	KAF8070870.1 RSL1D1 [Scenedesmus sp. PABB004]	QAXK01011190.1_3792-5177
OG0002852	KAF8072381.1 Histidine methyltransferase 1-like protein [Scenedesmus sp. PABB004]	QAXK01002795.1_1894-3499
OG0002853	KAF8066283.1 NUDT2 [Scenedesmus sp. PABB004]	QAXK01006222.1_6005-7514
OG0002854	KAF8068338.1 WAT1-related protein [Scenedesmus sp. PABB004]	QAXK01000274.1_4441-2040
OG0002861	KAF8057857.1 Glycerol-3-phosphate acyltransferase [Scenedesmus sp. PABB004]	QAXK01000336.1_29701-28621
OG0002871	KAF8056473.1 Ttc1 [Scenedesmus sp. PABB004]	QAXK01001665.1_2326-3883
OG0002877	KAF8071095.1 GRXS7 [Scenedesmus sp. PABB004]	QAXK01001383.1_16600-17459
OG0002889	KAF8072959.1 HLB1 [Scenedesmus sp. PABB004]	QAXK01014533.1_1995-3733
OG0002890	KAF8068405.1 BOLA4 [Scenedesmus sp. PABB004]	QAXK01012468.1_6191-5064
OG0002892	KAF8067414.1 hypothetical protein HT031_002462 [Scenedesmus sp. PABB004]	QAXK01004675.1_1944-4753
OG0002895	KAF8057246.1 PUS3 [Scenedesmus sp. PABB004]	QAXK01006273.1_11056-8644
OG0002903	KAF8069712.1 CCDA2 [Scenedesmus sp. PABB004]	QAXK01008701.1_3697-2030
OG0002915	KAF8057727.1 r [Scenedesmus sp. PABB004]	QAXK01000080.1_1794-5623
OG0002916	KAF8068210.1 zinc finger CCCH domain-containing protein 56 [Scenedesmus sp. PABB004]	QAXK01010627.1_8219-6389
OG0002918	KAF8058134.1 sart3 [Scenedesmus sp. PABB004]	QAXK01005102.1_8833-5901
OG0002938	KAF8054758.1 nctA [Scenedesmus sp. PABB004], KAF8072344.1 nctA [Scenedesmus sp. PABB004]	QAXK01014057.1_8141-7852
OG0002940	KAF8061906.1 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8-A [Scenedesmus sp. PABB004]	QAXK01000147.1_17903-18595
