Orthogroup	Duplications (all)	Duplications (50% support)
OG0002792	0	0
OG0002793	0	0
OG0002794	0	0
OG0002795	2	1
OG0002796	1	1
OG0002797	1	1
OG0002798	0	0
OG0002799	0	0
OG0002800	0	0
OG0002801	0	0
OG0002802	2	2
OG0002803	0	0
OG0002804	0	0
OG0002805	0	0
OG0002806	1	1
OG0002807	0	0
OG0002808	0	0
OG0002809	0	0
OG0002810	0	0
OG0002811	0	0
OG0002812	0	0
OG0002813	0	0
OG0002814	0	0
OG0002815	1	1
OG0002816	0	0
OG0002817	0	0
OG0002818	0	0
OG0002819	0	0
OG0002820	0	0
OG0002821	0	0
OG0002822	1	1
OG0002823	1	1
OG0002824	2	2
OG0002825	1	1
OG0002826	0	0
OG0002827	0	0
OG0002828	0	0
OG0002829	0	0
OG0002830	1	1
OG0002831	0	0
OG0002832	0	0
OG0002833	1	1
OG0002834	1	1
OG0002835	1	1
OG0002836	1	1
OG0002837	0	0
OG0002838	2	2
OG0002839	1	1
OG0002840	0	0
OG0002841	1	0
OG0002842	1	1
OG0002843	0	0
OG0002844	0	0
OG0002845	0	0
OG0002846	0	0
OG0002847	0	0
OG0002848	0	0
OG0002849	0	0
OG0002850	2	2
OG0002851	1	1
OG0002852	0	0
OG0002853	0	0
OG0002854	0	0
OG0002855	1	0
OG0002856	0	0
OG0002857	1	0
OG0002858	0	0
OG0002859	1	1
OG0002860	0	0
OG0002861	0	0
OG0002862	1	1
OG0002863	1	1
OG0002864	0	0
OG0002865	0	0
OG0002866	0	0
OG0002867	2	2
OG0002868	1	1
OG0002869	0	0
OG0002870	0	0
OG0002871	0	0
OG0002872	1	1
OG0002873	1	1
OG0002874	1	1
OG0002875	0	0
OG0002876	1	1
OG0002877	0	0
OG0002878	1	1
OG0002879	1	1
OG0002880	1	1
OG0002881	1	1
OG0002882	0	0
OG0002883	2	2
OG0002884	1	1
OG0002885	1	1
OG0002886	1	1
OG0002887	0	0
OG0002888	0	0
OG0002889	0	0
OG0002890	0	0
OG0002891	0	0
OG0002892	0	0
OG0002893	0	0
OG0002894	1	1
OG0002895	0	0
OG0002896	0	0
OG0002897	1	0
OG0002898	0	0
OG0002899	1	1
OG0002900	1	1
OG0002901	1	1
OG0002902	2	1
OG0002903	0	0
OG0002904	0	0
OG0002905	0	0
OG0002906	1	1
OG0002907	1	1
OG0002908	0	0
OG0002909	1	1
OG0002910	1	1
OG0002911	0	0
OG0002912	0	0
OG0002913	1	0
OG0002914	1	1
OG0002915	0	0
OG0002916	0	0
OG0002917	0	0
OG0002918	0	0
OG0002919	1	1
OG0002920	0	0
OG0002921	0	0
OG0002922	0	0
OG0002923	1	1
OG0002924	0	0
OG0002925	0	0
OG0002926	1	1
OG0002927	0	0
OG0002928	2	2
OG0002929	1	1
OG0002930	0	0
OG0002931	0	0
OG0002932	0	0
OG0002933	0	0
OG0002934	1	0
OG0002935	0	0
OG0002936	1	1
OG0002937	1	1
OG0002938	1	1
OG0002939	0	0
OG0002940	0	0
OG0002941	0	0
OG0002942	0	0
OG0002943	0	0
OG0002944	0	0
OG0002945	1	1
OG0002946	0	0
OG0002947	1	1
OG0002948	0	0
OG0002949	2	2
OG0002950	0	0
OG0002951	1	1
OG0002952	1	1
OG0002953	0	0
OG0002954	0	0
OG0002955	0	0
OG0002956	0	0
OG0002957	1	0
OG0002958	2	2
OG0002959	0	0
OG0002960	0	0
OG0002961	0	0
OG0002962	0	0
OG0002963	2	2
OG0002964	2	2
OG0002965	0	0
OG0002966	1	1
OG0002967	1	1
OG0002968	1	1
OG0002969	0	0
OG0002970	0	0
OG0002971	0	0
OG0002972	0	0
OG0002973	1	0
OG0002974	0	0
OG0002975	0	0
OG0002976	3	2
OG0002977	1	0
OG0002978	1	1
OG0002979	0	0
OG0002980	0	0
OG0002981	1	1
OG0002982	1	1
OG0002983	0	0
OG0002984	1	1
OG0002985	0	0
OG0002986	0	0
OG0002987	0	0
OG0002988	0	0
OG0002989	1	1
OG0002990	0	0
OG0002991	0	0
OG0002992	0	0
OG0002993	1	0
OG0002994	1	1
OG0002995	1	1
OG0002996	0	0
OG0002997	1	0
OG0002998	2	1
OG0002999	1	1
OG0003000	1	1
OG0003001	2	2
OG0003002	0	0
OG0003003	0	0
OG0003004	1	1
OG0003005	0	0
OG0003006	0	0
OG0003007	0	0
OG0003008	0	0
OG0003009	0	0
OG0003010	1	0
OG0003011	2	1
OG0003012	2	2
OG0003013	0	0
OG0003014	1	1
OG0003015	0	0
OG0003016	1	1
OG0003017	0	0
OG0003018	0	0
OG0003019	0	0
OG0003020	0	0
OG0003021	1	0
OG0003022	2	0
OG0003023	0	0
OG0003024	0	0
OG0003025	0	0
OG0003026	1	1
OG0003027	0	0
OG0003028	0	0
OG0003029	0	0
OG0003030	0	0
OG0003031	1	0
OG0003032	1	1
OG0003033	1	1
OG0003034	1	1
OG0003035	0	0
OG0003036	0	0
OG0003037	0	0
OG0003038	0	0
OG0003039	1	1
OG0003040	0	0
OG0003041	0	0
OG0003042	0	0
OG0003043	0	0
OG0003044	1	0
OG0003045	1	1
OG0003046	1	1
OG0003047	1	1
OG0003048	0	0
OG0003049	0	0
OG0003050	1	1
OG0003051	1	1
OG0003052	0	0
OG0003053	0	0
OG0003054	1	1
OG0003055	1	1
OG0003056	0	0
OG0003057	0	0
OG0003058	0	0
OG0003059	0	0
OG0003060	1	1
OG0003061	1	1
OG0003062	1	1
OG0003063	2	1
OG0003064	0	0
OG0003065	0	0
OG0003066	0	0
OG0003067	0	0
OG0003068	0	0
OG0003069	0	0
OG0003070	0	0
OG0003071	1	1
OG0003072	0	0
OG0003073	0	0
OG0003074	1	1
OG0003075	0	0
OG0003076	1	1
OG0003077	0	0
OG0003078	0	0
OG0003079	1	1
OG0003080	0	0
OG0003081	0	0
OG0003082	0	0
OG0003083	2	1
OG0003084	1	1
OG0003085	0	0
OG0003086	0	0
OG0003087	0	0
OG0003088	2	1
OG0003089	0	0
OG0003090	0	0
OG0003091	0	0
OG0003092	2	2
OG0003093	0	0
OG0003094	1	1
OG0003095	0	0
OG0003096	0	0
OG0003097	0	0
OG0003098	2	2
OG0003099	0	0
OG0003100	0	0
OG0003101	1	1
OG0003102	2	2
OG0003103	0	0
OG0003104	2	0
OG0003105	0	0
OG0003106	0	0
OG0003107	0	0
OG0003108	1	1
OG0003109	1	1
OG0003110	0	0
OG0003111	0	0
OG0003112	1	1
OG0003113	0	0
OG0003114	0	0
OG0003115	1	1
OG0003116	0	0
OG0003117	0	0
OG0003118	0	0
OG0003119	1	1
OG0003120	0	0
OG0003121	1	1
OG0003122	0	0
OG0003123	0	0
OG0003124	0	0
OG0003125	0	0
OG0003126	0	0
OG0003127	0	0
OG0003128	0	0
OG0003129	0	0
OG0003130	1	1
OG0003131	1	1
OG0003132	0	0
OG0003133	0	0
OG0003134	0	0
OG0003135	1	1
OG0003136	1	1
OG0003137	0	0
OG0003138	1	1
OG0003139	0	0
OG0003140	1	1
OG0003141	1	1
OG0003142	0	0
OG0003143	0	0
OG0003144	1	1
OG0003145	1	1
OG0003146	3	3
OG0003147	0	0
OG0003148	0	0
OG0003149	0	0
OG0003150	1	1
OG0003151	0	0
OG0003152	0	0
OG0003153	0	0
OG0003154	2	2
OG0003155	0	0
OG0003156	1	1
OG0003157	0	0
OG0003158	0	0
OG0003159	0	0
OG0003160	0	0
OG0003161	1	1
OG0003162	0	0
OG0003163	1	1
OG0003164	1	1
OG0003165	0	0
OG0003166	0	0
OG0003167	0	0
OG0003168	0	0
OG0003169	2	2
OG0003170	0	0
OG0003171	0	0
OG0003172	0	0
OG0003173	0	0
OG0003174	0	0
OG0003175	0	0
OG0003176	1	0
OG0003177	2	2
OG0003178	1	1
OG0003179	1	1
OG0003180	0	0
OG0003181	1	0
OG0003182	2	1
OG0003183	1	1
OG0003184	7	7
OG0003185	1	1
OG0003186	1	1
OG0003187	1	1
OG0003188	2	1
OG0003189	4	3
OG0003190	1	0
OG0003191	0	0
OG0003192	1	0
OG0003193	1	1
OG0003194	1	1
OG0003195	4	4
OG0003196	0	0
OG0003197	0	0
OG0003198	0	0
OG0003199	2	2
OG0003200	5	5
OG0003201	2	2
OG0003202	1	1
OG0003203	1	1
OG0003204	0	0
OG0003205	2	2
OG0003206	1	0
OG0003207	1	1
OG0003208	1	1
OG0003209	0	0
OG0003210	1	0
OG0003211	2	1
OG0003212	0	0
OG0003213	3	3
OG0003214	1	1
OG0003215	2	2
OG0003216	2	1
OG0003217	0	0
OG0003218	0	0
OG0003219	1	0
OG0003220	0	0
OG0003221	1	1
OG0003222	1	0
OG0003223	1	1
OG0003224	2	2
OG0003225	5	5
OG0003226	0	0
OG0003227	0	0
OG0003228	2	2
OG0003229	2	2
OG0003230	1	1
OG0003231	2	2
OG0003232	3	3
OG0003233	1	1
OG0003234	1	1
OG0003235	0	0
OG0003236	1	1
OG0003237	1	1
OG0003238	2	1
OG0003239	0	0
OG0003240	1	1
OG0003241	1	1
OG0003242	1	1
OG0003243	0	0
OG0003244	1	1
OG0003245	1	1
OG0003246	1	1
OG0003247	1	0
OG0003248	2	2
OG0003249	1	1
OG0003250	1	1
OG0003251	1	1
OG0003252	1	1
OG0003253	1	1
OG0003254	1	0
OG0003255	1	1
OG0003256	1	1
OG0003257	1	1
OG0003258	1	1
OG0003259	1	1
OG0003260	2	2
OG0003261	2	2
OG0003262	2	1
OG0003263	2	1
OG0003264	3	3
OG0003265	4	4
OG0003266	4	3
OG0003267	2	2
OG0003268	2	1
OG0003269	2	2
OG0003270	3	3
OG0003271	2	2
OG0003272	2	2
OG0003273	2	2
OG0003274	2	1
OG0003275	7	7
OG0003276	2	2
OG0003277	3	2
OG0003278	3	3
OG0003279	1	0
OG0003280	5	5
OG0003281	6	6
OG0003282	1	0
OG0003283	3	3
OG0003284	2	2
OG0003285	1	1
OG0003286	2	1
OG0003287	3	3
OG0003288	3	3
OG0003289	3	3
OG0003290	2	2
OG0003291	2	2
OG0003292	2	2
OG0003293	3	3
OG0003294	2	1
OG0003295	2	2
OG0003296	1	1
OG0003297	2	2
OG0003298	5	5
OG0003299	1	0
OG0003300	2	2
OG0003301	2	2
OG0003302	3	3
OG0003303	2	2
OG0003304	4	4
OG0003305	2	2
OG0003306	1	0
OG0003307	2	1
OG0003308	1	0
OG0003309	1	1
OG0003310	2	2
OG0003311	4	4
OG0003312	3	3
OG0003313	2	2
OG0003314	1	0
OG0003315	3	3
OG0003316	2	2
OG0003317	2	2
OG0003318	3	3
OG0003319	1	0
OG0003320	2	2
OG0003321	2	2
OG0003322	3	3
OG0003323	8	8
OG0003324	4	4
OG0003325	6	6
OG0003326	4	4
OG0003327	4	4
OG0003328	6	6
OG0003329	3	3
OG0003330	8	8
OG0003331	8	8
OG0003332	8	8
OG0003333	7	7
OG0003334	8	8
OG0003335	8	8
OG0003336	8	8
OG0003337	5	5
OG0003338	8	8
OG0003339	7	7
OG0003340	7	7
OG0003341	6	6
OG0003342	8	8
OG0003343	8	8
OG0003344	8	8
OG0003345	6	6
OG0003346	8	8
OG0003347	8	8
OG0003348	0	0
OG0003349	0	0
OG0003350	0	0
OG0003351	0	0
OG0003352	0	0
OG0003353	2	2
OG0003354	1	1
OG0003355	0	0
OG0003356	0	0
OG0003357	0	0
OG0003358	0	0
OG0003359	0	0
OG0003360	1	1
OG0003361	0	0
OG0003362	1	1
OG0003363	0	0
OG0003364	0	0
OG0003365	0	0
OG0003366	0	0
OG0003367	0	0
OG0003368	0	0
OG0003369	0	0
OG0003370	2	2
OG0003371	1	1
OG0003372	0	0
OG0003373	0	0
OG0003374	0	0
OG0003375	1	1
OG0003376	0	0
OG0003377	0	0
OG0003378	0	0
OG0003379	0	0
OG0003380	0	0
OG0003381	0	0
OG0003382	0	0
OG0003383	0	0
OG0003384	1	1
OG0003385	2	1
OG0003386	0	0
OG0003387	1	1
OG0003388	0	0
OG0003389	0	0
OG0003390	0	0
OG0003391	1	1
OG0003392	0	0
OG0003393	0	0
OG0003394	0	0
OG0003395	0	0
OG0003396	0	0
OG0003397	0	0
OG0003398	0	0
OG0003399	0	0
OG0003400	0	0
OG0003401	0	0
OG0003402	0	0
OG0003403	1	1
OG0003404	1	1
OG0003405	0	0
OG0003406	0	0
OG0003407	0	0
OG0003408	0	0
OG0003409	0	0
OG0003410	0	0
OG0003411	1	1
OG0003412	0	0
OG0003413	0	0
OG0003414	1	1
OG0003415	0	0
OG0003416	0	0
OG0003417	1	1
OG0003418	0	0
OG0003419	0	0
OG0003420	0	0
OG0003421	0	0
OG0003422	0	0
OG0003423	0	0
OG0003424	1	1
OG0003425	0	0
OG0003426	0	0
OG0003427	0	0
OG0003428	0	0
OG0003429	0	0
OG0003430	0	0
OG0003431	0	0
OG0003432	1	1
OG0003433	0	0
OG0003434	0	0
OG0003435	0	0
OG0003436	0	0
OG0003437	0	0
OG0003438	0	0
OG0003439	0	0
OG0003440	1	1
OG0003441	1	0
OG0003442	1	1
OG0003443	0	0
OG0003444	1	0
OG0003445	0	0
OG0003446	0	0
OG0003447	0	0
OG0003448	1	1
OG0003449	0	0
OG0003450	1	1
OG0003451	1	0
OG0003452	0	0
OG0003453	0	0
OG0003454	0	0
OG0003455	0	0
OG0003456	0	0
OG0003457	2	1
OG0003458	1	1
OG0003459	2	2
OG0003460	0	0
OG0003461	0	0
OG0003462	0	0
OG0003463	0	0
OG0003464	0	0
OG0003465	0	0
OG0003466	1	1
OG0003467	0	0
OG0003468	1	0
OG0003469	0	0
OG0003470	0	0
OG0003471	0	0
OG0003472	0	0
OG0003473	0	0
OG0003474	0	0
OG0003475	0	0
OG0003476	0	0
OG0003477	1	1
OG0003478	1	0
OG0003479	0	0
OG0003480	1	1
OG0003481	0	0
OG0003482	0	0
OG0003483	0	0
OG0003484	1	1
OG0003485	0	0
OG0003486	0	0
OG0003487	0	0
OG0003488	0	0
OG0003489	0	0
OG0003490	1	1
OG0003491	1	0
OG0003492	0	0
OG0003493	0	0
OG0003494	1	1
OG0003495	1	1
OG0003496	0	0
OG0003497	0	0
OG0003498	0	0
OG0003499	0	0
OG0003500	1	1
OG0003501	0	0
OG0003502	0	0
OG0003503	1	1
OG0003504	0	0
OG0003505	0	0
OG0003506	0	0
OG0003507	1	1
OG0003508	0	0
OG0003509	0	0
OG0003510	0	0
OG0003511	0	0
OG0003512	0	0
OG0003513	1	1
OG0003514	0	0
OG0003515	0	0
OG0003516	0	0
OG0003517	0	0
OG0003518	0	0
OG0003519	1	1
OG0003520	0	0
OG0003521	0	0
OG0003522	0	0
OG0003523	3	3
OG0003524	0	0
OG0003525	1	1
OG0003526	1	1
OG0003527	0	0
OG0003528	0	0
OG0003529	0	0
OG0003530	0	0
OG0003531	0	0
OG0003532	2	2
OG0003533	0	0
OG0003534	1	1
OG0003535	0	0
OG0003536	0	0
OG0003537	0	0
OG0003538	0	0
OG0003539	0	0
OG0003540	0	0
OG0003541	0	0
OG0003542	0	0
OG0003543	0	0
OG0003544	0	0
OG0003545	1	0
OG0003546	0	0
OG0003547	1	0
OG0003548	2	2
OG0003549	0	0
OG0003550	0	0
OG0003551	0	0
OG0003552	2	2
OG0003553	2	2
OG0003554	0	0
OG0003555	0	0
OG0003556	0	0
OG0003557	1	1
OG0003558	1	1
OG0003559	0	0
OG0003560	0	0
OG0003561	0	0
OG0003562	1	1
OG0003563	1	1
OG0003564	0	0
OG0003565	0	0
OG0003566	0	0
OG0003567	0	0
OG0003568	0	0
OG0003569	1	1
OG0003570	0	0
OG0003571	0	0
OG0003572	0	0
OG0003573	0	0
OG0003574	0	0
OG0003575	0	0
OG0003576	0	0
OG0003577	1	1
OG0003578	1	1
OG0003579	0	0
OG0003580	0	0
OG0003581	1	0
OG0003582	0	0
OG0003583	0	0
OG0003584	0	0
OG0003585	0	0
OG0003586	0	0
OG0003587	2	1
OG0003588	0	0
OG0003589	0	0
OG0003590	1	0
OG0003591	1	1
OG0003592	0	0
OG0003593	0	0
OG0003594	2	2
OG0003595	0	0
OG0003596	0	0
OG0003597	1	1
OG0003598	0	0
OG0003599	1	0
OG0003600	0	0
OG0003601	0	0
OG0003602	0	0
OG0003603	0	0
OG0003604	0	0
OG0003605	0	0
OG0003606	0	0
OG0003607	0	0
OG0003608	0	0
OG0003609	0	0
OG0003610	0	0
OG0003611	0	0
OG0003612	0	0
OG0003613	1	1
OG0003614	1	1
OG0003615	0	0
OG0003616	0	0
OG0003617	0	0
OG0003618	0	0
OG0003619	0	0
OG0003620	0	0
OG0003621	0	0
OG0003622	0	0
OG0003623	1	1
OG0003624	1	1
OG0003625	0	0
OG0003626	0	0
OG0003627	0	0
OG0003628	0	0
OG0003629	0	0
OG0003630	1	1
OG0003631	0	0
OG0003632	1	1
OG0003633	1	1
OG0003634	1	1
OG0003635	0	0
OG0003636	0	0
OG0003637	0	0
OG0003638	2	2
OG0003639	0	0
OG0003640	0	0
OG0003641	0	0
OG0003642	1	1
OG0003643	0	0
OG0003644	0	0
OG0003645	0	0
OG0003646	0	0
OG0003647	1	1
OG0003648	1	0
OG0003649	2	2
OG0003650	0	0
OG0003651	0	0
OG0003652	0	0
OG0003653	0	0
OG0003654	0	0
OG0003655	1	0
OG0003656	1	0
OG0003657	0	0
OG0003658	1	1
OG0003659	0	0
OG0003660	1	1
OG0003661	0	0
OG0003662	0	0
OG0003663	0	0
OG0003664	0	0
OG0003665	0	0
OG0003666	0	0
OG0003667	1	1
OG0003668	0	0
OG0003669	0	0
OG0003670	0	0
OG0003671	0	0
OG0003672	0	0
OG0003673	3	3
OG0003674	0	0
OG0003675	0	0
OG0003676	1	1
OG0003677	1	1
OG0003678	0	0
OG0003679	0	0
OG0003680	0	0
OG0003681	2	2
OG0003682	0	0
OG0003683	0	0
OG0003684	0	0
OG0003685	0	0
OG0003686	1	1
OG0003687	0	0
OG0003688	0	0
OG0003689	0	0
OG0003690	0	0
OG0003691	0	0
OG0003692	0	0
OG0003693	0	0
OG0003694	0	0
OG0003695	1	1
OG0003696	0	0
OG0003697	0	0
OG0003698	0	0
OG0003699	0	0
OG0003700	0	0
OG0003701	0	0
OG0003702	1	1
OG0003703	2	1
OG0003704	0	0
OG0003705	0	0
OG0003706	0	0
OG0003707	0	0
OG0003708	0	0
OG0003709	0	0
OG0003710	1	1
OG0003711	0	0
OG0003712	2	2
OG0003713	0	0
OG0003714	0	0
OG0003715	1	1
OG0003716	0	0
OG0003717	0	0
OG0003718	0	0
OG0003719	0	0
OG0003720	0	0
OG0003721	0	0
OG0003722	0	0
OG0003723	0	0
OG0003724	1	1
OG0003725	0	0
OG0003726	1	1
OG0003727	1	1
OG0003728	0	0
OG0003729	0	0
OG0003730	0	0
OG0003731	0	0
OG0003732	0	0
OG0003733	1	1
OG0003734	0	0
OG0003735	0	0
OG0003736	0	0
OG0003737	0	0
OG0003738	2	2
OG0003739	0	0
OG0003740	1	1
OG0003741	2	2
OG0003742	0	0
OG0003743	0	0
OG0003744	0	0
OG0003745	0	0
OG0003746	0	0
OG0003747	1	1
OG0003748	0	0
OG0003749	0	0
OG0003750	0	0
OG0003751	0	0
OG0003752	0	0
OG0003753	1	1
OG0003754	0	0
OG0003755	0	0
OG0003756	0	0
OG0003757	0	0
OG0003758	2	2
OG0003759	0	0
OG0003760	1	1
OG0003761	0	0
OG0003762	0	0
OG0003763	1	1
OG0003764	3	3
OG0003765	0	0
OG0003766	0	0
OG0003767	0	0
OG0003768	1	1
OG0003769	0	0
OG0003770	0	0
OG0003771	0	0
OG0003772	2	2
OG0003773	0	0
OG0003774	0	0
OG0003775	0	0
OG0003776	0	0
OG0003777	1	1
OG0003778	0	0
OG0003779	0	0
OG0003780	1	1
OG0003781	0	0
OG0003782	0	0
OG0003783	2	1
OG0003784	0	0
OG0003785	0	0
OG0003786	0	0
OG0003787	0	0
OG0003788	0	0
OG0003789	1	0
OG0003790	1	1
OG0003791	1	1
OG0003792	0	0
OG0003793	1	1
OG0003794	0	0
OG0003795	1	1
OG0003796	1	1
OG0003797	0	0
OG0003798	1	1
OG0003799	1	1
OG0003800	1	1
OG0003801	1	1
OG0003802	0	0
OG0003803	0	0
OG0003804	0	0
OG0003805	0	0
OG0003806	0	0
OG0003807	1	1
OG0003808	0	0
OG0003809	0	0
OG0003810	0	0
OG0003811	0	0
OG0003812	0	0
OG0003813	0	0
OG0003814	0	0
OG0003815	1	1
OG0003816	0	0
OG0003817	0	0
OG0003818	0	0
OG0003819	0	0
OG0003820	0	0
OG0003821	2	2
OG0003822	0	0
OG0003823	1	1
OG0003824	0	0
OG0003825	1	1
OG0003826	0	0
OG0003827	0	0
OG0003828	0	0
OG0003829	0	0
OG0003830	0	0
OG0003831	0	0
OG0003832	0	0
OG0003833	0	0
OG0003834	0	0
OG0003835	1	1
OG0003836	0	0
OG0003837	1	1
OG0003838	0	0
OG0003839	0	0
OG0003840	0	0
OG0003841	0	0
OG0003842	1	1
OG0003843	1	1
OG0003844	0	0
OG0003845	0	0
OG0003846	0	0
OG0003847	0	0
OG0003848	0	0
OG0003849	0	0
OG0003850	0	0
OG0003851	0	0
OG0003852	0	0
OG0003853	2	2
OG0003854	0	0
OG0003855	1	1
OG0003856	0	0
OG0003857	0	0
OG0003858	1	1
OG0003859	0	0
OG0003860	0	0
OG0003861	0	0
OG0003862	1	1
OG0003863	0	0
OG0003864	0	0
OG0003865	0	0
OG0003866	1	1
OG0003867	1	1
OG0003868	2	2
OG0003869	0	0
OG0003870	1	1
OG0003871	0	0
OG0003872	2	2
OG0003873	0	0
OG0003874	0	0
OG0003875	0	0
OG0003876	0	0
OG0003877	0	0
OG0003878	0	0
OG0003879	0	0
OG0003880	0	0
OG0003881	0	0
OG0003882	0	0
OG0003883	1	1
OG0003884	0	0
OG0003885	1	1
OG0003886	0	0
OG0003887	1	1
OG0003888	1	1
OG0003889	0	0
OG0003890	0	0
OG0003891	0	0
OG0003892	1	0
OG0003893	1	1
OG0003894	2	2
OG0003895	0	0
OG0003896	1	1
OG0003897	1	1
OG0003898	1	1
OG0003899	1	1
OG0003900	1	1
OG0003901	2	2
OG0003902	1	1
OG0003903	1	1
OG0003904	0	0
OG0003905	2	2
OG0003906	0	0
OG0003907	0	0
OG0003908	1	1
OG0003909	0	0
OG0003910	0	0
OG0003911	0	0
OG0003912	0	0
OG0003913	0	0
OG0003914	1	1
OG0003915	0	0
OG0003916	5	5
OG0003917	0	0
OG0003918	0	0
OG0003919	0	0
OG0003920	0	0
OG0003921	0	0
OG0003922	0	0
OG0003923	0	0
OG0003924	0	0
OG0003925	0	0
OG0003926	1	1
OG0003927	2	1
OG0003928	1	1
OG0003929	1	1
OG0003930	0	0
OG0003931	1	1
OG0003932	1	1
OG0003933	0	0
OG0003934	0	0
OG0003935	1	1
OG0003936	1	1
OG0003937	1	1
OG0003938	1	1
OG0003939	0	0
OG0003940	0	0
OG0003941	1	1
OG0003942	0	0
OG0003943	0	0
OG0003944	0	0
OG0003945	0	0
OG0003946	1	1
OG0003947	0	0
OG0003948	0	0
OG0003949	0	0
OG0003950	1	0
OG0003951	0	0
OG0003952	1	1
OG0003953	0	0
OG0003954	0	0
OG0003955	0	0
OG0003956	2	2
OG0003957	1	1
OG0003958	0	0
OG0003959	0	0
OG0003960	0	0
OG0003961	0	0
OG0003962	1	0
OG0003963	0	0
OG0003964	0	0
OG0003965	0	0
OG0003966	0	0
OG0003967	2	2
OG0003968	0	0
OG0003969	0	0
OG0003970	0	0
OG0003971	0	0
OG0003972	0	0
OG0003973	0	0
OG0003974	1	1
OG0003975	0	0
OG0003976	0	0
OG0003977	1	0
OG0003978	0	0
OG0003979	1	1
OG0003980	0	0
OG0003981	0	0
OG0003982	0	0
OG0003983	0	0
OG0003984	0	0
OG0003985	0	0
OG0003986	1	1
OG0003987	1	1
OG0003988	0	0
OG0003989	1	1
OG0003990	0	0
OG0003991	0	0
OG0003992	1	1
OG0003993	0	0
OG0003994	1	1
OG0003995	1	1
OG0003996	0	0
OG0003997	0	0
OG0003998	0	0
OG0003999	0	0
OG0004000	0	0
OG0004001	0	0
OG0004002	0	0
OG0004003	0	0
OG0004004	0	0
OG0004005	0	0
OG0004006	0	0
OG0004007	0	0
OG0004008	1	1
OG0004009	0	0
OG0004010	0	0
OG0004011	0	0
OG0004012	0	0
OG0004013	0	0
OG0004014	0	0
OG0004015	0	0
OG0004016	1	1
OG0004017	0	0
OG0004018	0	0
OG0004019	1	0
OG0004020	0	0
OG0004021	0	0
OG0004022	1	1
OG0004023	0	0
OG0004024	1	1
OG0004025	0	0
OG0004026	0	0
OG0004027	0	0
OG0004028	0	0
OG0004029	0	0
OG0004030	0	0
OG0004031	0	0
OG0004032	1	1
OG0004033	1	1
OG0004034	1	1
OG0004035	0	0
OG0004036	0	0
OG0004037	1	1
OG0004038	0	0
OG0004039	0	0
OG0004040	0	0
OG0004041	0	0
OG0004042	0	0
OG0004043	0	0
OG0004044	0	0
OG0004045	2	2
OG0004046	0	0
OG0004047	2	2
OG0004048	0	0
OG0004049	1	0
OG0004050	0	0
OG0004051	0	0
OG0004052	0	0
OG0004053	0	0
OG0004054	0	0
OG0004055	0	0
OG0004056	1	1
OG0004057	0	0
OG0004058	0	0
OG0004059	1	1
OG0004060	0	0
OG0004061	0	0
OG0004062	1	0
OG0004063	0	0
OG0004064	0	0
OG0004065	0	0
OG0004066	0	0
OG0004067	0	0
OG0004068	0	0
OG0004069	0	0
OG0004070	0	0
OG0004071	2	2
OG0004072	0	0
OG0004073	1	1
OG0004074	0	0
OG0004075	1	1
OG0004076	0	0
OG0004077	0	0
OG0004078	0	0
OG0004079	0	0
OG0004080	0	0
OG0004081	0	0
OG0004082	2	2
OG0004083	0	0
OG0004084	1	1
OG0004085	2	2
OG0004086	0	0
OG0004087	0	0
OG0004088	0	0
OG0004089	0	0
OG0004090	4	4
OG0004091	0	0
OG0004092	0	0
OG0004093	0	0
OG0004094	2	2
OG0004095	0	0
OG0004096	0	0
OG0004097	0	0
OG0004098	0	0
OG0004099	1	0
OG0004100	0	0
OG0004101	1	1
OG0004102	1	1
OG0004103	0	0
OG0004104	2	2
OG0004105	0	0
OG0004106	0	0
OG0004107	1	1
OG0004108	0	0
OG0004109	0	0
OG0004110	0	0
OG0004111	2	2
OG0004112	0	0
OG0004113	1	1
OG0004114	1	0
OG0004115	3	3
OG0004116	0	0
OG0004117	1	1
OG0004118	0	0
OG0004119	0	0
OG0004120	1	1
OG0004121	0	0
OG0004122	0	0
OG0004123	1	0
OG0004124	3	3
OG0004125	1	0
OG0004126	0	0
OG0004127	0	0
OG0004128	1	1
OG0004129	3	3
OG0004130	0	0
OG0004131	0	0
OG0004132	1	1
OG0004133	1	0
OG0004134	1	1
OG0004135	2	1
OG0004136	1	1
OG0004137	1	1
OG0004138	0	0
OG0004139	0	0
OG0004140	0	0
OG0004141	0	0
OG0004142	0	0
OG0004143	0	0
OG0004144	0	0
OG0004145	0	0
OG0004146	1	1
OG0004147	2	2
OG0004148	0	0
OG0004149	0	0
OG0004150	0	0
OG0004151	2	2
OG0004152	0	0
OG0004153	2	2
OG0004154	1	1
OG0004155	0	0
OG0004156	0	0
OG0004157	1	0
OG0004158	0	0
OG0004159	0	0
OG0004160	0	0
OG0004161	0	0
OG0004162	1	1
OG0004163	0	0
OG0004164	1	0
OG0004165	0	0
OG0004166	4	4
OG0004167	0	0
OG0004168	0	0
OG0004169	0	0
OG0004170	0	0
OG0004171	0	0
OG0004172	0	0
OG0004173	0	0
OG0004174	1	0
OG0004175	0	0
OG0004176	2	2
OG0004177	0	0
OG0004178	1	1
OG0004179	0	0
OG0004180	0	0
OG0004181	0	0
OG0004182	1	1
OG0004183	0	0
OG0004184	0	0
OG0004185	2	2
OG0004186	0	0
OG0004187	0	0
OG0004188	0	0
