Orthogroup	Chlorella_VariabilisNC64A	Chlorella_A99
OG0001929	XP_005843240.1 hypothetical protein CHLNCDRAFT_141344 [Chlorella variabilis]	PCFQ01000003.1 g1043 [Chlorella sp. A99]
OG0001930	XP_005843239.1 hypothetical protein CHLNCDRAFT_141341 [Chlorella variabilis]	PCFQ01000003.1 g1042 [Chlorella sp. A99]
OG0001932	XP_005843236.1 hypothetical protein CHLNCDRAFT_141336 [Chlorella variabilis]	PCFQ01000003.1 g1044 [Chlorella sp. A99]
OG0001933	XP_005842584.1 hypothetical protein CHLNCDRAFT_143401_ partial [Chlorella variabilis], XP_005843542.1 hypothetical protein CHLNCDRAFT_140157_ partial [Chlorella variabilis]	PCFQ01000011.1 g2742 [Chlorella sp. A99]
OG0001934	XP_005844025.1 hypothetical protein CHLNCDRAFT_139571 [Chlorella variabilis]	PCFQ01000002.1 g668 [Chlorella sp. A99]
OG0001935	XP_005850139.1 hypothetical protein CHLNCDRAFT_20716_ partial [Chlorella variabilis]	PCFQ01000008.1 g1171 [Chlorella sp. A99]
OG0001936	XP_005844628.1 hypothetical protein CHLNCDRAFT_32522 [Chlorella variabilis]	PCFQ01000002.1 g731 [Chlorella sp. A99]
OG0001937	XP_005851432.1 hypothetical protein CHLNCDRAFT_29479 [Chlorella variabilis]	PCFQ01000058.1 g24 [Chlorella sp. A99]
OG0001938	XP_005844531.1 hypothetical protein CHLNCDRAFT_12102_ partial [Chlorella variabilis]	PCFQ01000002.1 g735 [Chlorella sp. A99]
OG0001941	XP_005851424.1 hypothetical protein CHLNCDRAFT_137710 [Chlorella variabilis]	PCFQ01000058.1 g28 [Chlorella sp. A99]
OG0001942	XP_005851130.1 hypothetical protein CHLNCDRAFT_137718 [Chlorella variabilis]	PCFQ01000058.1 g30 [Chlorella sp. A99]
OG0001943	XP_005851141.1 hypothetical protein CHLNCDRAFT_29482 [Chlorella variabilis]	PCFQ01000058.1 g23 [Chlorella sp. A99]
OG0001944	XP_005851422.1 hypothetical protein CHLNCDRAFT_137705 [Chlorella variabilis]	PCFQ01000058.1 g25 [Chlorella sp. A99]
OG0001945	XP_005851439.1 hypothetical protein CHLNCDRAFT_8480_ partial [Chlorella variabilis]	PCFQ01000058.1 g67 [Chlorella sp. A99]
OG0001946	XP_005851431.1 hypothetical protein CHLNCDRAFT_56683 [Chlorella variabilis]	PCFQ01000058.1 g46 [Chlorella sp. A99]
OG0001947	XP_005851157.1 hypothetical protein CHLNCDRAFT_55974 [Chlorella variabilis]	PCFQ01000058.1 g70 [Chlorella sp. A99]
OG0001948	XP_005851428.1 hypothetical protein CHLNCDRAFT_17231_ partial [Chlorella variabilis]	PCFQ01000058.1 g32 [Chlorella sp. A99]
OG0001950	XP_005851420.1 hypothetical protein CHLNCDRAFT_19326 [Chlorella variabilis]	PCFQ01000058.1 g18 [Chlorella sp. A99]
OG0001951	XP_005850125.1 40S ribosomal protein S18 [Chlorella variabilis]	PCFQ01000008.1 g1147 [Chlorella sp. A99]
OG0001952	XP_005850128.1 hypothetical protein CHLNCDRAFT_20545 [Chlorella variabilis]	PCFQ01000008.1 g1149 [Chlorella sp. A99]
OG0001955	XP_005849269.1 hypothetical protein CHLNCDRAFT_143544 [Chlorella variabilis]	PCFQ01000015.1 g2963 [Chlorella sp. A99]
OG0001956	XP_005850566.1 hypothetical protein CHLNCDRAFT_34068 [Chlorella variabilis]	PCFQ01000011.1 g2807 [Chlorella sp. A99]
OG0001959	XP_005847816.1 hypothetical protein CHLNCDRAFT_134017 [Chlorella variabilis]	PCFQ01000037.1 g2465 [Chlorella sp. A99]
OG0001960	XP_005843657.1 hypothetical protein CHLNCDRAFT_140025 [Chlorella variabilis]	PCFQ01000082.1 g612 [Chlorella sp. A99]
OG0001961	XP_005850242.1 hypothetical protein CHLNCDRAFT_141905 [Chlorella variabilis]	PCFQ01000077.1 g1758 [Chlorella sp. A99]
OG0001963	XP_005850011.1 hypothetical protein CHLNCDRAFT_7714_ partial [Chlorella variabilis]	PCFQ01000077.1 g1749 [Chlorella sp. A99]
OG0001965	XP_005846219.1 hypothetical protein CHLNCDRAFT_135478 [Chlorella variabilis]	PCFQ01000078.1 g2157 [Chlorella sp. A99]
OG0001967	XP_005849249.1 hypothetical protein CHLNCDRAFT_48682 [Chlorella variabilis]	PCFQ01000015.1 g3062 [Chlorella sp. A99]
OG0001968	XP_005850733.1 hypothetical protein CHLNCDRAFT_34245 [Chlorella variabilis]	PCFQ01000011.1 g2883 [Chlorella sp. A99]
OG0001969	XP_005847582.1 hypothetical protein CHLNCDRAFT_23038 [Chlorella variabilis]	PCFQ01000082.1 g520 [Chlorella sp. A99]
OG0001970	XP_005842828.1 hypothetical protein CHLNCDRAFT_142572 [Chlorella variabilis]	PCFQ01000078.1 g2161 [Chlorella sp. A99]
OG0001972	XP_005851043.1 hypothetical protein CHLNCDRAFT_29960 [Chlorella variabilis]	PCFQ01000011.1 g2922 [Chlorella sp. A99]
OG0001973	XP_005850767.1 hypothetical protein CHLNCDRAFT_20078 [Chlorella variabilis]	PCFQ01000011.1 g2926 [Chlorella sp. A99]
OG0001974	XP_005842809.1 hypothetical protein CHLNCDRAFT_28812 [Chlorella variabilis]	PCFQ01000078.1 g2159 [Chlorella sp. A99]
OG0001975	XP_005846214.1 hypothetical protein CHLNCDRAFT_25038 [Chlorella variabilis]	PCFQ01000078.1 g2153 [Chlorella sp. A99]
OG0001976	XP_005847305.1 hypothetical protein CHLNCDRAFT_134426 [Chlorella variabilis]	PCFQ01000037.1 g2525 [Chlorella sp. A99]
OG0001977	XP_005845030.1 hypothetical protein CHLNCDRAFT_137255 [Chlorella variabilis]	PCFQ01000009.1 g1726 [Chlorella sp. A99]
OG0001979	XP_005850162.1 hypothetical protein CHLNCDRAFT_57124 [Chlorella variabilis]	PCFQ01000011.1 g2798 [Chlorella sp. A99]
OG0001980	XP_005845340.1 hypothetical protein CHLNCDRAFT_32265 [Chlorella variabilis]	PCFQ01000078.1 g2126 [Chlorella sp. A99]
OG0001981	XP_005845343.1 hypothetical protein CHLNCDRAFT_36589 [Chlorella variabilis]	PCFQ01000078.1 g2142 [Chlorella sp. A99]
OG0001982	XP_005847223.1 expressed protein [Chlorella variabilis]	PCFQ01000008.1 g1128 [Chlorella sp. A99]
OG0001983	XP_005843835.1 hypothetical protein CHLNCDRAFT_139929 [Chlorella variabilis]	PCFQ01000040.1 g2304 [Chlorella sp. A99]
OG0001984	XP_005848728.1 hypothetical protein CHLNCDRAFT_144404 [Chlorella variabilis]	PCFQ01000077.1 g1746 [Chlorella sp. A99]
OG0001986	XP_005844785.1 hypothetical protein CHLNCDRAFT_138663 [Chlorella variabilis]	PCFQ01000079.1 g1401 [Chlorella sp. A99]
OG0001987	XP_005851338.1 hypothetical protein CHLNCDRAFT_138222 [Chlorella variabilis]	PCFQ01000002.1 g660 [Chlorella sp. A99]
OG0001988	XP_005850820.1 hypothetical protein CHLNCDRAFT_140371 [Chlorella variabilis]	PCFQ01000006.1 g3159 [Chlorella sp. A99]
OG0001990	XP_005850497.1 hypothetical protein CHLNCDRAFT_13670_ partial [Chlorella variabilis]	PCFQ01000006.1 g3171 [Chlorella sp. A99]
OG0001992	XP_005843041.1 hypothetical protein CHLNCDRAFT_55429 [Chlorella variabilis]	PCFQ01000058.1 g265 [Chlorella sp. A99]
OG0001993	XP_005849767.1 hypothetical protein CHLNCDRAFT_30316 [Chlorella variabilis]	PCFQ01000037.1 g2360 [Chlorella sp. A99]
OG0001994	XP_005848423.1 hypothetical protein CHLNCDRAFT_22261 [Chlorella variabilis], XP_005849064.1 hypothetical protein CHLNCDRAFT_143540 [Chlorella variabilis]	PCFQ01000015.1 g2984 [Chlorella sp. A99]
OG0001995	XP_005844310.1 hypothetical protein CHLNCDRAFT_26970 [Chlorella variabilis]	PCFQ01000075.1 g1944 [Chlorella sp. A99]
OG0001996	XP_005850817.1 hypothetical protein CHLNCDRAFT_29723 [Chlorella variabilis]	PCFQ01000006.1 g3164 [Chlorella sp. A99]
OG0001997	XP_005851652.1 hypothetical protein CHLNCDRAFT_56812 [Chlorella variabilis]	PCFQ01000058.1 g220 [Chlorella sp. A99]
OG0002000	XP_005851332.1 hypothetical protein CHLNCDRAFT_55988 [Chlorella variabilis]	PCFQ01000058.1 g226 [Chlorella sp. A99]
OG0002001	XP_005850504.1 hypothetical protein CHLNCDRAFT_140333 [Chlorella variabilis]	PCFQ01000006.1 g3169 [Chlorella sp. A99]
OG0002002	XP_005850500.1 hypothetical protein CHLNCDRAFT_56833 [Chlorella variabilis]	PCFQ01000006.1 g3173 [Chlorella sp. A99]
OG0002003	XP_005846398.1 hypothetical protein CHLNCDRAFT_58339 [Chlorella variabilis]	PCFQ01000006.1 g3183 [Chlorella sp. A99]
OG0002004	XP_005846397.1 hypothetical protein CHLNCDRAFT_135887 [Chlorella variabilis]	PCFQ01000006.1 g3188 [Chlorella sp. A99]
OG0002005	XP_005846922.1 hypothetical protein CHLNCDRAFT_31479 [Chlorella variabilis]	PCFQ01000081.1 g1589 [Chlorella sp. A99]
OG0002006	XP_005847149.1 hypothetical protein CHLNCDRAFT_35818 [Chlorella variabilis]	PCFQ01000081.1 g1539 [Chlorella sp. A99]
OG0002007	XP_005846928.1 hypothetical protein CHLNCDRAFT_58077 [Chlorella variabilis]	PCFQ01000009.1 g1700 [Chlorella sp. A99]
OG0002008	XP_005846921.1 hypothetical protein CHLNCDRAFT_23831 [Chlorella variabilis]	PCFQ01000081.1 g1590 [Chlorella sp. A99]
OG0002009	XP_005847102.1 hypothetical protein CHLNCDRAFT_35784 [Chlorella variabilis]	PCFQ01000004.1 g2680 [Chlorella sp. A99], PCFQ01000081.1 g1583 [Chlorella sp. A99]
OG0002011	XP_005846943.1 hypothetical protein CHLNCDRAFT_56195 [Chlorella variabilis]	PCFQ01000009.1 g1670 [Chlorella sp. A99]
OG0002012	XP_005847113.1 hypothetical protein CHLNCDRAFT_52783 [Chlorella variabilis]	PCFQ01000078.1 g2156 [Chlorella sp. A99]
OG0002013	XP_005847108.1 hypothetical protein CHLNCDRAFT_24122 [Chlorella variabilis]	PCFQ01000081.1 g1588 [Chlorella sp. A99]
OG0002015	XP_005849463.1 hypothetical protein CHLNCDRAFT_30278 [Chlorella variabilis]	PCFQ01000037.1 g2385 [Chlorella sp. A99]
OG0002016	XP_005852152.1 hypothetical protein CHLNCDRAFT_15257_ partial [Chlorella variabilis]	PCFQ01000018.1 g456 [Chlorella sp. A99]
OG0002017	XP_005850252.1 hypothetical protein CHLNCDRAFT_141931 [Chlorella variabilis]	PCFQ01000077.1 g1784 [Chlorella sp. A99]
OG0002018	XP_005846373.1 hypothetical protein CHLNCDRAFT_36152 [Chlorella variabilis]	PCFQ01000078.1 g2015 [Chlorella sp. A99]
OG0002019	XP_005850333.1 hypothetical protein CHLNCDRAFT_142124 [Chlorella variabilis]	PCFQ01000008.1 g1109 [Chlorella sp. A99]
OG0002020	XP_005850259.1 hypothetical protein CHLNCDRAFT_141958 [Chlorella variabilis]	PCFQ01000077.1 g1772 [Chlorella sp. A99]
OG0002021	XP_005846885.1 hypothetical protein CHLNCDRAFT_134734 [Chlorella variabilis]	PCFQ01000009.1 g1684 [Chlorella sp. A99]
OG0002022	XP_005847244.1 hypothetical protein CHLNCDRAFT_134227 [Chlorella variabilis]	PCFQ01000020.1 g934 [Chlorella sp. A99]
OG0002023	XP_005843972.1 40S ribosomal protein S5 [Chlorella variabilis]	PCFQ01000058.1 g277 [Chlorella sp. A99]
OG0002024	XP_005849995.1 hypothetical protein CHLNCDRAFT_141922 [Chlorella variabilis]	PCFQ01000077.1 g1775 [Chlorella sp. A99]
OG0002026	XP_005850261.1 hypothetical protein CHLNCDRAFT_50559 [Chlorella variabilis]	PCFQ01000077.1 g1769 [Chlorella sp. A99]
OG0002027	XP_005843965.1 hypothetical protein CHLNCDRAFT_27518 [Chlorella variabilis]	PCFQ01000046.1 g1861 [Chlorella sp. A99]
OG0002028	XP_005845802.1 hypothetical protein CHLNCDRAFT_25435_ partial [Chlorella variabilis]	PCFQ01000001.1 g993 [Chlorella sp. A99]
OG0002029	XP_005845275.1 hypothetical protein CHLNCDRAFT_136976 [Chlorella variabilis]	PCFQ01000078.1 g2188 [Chlorella sp. A99]
OG0002031	XP_005849029.1 hypothetical protein CHLNCDRAFT_21604_ partial [Chlorella variabilis]	PCFQ01000037.1 g2510 [Chlorella sp. A99], PCFQ01000015.1 g2938 [Chlorella sp. A99]
OG0002032	XP_005843992.1 hypothetical protein CHLNCDRAFT_37081 [Chlorella variabilis]	PCFQ01000079.1 g1476 [Chlorella sp. A99]
OG0002033	XP_005848853.1 hypothetical protein CHLNCDRAFT_48710 [Chlorella variabilis]	PCFQ01000005.1 g840 [Chlorella sp. A99]
OG0002035	XP_005851164.1 hypothetical protein CHLNCDRAFT_137783 [Chlorella variabilis]	PCFQ01000058.1 g187 [Chlorella sp. A99]
OG0002037	XP_005843202.1 hypothetical protein CHLNCDRAFT_141429 [Chlorella variabilis]	PCFQ01000005.1 g860 [Chlorella sp. A99]
OG0002039	XP_005849805.1 hypothetical protein CHLNCDRAFT_142913 [Chlorella variabilis]	PCFQ01000004.1 g2713 [Chlorella sp. A99]
OG0002040	XP_005844252.1 hypothetical protein CHLNCDRAFT_58991 [Chlorella variabilis]	PCFQ01000075.1 g1907 [Chlorella sp. A99]
OG0002041	XP_005843325.1 hypothetical protein CHLNCDRAFT_10816_ partial [Chlorella variabilis]	PCFQ01000079.1 g1439 [Chlorella sp. A99]
OG0002042	XP_005852171.1 hypothetical protein CHLNCDRAFT_33566 [Chlorella variabilis]	PCFQ01000005.1 g831 [Chlorella sp. A99]
OG0002043	XP_005843364.1 hypothetical protein CHLNCDRAFT_141171 [Chlorella variabilis]	PCFQ01000079.1 g1428 [Chlorella sp. A99]
OG0002046	XP_005847675.1 hypothetical protein CHLNCDRAFT_134066 [Chlorella variabilis]	PCFQ01000082.1 g560 [Chlorella sp. A99]
OG0002048	XP_005850822.1 hypothetical protein CHLNCDRAFT_19608_ partial [Chlorella variabilis], XP_005850823.1 hypothetical protein CHLNCDRAFT_14282_ partial [Chlorella variabilis]	PCFQ01000006.1 g3153 [Chlorella sp. A99]
OG0002050	XP_005842559.1 hypothetical protein CHLNCDRAFT_144612_ partial [Chlorella variabilis], XP_005848025.1 hypothetical protein CHLNCDRAFT_145626_ partial [Chlorella variabilis]	PCFQ01000007.1 g1191 [Chlorella sp. A99]
OG0002051	XP_005848173.1 hypothetical protein CHLNCDRAFT_145563 [Chlorella variabilis]	PCFQ01000007.1 g1235 [Chlorella sp. A99]
OG0002052	XP_005847636.1 hypothetical protein CHLNCDRAFT_133974 [Chlorella variabilis]	PCFQ01000082.1 g494 [Chlorella sp. A99]
OG0002053	XP_005842924.1 hypothetical protein CHLNCDRAFT_28677 [Chlorella variabilis]	PCFQ01000079.1 g1464 [Chlorella sp. A99]
OG0002056	XP_005846170.1 hypothetical protein CHLNCDRAFT_25172 [Chlorella variabilis]	PCFQ01000010.1 g351 [Chlorella sp. A99]
OG0002058	XP_005846042.1 hypothetical protein CHLNCDRAFT_25380 [Chlorella variabilis]	PCFQ01000010.1 g301 [Chlorella sp. A99]
OG0002059	XP_005845977.1 hypothetical protein CHLNCDRAFT_136015 [Chlorella variabilis]	PCFQ01000010.1 g317 [Chlorella sp. A99]
OG0002063	XP_005845983.1 hypothetical protein CHLNCDRAFT_31906 [Chlorella variabilis]	PCFQ01000010.1 g330 [Chlorella sp. A99]
OG0002064	XP_005846026.1 hypothetical protein CHLNCDRAFT_53431 [Chlorella variabilis]	PCFQ01000010.1 g335 [Chlorella sp. A99]
OG0002066	XP_005846106.1 hypothetical protein CHLNCDRAFT_58355 [Chlorella variabilis]	PCFQ01000010.1 g318 [Chlorella sp. A99]
OG0002068	XP_005851545.1 hypothetical protein CHLNCDRAFT_29579 [Chlorella variabilis]	PCFQ01000058.1 g193 [Chlorella sp. A99]
OG0002069	XP_005849468.1 hypothetical protein CHLNCDRAFT_30281 [Chlorella variabilis]	PCFQ01000037.1 g2427 [Chlorella sp. A99]
OG0002072	XP_005843555.1 hypothetical protein CHLNCDRAFT_33052 [Chlorella variabilis]	PCFQ01000011.1 g2747 [Chlorella sp. A99]
OG0002074	XP_005851189.1 hypothetical protein CHLNCDRAFT_13957_ partial [Chlorella variabilis]	PCFQ01000058.1 g89 [Chlorella sp. A99]
OG0002075	XP_005851530.1 hypothetical protein CHLNCDRAFT_55979 [Chlorella variabilis]	PCFQ01000058.1 g129 [Chlorella sp. A99]
OG0002076	XP_005851211.1 hypothetical protein CHLNCDRAFT_33853 [Chlorella variabilis]	PCFQ01000058.1 g104 [Chlorella sp. A99]
OG0002079	XP_005851244.1 hypothetical protein CHLNCDRAFT_19159_ partial [Chlorella variabilis]	PCFQ01000058.1 g130 [Chlorella sp. A99]
OG0002080	XP_005851526.1 hypothetical protein CHLNCDRAFT_48481 [Chlorella variabilis]	PCFQ01000058.1 g176 [Chlorella sp. A99]
OG0002081	XP_005847591.1 hypothetical protein CHLNCDRAFT_23248_ partial [Chlorella variabilis]	PCFQ01000082.1 g539 [Chlorella sp. A99]
OG0002082	XP_005847059.1 hypothetical protein CHLNCDRAFT_24020 [Chlorella variabilis]	PCFQ01000037.1 g2443 [Chlorella sp. A99]
OG0002083	XP_005846851.1 hypothetical protein CHLNCDRAFT_56187 [Chlorella variabilis]	PCFQ01000011.1 g2760 [Chlorella sp. A99]
OG0002084	XP_005849462.1 hypothetical protein CHLNCDRAFT_30275 [Chlorella variabilis]	PCFQ01000037.1 g2388 [Chlorella sp. A99]
OG0002087	XP_005849695.1 hypothetical protein CHLNCDRAFT_30497 [Chlorella variabilis]	PCFQ01000004.1 g2621 [Chlorella sp. A99]
OG0002088	XP_005849940.1 hypothetical protein CHLNCDRAFT_34803 [Chlorella variabilis]	PCFQ01000004.1 g2626 [Chlorella sp. A99]
OG0002089	XP_005850046.1 hypothetical protein CHLNCDRAFT_30027 [Chlorella variabilis]	PCFQ01000021.1 g2310 [Chlorella sp. A99], PCFQ01000077.1 g1738 [Chlorella sp. A99]
OG0002090	XP_005849937.1 hypothetical protein CHLNCDRAFT_56088 [Chlorella variabilis]	PCFQ01000004.1 g2623 [Chlorella sp. A99]
OG0002092	XP_005850595.1 hypothetical protein CHLNCDRAFT_19573_ partial [Chlorella variabilis]	PCFQ01000006.1 g3116 [Chlorella sp. A99]
OG0002093	XP_005847547.1 hypothetical protein CHLNCDRAFT_133752 [Chlorella variabilis]	PCFQ01000082.1 g491 [Chlorella sp. A99]
OG0002095	XP_005844921.1 hypothetical protein CHLNCDRAFT_26444 [Chlorella variabilis]	PCFQ01000037.1 g2528 [Chlorella sp. A99]
OG0002097	XP_005844496.1 hypothetical protein CHLNCDRAFT_56307 [Chlorella variabilis]	PCFQ01000002.1 g708 [Chlorella sp. A99]
OG0002098	XP_005846236.1 hypothetical protein CHLNCDRAFT_135519 [Chlorella variabilis]	PCFQ01000078.1 g2089 [Chlorella sp. A99]
OG0002099	XP_005844334.1 hypothetical protein CHLNCDRAFT_49107 [Chlorella variabilis]	PCFQ01000006.1 g3212 [Chlorella sp. A99]
OG0002102	XP_005846184.1 hypothetical protein CHLNCDRAFT_25335_ partial [Chlorella variabilis]	PCFQ01000010.1 g365 [Chlorella sp. A99]
OG0002103	XP_005844488.1 hypothetical protein CHLNCDRAFT_138837 [Chlorella variabilis]	PCFQ01000002.1 g700 [Chlorella sp. A99]
OG0002104	XP_005844600.1 hypothetical protein CHLNCDRAFT_9304_ partial [Chlorella variabilis]	PCFQ01000002.1 g713 [Chlorella sp. A99]
OG0002105	XP_005847315.1 hypothetical protein CHLNCDRAFT_48854 [Chlorella variabilis]	PCFQ01000037.1 g2536 [Chlorella sp. A99]
OG0002106	XP_005846192.1 ATP/ADP translocator [Chlorella variabilis]	PCFQ01000010.1 g364 [Chlorella sp. A99]
OG0002107	XP_005846620.1 hypothetical protein CHLNCDRAFT_135247 [Chlorella variabilis], XP_005842645.1 hypothetical protein CHLNCDRAFT_139643 [Chlorella variabilis]	PCFQ01000001.1 g950 [Chlorella sp. A99]
OG0002109	XP_005849381.1 hypothetical protein CHLNCDRAFT_57427 [Chlorella variabilis]	PCFQ01000015.1 g3028 [Chlorella sp. A99]
OG0002110	XP_005849193.1 hypothetical protein CHLNCDRAFT_57434 [Chlorella variabilis]	PCFQ01000015.1 g3001 [Chlorella sp. A99]
OG0002112	XP_005850467.1 hypothetical protein CHLNCDRAFT_57155 [Chlorella variabilis]	PCFQ01000008.1 g1096 [Chlorella sp. A99]
OG0002115	XP_005845371.1 hypothetical protein CHLNCDRAFT_53969 [Chlorella variabilis]	PCFQ01000078.1 g2122 [Chlorella sp. A99]
OG0002116	XP_005850349.1 hypothetical protein CHLNCDRAFT_30080_ partial [Chlorella variabilis]	PCFQ01000008.1 g1123 [Chlorella sp. A99]
OG0002118	XP_005845501.1 hypothetical protein CHLNCDRAFT_137199 [Chlorella variabilis]	PCFQ01000078.1 g2154 [Chlorella sp. A99]
OG0002121	XP_005850359.1 hypothetical protein CHLNCDRAFT_142199 [Chlorella variabilis]	PCFQ01000008.1 g1155 [Chlorella sp. A99]
OG0002122	XP_005845363.1 hypothetical protein CHLNCDRAFT_32290 [Chlorella variabilis]	PCFQ01000078.1 g2137 [Chlorella sp. A99]
OG0002123	XP_005845456.1 hypothetical protein CHLNCDRAFT_56279 [Chlorella variabilis]	PCFQ01000078.1 g2119 [Chlorella sp. A99]
OG0002124	XP_005850376.1 hypothetical protein CHLNCDRAFT_8434_ partial [Chlorella variabilis]	PCFQ01000008.1 g1164 [Chlorella sp. A99]
OG0002125	XP_005850130.1 hypothetical protein CHLNCDRAFT_20219 [Chlorella variabilis], XP_005850131.1 hypothetical protein CHLNCDRAFT_142237 [Chlorella variabilis]	PCFQ01000008.1 g1154 [Chlorella sp. A99]
OG0002126	XP_005847486.1 hypothetical protein CHLNCDRAFT_134463 [Chlorella variabilis]	PCFQ01000037.1 g2475 [Chlorella sp. A99]
OG0002127	XP_005847214.1 hypothetical protein CHLNCDRAFT_35880 [Chlorella variabilis]	PCFQ01000081.1 g1629 [Chlorella sp. A99]
OG0002128	XP_005852230.1 hypothetical protein CHLNCDRAFT_56582 [Chlorella variabilis]	PCFQ01000018.1 g454 [Chlorella sp. A99]
OG0002129	XP_005844724.1 hypothetical protein CHLNCDRAFT_54354 [Chlorella variabilis]	PCFQ01000079.1 g1404 [Chlorella sp. A99]
OG0002130	XP_005851972.1 hypothetical protein CHLNCDRAFT_33715 [Chlorella variabilis]	PCFQ01000018.1 g394 [Chlorella sp. A99]
OG0002131	XP_005852270.1 hypothetical protein CHLNCDRAFT_33701 [Chlorella variabilis]	PCFQ01000018.1 g396 [Chlorella sp. A99]
OG0002133	XP_005844905.1 hypothetical protein CHLNCDRAFT_26412_ partial [Chlorella variabilis]	PCFQ01000010.1 g370 [Chlorella sp. A99]
OG0002135	XP_005852251.1 expressed protein [Chlorella variabilis]	PCFQ01000018.1 g399 [Chlorella sp. A99]
OG0002137	XP_005848031.1 hypothetical protein CHLNCDRAFT_22710 [Chlorella variabilis]	PCFQ01000081.1 g1603 [Chlorella sp. A99]
OG0002138	XP_005850578.1 hypothetical protein CHLNCDRAFT_140496 [Chlorella variabilis]	PCFQ01000006.1 g3108 [Chlorella sp. A99]
OG0002139	XP_005850179.1 hypothetical protein CHLNCDRAFT_56045 [Chlorella variabilis]	PCFQ01000011.1 g2785 [Chlorella sp. A99]
OG0002141	XP_005849340.1 hypothetical protein CHLNCDRAFT_21468 [Chlorella variabilis]	PCFQ01000015.1 g2948 [Chlorella sp. A99]
OG0002144	XP_005852223.1 hypothetical protein CHLNCDRAFT_18700 [Chlorella variabilis]	PCFQ01000018.1 g466 [Chlorella sp. A99]
OG0002146	XP_005846425.1 hypothetical protein CHLNCDRAFT_53139 [Chlorella variabilis]	PCFQ01000078.1 g2088 [Chlorella sp. A99]
OG0002147	XP_005850839.1 hypothetical protein CHLNCDRAFT_19927_ partial [Chlorella variabilis]	PCFQ01000006.1 g3138 [Chlorella sp. A99]
OG0002148	XP_005850426.1 hypothetical protein CHLNCDRAFT_30164_ partial [Chlorella variabilis]	PCFQ01000011.1 g2786 [Chlorella sp. A99]
OG0002149	XP_005849527.1 hypothetical protein CHLNCDRAFT_20952 [Chlorella variabilis]	PCFQ01000037.1 g2405 [Chlorella sp. A99]
OG0002152	XP_005850597.1 hypothetical protein CHLNCDRAFT_56881 [Chlorella variabilis]	PCFQ01000006.1 g3126 [Chlorella sp. A99], PCFQ01000006.1 g3127 [Chlorella sp. A99]
OG0002153	XP_005849915.1 hypothetical protein CHLNCDRAFT_30464_ partial [Chlorella variabilis]	PCFQ01000004.1 g2656 [Chlorella sp. A99]
OG0002155	XP_005850551.1 hypothetical protein CHLNCDRAFT_140433 [Chlorella variabilis]	PCFQ01000006.1 g3136 [Chlorella sp. A99]
OG0002156	XP_005851901.1 hypothetical protein CHLNCDRAFT_56588 [Chlorella variabilis]	PCFQ01000018.1 g460 [Chlorella sp. A99]
OG0002157	XP_005851882.1 hypothetical protein CHLNCDRAFT_33614 [Chlorella variabilis]	PCFQ01000018.1 g461 [Chlorella sp. A99]
OG0002158	XP_005850880.1 hypothetical protein CHLNCDRAFT_34097 [Chlorella variabilis]	PCFQ01000006.1 g3125 [Chlorella sp. A99]
OG0002159	XP_005852294.1 hypothetical protein CHLNCDRAFT_135070_ partial [Chlorella variabilis]	PCFQ01000078.1 g2049 [Chlorella sp. A99]
OG0002160	XP_005844012.1 hypothetical protein CHLNCDRAFT_37108 [Chlorella variabilis]	PCFQ01000002.1 g690 [Chlorella sp. A99]
OG0002161	XP_005845858.1 hypothetical protein CHLNCDRAFT_25481 [Chlorella variabilis]	PCFQ01000012.1 g1826 [Chlorella sp. A99]
OG0002162	XP_005843140.1 hypothetical protein CHLNCDRAFT_37575 [Chlorella variabilis]	PCFQ01000082.1 g596 [Chlorella sp. A99]
OG0002164	XP_005849914.1 hypothetical protein CHLNCDRAFT_51116 [Chlorella variabilis]	PCFQ01000004.1 g2657 [Chlorella sp. A99]
OG0002165	XP_005849136.1 hypothetical protein CHLNCDRAFT_21506 [Chlorella variabilis]	PCFQ01000015.1 g2949 [Chlorella sp. A99]
OG0002166	XP_005846249.1 hypothetical protein CHLNCDRAFT_36029 [Chlorella variabilis]	PCFQ01000078.1 g2083 [Chlorella sp. A99]
OG0002169	XP_005849728.1 hypothetical protein CHLNCDRAFT_21333 [Chlorella variabilis]	PCFQ01000037.1 g2386 [Chlorella sp. A99]
OG0002171	XP_005844164.1 hypothetical protein CHLNCDRAFT_49120 [Chlorella variabilis]	PCFQ01000082.1 g572 [Chlorella sp. A99]
OG0002172	XP_005847255.1 hypothetical protein CHLNCDRAFT_35552 [Chlorella variabilis]	PCFQ01000079.1 g1285 [Chlorella sp. A99]
OG0002173	XP_005847253.1 hypothetical protein CHLNCDRAFT_134244 [Chlorella variabilis]	PCFQ01000079.1 g1291 [Chlorella sp. A99]
OG0002174	XP_005844156.1 hypothetical protein CHLNCDRAFT_9678_ partial [Chlorella variabilis]	PCFQ01000079.1 g1517 [Chlorella sp. A99]
OG0002175	XP_005844249.1 hypothetical protein CHLNCDRAFT_54649 [Chlorella variabilis]	PCFQ01000082.1 g573 [Chlorella sp. A99]
OG0002177	XP_005847395.1 hypothetical protein CHLNCDRAFT_134241 [Chlorella variabilis]	PCFQ01000079.1 g1287 [Chlorella sp. A99]
OG0002178	XP_005846868.1 hypothetical protein CHLNCDRAFT_134683 [Chlorella variabilis]	PCFQ01000011.1 g2738 [Chlorella sp. A99]
