Orthogroup	Chlorella_VariabilisNC64A	Chlorella_KRBP
OG0001551	XP_005848918.1 hypothetical protein CHLNCDRAFT_14635_ partial [Chlorella variabilis]	QAXK01006072.1_19473-19787
OG0001554	XP_005846426.1 hypothetical protein CHLNCDRAFT_58243 [Chlorella variabilis]	QAXK01001638.1_7681-11612
OG0001561	XP_005847751.1 hypothetical protein CHLNCDRAFT_23069_ partial [Chlorella variabilis]	QAXK01003228.1_3995-6597
OG0001562	XP_005846433.1 hypothetical protein CHLNCDRAFT_135568 [Chlorella variabilis]	QAXK01000869.1_5647-9196
OG0001571	XP_005847775.1 hypothetical protein CHLNCDRAFT_133904 [Chlorella variabilis]	QAXK01005898.1_15715-20620
OG0001573	XP_005848187.1 hypothetical protein CHLNCDRAFT_145600 [Chlorella variabilis], XP_005848186.1 hypothetical protein CHLNCDRAFT_145599 [Chlorella variabilis]	QAXK01001714.1_23807-22483
OG0001575	XP_005849584.1 hypothetical protein CHLNCDRAFT_21056 [Chlorella variabilis]	QAXK01006456.1_5116-6698
OG0001576	XP_005844329.1 hypothetical protein CHLNCDRAFT_59763 [Chlorella variabilis]	QAXK01003511.1_8584-2188
OG0001579	XP_005852049.1 hypothetical protein CHLNCDRAFT_29164 [Chlorella variabilis]	QAXK01000149.1_3007-205
OG0001581	XP_005843562.1 hypothetical protein CHLNCDRAFT_56390 [Chlorella variabilis]	QAXK01003468.1_8146-4525
OG0001582	XP_005851455.1 hypothetical protein CHLNCDRAFT_19166 [Chlorella variabilis]	QAXK01003110.1_3669-4960
OG0001592	XP_005851118.1 hypothetical protein CHLNCDRAFT_137692 [Chlorella variabilis]	QAXK01004995.1_4321-153
OG0001595	XP_005843472.1 hypothetical protein CHLNCDRAFT_28127_ partial [Chlorella variabilis]	QAXK01003821.1_4511-8191
OG0001599	XP_005842658.1 hypothetical protein CHLNCDRAFT_33426_ partial [Chlorella variabilis]	QAXK01001163.1_31234-32344
OG0001602	XP_005850800.1 hypothetical protein CHLNCDRAFT_17175_ partial [Chlorella variabilis], XP_005851501.1 hypothetical protein CHLNCDRAFT_33851 [Chlorella variabilis]	QAXK01009112.1_2932-1649
OG0001606	XP_005847657.1 hypothetical protein CHLNCDRAFT_57875 [Chlorella variabilis]	QAXK01001551.1_37852-43451
OG0001618	XP_005849721.1 hypothetical protein CHLNCDRAFT_34566 [Chlorella variabilis]	QAXK01003579.1_4454-5700
OG0001620	XP_005850928.1 hypothetical protein CHLNCDRAFT_140660 [Chlorella variabilis]	QAXK01004906.1_4885-7564
OG0001624	XP_005849539.1 hypothetical protein CHLNCDRAFT_142910 [Chlorella variabilis]	QAXK01001935.1_7191-6190
OG0001625	XP_005844624.1 hypothetical protein CHLNCDRAFT_36836 [Chlorella variabilis]	QAXK01008598.1_11627-10467
OG0001666	XP_005847082.1 hypothetical protein CHLNCDRAFT_48880 [Chlorella variabilis]	QAXK01000648.1_7716-3949
OG0001670	XP_005843919.1 glutamate-1-semialdehyde 2_1-aminomutase [Chlorella variabilis]	QAXK01001801.1_20671-18627
OG0001676	XP_005843159.1 hypothetical protein CHLNCDRAFT_59360 [Chlorella variabilis]	QAXK01000084.1_15952-9180
OG0001677	XP_005845431.1 hypothetical protein CHLNCDRAFT_49033 [Chlorella variabilis]	QAXK01006154.1_7199-4782
OG0001681	XP_005844442.1 hypothetical protein CHLNCDRAFT_139160 [Chlorella variabilis]	QAXK01003694.1_10054-1111
OG0001683	XP_005845629.1 hypothetical protein CHLNCDRAFT_58507 [Chlorella variabilis]	QAXK01005873.1_4902-1877
OG0001684	XP_005842849.1 hypothetical protein CHLNCDRAFT_59437 [Chlorella variabilis]	QAXK01001160.1_46203-44172
OG0001686	XP_005844264.1 hypothetical protein CHLNCDRAFT_139336 [Chlorella variabilis]	QAXK01001518.1_29154-38461
OG0001687	XP_005845014.1 hypothetical protein CHLNCDRAFT_138486 [Chlorella variabilis]	QAXK01011350.1_4968-4302
OG0001689	XP_005849111.1 hypothetical protein CHLNCDRAFT_30565 [Chlorella variabilis]	QAXK01000325.1_49285-50693
OG0001691	XP_005851736.1 hypothetical protein CHLNCDRAFT_55930 [Chlorella variabilis]	QAXK01009543.1_7053-9512
OG0001694	XP_005845023.1 hypothetical protein CHLNCDRAFT_26457 [Chlorella variabilis]	QAXK01004860.1_550-2257
OG0001698	XP_005844288.1 hypothetical protein CHLNCDRAFT_59034 [Chlorella variabilis]	QAXK01011739.1_15998-17366
OG0001700	XP_005846866.1 hypothetical protein CHLNCDRAFT_35731 [Chlorella variabilis]	QAXK01001944.1_5351-7976
OG0001702	XP_005848118.1 hypothetical protein CHLNCDRAFT_22943 [Chlorella variabilis]	QAXK01000864.1_61145-62900
OG0001703	XP_005850492.1 hypothetical protein CHLNCDRAFT_10114_ partial [Chlorella variabilis]	QAXK01003602.1_34329-32576
OG0001704	XP_005849515.1 hypothetical protein CHLNCDRAFT_142853 [Chlorella variabilis]	QAXK01008991.1_236-2513
OG0001705	XP_005851895.1 hypothetical protein CHLNCDRAFT_33640 [Chlorella variabilis]	QAXK01002478.1_7313-12188
OG0001708	XP_005849514.1 hypothetical protein CHLNCDRAFT_142851 [Chlorella variabilis]	QAXK01014303.1_4896-6584
OG0001709	XP_005848120.1 hypothetical protein CHLNCDRAFT_145427 [Chlorella variabilis]	QAXK01018148.1_4196-2780
OG0001712	XP_005849945.1 hypothetical protein CHLNCDRAFT_17540_ partial [Chlorella variabilis]	QAXK01008136.1_3960-6111
OG0001713	XP_005847896.1 hypothetical protein CHLNCDRAFT_57712 [Chlorella variabilis]	QAXK01001137.1_1588-5821
OG0001714	XP_005848686.1 hypothetical protein CHLNCDRAFT_34979 [Chlorella variabilis]	QAXK01014632.1_3916-2466
OG0001715	XP_005848544.1 hypothetical protein CHLNCDRAFT_30873 [Chlorella variabilis]	QAXK01004338.1_24179-21163
OG0001716	XP_005849493.1 hypothetical protein CHLNCDRAFT_34626 [Chlorella variabilis]	QAXK01000646.1_3437-2178
OG0001718	XP_005849538.1 hypothetical protein CHLNCDRAFT_142905 [Chlorella variabilis]	QAXK01002273.1_1901-3023
OG0001719	XP_005848715.1 hypothetical protein CHLNCDRAFT_22097 [Chlorella variabilis]	QAXK01013811.1_5298-9155
OG0001724	XP_005844663.1 hypothetical protein CHLNCDRAFT_138547 [Chlorella variabilis]	QAXK01006565.1_2429-269
OG0001728	XP_005849924.1 hypothetical protein CHLNCDRAFT_143236 [Chlorella variabilis]	QAXK01001807.1_1026-15
OG0001729	XP_005847983.1 hypothetical protein CHLNCDRAFT_145492 [Chlorella variabilis]	QAXK01006338.1_1051-28
OG0001737	XP_005847929.1 hypothetical protein CHLNCDRAFT_57737 [Chlorella variabilis]	QAXK01014793.1_2710-905
OG0001738	XP_005849598.1 hypothetical protein CHLNCDRAFT_48657 [Chlorella variabilis]	QAXK01000446.1_74898-73132
OG0001743	XP_005846786.1 26S proteasome AAA-ATPase subunit RPT6a [Chlorella variabilis]	QAXK01001289.1_5327-2954
OG0001744	XP_005848093.1 hypothetical protein CHLNCDRAFT_145362 [Chlorella variabilis]	QAXK01016939.1_17085-19159
OG0001748	XP_005846488.1 hypothetical protein CHLNCDRAFT_56217 [Chlorella variabilis]	QAXK01007592.1_13848-10196
OG0001750	XP_005845257.1 hypothetical protein CHLNCDRAFT_136930 [Chlorella variabilis]	QAXK01018869.1_1324-446
OG0001751	XP_005848198.1 hypothetical protein CHLNCDRAFT_145630 [Chlorella variabilis]	QAXK01000276.1_2022-2543
OG0001756	XP_005851692.1 hypothetical protein CHLNCDRAFT_48385 [Chlorella variabilis]	QAXK01004906.1_9592-13569
OG0001760	XP_005849764.1 hypothetical protein CHLNCDRAFT_142811 [Chlorella variabilis]	QAXK01008046.1_15224-18152
OG0001763	XP_005851794.1 hypothetical protein CHLNCDRAFT_33545 [Chlorella variabilis]	QAXK01006402.1_6220-3948
OG0001770	XP_005847942.1 hypothetical protein CHLNCDRAFT_145385 [Chlorella variabilis]	QAXK01001922.1_7027-5313
OG0001772	XP_005848805.1 hypothetical protein CHLNCDRAFT_144078 [Chlorella variabilis], XP_005848806.1 hypothetical protein CHLNCDRAFT_144079 [Chlorella variabilis]	QAXK01010435.1_780-2170
OG0001778	XP_005844926.1 hypothetical protein CHLNCDRAFT_138255 [Chlorella variabilis]	QAXK01006312.1_5841-2543
OG0001780	XP_005843618.1 hypothetical protein CHLNCDRAFT_140213 [Chlorella variabilis]	QAXK01003072.1_7601-12066
OG0001782	XP_005851109.1 hypothetical protein CHLNCDRAFT_137670 [Chlorella variabilis]	QAXK01000627.1_25854-27382
OG0001783	XP_005846508.1 hypothetical protein CHLNCDRAFT_24868 [Chlorella variabilis]	QAXK01004723.1_8556-4882
OG0001788	XP_005847231.1 hypothetical protein CHLNCDRAFT_57920 [Chlorella variabilis]	QAXK01008099.1_16922-14889
OG0001790	XP_005847180.1 hypothetical protein CHLNCDRAFT_31542 [Chlorella variabilis]	QAXK01000362.1_13682-19843
OG0001792	XP_005843567.1 hypothetical protein CHLNCDRAFT_33073 [Chlorella variabilis]	QAXK01002348.1_22026-23431
OG0001794	XP_005847188.1 hypothetical protein CHLNCDRAFT_24218 [Chlorella variabilis]	QAXK01000643.1_10651-8242
OG0001801	XP_005847064.1 hypothetical protein CHLNCDRAFT_134731 [Chlorella variabilis]	QAXK01000208.1_37779-38874
OG0001806	XP_005852172.1 hypothetical protein CHLNCDRAFT_29265 [Chlorella variabilis]	QAXK01005447.1_6594-9151
OG0001810	XP_005843778.1 hypothetical protein CHLNCDRAFT_139906 [Chlorella variabilis]	QAXK01011106.1_2568-3152
OG0001812	XP_005847056.1 hypothetical protein CHLNCDRAFT_56190 [Chlorella variabilis]	QAXK01006399.1_9428-14604
OG0001813	XP_005849441.1 hypothetical protein CHLNCDRAFT_56054 [Chlorella variabilis]	QAXK01000513.1_11487-8211
OG0001818	XP_005850392.1 hypothetical protein CHLNCDRAFT_59607 [Chlorella variabilis]	QAXK01004132.1_4579-6060
OG0001821	XP_005846245.1 hypothetical protein CHLNCDRAFT_135536 [Chlorella variabilis]	QAXK01004177.1_17288-11319
OG0001824	XP_005850417.1 hypothetical protein CHLNCDRAFT_142331 [Chlorella variabilis]	QAXK01003744.1_2800-6411
OG0001826	XP_005850140.1 hypothetical protein CHLNCDRAFT_34430 [Chlorella variabilis]	QAXK01000105.1_5499-2693
OG0001832	XP_005848116.1 hypothetical protein CHLNCDRAFT_145418 [Chlorella variabilis]	QAXK01005654.1_7220-1642
OG0001837	XP_005846754.1 hypothetical protein CHLNCDRAFT_24638 [Chlorella variabilis]	QAXK01000842.1_51041-53429
OG0001838	XP_005843602.1 hypothetical protein CHLNCDRAFT_37364 [Chlorella variabilis]	QAXK01003976.1_8556-3734
OG0001841	XP_005843266.1 hypothetical protein CHLNCDRAFT_28318_ partial [Chlorella variabilis]	QAXK01000976.1_10766-5866
OG0001842	XP_005847927.1 hypothetical protein CHLNCDRAFT_145345 [Chlorella variabilis]	QAXK01006275.1_27485-25822
OG0001843	XP_005847045.1 hypothetical protein CHLNCDRAFT_31418 [Chlorella variabilis]	QAXK01004149.1_22375-24958
OG0001845	XP_005850968.1 hypothetical protein CHLNCDRAFT_50385 [Chlorella variabilis]	QAXK01001702.1_1666-273
OG0001847	XP_005843596.1 hypothetical protein CHLNCDRAFT_59206 [Chlorella variabilis]	QAXK01009311.1_428-2889
OG0001849	XP_005843900.1 hypothetical protein CHLNCDRAFT_139763 [Chlorella variabilis]	QAXK01007671.1_6596-4238
OG0001855	XP_005850713.1 hypothetical protein CHLNCDRAFT_10145_ partial [Chlorella variabilis]	QAXK01000335.1_27254-25603
OG0001856	XP_005843910.1 hypothetical protein CHLNCDRAFT_27683_ partial [Chlorella variabilis]	QAXK01003506.1_17890-19170
OG0001857	XP_005846369.1 GTP-binding protein [Chlorella variabilis]	QAXK01002176.1_5254-6169
OG0001858	XP_005848475.1 hypothetical protein CHLNCDRAFT_35106 [Chlorella variabilis]	QAXK01017983.1_2022-269
OG0001860	XP_005848467.1 hypothetical protein CHLNCDRAFT_22470_ partial [Chlorella variabilis]	QAXK01000036.1_15496-18071
OG0001861	XP_005848466.1 hypothetical protein CHLNCDRAFT_144859 [Chlorella variabilis]	QAXK01001933.1_13708-11461
OG0001862	XP_005848199.1 hypothetical protein CHLNCDRAFT_144674 [Chlorella variabilis]	QAXK01002439.1_1431-31
OG0001863	XP_005848362.1 hypothetical protein CHLNCDRAFT_30897 [Chlorella variabilis]	QAXK01000006.1_11270-7049
OG0001864	XP_005848421.1 hypothetical protein CHLNCDRAFT_22266 [Chlorella variabilis]	QAXK01001807.1_30588-28596
OG0001866	XP_005849396.1 hypothetical protein CHLNCDRAFT_143895 [Chlorella variabilis]	QAXK01004671.1_3332-9990
OG0001867	XP_005848495.1 hypothetical protein CHLNCDRAFT_35128 [Chlorella variabilis]	QAXK01006658.1_2089-1110
OG0001868	XP_005844444.1 hypothetical protein CHLNCDRAFT_139164 [Chlorella variabilis]	QAXK01018034.1_4900-2264
OG0001869	XP_005848226.1 hypothetical protein CHLNCDRAFT_144742 [Chlorella variabilis]	QAXK01002273.1_12619-10163
OG0001870	XP_005848947.1 hypothetical protein CHLNCDRAFT_35000 [Chlorella variabilis]	QAXK01007444.1_11468-13953
OG0001871	XP_005851849.1 hypothetical protein CHLNCDRAFT_59538 [Chlorella variabilis]	QAXK01000027.1_14275-12645
OG0001873	XP_005852162.1 hypothetical protein CHLNCDRAFT_133325 [Chlorella variabilis]	QAXK01003671.1_1285-5252
OG0001874	XP_005851878.1 hypothetical protein CHLNCDRAFT_133453 [Chlorella variabilis]	QAXK01002443.1_10680-7074
OG0001879	XP_005848540.1 hypothetical protein CHLNCDRAFT_59658 [Chlorella variabilis]	QAXK01014786.1_3020-29
OG0001880	XP_005845420.1 hypothetical protein CHLNCDRAFT_25814 [Chlorella variabilis]	QAXK01014616.1_960-3765
OG0001882	XP_005852209.1 hypothetical protein CHLNCDRAFT_55943 [Chlorella variabilis]	QAXK01001694.1_21339-20476
OG0001883	XP_005848555.1 hypothetical protein CHLNCDRAFT_17736_ partial [Chlorella variabilis]	QAXK01000225.1_2559-365
OG0001887	XP_005846063.1 hypothetical protein CHLNCDRAFT_36297 [Chlorella variabilis]	QAXK01004187.1_1760-33
OG0001888	XP_005848777.1 hypothetical protein CHLNCDRAFT_56118 [Chlorella variabilis]	QAXK01016711.1_4152-7100
OG0001890	XP_005845523.1 hypothetical protein CHLNCDRAFT_9699_ partial [Chlorella variabilis]	QAXK01010406.1_2162-130
OG0001893	XP_005844059.1 hypothetical protein CHLNCDRAFT_139632 [Chlorella variabilis]	QAXK01002579.1_17292-15497
OG0001895	XP_005843026.1 hypothetical protein CHLNCDRAFT_141716 [Chlorella variabilis]	QAXK01016971.1_2990-681
OG0001898	XP_005842993.1 hypothetical protein CHLNCDRAFT_37639 [Chlorella variabilis]	QAXK01001156.1_3180-1500
OG0001900	XP_005845377.1 hypothetical protein CHLNCDRAFT_136896 [Chlorella variabilis]	QAXK01009399.1_423-2536
OG0001902	XP_005845384.1 hypothetical protein CHLNCDRAFT_48281 [Chlorella variabilis]	QAXK01008314.1_4813-7042
OG0001907	XP_005843000.1 hypothetical protein CHLNCDRAFT_55490 [Chlorella variabilis]	QAXK01003345.1_36704-34696
OG0001911	XP_005846509.1 hypothetical protein CHLNCDRAFT_56225 [Chlorella variabilis]	QAXK01003378.1_5209-366
OG0001915	XP_005847492.1 hypothetical protein CHLNCDRAFT_57991 [Chlorella variabilis]	QAXK01004688.1_3441-5908
OG0001916	XP_005848590.1 hypothetical protein CHLNCDRAFT_8491_ partial [Chlorella variabilis]	QAXK01001344.1_15728-16873
OG0001917	XP_005847967.1 hypothetical protein CHLNCDRAFT_31015 [Chlorella variabilis]	QAXK01010657.1_2437-238
OG0001918	XP_005846580.1 hypothetical protein CHLNCDRAFT_35898 [Chlorella variabilis]	QAXK01003671.1_14459-17304
OG0001919	XP_005851575.1 hypothetical protein CHLNCDRAFT_29593 [Chlorella variabilis]	QAXK01001468.1_4935-8852
OG0001920	XP_005851583.1 hypothetical protein CHLNCDRAFT_18801_ partial [Chlorella variabilis]	QAXK01000770.1_6276-4831
OG0001921	XP_005844973.1 hypothetical protein CHLNCDRAFT_138366 [Chlorella variabilis]	QAXK01004635.1_12023-13891
OG0001922	XP_005848180.1 hypothetical protein CHLNCDRAFT_145586 [Chlorella variabilis]	QAXK01011133.1_12839-6837
OG0001928	XP_005851595.1 hypothetical protein CHLNCDRAFT_18936_ partial [Chlorella variabilis]	QAXK01003150.1_16472-17917
OG0001930	XP_005843239.1 hypothetical protein CHLNCDRAFT_141341 [Chlorella variabilis]	QAXK01003163.1_7337-4796
OG0001931	XP_005843231.1 hypothetical protein CHLNCDRAFT_37552_ partial [Chlorella variabilis]	QAXK01002575.1_2869-493
OG0001934	XP_005844025.1 hypothetical protein CHLNCDRAFT_139571 [Chlorella variabilis]	QAXK01001681.1_35798-38541
OG0001935	XP_005850139.1 hypothetical protein CHLNCDRAFT_20716_ partial [Chlorella variabilis]	QAXK01001208.1_4428-3497
OG0001936	XP_005844628.1 hypothetical protein CHLNCDRAFT_32522 [Chlorella variabilis]	QAXK01000947.1_9658-8064
OG0001937	XP_005851432.1 hypothetical protein CHLNCDRAFT_29479 [Chlorella variabilis]	QAXK01002895.1_11877-8991
OG0001938	XP_005844531.1 hypothetical protein CHLNCDRAFT_12102_ partial [Chlorella variabilis]	QAXK01006045.1_3548-5265
OG0001943	XP_005851141.1 hypothetical protein CHLNCDRAFT_29482 [Chlorella variabilis]	QAXK01001495.1_35130-32135
OG0001945	XP_005851439.1 hypothetical protein CHLNCDRAFT_8480_ partial [Chlorella variabilis]	QAXK01006788.1_3504-1107
OG0001946	XP_005851431.1 hypothetical protein CHLNCDRAFT_56683 [Chlorella variabilis]	QAXK01006196.1_6560-8156
OG0001947	XP_005851157.1 hypothetical protein CHLNCDRAFT_55974 [Chlorella variabilis]	QAXK01001881.1_90892-88031
OG0001951	XP_005850125.1 40S ribosomal protein S18 [Chlorella variabilis]	QAXK01010684.1_1460-556
OG0001952	XP_005850128.1 hypothetical protein CHLNCDRAFT_20545 [Chlorella variabilis]	QAXK01001616.1_0-2161
OG0001953	XP_005847727.1 hypothetical protein CHLNCDRAFT_133789 [Chlorella variabilis], XP_005847728.1 hypothetical protein CHLNCDRAFT_133790 [Chlorella variabilis]	QAXK01001871.1_8489-9868
OG0001954	XP_005847810.1 hypothetical protein CHLNCDRAFT_23357 [Chlorella variabilis]	QAXK01014389.1_130-668
OG0001956	XP_005850566.1 hypothetical protein CHLNCDRAFT_34068 [Chlorella variabilis]	QAXK01004150.1_9770-14859
OG0001958	XP_005842951.1 hypothetical protein CHLNCDRAFT_28686 [Chlorella variabilis]	QAXK01007010.1_8318-9471
OG0001960	XP_005843657.1 hypothetical protein CHLNCDRAFT_140025 [Chlorella variabilis]	QAXK01005538.1_9255-7797
OG0001961	XP_005850242.1 hypothetical protein CHLNCDRAFT_141905 [Chlorella variabilis]	QAXK01009093.1_4766-1793
OG0001966	XP_005851182.1 hypothetical protein CHLNCDRAFT_13270_ partial [Chlorella variabilis]	QAXK01016188.1_2666-4256
OG0001967	XP_005849249.1 hypothetical protein CHLNCDRAFT_48682 [Chlorella variabilis]	QAXK01000446.1_47170-46172
OG0001969	XP_005847582.1 hypothetical protein CHLNCDRAFT_23038 [Chlorella variabilis]	QAXK01002063.1_20394-18703
OG0001970	XP_005842828.1 hypothetical protein CHLNCDRAFT_142572 [Chlorella variabilis]	QAXK01001186.1_3380-493
OG0001973	XP_005850767.1 hypothetical protein CHLNCDRAFT_20078 [Chlorella variabilis]	QAXK01000335.1_27471-29404
OG0001979	XP_005850162.1 hypothetical protein CHLNCDRAFT_57124 [Chlorella variabilis]	QAXK01001265.1_1827-4399
OG0001980	XP_005845340.1 hypothetical protein CHLNCDRAFT_32265 [Chlorella variabilis]	QAXK01003309.1_3370-103
OG0001986	XP_005844785.1 hypothetical protein CHLNCDRAFT_138663 [Chlorella variabilis]	QAXK01000295.1_10054-5194
OG0001991	XP_005846716.1 hypothetical protein CHLNCDRAFT_35894 [Chlorella variabilis]	QAXK01002862.1_2144-4831
OG0001993	XP_005849767.1 hypothetical protein CHLNCDRAFT_30316 [Chlorella variabilis]	QAXK01002212.1_3400-1645
OG0001995	XP_005844310.1 hypothetical protein CHLNCDRAFT_26970 [Chlorella variabilis]	QAXK01014184.1_2136-4076
OG0001996	XP_005850817.1 hypothetical protein CHLNCDRAFT_29723 [Chlorella variabilis]	QAXK01001275.1_1545-3783
OG0001998	XP_005846616.1 hypothetical protein CHLNCDRAFT_11379_ partial [Chlorella variabilis]	QAXK01000407.1_9246-10753
OG0001999	XP_005850511.1 hypothetical protein CHLNCDRAFT_48513 [Chlorella variabilis]	QAXK01001060.1_158-4769
OG0002000	XP_005851332.1 hypothetical protein CHLNCDRAFT_55988 [Chlorella variabilis]	QAXK01003280.1_21069-16498
OG0002001	XP_005850504.1 hypothetical protein CHLNCDRAFT_140333 [Chlorella variabilis]	QAXK01007038.1_3322-7876
OG0002003	XP_005846398.1 hypothetical protein CHLNCDRAFT_58339 [Chlorella variabilis]	QAXK01002652.1_3797-1393
OG0002004	XP_005846397.1 hypothetical protein CHLNCDRAFT_135887 [Chlorella variabilis]	QAXK01012829.1_4377-6139
OG0002005	XP_005846922.1 hypothetical protein CHLNCDRAFT_31479 [Chlorella variabilis]	QAXK01004007.1_7633-6740
OG0002006	XP_005847149.1 hypothetical protein CHLNCDRAFT_35818 [Chlorella variabilis]	QAXK01000137.1_21575-22932
OG0002007	XP_005846928.1 hypothetical protein CHLNCDRAFT_58077 [Chlorella variabilis]	QAXK01009439.1_10946-16439
OG0002008	XP_005846921.1 hypothetical protein CHLNCDRAFT_23831 [Chlorella variabilis]	QAXK01000685.1_2507-3830
OG0002010	XP_005847098.1 transcription factor_ partial [Chlorella variabilis]	QAXK01004465.1_1413-1889
OG0002011	XP_005846943.1 hypothetical protein CHLNCDRAFT_56195 [Chlorella variabilis]	QAXK01008697.1_3621-1
OG0002012	XP_005847113.1 hypothetical protein CHLNCDRAFT_52783 [Chlorella variabilis]	QAXK01008479.1_22-1572
OG0002013	XP_005847108.1 hypothetical protein CHLNCDRAFT_24122 [Chlorella variabilis]	QAXK01000704.1_865-2353
OG0002014	XP_005847106.1 hypothetical protein CHLNCDRAFT_134820 [Chlorella variabilis]	QAXK01001731.1_8237-12954
OG0002015	XP_005849463.1 hypothetical protein CHLNCDRAFT_30278 [Chlorella variabilis]	QAXK01001095.1_1607-5427
OG0002018	XP_005846373.1 hypothetical protein CHLNCDRAFT_36152 [Chlorella variabilis]	QAXK01000579.1_6879-2831
OG0002023	XP_005843972.1 40S ribosomal protein S5 [Chlorella variabilis]	QAXK01004467.1_4446-2978
OG0002024	XP_005849995.1 hypothetical protein CHLNCDRAFT_141922 [Chlorella variabilis]	QAXK01007476.1_6843-3464
OG0002026	XP_005850261.1 hypothetical protein CHLNCDRAFT_50559 [Chlorella variabilis]	QAXK01000116.1_15959-12419
OG0002027	XP_005843965.1 hypothetical protein CHLNCDRAFT_27518 [Chlorella variabilis]	QAXK01000153.1_10025-9224
OG0002028	XP_005845802.1 hypothetical protein CHLNCDRAFT_25435_ partial [Chlorella variabilis]	QAXK01001007.1_9576-3460
OG0002029	XP_005845275.1 hypothetical protein CHLNCDRAFT_136976 [Chlorella variabilis]	QAXK01001726.1_9416-10685
OG0002032	XP_005843992.1 hypothetical protein CHLNCDRAFT_37081 [Chlorella variabilis]	QAXK01018007.1_11683-5307
OG0002035	XP_005851164.1 hypothetical protein CHLNCDRAFT_137783 [Chlorella variabilis]	QAXK01001162.1_4704-11654
OG0002036	XP_005849552.1 hypothetical protein CHLNCDRAFT_142934 [Chlorella variabilis]	QAXK01003552.1_4945-952
OG0002040	XP_005844252.1 hypothetical protein CHLNCDRAFT_58991 [Chlorella variabilis]	QAXK01004862.1_20323-24029
OG0002043	XP_005843364.1 hypothetical protein CHLNCDRAFT_141171 [Chlorella variabilis]	QAXK01000495.1_11359-8819
OG0002046	XP_005847675.1 hypothetical protein CHLNCDRAFT_134066 [Chlorella variabilis]	QAXK01003370.1_5253-2449
OG0002049	XP_005843997.1 hypothetical protein CHLNCDRAFT_139495 [Chlorella variabilis]	QAXK01004800.1_3523-170
OG0002051	XP_005848173.1 hypothetical protein CHLNCDRAFT_145563 [Chlorella variabilis]	QAXK01005999.1_9988-12832
OG0002063	XP_005845983.1 hypothetical protein CHLNCDRAFT_31906 [Chlorella variabilis]	QAXK01001387.1_26607-27895
OG0002070	XP_005849733.1 hypothetical protein CHLNCDRAFT_20835_ partial [Chlorella variabilis]	QAXK01003882.1_7725-3343
OG0002072	XP_005843555.1 hypothetical protein CHLNCDRAFT_33052 [Chlorella variabilis]	QAXK01000401.1_8251-6577
OG0002073	XP_005846849.1 hypothetical protein CHLNCDRAFT_58028 [Chlorella variabilis]	QAXK01011684.1_2005-861
OG0002074	XP_005851189.1 hypothetical protein CHLNCDRAFT_13957_ partial [Chlorella variabilis]	QAXK01005165.1_9870-10888
OG0002075	XP_005851530.1 hypothetical protein CHLNCDRAFT_55979 [Chlorella variabilis]	QAXK01000112.1_21457-19158
OG0002080	XP_005851526.1 hypothetical protein CHLNCDRAFT_48481 [Chlorella variabilis]	QAXK01005319.1_1852-5123
OG0002081	XP_005847591.1 hypothetical protein CHLNCDRAFT_23248_ partial [Chlorella variabilis]	QAXK01000024.1_6845-4701
OG0002082	XP_005847059.1 hypothetical protein CHLNCDRAFT_24020 [Chlorella variabilis]	QAXK01003767.1_15037-16578
OG0002086	XP_005851544.1 hypothetical protein CHLNCDRAFT_56758 [Chlorella variabilis]	QAXK01000416.1_236-1468
OG0002088	XP_005849940.1 hypothetical protein CHLNCDRAFT_34803 [Chlorella variabilis]	QAXK01004430.1_4845-10525
OG0002090	XP_005849937.1 hypothetical protein CHLNCDRAFT_56088 [Chlorella variabilis]	QAXK01000004.1_10133-7859
OG0002092	XP_005850595.1 hypothetical protein CHLNCDRAFT_19573_ partial [Chlorella variabilis]	QAXK01001415.1_8205-13561
OG0002095	XP_005844921.1 hypothetical protein CHLNCDRAFT_26444 [Chlorella variabilis]	QAXK01000224.1_15148-12485
OG0002103	XP_005844488.1 hypothetical protein CHLNCDRAFT_138837 [Chlorella variabilis]	QAXK01000770.1_6581-10685
OG0002105	XP_005847315.1 hypothetical protein CHLNCDRAFT_48854 [Chlorella variabilis]	QAXK01018040.1_3609-5929
OG0002110	XP_005849193.1 hypothetical protein CHLNCDRAFT_57434 [Chlorella variabilis]	QAXK01007447.1_7916-1145
OG0002111	XP_005843494.1 hypothetical protein CHLNCDRAFT_141018 [Chlorella variabilis]	QAXK01013514.1_9351-7632
OG0002112	XP_005850467.1 hypothetical protein CHLNCDRAFT_57155 [Chlorella variabilis]	QAXK01015359.1_10390-8068
OG0002120	XP_005845488.1 hypothetical protein CHLNCDRAFT_137169 [Chlorella variabilis]	QAXK01005023.1_11393-17094
OG0002122	XP_005845363.1 hypothetical protein CHLNCDRAFT_32290 [Chlorella variabilis]	QAXK01010373.1_8651-6830
OG0002123	XP_005845456.1 hypothetical protein CHLNCDRAFT_56279 [Chlorella variabilis]	QAXK01000700.1_5491-3572
OG0002124	XP_005850376.1 hypothetical protein CHLNCDRAFT_8434_ partial [Chlorella variabilis]	QAXK01004007.1_8647-10727
OG0002127	XP_005847214.1 hypothetical protein CHLNCDRAFT_35880 [Chlorella variabilis]	QAXK01001495.1_27698-29888
OG0002128	XP_005852230.1 hypothetical protein CHLNCDRAFT_56582 [Chlorella variabilis]	QAXK01002518.1_56-2855
