Orthogroup	Chlorella_Sorokiniana1602	Chlorella_Vulgaris2111P
OG0003918	PRW61117.1 tetratricopeptide repeat 14-like protein [Chlorella sorokiniana]	KAI3432693.1 hypothetical protein D9Q98_004236 [Chlorella vulgaris]
OG0003919	PRW58117.1 hydroxymethylglutaryl- synthase-like [Chlorella sorokiniana]	KAI3433351.1 hypothetical protein D9Q98_003169 [Chlorella vulgaris]
OG0003920	PRW61420.1 Ribosome biogenesis brx1 [Chlorella sorokiniana]	KAI3432773.1 hypothetical protein D9Q98_004313 [Chlorella vulgaris]
OG0003921	PRW61048.1 anthranilate phosphoribosyltransferase [Chlorella sorokiniana]	KAI3432275.1 hypothetical protein D9Q98_003835 [Chlorella vulgaris]
OG0003922	PRW61194.1 putative UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase SPINDLY [Chlorella sorokiniana]	KAI3432719.1 hypothetical protein D9Q98_004262 [Chlorella vulgaris]
OG0003923	PRW59565.1 50S ribosomal L9 [Chlorella sorokiniana]	KAI3436156.1 hypothetical protein D9Q98_002213 [Chlorella vulgaris]
OG0003924	PRW59785.1 developmentally-regulated G- 2 [Chlorella sorokiniana]	KAI3436154.1 hypothetical protein D9Q98_002211 [Chlorella vulgaris]
OG0003925	PRW56719.1 SOUL heme-binding [Chlorella sorokiniana]	KAI3428178.1 hypothetical protein D9Q98_006558 [Chlorella vulgaris]
OG0003926	PRW56620.1 Serine threonine- kinase CTR1 isoform B [Chlorella sorokiniana], PRW56621.1 Serine threonine- kinase CTR1 isoform A [Chlorella sorokiniana]	KAI3428192.1 hypothetical protein D9Q98_006572 [Chlorella vulgaris]
OG0003928	PRW59974.1 RNA binding [Chlorella sorokiniana]	KAI3436088.1 hypothetical protein D9Q98_002146 [Chlorella vulgaris]
OG0003929	PRW60144.1 asparagine synthetase-related [Chlorella sorokiniana]	KAI3436034.1 hypothetical protein D9Q98_002091 [Chlorella vulgaris]
OG0003930	PRW59904.1 trimethylguanosine synthase [Chlorella sorokiniana]	KAI3436024.1 hypothetical protein D9Q98_002081 [Chlorella vulgaris]
OG0003931	PRW56484.1 chaperonin [Chlorella sorokiniana]	KAI3428239.1 hypothetical protein D9Q98_006619 [Chlorella vulgaris]
OG0003933	PRW56435.1 transport SFT2-like [Chlorella sorokiniana]	KAI3428191.1 hypothetical protein D9Q98_006571 [Chlorella vulgaris]
OG0003934	PRW60114.1 peregrin isoform X1 [Chlorella sorokiniana]	KAI3436061.1 hypothetical protein D9Q98_002119 [Chlorella vulgaris]
OG0003935	PRW59915.1 flagellar associated isoform B [Chlorella sorokiniana], PRW59914.1 flagellar associated isoform A [Chlorella sorokiniana]	KAI3436070.1 hypothetical protein D9Q98_002128 [Chlorella vulgaris]
OG0003937	PRW44522.1 Triose-phosphate transporter domain [Chlorella sorokiniana]	KAI3428502.1 hypothetical protein D9Q98_007326 [Chlorella vulgaris]
OG0003938	PRW60538.1 hypothetical protein C2E21_1293 [Chlorella sorokiniana], PRW60537.1 hypothetical protein C2E21_1293 [Chlorella sorokiniana]	KAI3429895.1 hypothetical protein D9Q98_010206 [Chlorella vulgaris]
OG0003939	PRW57523.1 ENTH VHS [Chlorella sorokiniana]	KAI3437904.1 hypothetical protein D9Q98_000349 [Chlorella vulgaris]
OG0003940	PRW60678.1 mago nashi-like protein [Chlorella sorokiniana]	KAI3429759.1 hypothetical protein D9Q98_010072 [Chlorella vulgaris]
OG0003941	PRW60494.1 Golgi SNAP receptor complex member 1-2 [Chlorella sorokiniana]	KAI3429851.1 hypothetical protein D9Q98_010163 [Chlorella vulgaris]
OG0003942	PRW57137.1 peptidase S41 family [Chlorella sorokiniana]	KAI3437907.1 hypothetical protein D9Q98_000352 [Chlorella vulgaris]
OG0003943	PRW60226.1 hypothetical protein C2E21_1305 [Chlorella sorokiniana]	KAI3429849.1 hypothetical protein D9Q98_010161 [Chlorella vulgaris]
OG0003944	PRW57430.1 PITH domain-containing 1 [Chlorella sorokiniana]	KAI3437940.1 hypothetical protein D9Q98_000384 [Chlorella vulgaris]
OG0003945	PRW33967.1 O- family 3 [Chlorella sorokiniana]	KAI3434911.1 hypothetical protein D9Q98_002965 [Chlorella vulgaris]
OG0003946	PRW60769.1 cyclin-C1-2 [Chlorella sorokiniana], PRW60744.1 cyclin-C1-2 [Chlorella sorokiniana]	KAI3429779.1 hypothetical protein D9Q98_010092 [Chlorella vulgaris]
OG0003947	PRW20667.1 basic proline-rich -like [Chlorella sorokiniana]	KAI3434486.1 hypothetical protein D9Q98_002562 [Chlorella vulgaris]
OG0003948	PRW60476.1 TIC chloroplastic [Chlorella sorokiniana]	KAI3429740.1 hypothetical protein D9Q98_010055 [Chlorella vulgaris]
OG0003949	PRW60291.1 regulator of chromosome condensation RCC1 [Chlorella sorokiniana]	KAI3429756.1 hypothetical protein D9Q98_010069 [Chlorella vulgaris]
OG0003950	PRW45002.1 Dynein light chain cytoplasmic [Chlorella sorokiniana]	KAI3434518.1 hypothetical protein D9Q98_002591 [Chlorella vulgaris]
OG0003951	PRW21077.1 peroxisome biogenesis 6 [Chlorella sorokiniana]	KAI3430977.1 hypothetical protein D9Q98_009381 [Chlorella vulgaris]
OG0003952	PRW60089.1 hypothetical protein C2E21_1984 [Chlorella sorokiniana]	KAI3438468.1 hypothetical protein D9Q98_000897 [Chlorella vulgaris], KAI3436327.1 hypothetical protein D9Q98_002380 [Chlorella vulgaris]
OG0003953	PRW51121.1 hypothetical protein C2E21_5514 [Chlorella sorokiniana]	KAI3427041.1 hypothetical protein D9Q98_006982 [Chlorella vulgaris]
OG0003954	PRW57160.1 phosphopantetheine adenylyltransferase-like isoform X1 [Chlorella sorokiniana]	KAI3437923.1 hypothetical protein D9Q98_000368 [Chlorella vulgaris]
OG0003955	PRW57406.1 transcription initiation factor IIF subunit beta [Chlorella sorokiniana]	KAI3437929.1 hypothetical protein D9Q98_000373 [Chlorella vulgaris]
OG0003956	PRW58883.1 hypothetical protein C2E21_2440 [Chlorella sorokiniana], PRW57944.1 late embryogenesis abundant 76 _LEA 76_ isoform B [Chlorella sorokiniana], PRW57943.1 late embryogenesis abundant 76 _LEA 76_ isoform A [Chlorella sorokiniana]	KAI3434850.1 hypothetical protein D9Q98_002904 [Chlorella vulgaris]
OG0003958	PRW33635.1 putative rRNA-processing EBP2-like protein [Chlorella sorokiniana]	KAI3425314.1 hypothetical protein D9Q98_009079 [Chlorella vulgaris]
OG0003959	PRW59671.1 ARM repeat superfamily isoform 1 [Chlorella sorokiniana]	KAI3435880.1 hypothetical protein D9Q98_001938 [Chlorella vulgaris]
OG0003960	PRW56711.1 cytoplasmic asparaginase I [Chlorella sorokiniana]	KAI3428382.1 hypothetical protein D9Q98_006762 [Chlorella vulgaris]
OG0003961	PRW59691.1 ATP synthase mitochondrial F1 complex assembly factor 2 [Chlorella sorokiniana]	KAI3435917.1 hypothetical protein D9Q98_001975 [Chlorella vulgaris]
OG0003962	PRW56148.1 hypothetical protein C2E21_4887 [Chlorella sorokiniana]	KAI3436889.1 hypothetical protein D9Q98_006297 [Chlorella vulgaris]
OG0003963	PRW60978.1 Methylcrotonoyl- carboxylase subunit mitochondrial [Chlorella sorokiniana]	KAI3424466.1 hypothetical protein D9Q98_010017 [Chlorella vulgaris]
OG0003964	PRW33810.1 10 kDa chaperonin-like [Chlorella sorokiniana]	KAI3434992.1 hypothetical protein D9Q98_003044 [Chlorella vulgaris]
OG0003965	PRW56412.1 eukaryotic initiation factor [Chlorella sorokiniana]	KAI3428363.1 hypothetical protein D9Q98_006743 [Chlorella vulgaris]
OG0003966	PRW59431.1 thioredoxin family [Chlorella sorokiniana]	KAI3438828.1 hypothetical protein D9Q98_001245 [Chlorella vulgaris]
OG0003967	PRW56323.1 sulfotransferase [Chlorella sorokiniana]	KAI3436818.1 hypothetical protein D9Q98_006228 [Chlorella vulgaris], KAI3436813.1 hypothetical protein D9Q98_006223 [Chlorella vulgaris], KAI3436817.1 hypothetical protein D9Q98_006227 [Chlorella vulgaris]
OG0003968	PRW61256.1 NEOXANTHIN-DEFICIENT 1-like isoform X1 [Chlorella sorokiniana]	KAI3424439.1 hypothetical protein D9Q98_009991 [Chlorella vulgaris]
OG0003969	PRW59734.1 Lipoxygenase y domain-containing 1 [Chlorella sorokiniana]	KAI3435930.1 hypothetical protein D9Q98_001988 [Chlorella vulgaris]
OG0003970	PRW58908.1 flagellar associated [Chlorella sorokiniana]	KAI3438437.1 hypothetical protein D9Q98_000868 [Chlorella vulgaris]
OG0003971	PRW59656.1 Ferredoxin-thioredoxin reductase catalytic chloroplastic [Chlorella sorokiniana]	KAI3435920.1 hypothetical protein D9Q98_001978 [Chlorella vulgaris]
OG0003972	PRW45034.1 short-chain dehydrogenase [Chlorella sorokiniana]	KAI3426470.1 hypothetical protein D9Q98_008837 [Chlorella vulgaris]
OG0003973	PRW45237.1 trafficking particle complex subunit 4 [Chlorella sorokiniana]	KAI3426462.1 hypothetical protein D9Q98_008829 [Chlorella vulgaris]
OG0003974	PRW20442.1 fiber Fb15 isoform B [Chlorella sorokiniana], PRW20441.1 fiber Fb15 isoform A [Chlorella sorokiniana]	KAI3430216.1 hypothetical protein D9Q98_004814 [Chlorella vulgaris]
OG0003975	PRW59807.1 hypothetical protein C2E21_1565 [Chlorella sorokiniana]	KAI3435896.1 hypothetical protein D9Q98_001954 [Chlorella vulgaris]
OG0003976	PRW56470.1 FLU chloroplast alternative spliced version l-FLP [Chlorella sorokiniana]	KAI3428342.1 hypothetical protein D9Q98_006722 [Chlorella vulgaris]
OG0003978	PRW20444.1 plant F21F14-40 [Chlorella sorokiniana]	KAI3430213.1 hypothetical protein D9Q98_004811 [Chlorella vulgaris]
OG0003979	PRW56664.1 Ankyrin repeat and zinc finger domain-containing 1 [Chlorella sorokiniana]	KAI3428327.1 hypothetical protein D9Q98_006707 [Chlorella vulgaris]
OG0003980	PRW60095.1 thioredoxin chloroplastic [Chlorella sorokiniana]	KAI3435935.1 hypothetical protein D9Q98_001993 [Chlorella vulgaris]
OG0003981	PRW59998.1 FACT complex subunit SSRP1 [Chlorella sorokiniana]	KAI3435903.1 hypothetical protein D9Q98_001961 [Chlorella vulgaris]
OG0003982	PRW58569.1 60S ribosomal L24-like [Chlorella sorokiniana]	KAI3433371.1 hypothetical protein D9Q98_003188 [Chlorella vulgaris]
OG0003983	PRW44993.1 ABC transporter G family member 28 [Chlorella sorokiniana]	KAI3426477.1 hypothetical protein D9Q98_008843 [Chlorella vulgaris]
OG0003984	PRW56834.1 Pre translocase subunit chloroplastic [Chlorella sorokiniana]	KAI3428838.1 hypothetical protein D9Q98_007655 [Chlorella vulgaris]
OG0003985	PRW56147.1 putative magnesium transporter NIPA4 [Chlorella sorokiniana]	KAI3436890.1 hypothetical protein D9Q98_006298 [Chlorella vulgaris]
OG0003986	PRW57901.1 hypothetical protein C2E21_3473 [Chlorella sorokiniana]	KAI3434869.1 hypothetical protein D9Q98_002923 [Chlorella vulgaris]
OG0003987	PRW61605.1 enoyl- hydratase [Chlorella sorokiniana]	KAI3424465.1 hypothetical protein D9Q98_010016 [Chlorella vulgaris]
OG0003988	PRW59378.1 ATP-dependent DNA helicase Q-like 5 [Chlorella sorokiniana]	KAI3428841.1 hypothetical protein D9Q98_007658 [Chlorella vulgaris]
OG0003989	PRW20317.1 MEKHLA domain-containing isoform B [Chlorella sorokiniana], PRW20316.1 MEKHLA domain-containing isoform A [Chlorella sorokiniana]	KAI3424420.1 hypothetical protein D9Q98_009972 [Chlorella vulgaris]
OG0003990	PRW33682.1 vacuolar ATP synthase subunit E [Chlorella sorokiniana]	KAI3425324.1 hypothetical protein D9Q98_009088 [Chlorella vulgaris]
OG0003991	PRW56609.1 acetyl- biotin carboxyl carrier [Chlorella sorokiniana]	KAI3428383.1 hypothetical protein D9Q98_006763 [Chlorella vulgaris]
OG0003992	PRW59744.1 ACT domain-containing ACR10 isoform X1 [Chlorella sorokiniana]	KAI3435844.1 hypothetical protein D9Q98_001902 [Chlorella vulgaris]
OG0003993	PRW59712.1 NEDD8-specific protease 1 [Chlorella sorokiniana]	KAI3435908.1 hypothetical protein D9Q98_001966 [Chlorella vulgaris]
OG0003994	PRW56918.1 28S ribosomal mitochondrial [Chlorella sorokiniana]	KAI3438270.1 hypothetical protein D9Q98_000705 [Chlorella vulgaris]
OG0003995	PRW05872.1 24-methylenesterol C-methyltransferase 2 [Chlorella sorokiniana]	KAI3428765.1 hypothetical protein D9Q98_007586 [Chlorella vulgaris]
OG0003996	PRW45374.1 Autophagy-related 9 [Chlorella sorokiniana]	KAI3424722.1 hypothetical protein D9Q98_008111 [Chlorella vulgaris]
OG0003997	PRW33867.1 Cytochrome P450 [Chlorella sorokiniana]	KAI3426077.1 hypothetical protein D9Q98_008045 [Chlorella vulgaris]
OG0003998	PRW44365.1 DNA repair endonuclease UVH1 [Chlorella sorokiniana]	KAI3428668.1 hypothetical protein D9Q98_007491 [Chlorella vulgaris]
OG0003999	PRW44406.1 translational inhibitor [Chlorella sorokiniana]	KAI3428692.1 hypothetical protein D9Q98_007515 [Chlorella vulgaris]
OG0004000	PRW44518.1 pre-rRNA processing [Chlorella sorokiniana]	KAI3428649.1 hypothetical protein D9Q98_007472 [Chlorella vulgaris]
OG0004001	PRW57255.1 Reticulon B3 [Chlorella sorokiniana]	KAI3438274.1 hypothetical protein D9Q98_000709 [Chlorella vulgaris]
OG0004002	PRW59558.1 ATPase family AAA domain-containing-like isoform X1 [Chlorella sorokiniana]	KAI3435943.1 hypothetical protein D9Q98_002001 [Chlorella vulgaris]
OG0004003	PRW44264.1 hypothetical protein C2E21_6775 [Chlorella sorokiniana]	KAI3428680.1 hypothetical protein D9Q98_007503 [Chlorella vulgaris]
OG0004004	PRW44955.1 DNA-directed RNA polymerase II subunit 4 [Chlorella sorokiniana]	KAI3426492.1 hypothetical protein D9Q98_008858 [Chlorella vulgaris]
OG0004005	PRW44551.1 Photosystem I reaction center subunit chloroplastic [Chlorella sorokiniana]	KAI3428689.1 hypothetical protein D9Q98_007512 [Chlorella vulgaris]
OG0004006	PRW44429.1 nucleic acid binding [Chlorella sorokiniana]	KAI3428756.1 hypothetical protein D9Q98_007578 [Chlorella vulgaris]
OG0004007	PRW57281.1 transportin-3 isoform X1 [Chlorella sorokiniana]	KAI3438282.1 hypothetical protein D9Q98_000717 [Chlorella vulgaris]
OG0004008	PRW44336.1 4-hydroxybenzoate mitochondrial-like isoform A [Chlorella sorokiniana], PRW44337.1 4-hydroxybenzoate mitochondrial-like isoform B [Chlorella sorokiniana]	KAI3428667.1 hypothetical protein D9Q98_007490 [Chlorella vulgaris]
OG0004009	PRW05831.1 ubiquitin-conjugating enzyme E2 variant 1D [Chlorella sorokiniana]	KAI3428768.1 hypothetical protein D9Q98_007589 [Chlorella vulgaris]
OG0004010	PRW44320.1 nuclear pore complex NUP62 [Chlorella sorokiniana]	KAI3428681.1 hypothetical protein D9Q98_007504 [Chlorella vulgaris]
OG0004011	PRW44267.1 hypothetical protein C2E21_6859 [Chlorella sorokiniana]	KAI3428758.1 hypothetical protein D9Q98_007580 [Chlorella vulgaris]
OG0004012	PRW56970.1 peptidyl-tRNA hydrolase mitochondrial [Chlorella sorokiniana]	KAI3438281.1 hypothetical protein D9Q98_000716 [Chlorella vulgaris]
OG0004013	PRW44335.1 hypothetical protein C2E21_6782 [Chlorella sorokiniana]	KAI3428686.1 hypothetical protein D9Q98_007509 [Chlorella vulgaris]
OG0004014	PRW56043.1 mitochondrial inner membrane OXA1 [Chlorella sorokiniana]	KAI3436771.1 hypothetical protein D9Q98_006183 [Chlorella vulgaris]
OG0004015	PRW45636.1 mRNA turnover 4-like protein [Chlorella sorokiniana]	KAI3424778.1 hypothetical protein D9Q98_008166 [Chlorella vulgaris]
OG0004017	PRW56141.1 50S ribosomal L10 [Chlorella sorokiniana]	KAI3436756.1 hypothetical protein D9Q98_006168 [Chlorella vulgaris]
OG0004018	PRW45341.1 deoxycytidine kinase [Chlorella sorokiniana]	KAI3424829.1 hypothetical protein D9Q98_008215 [Chlorella vulgaris]
OG0004019	PRW33774.1 alpha beta-hydrolase [Chlorella sorokiniana]	KAI3434893.1 hypothetical protein D9Q98_002947 [Chlorella vulgaris]
OG0004020	PRW33937.1 _R_-specific enoyl- hydratase [Chlorella sorokiniana]	KAI3434904.1 hypothetical protein D9Q98_002958 [Chlorella vulgaris]
OG0004022	PRW56200.1 phosphoribosylamine--glycine ligase [Chlorella sorokiniana]	KAI3436707.1 hypothetical protein D9Q98_006122 [Chlorella vulgaris]
OG0004023	PRW59305.1 hypothetical protein C2E21_2295 [Chlorella sorokiniana]	KAI3438668.1 hypothetical protein D9Q98_001089 [Chlorella vulgaris]
OG0004024	PRW44627.1 DNA polymerase epsilon subunit 3 [Chlorella sorokiniana]	KAI3428579.1 hypothetical protein D9Q98_007401 [Chlorella vulgaris], KAI3423532.1 hypothetical protein D9Q98_010712 [Chlorella vulgaris]
OG0004025	PRW45716.1 seed maturation [Chlorella sorokiniana]	KAI3424811.1 hypothetical protein D9Q98_008197 [Chlorella vulgaris]
OG0004026	PRW55985.1 Tetratricopeptide repeat [Chlorella sorokiniana]	KAI3436700.1 hypothetical protein D9Q98_006115 [Chlorella vulgaris]
OG0004027	PRW45388.1 heat shock 70 [Chlorella sorokiniana]	KAI3424827.1 hypothetical protein D9Q98_008213 [Chlorella vulgaris]
OG0004028	PRW45600.1 ubiquitin domain containing [Chlorella sorokiniana]	KAI3424790.1 hypothetical protein D9Q98_008177 [Chlorella vulgaris]
OG0004029	PRW57638.1 2-succinylbenzoate-- chloroplastic peroxisomal [Chlorella sorokiniana]	KAI3425841.1 hypothetical protein D9Q98_007815 [Chlorella vulgaris]
OG0004030	PRW56187.1 replication A 32 kDa subunit A-like [Chlorella sorokiniana]	KAI3436764.1 hypothetical protein D9Q98_006176 [Chlorella vulgaris]
OG0004031	PRW59315.1 nuclear pore complex NUP93A-like [Chlorella sorokiniana]	KAI3438674.1 hypothetical protein D9Q98_001095 [Chlorella vulgaris]
OG0004032	PRW45372.1 hypothetical protein C2E21_5977 [Chlorella sorokiniana]	KAI3424826.1 hypothetical protein D9Q98_008212 [Chlorella vulgaris]
OG0004033	PRW57496.1 helicase and polymerase-containing TEBICHI [Chlorella sorokiniana]	KAI3438070.1 hypothetical protein D9Q98_000512 [Chlorella vulgaris], KAI3438071.1 hypothetical protein D9Q98_000513 [Chlorella vulgaris]
OG0004034	PRW58504.1 cell wall anchor [Chlorella sorokiniana]	KAI3433659.1 hypothetical protein D9Q98_003468 [Chlorella vulgaris]
OG0004035	PRW60452.1 Chloride channel CLC-f [Chlorella sorokiniana]	KAI3429266.1 hypothetical protein D9Q98_005363 [Chlorella vulgaris]
OG0004036	PRW61448.1 nudix hydrolase chloroplastic-like [Chlorella sorokiniana]	KAI3432615.1 hypothetical protein D9Q98_004161 [Chlorella vulgaris]
OG0004037	PRW58258.1 autophagy 5 [Chlorella sorokiniana]	KAI3433649.1 hypothetical protein D9Q98_003458 [Chlorella vulgaris]
OG0004038	PRW60343.1 exosome complex component RRP42 [Chlorella sorokiniana]	KAI3429333.1 hypothetical protein D9Q98_005428 [Chlorella vulgaris]
OG0004039	PRW45413.1 flagellar associated [Chlorella sorokiniana]	KAI3424990.1 hypothetical protein D9Q98_008371 [Chlorella vulgaris]
OG0004040	PRW44334.1 DNA annealing helicase and endonuclease ZRANB3 [Chlorella sorokiniana]	KAI3428751.1 hypothetical protein D9Q98_007573 [Chlorella vulgaris]
OG0004041	PRW45657.1 nitrilase cyanide hydratase and apolipo N-acyltransferase family [Chlorella sorokiniana]	KAI3424981.1 hypothetical protein D9Q98_008362 [Chlorella vulgaris]
OG0004042	PRW60675.1 LOW PSII ACCUMULATION chloroplastic [Chlorella sorokiniana]	KAI3429268.1 hypothetical protein D9Q98_005365 [Chlorella vulgaris]
OG0004043	PRW60527.1 Ubiquitin fusion degradation 1 [Chlorella sorokiniana]	KAI3429342.1 hypothetical protein D9Q98_005437 [Chlorella vulgaris]
OG0004044	PRW60623.1 ATPase ASNA1-like protein [Chlorella sorokiniana]	KAI3429420.1 hypothetical protein D9Q98_005515 [Chlorella vulgaris]
OG0004045	PRW61369.1 RNA-binding 34 [Chlorella sorokiniana]	KAI3432566.1 hypothetical protein D9Q98_004115 [Chlorella vulgaris]
OG0004046	PRW20171.1 phosphoglucan phosphatase chloroplastic [Chlorella sorokiniana]	KAI3430632.1 hypothetical protein D9Q98_005225 [Chlorella vulgaris]
OG0004047	PRW59635.1 putative prolyl 4-hydroxylase 10 isoform B [Chlorella sorokiniana], PRW59636.1 putative prolyl 4-hydroxylase 10 isoform A [Chlorella sorokiniana]	KAI3435820.1 hypothetical protein D9Q98_001878 [Chlorella vulgaris]
OG0004048	PRW32858.1 putative fructokinase-4 [Chlorella sorokiniana]	KAI3430419.1 hypothetical protein D9Q98_005014 [Chlorella vulgaris]
OG0004049	PRW56418.1 Endonuclease exonuclease phosphatase domain-containing [Chlorella sorokiniana]	KAI3428040.1 hypothetical protein D9Q98_006426 [Chlorella vulgaris]
OG0004050	PRW59837.1 phosphatidylinositol N-acetylglucosaminyltransferase subunit P-like [Chlorella sorokiniana]	KAI3435817.1 hypothetical protein D9Q98_001875 [Chlorella vulgaris]
OG0004051	PRW32990.1 Coiled-coil domain-containing 77 [Chlorella sorokiniana]	KAI3430423.1 hypothetical protein D9Q98_005018 [Chlorella vulgaris]
OG0004052	PRW58608.1 cytochrome b-c1 complex subunit 7-2 [Chlorella sorokiniana]	KAI3433691.1 hypothetical protein D9Q98_003500 [Chlorella vulgaris]
OG0004053	PRW60942.1 Prefoldin subunit 6 [Chlorella sorokiniana]	KAI3432816.1 hypothetical protein D9Q98_010400 [Chlorella vulgaris]
OG0004054	PRW60242.1 Transcription factor BTF3 [Chlorella sorokiniana]	KAI3429376.1 hypothetical protein D9Q98_005471 [Chlorella vulgaris]
OG0004055	PRW60543.1 Peptidyl-prolyl cis-trans chloroplastic [Chlorella sorokiniana]	KAI3429391.1 hypothetical protein D9Q98_005486 [Chlorella vulgaris]
OG0004056	PRW61168.1 glycine cleavage system T [Chlorella sorokiniana]	KAI3429808.1 hypothetical protein D9Q98_010121 [Chlorella vulgaris]
OG0004057	PRW60166.1 SAL1 phosphatase-like [Chlorella sorokiniana]	KAI3435960.1 hypothetical protein D9Q98_002018 [Chlorella vulgaris]
OG0004058	PRW59239.1 chloride conductance regulatory ICln-like isoform X1 [Chlorella sorokiniana]	KAI3439113.1 hypothetical protein D9Q98_001522 [Chlorella vulgaris]
OG0004059	PRW56771.1 Pentatricopeptide repeat-containing chloroplastic [Chlorella sorokiniana]	KAI3428088.1 hypothetical protein D9Q98_006471 [Chlorella vulgaris], KAI3428087.1 hypothetical protein D9Q98_006471 [Chlorella vulgaris]
OG0004060	PRW33005.1 nadh-ubiquinone oxidoreductase b18 [Chlorella sorokiniana]	KAI3430433.1 hypothetical protein D9Q98_005028 [Chlorella vulgaris]
OG0004061	PRW45083.1 bromodomain and WD repeat-containing 1-like [Chlorella sorokiniana]	KAI3426239.1 hypothetical protein D9Q98_008615 [Chlorella vulgaris]
OG0004063	PRW60983.1 MOB kinase activator-like 1 [Chlorella sorokiniana]	KAI3431838.1 hypothetical protein D9Q98_010590 [Chlorella vulgaris]
OG0004064	PRW56593.1 homogentisate 1_2-dioxygenase [Chlorella sorokiniana]	KAI3428053.1 hypothetical protein D9Q98_006438 [Chlorella vulgaris]
OG0004066	PRW44301.1 28S ribosomal mitochondrial [Chlorella sorokiniana]	KAI3428497.1 hypothetical protein D9Q98_007321 [Chlorella vulgaris]
OG0004067	PRW60784.1 DEAD DEAH box helicase [Chlorella sorokiniana]	KAI3429427.1 hypothetical protein D9Q98_005521 [Chlorella vulgaris]
OG0004068	PRW33665.1 putative ATP-dependent RNA helicase DHX35 [Chlorella sorokiniana]	KAI3425228.1 hypothetical protein D9Q98_008996 [Chlorella vulgaris]
OG0004069	PRW45643.1 glycosyltransferase family 28 [Chlorella sorokiniana]	KAI3425012.1 hypothetical protein D9Q98_008394 [Chlorella vulgaris]
OG0004070	PRW20202.1 Delta_3_5_-Delta_2_4_-dienoyl- mitochondrial [Chlorella sorokiniana]	KAI3430648.1 hypothetical protein D9Q98_005241 [Chlorella vulgaris]
OG0004071	PRW33574.1 kinesin K39 [Chlorella sorokiniana]	KAI3425271.1 hypothetical protein D9Q98_009038 [Chlorella vulgaris], KAI3425272.1 hypothetical protein D9Q98_009039 [Chlorella vulgaris], KAI3425280.1 hypothetical protein D9Q98_009047 [Chlorella vulgaris]
OG0004072	PRW33736.1 serine threonine- kinase 19 isoform X1 [Chlorella sorokiniana]	KAI3425287.1 hypothetical protein D9Q98_009054 [Chlorella vulgaris]
OG0004073	PRW56810.1 activating signal cointegrator 1 complex subunit 2 isoform X1 [Chlorella sorokiniana]	KAI3428044.1 hypothetical protein D9Q98_006430 [Chlorella vulgaris]
OG0004074	PRW33512.1 anaphase promoting complex subunit 11 [Chlorella sorokiniana]	KAI3425253.1 hypothetical protein D9Q98_009021 [Chlorella vulgaris]
OG0004075	PRW58703.1 centrosomal of 112 kDa-like isoform X1 isoform B [Chlorella sorokiniana], PRW58702.1 centrosomal of 112 kDa-like isoform X1 isoform A [Chlorella sorokiniana]	KAI3433818.1 hypothetical protein D9Q98_003622 [Chlorella vulgaris]
OG0004076	PRW58155.1 Small nuclear ribonucleo Sm D1 [Chlorella sorokiniana]	KAI3433803.1 hypothetical protein D9Q98_003607 [Chlorella vulgaris]
OG0004077	PRW58562.1 Heat shock STI [Chlorella sorokiniana]	KAI3433814.1 hypothetical protein D9Q98_003618 [Chlorella vulgaris]
OG0004078	PRW58342.1 dnaJ-like protein [Chlorella sorokiniana]	KAI3433861.1 hypothetical protein D9Q98_003664 [Chlorella vulgaris]
OG0004079	PRW58651.1 myb family transcription factor family [Chlorella sorokiniana]	KAI3433813.1 hypothetical protein D9Q98_003617 [Chlorella vulgaris]
OG0004080	PRW58138.1 putative E3 ubiquitin- ligase ARI8 [Chlorella sorokiniana]	KAI3433888.1 hypothetical protein D9Q98_003690 [Chlorella vulgaris]
OG0004081	PRW33995.1 folylpolyglutamate synthase isoform X1 [Chlorella sorokiniana]	KAI3426073.1 hypothetical protein D9Q98_008041 [Chlorella vulgaris]
OG0004084	PRW58989.1 Thioredoxin domain-containing [Chlorella sorokiniana]	KAI3438653.1 hypothetical protein D9Q98_001075 [Chlorella vulgaris]
OG0004085	PRW45631.1 pentatricopeptide repeat-containing chloroplastic [Chlorella sorokiniana]	KAI3424901.1 hypothetical protein D9Q98_008285 [Chlorella vulgaris], KAI3424904.1 hypothetical protein D9Q98_008288 [Chlorella vulgaris], KAI3424902.1 hypothetical protein D9Q98_008286 [Chlorella vulgaris]
OG0004086	PRW45615.1 alpha beta-hydrolases superfamily [Chlorella sorokiniana]	KAI3424969.1 hypothetical protein D9Q98_008350 [Chlorella vulgaris]
OG0004087	PRW45168.1 SWR1 complex subunit 2-like [Chlorella sorokiniana]	KAI3426354.1 hypothetical protein D9Q98_008726 [Chlorella vulgaris]
OG0004088	PRW44870.1 GPN-loop GTPase 2 [Chlorella sorokiniana]	KAI3426388.1 hypothetical protein D9Q98_008759 [Chlorella vulgaris]
OG0004089	PRW45166.1 xylem cysteine ase 1-like [Chlorella sorokiniana]	KAI3426092.1 hypothetical protein D9Q98_008060 [Chlorella vulgaris]
OG0004091	PRW45576.1 membrane permease [Chlorella sorokiniana]	KAI3424878.1 hypothetical protein D9Q98_008262 [Chlorella vulgaris]
OG0004092	PRW45594.1 regulator of nonsense transcripts 1-like protein [Chlorella sorokiniana]	KAI3424905.1 hypothetical protein D9Q98_008289 [Chlorella vulgaris]
