Orthogroup	Chlorella_Sorokiniana1602	Scenedesmus_NREL
OG0001644	PRW57033.1 DNA polymerase I [Chlorella sorokiniana]	KAF6257706.1 hypothetical protein COO60DRAFT_1701696 [Scenedesmus sp. NREL 46B-D3], KAF6259591.1 hypothetical protein COO60DRAFT_1512664 [Scenedesmus sp. NREL 46B-D3], KAF6257701.1 hypothetical protein COO60DRAFT_1201863 [Scenedesmus sp. NREL 46B-D3]
OG0001645	PRW57269.1 cenpe variant [Chlorella sorokiniana]	KAF6262011.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3], KAF6254863.1 hypothetical protein COO60DRAFT_1663752 [Scenedesmus sp. NREL 46B-D3]
OG0001646	PRW57271.1 rRNA-processing EFG1 [Chlorella sorokiniana], PRW57399.1 TRIGALACTOSYLDIACYLGLYCEROL chloroplastic [Chlorella sorokiniana]	KAF6255341.1 hypothetical protein COO60DRAFT_1702873 [Scenedesmus sp. NREL 46B-D3], KAF6257712.1 hypothetical protein COO60DRAFT_1202466 [Scenedesmus sp. NREL 46B-D3]
OG0001647	PRW58203.1 N-acetylglucosaminyl-phosphatidylinositol de-N-acetylase isoform C [Chlorella sorokiniana], PRW58202.1 N-acetylglucosaminyl-phosphatidylinositol de-N-acetylase isoform B [Chlorella sorokiniana], PRW58201.1 N-acetylglucosaminyl-phosphatidylinositol de-N-acetylase isoform A [Chlorella sorokiniana]	KAF6259097.1 N-acetylglucosaminylphosphatidylinositol de-N-acetylase family protein [Scenedesmus sp. NREL 46B-D3], KAF6259098.1 hypothetical protein COO60DRAFT_1638691 [Scenedesmus sp. NREL 46B-D3], KAF6256544.1 hypothetical protein COO60DRAFT_95425 [Scenedesmus sp. NREL 46B-D3]
OG0001649	PRW58848.1 phosphatase 2C 5 [Chlorella sorokiniana]	KAF6260285.1 phosphatase 2C-like domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6264430.1 phosphatase 2C-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001650	PRW59135.1 dnaJ-like protein dnj-5-like [Chlorella sorokiniana]	KAF6265453.1 hypothetical protein COO60DRAFT_1478575 [Scenedesmus sp. NREL 46B-D3], KAF6245148.1 hypothetical protein COO60DRAFT_52905 [Scenedesmus sp. NREL 46B-D3], KAF6242160.1 hypothetical protein COO60DRAFT_228757 [Scenedesmus sp. NREL 46B-D3], KAF6251174.1 hypothetical protein COO60DRAFT_1645339 [Scenedesmus sp. NREL 46B-D3], KAF6245149.1 hypothetical protein COO60DRAFT_1650421 [Scenedesmus sp. NREL 46B-D3]
OG0001651	PRW60366.1 ras-related Rab-24-like [Chlorella sorokiniana], PRW59331.1 hypothetical protein C2E21_2506 [Chlorella sorokiniana], PRW60833.1 F-box domain containing [Chlorella sorokiniana], PRW60639.1 isoform B [Chlorella sorokiniana]	KAF6263690.1 hypothetical protein COO60DRAFT_382037 [Scenedesmus sp. NREL 46B-D3]
OG0001652	PRW59469.1 hypothetical protein C2E21_1505 [Chlorella sorokiniana], PRW59841.1 hypothetical protein C2E21_1509 [Chlorella sorokiniana]	KAF6257902.1 hypothetical protein COO60DRAFT_1175858 [Scenedesmus sp. NREL 46B-D3]
OG0001654	PRW60120.1 serine threonine- phosphatase 6 regulatory ankyrin repeat subunit B-like [Chlorella sorokiniana]	KAF6254534.1 hypothetical protein COO60DRAFT_311780 [Scenedesmus sp. NREL 46B-D3]
OG0001656	PRW61613.1 pumilio-like protein 24 [Chlorella sorokiniana]	KAF6262527.1 armadillo-type protein [Scenedesmus sp. NREL 46B-D3]
OG0001664	PRW32484.1 iron-sulfur cluster assembly [Chlorella sorokiniana]	KAF6251859.1 putative metallochaperone [Scenedesmus sp. NREL 46B-D3], KAF6258022.1 CobW/HypB/UreG domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001665	PRW57833.1 40S ribosomal S26 [Chlorella sorokiniana]	KAF6258697.1 ribosomal protein S26e [Scenedesmus sp. NREL 46B-D3]
OG0001666	PRW57509.1 transketolase 7 [Chlorella sorokiniana]	KAF6264457.1 transketolase [Scenedesmus sp. NREL 46B-D3]
OG0001667	PRW57631.1 seleno O isoform A [Chlorella sorokiniana], PRW57632.1 seleno O isoform B [Chlorella sorokiniana]	KAF6253271.1 hypothetical protein COO60DRAFT_1703896 [Scenedesmus sp. NREL 46B-D3]
OG0001668	PRW57366.1 Qc-SNARE SYP7-family [Chlorella sorokiniana]	KAF6252926.1 Qc-snare protein_ SYP7-family [Scenedesmus sp. NREL 46B-D3]
OG0001669	PRW57889.1 NF-kappa-B inhibitor 1 isoform B [Chlorella sorokiniana], PRW57890.1 NF-kappa-B inhibitor 1 isoform A [Chlorella sorokiniana]	KAF6252306.1 hypothetical protein COO60DRAFT_1644158 [Scenedesmus sp. NREL 46B-D3]
OG0001670	PRW57872.1 glutamate-1-semialdehyde aminotransferase [Chlorella sorokiniana]	KAF6264382.1 glutamate-1-semialdehyde 2_1-aminomutase_ chloroplastic [Scenedesmus sp. NREL 46B-D3]
OG0001671	PRW20698.1 key regulator in ER unfolded response [Chlorella sorokiniana]	KAF6255069.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001672	PRW20746.1 tRNA-specific 2-thiouridylase [Chlorella sorokiniana]	KAF6251718.1 tRNA methyl transferase-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6260585.1 tRNA-specific 2-thiouridylase [Scenedesmus sp. NREL 46B-D3]
OG0001673	PRW57887.1 water chloroplastic isoform A [Chlorella sorokiniana], PRW57888.1 water chloroplastic isoform B [Chlorella sorokiniana]	KAF6253313.1 pyruvate phosphate dikinase [Scenedesmus sp. NREL 46B-D3]
OG0001674	PRW57136.1 brefeldin A-inhibited guanine nucleotide-exchange 2-like [Chlorella sorokiniana]	KAF6261590.1 brefeldin A-inhibited guanine nucleotide-exchange protein 1-like protein [Scenedesmus sp. NREL 46B-D3]
OG0001675	PRW56172.1 flowering time control FY-like isoform X1 [Chlorella sorokiniana]	KAF6258469.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]
OG0001676	PRW61530.1 transportin-1-like isoform X1 [Chlorella sorokiniana]	KAF6260222.1 ARM repeat-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001677	PRW59793.1 Cyclic pyranopterin monophosphate mitochondrial [Chlorella sorokiniana]	KAF6260541.1 molybdenum cofactor biosynthesis prote [Scenedesmus sp. NREL 46B-D3]
OG0001678	PRW20425.1 putative WD repeat-containing -like [Chlorella sorokiniana]	KAF6259287.1 hypothetical protein COO60DRAFT_1700921 [Scenedesmus sp. NREL 46B-D3], KAF6259285.1 hypothetical protein COO60DRAFT_1023579 [Scenedesmus sp. NREL 46B-D3]
OG0001679	PRW61625.1 mitochondrial acidic [Chlorella sorokiniana]	KAF6263770.1 mitochondrial glycoprotein [Scenedesmus sp. NREL 46B-D3], KAF6266713.1 mitochondrial glycoprotein [Scenedesmus sp. NREL 46B-D3]
OG0001680	PRW61601.1 DNA repair isoform A [Chlorella sorokiniana], PRW61600.1 DNA repair isoform B [Chlorella sorokiniana]	KAF6259532.1 hypothetical protein COO60DRAFT_1003807 [Scenedesmus sp. NREL 46B-D3], KAF6259533.1 cellulase 1 [Scenedesmus sp. NREL 46B-D3]
OG0001681	PRW61378.1 putative phosphoribosylformylglycinamidine chloroplastic mitochondrial [Chlorella sorokiniana]	KAF6265707.1 CobB/CobQ-like glutamine amidotransferase domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001682	PRW60944.1 ATP-dependent zinc metalloprotease [Chlorella sorokiniana]	KAF6251961.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0001683	PRW61408.1 nifU chloroplastic isoform B [Chlorella sorokiniana], PRW61409.1 nifU chloroplastic isoform A [Chlorella sorokiniana]	KAF6255860.1 NifU-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001684	PRW61441.1 Eukaryotic translation initiation factor 4G [Chlorella sorokiniana]	KAF6252970.1 MIF4G domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001685	PRW60948.1 mitochondrial carrier [Chlorella sorokiniana]	KAF6261240.1 mitochondrial carrier [Scenedesmus sp. NREL 46B-D3]
OG0001686	PRW61204.1 clathrin heavy chain [Chlorella sorokiniana]	KAF6255267.1 clathrin heavy chain [Scenedesmus sp. NREL 46B-D3]
OG0001687	PRW39378.1 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6 [Chlorella sorokiniana]	KAF6250622.1 NADH_ubiquinone oxidoreductase B14 subunit [Scenedesmus sp. NREL 46B-D3]
OG0001688	PRW60200.1 MBL fold metallo-hydrolase [Chlorella sorokiniana]	KAF6260944.1 hypothetical protein COO60DRAFT_829709 [Scenedesmus sp. NREL 46B-D3]
OG0001689	PRW57945.1 Proteasome subunit beta type-7-A [Chlorella sorokiniana]	KAF6252229.1 nucleophile aminohydrolase [Scenedesmus sp. NREL 46B-D3]
OG0001691	PRW33160.1 D-lactate dehydrogenase [Chlorella sorokiniana]	KAF6263075.1 putative D-lactate dehydrogenase [Scenedesmus sp. NREL 46B-D3]
OG0001692	PRW61428.1 flagellar outer dynein arm-docking complex 2 [Chlorella sorokiniana]	KAF6261118.1 outer dynein arm docking complex protein ODA1 [Scenedesmus sp. NREL 46B-D3]
OG0001693	PRW39324.1 immediate early response 3-interacting 1-like [Chlorella sorokiniana]	KAF6250614.1 Yos1-like protein [Scenedesmus sp. NREL 46B-D3]
OG0001694	PRW39130.1 MAK16-like protein [Chlorella sorokiniana]	KAF6264164.1 Mak16 protein [Scenedesmus sp. NREL 46B-D3]
OG0001695	PRW21038.1 putative apyrase 7 [Chlorella sorokiniana]	KAF6251241.1 nucleoside phosphatase family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001697	PRW59713.1 acetyl- synthetase [Chlorella sorokiniana], PRW59630.1 acyl- synthetase AMP-acid ligase [Chlorella sorokiniana]	KAF6258505.1 hypothetical protein COO60DRAFT_1639067 [Scenedesmus sp. NREL 46B-D3]
OG0001698	PRW61225.1 putative transaldolase [Chlorella sorokiniana]	KAF6259518.1 aldolase [Scenedesmus sp. NREL 46B-D3]
OG0001699	PRW61623.1 hypothetical protein C2E21_0211 [Chlorella sorokiniana]	KAF6260625.1 hypothetical protein COO60DRAFT_874799 [Scenedesmus sp. NREL 46B-D3], KAF6260626.1 hypothetical protein COO60DRAFT_1700230 [Scenedesmus sp. NREL 46B-D3]
OG0001700	PRW57263.1 heat shock 70 kDa 14-like [Chlorella sorokiniana]	KAF6252909.1 heat shock protein Hsp70E [Scenedesmus sp. NREL 46B-D3]
OG0001701	PRW58917.1 putative sugar phosphate phosphate translocator [Chlorella sorokiniana]	KAF6256719.1 plastidic phosphate translocator-like protein 2 [Scenedesmus sp. NREL 46B-D3]
OG0001702	PRW20843.1 biotin synthase [Chlorella sorokiniana]	KAF6263925.1 hypothetical protein COO60DRAFT_1487967 [Scenedesmus sp. NREL 46B-D3]
OG0001703	PRW18370.1 DNA polymerase alpha subunit B [Chlorella sorokiniana]	KAF6255494.1 DNA polymerase alpha/epsilon subunit B-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001704	PRW58972.1 transmembrane CLPTM1 family [Chlorella sorokiniana]	KAF6257938.1 cleft lip and palate transmembrane 1 [Scenedesmus sp. NREL 46B-D3]
OG0001705	PRW60798.1 aspartyl-tRNA synthetase [Chlorella sorokiniana]	KAF6259353.1 hypothetical protein COO60DRAFT_1470818 [Scenedesmus sp. NREL 46B-D3]
OG0001706	PRW60734.1 hypothetical protein C2E21_1151 [Chlorella sorokiniana]	KAF6255279.1 hypothetical protein COO60DRAFT_1702917 [Scenedesmus sp. NREL 46B-D3]
OG0001707	PRW60775.1 Alba DNA RNA-binding [Chlorella sorokiniana]	KAF6251672.1 hypothetical protein COO60DRAFT_1644759 [Scenedesmus sp. NREL 46B-D3]
OG0001708	PRW59158.1 PHD finger ING1-like [Chlorella sorokiniana]	KAF6262416.1 hypothetical protein COO60DRAFT_625238 [Scenedesmus sp. NREL 46B-D3], KAF6246664.1 hypothetical protein COO60DRAFT_1649728 [Scenedesmus sp. NREL 46B-D3]
OG0001709	PRW20824.1 Ankyrin repeat [Chlorella sorokiniana]	KAF6264967.1 ankyrin repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]
OG0001710	PRW60255.1 methyltransferase C9orf114 [Chlorella sorokiniana]	KAF6234083.1 putative RNA methyltransferase [Scenedesmus sp. NREL 46B-D3], KAF6261013.1 putative RNA methyltransferase [Scenedesmus sp. NREL 46B-D3]
OG0001711	PRW57118.1 Sulfate-binding [Chlorella sorokiniana]	KAF6261473.1 hypothetical protein COO60DRAFT_774521 [Scenedesmus sp. NREL 46B-D3], KAF6261475.1 hypothetical protein COO60DRAFT_774588 [Scenedesmus sp. NREL 46B-D3]
OG0001712	PRW58824.1 60S ribosomal L13a-4 [Chlorella sorokiniana]	KAF6259019.1 ribosomal protein L13a component of cytosolic 80S ribosome and 60S large subunit [Scenedesmus sp. NREL 46B-D3]
OG0001713	PRW57128.1 putative lysine--tRNA cytoplasmic [Chlorella sorokiniana]	KAF6259070.1 hypothetical protein COO60DRAFT_1622084 [Scenedesmus sp. NREL 46B-D3]
OG0001714	PRW50806.1 hypothetical protein C2E21_5481 [Chlorella sorokiniana]	KAF6243700.1 hypothetical protein COO60DRAFT_145414 [Scenedesmus sp. NREL 46B-D3], KAF6240409.1 hypothetical protein COO60DRAFT_1632101 [Scenedesmus sp. NREL 46B-D3]
OG0001715	PRW44987.1 bifunctional dihydrofolate reductase-thymidylate synthase [Chlorella sorokiniana]	KAF6261177.1 thymidylate synthase/dCMP hydroxymethylase domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001716	PRW59262.1 NADH_ubiquinone oxidoreductase 24 kDa subunit [Chlorella sorokiniana]	KAF6259212.1 thioredoxin-like [2Fe-2S] ferredoxin-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001717	PRW59191.1 tetratricopeptide repeat 27-like protein [Chlorella sorokiniana]	KAF6259400.1 hypothetical protein COO60DRAFT_1008225 [Scenedesmus sp. NREL 46B-D3]
OG0001718	PRW59087.1 U3 small nucleolar ribonucleo MPP10-like isoform X1 [Chlorella sorokiniana]	KAF6256056.1 Mpp10 protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6250754.1 Mpp10 protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001719	PRW50899.1 TCP-1 cpn60 chaperonin family [Chlorella sorokiniana]	KAF6265226.1 T-complex protein_ zeta subunit [Scenedesmus sp. NREL 46B-D3]
OG0001720	PRW50830.1 WD40 repeat isoform B [Chlorella sorokiniana], PRW50831.1 WD40 repeat isoform A [Chlorella sorokiniana]	KAF6260154.1 hypothetical protein COO60DRAFT_924241 [Scenedesmus sp. NREL 46B-D3]
OG0001721	PRW51082.1 SABRE isoform X4 [Chlorella sorokiniana]	KAF6265366.1 hypothetical protein COO60DRAFT_1041525 [Scenedesmus sp. NREL 46B-D3], KAF6265364.1 hypothetical protein COO60DRAFT_1041532 [Scenedesmus sp. NREL 46B-D3]
OG0001722	PRW60853.1 ABSCISIC ACID-INSENSITIVE 5 2 [Chlorella sorokiniana]	KAF6262759.1 hypothetical protein COO60DRAFT_1494727 [Scenedesmus sp. NREL 46B-D3], KAF6253963.1 hypothetical protein COO60DRAFT_367056 [Scenedesmus sp. NREL 46B-D3]
OG0001723	PRW20785.1 Embryogenesis-associated EMB8 [Chlorella sorokiniana]	KAF6248528.1 hypothetical protein COO60DRAFT_1586927_ partial [Scenedesmus sp. NREL 46B-D3], KAF6255650.1 Alpha/Beta hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0001724	PRW21089.1 methyltransferase 5 isoform X1 [Chlorella sorokiniana]	KAF6262022.1 S-adenosyl-L-methionine-dependent methyltransferase [Scenedesmus sp. NREL 46B-D3]
OG0001725	PRW57593.1 hypothetical protein C2E21_3390 [Chlorella sorokiniana]	KAF6254901.1 hypothetical protein COO60DRAFT_1703105 [Scenedesmus sp. NREL 46B-D3], KAF6251206.1 hypothetical protein COO60DRAFT_1645296 [Scenedesmus sp. NREL 46B-D3], KAF6251205.1 hypothetical protein COO60DRAFT_1645295 [Scenedesmus sp. NREL 46B-D3]
OG0001726	PRW20923.1 Acyl-coenzyme A thioesterase mitochondrial [Chlorella sorokiniana], PRW20940.1 Acyl-coenzyme A thioesterase mitochondrial [Chlorella sorokiniana]	KAF6250433.1 HotDog domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6250835.1 HotDog domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001727	PRW20719.1 Beta-adaptin C [Chlorella sorokiniana]	KAF6257431.1 beta-adaptin-like protein C [Scenedesmus sp. NREL 46B-D3]
OG0001728	PRW59438.1 40S ribosomal S19-1 [Chlorella sorokiniana]	KAF6253997.1 ribosomal protein S19 component of cytosolic 80S ribosome and 40S small subunit [Scenedesmus sp. NREL 46B-D3]
OG0001729	PRW20890.1 heat shock 40 kDa [Chlorella sorokiniana]	KAF6262976.1 hypothetical protein COO60DRAFT_1699086 [Scenedesmus sp. NREL 46B-D3], KAF6258756.1 hypothetical protein COO60DRAFT_1701147 [Scenedesmus sp. NREL 46B-D3]
OG0001730	PRW20752.1 40S ribosomal S3-3 [Chlorella sorokiniana]	KAF6255249.1 40S ribosomal protein S3 [Scenedesmus sp. NREL 46B-D3], KAF6252601.1 40S ribosomal protein S3 [Scenedesmus sp. NREL 46B-D3]
OG0001731	PRW56993.1 glutathione synthetase [Chlorella sorokiniana]	KAF6262673.1 glutathione synthetase [Scenedesmus sp. NREL 46B-D3]
OG0001732	PRW45645.1 calcium-translocating P-type PMCA-type [Chlorella sorokiniana]	KAF6250775.1 hypothetical protein COO60DRAFT_1705475 [Scenedesmus sp. NREL 46B-D3]
OG0001733	PRW59397.1 cobyrinic acid A_C-diamide synthase [Chlorella sorokiniana]	KAF6259578.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0001734	PRW59676.1 hypothetical protein C2E21_1957 [Chlorella sorokiniana]	KAF6261816.1 hypothetical protein COO60DRAFT_1625229 [Scenedesmus sp. NREL 46B-D3]
OG0001735	PRW20670.1 hypothetical protein C2E21_8830 [Chlorella sorokiniana]	KAF6256239.1 hypothetical protein COO60DRAFT_136590 [Scenedesmus sp. NREL 46B-D3], KAF6256240.1 hypothetical protein COO60DRAFT_136816 [Scenedesmus sp. NREL 46B-D3]
OG0001736	PRW57367.1 glycoside hydrolase family 38 [Chlorella sorokiniana]	KAF6263057.1 hypothetical protein COO60DRAFT_1635480 [Scenedesmus sp. NREL 46B-D3]
OG0001737	PRW57092.1 splicing factor U2af small subunit B-like [Chlorella sorokiniana]	KAF6248760.1 splicing factor U2af 38 kDa subunit [Scenedesmus sp. NREL 46B-D3]
OG0001738	PRW59012.1 peroxisome biogenesis 12 [Chlorella sorokiniana]	KAF6259365.1 hypothetical protein COO60DRAFT_1017430 [Scenedesmus sp. NREL 46B-D3]
OG0001739	PRW59762.1 RNA-binding 25 [Chlorella sorokiniana]	KAF6250829.1 hypothetical protein COO60DRAFT_1645965 [Scenedesmus sp. NREL 46B-D3]
OG0001740	PRW59881.1 FACT complex subunit SPT16-like [Chlorella sorokiniana]	KAF6251518.1 global transcription factor [Scenedesmus sp. NREL 46B-D3]
OG0001741	PRW20845.1 Ubiquitin carboxyl-terminal hydrolase 3 isoform B [Chlorella sorokiniana], PRW20844.1 Ubiquitin carboxyl-terminal hydrolase 3 isoform A [Chlorella sorokiniana]	KAF6265947.1 hypothetical protein COO60DRAFT_1291995 [Scenedesmus sp. NREL 46B-D3]
OG0001742	PRW33606.1 peptidyl-prolyl cis-trans isomerase FKBP62-like isoform A [Chlorella sorokiniana], PRW33607.1 peptidyl-prolyl cis-trans isomerase FKBP62-like isoform B [Chlorella sorokiniana]	KAF6263773.1 hypothetical protein COO60DRAFT_342981 [Scenedesmus sp. NREL 46B-D3]
OG0001743	PRW45593.1 26S protease regulatory subunit 8-like protein A [Chlorella sorokiniana]	KAF6266107.1 putative 26S protease regulatory subunit 8 [Scenedesmus sp. NREL 46B-D3]
OG0001744	PRW57032.1 microtubule-associated RP EB family member 1C [Chlorella sorokiniana]	KAF6253446.1 calponin homology domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001745	PRW33724.1 MFS general substrate transporter [Chlorella sorokiniana]	KAF6263676.1 MFS general substrate transporter [Scenedesmus sp. NREL 46B-D3], KAF6251986.1 hypothetical protein COO60DRAFT_1555686 [Scenedesmus sp. NREL 46B-D3]
OG0001747	PRW59076.1 aminodeoxychorismate chloroplastic [Chlorella sorokiniana]	KAF6252795.1 ADC synthase [Scenedesmus sp. NREL 46B-D3]
OG0001748	PRW59933.1 sterol 14 desaturase [Chlorella sorokiniana]	KAF6265917.1 sterol 14 desaturase [Scenedesmus sp. NREL 46B-D3]
OG0001749	PRW32880.1 histone H3 [Chlorella sorokiniana]	KAF6254366.1 hypothetical protein COO60DRAFT_325975 [Scenedesmus sp. NREL 46B-D3]
OG0001750	PRW60049.1 tubulin-folding cofactor C-like [Chlorella sorokiniana]	KAF6255637.1 tubulin binding cofactor C-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001751	PRW20892.1 DNA ligase 1-like [Chlorella sorokiniana]	KAF6251603.1 hypothetical protein COO60DRAFT_1704702 [Scenedesmus sp. NREL 46B-D3]
OG0001752	PRW59975.1 box C D snoRNA 1 [Chlorella sorokiniana]	KAF6251746.1 hypothetical protein COO60DRAFT_1644705 [Scenedesmus sp. NREL 46B-D3], KAF6259796.1 hypothetical protein COO60DRAFT_1638112 [Scenedesmus sp. NREL 46B-D3]
OG0001753	PRW59550.1 DJ-1 family [Chlorella sorokiniana]	KAF6262997.1 hypothetical protein COO60DRAFT_531113 [Scenedesmus sp. NREL 46B-D3], KAF6259052.1 class I glutamine amidotransferase-like protein [Scenedesmus sp. NREL 46B-D3]
OG0001754	PRW57382.1 FO synthase [Chlorella sorokiniana]	KAF6262094.1 hypothetical protein COO60DRAFT_1498289 [Scenedesmus sp. NREL 46B-D3]
OG0001755	PRW56288.1 Cyclin-dependent kinases regulatory subunit 1 [Chlorella sorokiniana], PRW57792.1 cyclin-dependent kinases regulatory subunit 1 [Chlorella sorokiniana]	KAF6250447.1 cyclin-dependent kinase regulatory subunit-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001756	PRW60325.1 elongation factor G- chloroplastic [Chlorella sorokiniana]	KAF6266369.1 chloroplast elongation factor G [Scenedesmus sp. NREL 46B-D3]
OG0001757	PRW44477.1 lysine-specific histone demethylase 1-like protein 3 isoform A [Chlorella sorokiniana], PRW44476.1 lysine-specific histone demethylase 1-like protein 3 isoform B [Chlorella sorokiniana]	KAF6248442.1 flavin-containing amine oxidoreductase-domain containing protein [Scenedesmus sp. NREL 46B-D3], KAF6239891.1 flavin-containing amine oxidoreductase-domain containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001758	PRW57275.1 methionyl-tRNA synthetase [Chlorella sorokiniana]	KAF6263021.1 methionyl-tRNA synthetase [Scenedesmus sp. NREL 46B-D3]
OG0001759	PRW60204.1 DNA repair RAD50 isoform B [Chlorella sorokiniana], PRW60203.1 DNA repair RAD50 isoform A [Chlorella sorokiniana]	KAF6252633.1 hypothetical protein COO60DRAFT_1551700 [Scenedesmus sp. NREL 46B-D3]
OG0001760	PRW59094.1 putative S-acyltransferase 14 [Chlorella sorokiniana]	KAF6251506.1 DHHC palmitoyltransferase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001762	PRW20705.1 Omega-6 fatty acid chloroplastic [Chlorella sorokiniana]	KAF6263426.1 chloroplast w6 desaturase [Scenedesmus sp. NREL 46B-D3]
OG0001763	PRW60279.1 CLP1-like protein [Chlorella sorokiniana]	KAF6252453.1 Pre-mRNA cleavage complex II protein Clp1-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001764	PRW20686.1 putative ethanolamine kinase [Chlorella sorokiniana], PRW20700.1 replication A 70 kDa DNA-binding subunit B [Chlorella sorokiniana]	KAF6261799.1 hypothetical protein COO60DRAFT_1458948 [Scenedesmus sp. NREL 46B-D3]
OG0001766	PRW61205.1 phosphatidate phosphatase isoform X1 [Chlorella sorokiniana]	KAF6261425.1 phosphatidic acid phosphatase type 2/haloperoxidase [Scenedesmus sp. NREL 46B-D3]
OG0001767	PRW44369.1 putative dolichyl pyrophosphate Glc1Man9 c2 alpha-1_3-glucosyltransferase [Chlorella sorokiniana]	KAF6255552.1 ALG6_ ALG8 glycosyltransferase family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001768	PRW60715.1 single-stranded-DNA-specific exonuclease [Chlorella sorokiniana]	KAF6264886.1 hypothetical protein COO60DRAFT_1181779 [Scenedesmus sp. NREL 46B-D3]
OG0001769	PRW59324.1 Iron-sulfur cluster assembly accessory [Chlorella sorokiniana]	KAF6263894.1 iron-sulfur cluster assembly protein [Scenedesmus sp. NREL 46B-D3]
OG0001770	PRW57448.1 ATP synthase gamma chloroplastic [Chlorella sorokiniana]	KAF6265043.1 ATP synthase gamma-subunit [Scenedesmus sp. NREL 46B-D3]
OG0001771	PRW59455.1 dynein assembly factor axonemal [Chlorella sorokiniana]	KAF6256639.1 hypothetical protein COO60DRAFT_92784 [Scenedesmus sp. NREL 46B-D3], KAF6256638.1 hypothetical protein COO60DRAFT_92785 [Scenedesmus sp. NREL 46B-D3], KAF6256636.1 hypothetical protein COO60DRAFT_1627121 [Scenedesmus sp. NREL 46B-D3]
OG0001772	PRW51155.1 D-aspartate oxidase [Chlorella sorokiniana]	KAF6258279.1 hypothetical protein COO60DRAFT_1139840 [Scenedesmus sp. NREL 46B-D3]
OG0001774	PRW60793.1 Las1 family [Chlorella sorokiniana]	KAF6263172.1 peptidase S8/S53 domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6250501.1 peptidase S8/S53 domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6266317.1 hypothetical protein COO60DRAFT_1697337 [Scenedesmus sp. NREL 46B-D3]
OG0001776	PRW59883.1 hypothetical protein C2E21_1370 [Chlorella sorokiniana]	KAF6255496.1 hypothetical protein COO60DRAFT_1285797 [Scenedesmus sp. NREL 46B-D3]
OG0001777	PRW57480.1 Embryo defective 2410 isoform 2 [Chlorella sorokiniana]	KAF6250262.1 hypothetical protein COO60DRAFT_1706191_ partial [Scenedesmus sp. NREL 46B-D3]
OG0001778	PRW33277.1 IMP dehydrogenase [Chlorella sorokiniana]	KAF6250421.1 IMP dehydrogenase/GMP reductase [Scenedesmus sp. NREL 46B-D3]
OG0001779	PRW05785.1 signal recognition particle 54 kDa 2 [Chlorella sorokiniana]	KAF6252902.1 SRP54-type protein [Scenedesmus sp. NREL 46B-D3], KAF6253107.1 hypothetical protein COO60DRAFT_1643402 [Scenedesmus sp. NREL 46B-D3]
OG0001780	PRW61211.1 putative inactive serine threonine- kinase scy1 isoform X1 [Chlorella sorokiniana]	KAF6265414.1 armadillo-type protein [Scenedesmus sp. NREL 46B-D3]
OG0001781	PRW44427.1 Fanconi anemia group D2-like protein [Chlorella sorokiniana]	KAF6266709.1 Fanconi anaemia protein FANCD2 [Scenedesmus sp. NREL 46B-D3], KAF6266710.1 Fanconi anaemia protein FancD2 nuclease-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
