Orthogroup	Chlorella_Sorokiniana1602	Auxenochlorella_protothecoides
OG0002133	PRW39306.1 zinc carboxypeptidase [Chlorella sorokiniana]	RMZ56519.1 hypothetical protein APUTEX25_001366_ partial [Auxenochlorella protothecoides]
OG0002134	PRW60273.1 glyoxylate succinic semialdehyde reductase chloroplastic [Chlorella sorokiniana]	RMZ56553.1 hypothetical protein APUTEX25_001400 [Auxenochlorella protothecoides]
OG0002135	PRW60867.1 hypothetical protein C2E21_1253 [Chlorella sorokiniana]	RMZ56576.1 hypothetical protein APUTEX25_001423 [Auxenochlorella protothecoides]
OG0002136	PRW21139.1 RING finger 10 [Chlorella sorokiniana]	RMZ56579.1 hypothetical protein APUTEX25_001426 [Auxenochlorella protothecoides]
OG0002137	PRW57252.1 DNA RNA-binding KIN17 [Chlorella sorokiniana]	RMZ56595.1 hypothetical protein APUTEX25_004759 [Auxenochlorella protothecoides]
OG0002138	PRW56329.1 Calcineurin subunit B [Chlorella sorokiniana]	RMZ56618.1 hypothetical protein APUTEX25_002707 [Auxenochlorella protothecoides]
OG0002139	PRW56513.1 60S ribosomal L10a-1 [Chlorella sorokiniana]	RMZ56625.1 hypothetical protein APUTEX25_002714 [Auxenochlorella protothecoides]
OG0002140	PRW57870.1 thylakoid lumenal kDa chloroplastic [Chlorella sorokiniana]	RMZ56629.1 hypothetical protein APUTEX25_002718 [Auxenochlorella protothecoides]
OG0002141	PRW57743.1 60S ribosomal L6 [Chlorella sorokiniana]	RMZ56637.1 hypothetical protein APUTEX25_002726 [Auxenochlorella protothecoides]
OG0002142	PRW56426.1 Qc-snare Syn8 Syntaxin8-family [Chlorella sorokiniana]	RMZ56645.1 hypothetical protein APUTEX25_002734 [Auxenochlorella protothecoides]
OG0002143	PRW32833.1 hypothetical protein C2E21_8108 [Chlorella sorokiniana], PRW44341.1 hypothetical protein C2E21_6596 [Chlorella sorokiniana], PRW59709.1 peptidoglycan recognition 1 [Chlorella sorokiniana]	RMZ56652.1 hypothetical protein APUTEX25_002741 [Auxenochlorella protothecoides]
OG0002144	PRW60507.1 Metal tolerance C4 [Chlorella sorokiniana]	RMZ56661.1 hypothetical protein APUTEX25_002750 [Auxenochlorella protothecoides]
OG0002145	PRW61527.1 ATP-dependent Clp protease proteolytic subunit chloroplastic [Chlorella sorokiniana]	RMZ56665.1 hypothetical protein APUTEX25_002754 [Auxenochlorella protothecoides]
OG0002146	PRW59487.1 NAD_P_-dependent oxidoreductase [Chlorella sorokiniana]	RMZ56677.1 hypothetical protein APUTEX25_002766 [Auxenochlorella protothecoides]
OG0002147	PRW55977.1 50S ribosomal L13 [Chlorella sorokiniana]	RMZ56689.1 hypothetical protein APUTEX25_002778 [Auxenochlorella protothecoides]
OG0002148	PRW56656.1 ribosomal RNA methyltransferase NOP2 [Chlorella sorokiniana]	RMZ56713.1 hypothetical protein APUTEX25_002802 [Auxenochlorella protothecoides]
OG0002149	PRW59003.1 thymidylate kinase-like isoform X2 [Chlorella sorokiniana]	RMZ56719.1 hypothetical protein APUTEX25_002808 [Auxenochlorella protothecoides]
OG0002150	PRW56569.1 suppressor of disruption of TFIIS-like [Chlorella sorokiniana]	RMZ56730.1 hypothetical protein APUTEX25_002819 [Auxenochlorella protothecoides]
OG0002151	PRW45334.1 lysozyme C-like [Chlorella sorokiniana], PRW39380.1 hypothetical protein C2E21_6990 [Chlorella sorokiniana]	RMZ56753.1 hypothetical protein APUTEX25_002842 [Auxenochlorella protothecoides], RMZ56735.1 hypothetical protein APUTEX25_002824_ partial [Auxenochlorella protothecoides]
OG0002152	PRW56039.1 hypothetical protein C2E21_4973 [Chlorella sorokiniana]	RMZ56737.1 hypothetical protein APUTEX25_002826 [Auxenochlorella protothecoides]
OG0002153	PRW58749.1 vacuolar sorting-associated 2-like protein 1-like [Chlorella sorokiniana]	RMZ56749.1 hypothetical protein APUTEX25_002838 [Auxenochlorella protothecoides]
OG0002154	PRW56557.1 GDP-L-galactose phosphorylase 1 [Chlorella sorokiniana]	RMZ56761.1 hypothetical protein APUTEX25_002850 [Auxenochlorella protothecoides]
OG0002155	PRW56221.1 Cell differentiation RCD1 [Chlorella sorokiniana]	RMZ56764.1 hypothetical protein APUTEX25_002853 [Auxenochlorella protothecoides]
OG0002156	PRW60438.1 30S ribosomal S1 isoform B [Chlorella sorokiniana], PRW60439.1 30S ribosomal S1 isoform A [Chlorella sorokiniana]	RMZ56768.1 hypothetical protein APUTEX25_002857 [Auxenochlorella protothecoides]
OG0002157	PRW60236.1 serine--glyoxylate aminotransferase isoform A [Chlorella sorokiniana], PRW60237.1 serine--glyoxylate aminotransferase isoform B [Chlorella sorokiniana]	RMZ56771.1 hypothetical protein APUTEX25_002860 [Auxenochlorella protothecoides]
OG0002158	PRW56239.1 STABILIZED1 [Chlorella sorokiniana]	RMZ56780.1 hypothetical protein APUTEX25_002869_ partial [Auxenochlorella protothecoides]
OG0002159	PRW59562.1 Phosphatidylinositol 3- root isoform [Chlorella sorokiniana]	RMZ56798.1 hypothetical protein APUTEX25_002887_ partial [Auxenochlorella protothecoides]
OG0002160	PRW32892.1 Eukaryotic translation initiation factor 2 subunit beta [Chlorella sorokiniana]	RMZ56809.1 hypothetical protein APUTEX25_002898 [Auxenochlorella protothecoides]
OG0002161	PRW33628.1 anthranilate synthase alpha subunit chloroplastic-like [Chlorella sorokiniana]	RMZ56813.1 hypothetical protein APUTEX25_002902_ partial [Auxenochlorella protothecoides]
OG0002162	PRW20400.1 60S ribosomal L5 [Chlorella sorokiniana]	RMZ56826.1 hypothetical protein APUTEX25_002915 [Auxenochlorella protothecoides]
OG0002163	PRW59862.1 conserved oligomeric Golgi complex subunit 8-like [Chlorella sorokiniana]	RMZ56835.1 hypothetical protein APUTEX25_002924_ partial [Auxenochlorella protothecoides]
OG0002165	PRW57799.1 4-alpha-glucanotransferase chloroplastic amyloplastic [Chlorella sorokiniana]	RMZ56849.1 hypothetical protein APUTEX25_002938_ partial [Auxenochlorella protothecoides]
OG0002166	PRW59665.1 WD repeat-containing 3 [Chlorella sorokiniana]	RMZ56854.1 hypothetical protein APUTEX25_002943 [Auxenochlorella protothecoides]
OG0002167	PRW57848.1 transcription initiation factor IIA subunit 2-like [Chlorella sorokiniana]	RMZ56861.1 hypothetical protein APUTEX25_002950 [Auxenochlorella protothecoides]
OG0002168	PRW59827.1 exodeoxyribonuclease V subunit alpha [Chlorella sorokiniana]	RMZ56876.1 hypothetical protein APUTEX25_002965 [Auxenochlorella protothecoides]
OG0002169	PRW59149.1 eukaryotic translation initiation factor 3 subunit A-like [Chlorella sorokiniana]	RMZ56894.1 hypothetical protein APUTEX25_002983 [Auxenochlorella protothecoides]
OG0002170	PRW44309.1 zinc finger DZIP1L-like [Chlorella sorokiniana]	RMZ56913.1 hypothetical protein APUTEX25_004975 [Auxenochlorella protothecoides]
OG0002171	PRW33984.1 carbamoyl-phosphate synthase large chloroplastic [Chlorella sorokiniana]	RMZ56922.1 hypothetical protein APUTEX25_004984_ partial [Auxenochlorella protothecoides]
OG0002172	PRW44541.1 60S ribosomal L32-1 [Chlorella sorokiniana]	RMZ56923.1 hypothetical protein APUTEX25_004985 [Auxenochlorella protothecoides]
OG0002173	PRW44343.1 vacuolar sorting-associated 4-like [Chlorella sorokiniana]	RMZ56928.1 hypothetical protein APUTEX25_004990 [Auxenochlorella protothecoides]
OG0002174	PRW34021.1 ser thr phosphatase [Chlorella sorokiniana]	RMZ56930.1 hypothetical protein APUTEX25_004992 [Auxenochlorella protothecoides]
OG0002175	PRW33773.1 Diphthine synthase [Chlorella sorokiniana]	RMZ56954.1 hypothetical protein APUTEX25_005016 [Auxenochlorella protothecoides]
OG0002176	PRW44545.1 Protoheme IX mitochondrial [Chlorella sorokiniana]	RMZ56958.1 hypothetical protein APUTEX25_005020 [Auxenochlorella protothecoides]
OG0002177	PRW44609.1 importin subunit beta-1-like [Chlorella sorokiniana]	RMZ56959.1 hypothetical protein APUTEX25_005021 [Auxenochlorella protothecoides]
OG0002178	PRW56984.1 Beta-amylase chloroplastic isoform A [Chlorella sorokiniana], PRW56985.1 Beta-amylase chloroplastic isoform B [Chlorella sorokiniana]	RMZ56963.1 hypothetical protein APUTEX25_005025 [Auxenochlorella protothecoides]
OG0002179	PRW44378.1 pre-mRNA-splicing factor SPF27-like protein isoform A [Chlorella sorokiniana], PRW44377.1 pre-mRNA-splicing factor SPF27-like protein isoform B [Chlorella sorokiniana]	RMZ56967.1 hypothetical protein APUTEX25_005029 [Auxenochlorella protothecoides]
OG0002180	PRW33865.1 Trafficking particle complex subunit 5 [Chlorella sorokiniana]	RMZ56971.1 hypothetical protein APUTEX25_005033 [Auxenochlorella protothecoides]
OG0002181	PRW44402.1 putative transcriptional regulatory protein [Chlorella sorokiniana]	RMZ56977.1 hypothetical protein APUTEX25_005039 [Auxenochlorella protothecoides]
OG0002182	PRW55886.1 Golgi apparatus membrane ECHIDNA [Chlorella sorokiniana]	RMZ57007.1 hypothetical protein APUTEX25_002239_ partial [Auxenochlorella protothecoides]
OG0002183	PRW45501.1 assembly factor 1 for F1 component of mitochondrial ATP synthase [Chlorella sorokiniana]	RMZ57008.1 hypothetical protein APUTEX25_002240 [Auxenochlorella protothecoides]
OG0002184	PRW56234.1 ATP-dependent zinc metalloprotease FTSH mitochondrial-like [Chlorella sorokiniana]	RMZ57014.1 hypothetical protein APUTEX25_002246 [Auxenochlorella protothecoides]
OG0002185	PRW45732.1 50S ribosomal L4 [Chlorella sorokiniana]	RMZ57021.1 hypothetical protein APUTEX25_002253 [Auxenochlorella protothecoides]
OG0002186	PRW58626.1 epimerase family SDR39U1 chloroplastic isoform X1 isoform B [Chlorella sorokiniana], PRW58625.1 epimerase family SDR39U1 chloroplastic isoform X1 isoform A [Chlorella sorokiniana]	RMZ57031.1 hypothetical protein APUTEX25_002263_ partial [Auxenochlorella protothecoides]
OG0002187	PRW45742.1 ADP-ribosylation factor 2 [Chlorella sorokiniana]	RMZ57033.1 hypothetical protein APUTEX25_002265 [Auxenochlorella protothecoides]
OG0002188	PRW59708.1 tobamovirus multiplication 2A-like [Chlorella sorokiniana]	RMZ57045.1 hypothetical protein APUTEX25_002277_ partial [Auxenochlorella protothecoides]
OG0002189	PRW57837.1 tctex1 domain-containing 2 [Chlorella sorokiniana]	RMZ57055.1 hypothetical protein APUTEX25_002287 [Auxenochlorella protothecoides]
OG0002190	PRW58154.1 Adaptin ear-binding coat-associated 2 [Chlorella sorokiniana]	RMZ57072.1 hypothetical protein APUTEX25_002304_ partial [Auxenochlorella protothecoides]
OG0002191	PRW58454.1 tRNA _guanine_26_-N_2__-dimethyltransferase 2 [Chlorella sorokiniana]	RMZ57077.1 hypothetical protein APUTEX25_002309 [Auxenochlorella protothecoides]
OG0002192	PRW33852.1 peptidyl-prolyl cis-trans isomerase FKBP16- chloroplastic isoform B [Chlorella sorokiniana], PRW33851.1 peptidyl-prolyl cis-trans isomerase FKBP16- chloroplastic isoform A [Chlorella sorokiniana]	RMZ57084.1 hypothetical protein APUTEX25_002316 [Auxenochlorella protothecoides]
OG0002193	PRW56947.1 outer envelope mitochondrial [Chlorella sorokiniana]	RMZ57142.1 hypothetical protein APUTEX25_003599_ partial [Auxenochlorella protothecoides]
OG0002194	PRW56915.1 tubulin folding cofactor B [Chlorella sorokiniana]	RMZ57145.1 hypothetical protein APUTEX25_003602 [Auxenochlorella protothecoides]
OG0002195	PRW59308.1 succinyl- -ligase alpha subunit [Chlorella sorokiniana]	RMZ57158.1 hypothetical protein APUTEX25_003992 [Auxenochlorella protothecoides]
OG0002197	PRW44302.1 adrenodoxin reductase [Chlorella sorokiniana]	RMZ57166.1 hypothetical protein APUTEX25_004000 [Auxenochlorella protothecoides]
OG0002198	PRW59477.1 Photosystem I reaction center subunit chloroplastic [Chlorella sorokiniana]	RMZ57171.1 hypothetical protein APUTEX25_004005 [Auxenochlorella protothecoides]
OG0002199	PRW33694.1 rhodanese-like domain-containing chloroplastic [Chlorella sorokiniana]	RMZ57172.1 hypothetical protein APUTEX25_004006 [Auxenochlorella protothecoides]
OG0002200	PRW33698.1 Myosin-J heavy chain [Chlorella sorokiniana]	RMZ57189.1 hypothetical protein APUTEX25_004023_ partial [Auxenochlorella protothecoides]
OG0002201	PRW20303.1 DDB1- and CUL4-associated factor 13 [Chlorella sorokiniana]	RMZ57190.1 hypothetical protein APUTEX25_004024 [Auxenochlorella protothecoides]
OG0002202	PRW51124.1 vacuolar sorting-associated 26A-like isoform B [Chlorella sorokiniana], PRW51123.1 vacuolar sorting-associated 26A-like isoform A [Chlorella sorokiniana]	RMZ57201.1 hypothetical protein APUTEX25_004035_ partial [Auxenochlorella protothecoides]
OG0002203	PRW56878.1 putative manganese-transporting ATPase PDR2 isoform B [Chlorella sorokiniana], PRW56879.1 putative manganese-transporting ATPase PDR2 isoform A [Chlorella sorokiniana]	RMZ57204.1 hypothetical protein APUTEX25_004038 [Auxenochlorella protothecoides]
OG0002204	PRW56680.1 serine threonine- kinase SRK2E [Chlorella sorokiniana]	RMZ57216.1 hypothetical protein APUTEX25_004050 [Auxenochlorella protothecoides]
OG0002205	PRW61491.1 CCR4-associated factor [Chlorella sorokiniana]	RMZ57254.1 hypothetical protein APUTEX25_004088 [Auxenochlorella protothecoides]
OG0002206	PRW33646.1 TRIGALACTOSYLDIACYLGLYCEROL chloroplastic [Chlorella sorokiniana]	RMZ57260.1 hypothetical protein APUTEX25_004094 [Auxenochlorella protothecoides]
OG0002207	PRW44262.1 nuclear pore complex Nup214 [Chlorella sorokiniana]	RMZ57267.1 hypothetical protein APUTEX25_004101 [Auxenochlorella protothecoides]
OG0002208	PRW39277.1 putative uncharacterized protein LOC104885229 [Chlorella sorokiniana], PRW33746.1 ribonuclease p mrp [Chlorella sorokiniana]	RMZ57269.1 hypothetical protein APUTEX25_004103 [Auxenochlorella protothecoides]
OG0002209	PRW33515.1 arginine-tRNA- transferase 1-like protein [Chlorella sorokiniana]	RMZ57271.1 hypothetical protein APUTEX25_004105_ partial [Auxenochlorella protothecoides]
OG0002210	PRW33034.1 hypothetical protein C2E21_8144 [Chlorella sorokiniana]	RMZ57272.1 hypothetical protein APUTEX25_004106 [Auxenochlorella protothecoides]
OG0002211	PRW59591.1 SNW SKI-interacting -like [Chlorella sorokiniana]	RMZ57275.1 hypothetical protein APUTEX25_004109_ partial [Auxenochlorella protothecoides]
OG0002212	PRW61385.1 lipoate- ligase A isoform X1 [Chlorella sorokiniana]	RMZ57303.1 hypothetical protein APUTEX25_004137 [Auxenochlorella protothecoides]
OG0002213	PRW58376.1 F-box SKIP8 [Chlorella sorokiniana]	RMZ57312.1 hypothetical protein APUTEX25_004146 [Auxenochlorella protothecoides]
OG0002214	PRW60021.1 Bystin [Chlorella sorokiniana]	RMZ57327.1 hypothetical protein APUTEX25_004161 [Auxenochlorella protothecoides]
OG0002215	PRW56597.1 40S ribosomal S17 isoform A [Chlorella sorokiniana], PRW56596.1 40S ribosomal S17 isoform B [Chlorella sorokiniana]	RMZ57332.1 hypothetical protein APUTEX25_004166 [Auxenochlorella protothecoides]
OG0002216	PRW32977.1 Eukaryotic translation initiation factor 2D [Chlorella sorokiniana]	RMZ57348.1 hypothetical protein APUTEX25_004182 [Auxenochlorella protothecoides]
OG0002217	PRW33555.1 Lysosomal alpha-mannosidase [Chlorella sorokiniana]	RMZ57377.1 hypothetical protein APUTEX25_004211_ partial [Auxenochlorella protothecoides]
OG0002218	PRW60362.1 DEAD-box ATP-dependent RNA helicase 17 [Chlorella sorokiniana]	RMZ57417.1 hypothetical protein APUTEX25_004251 [Auxenochlorella protothecoides]
OG0002219	PRW45510.1 LL-diaminopimelate chloroplastic [Chlorella sorokiniana]	RMZ57428.1 hypothetical protein APUTEX25_004262 [Auxenochlorella protothecoides]
OG0002220	PRW32869.1 putative phosphatase 2C 33 [Chlorella sorokiniana]	RMZ57431.1 hypothetical protein APUTEX25_004265 [Auxenochlorella protothecoides]
OG0002221	PRW32974.1 SEC12 2 [Chlorella sorokiniana]	RMZ57439.1 hypothetical protein APUTEX25_004273 [Auxenochlorella protothecoides]
OG0002222	PRW33715.1 adenine nucleotide alpha hydrolase [Chlorella sorokiniana]	RMZ57443.1 hypothetical protein APUTEX25_004277 [Auxenochlorella protothecoides]
OG0002223	PRW61524.1 HSP20-like chaperone [Chlorella sorokiniana]	RMZ57449.1 hypothetical protein APUTEX25_004283 [Auxenochlorella protothecoides]
OG0002224	PRW58575.1 adenylate kinase [Chlorella sorokiniana]	RMZ57472.1 hypothetical protein APUTEX25_004306 [Auxenochlorella protothecoides]
OG0002225	PRW59892.1 activating signal cointegrator 1 isoform C [Chlorella sorokiniana], PRW59891.1 activating signal cointegrator 1 isoform B [Chlorella sorokiniana], PRW59893.1 activating signal cointegrator 1 isoform A [Chlorella sorokiniana]	RMZ57479.1 hypothetical protein APUTEX25_004313 [Auxenochlorella protothecoides]
OG0002226	PRW58355.1 zinc transporter ZIP9 isoform X1 isoform B [Chlorella sorokiniana], PRW58354.1 zinc transporter ZIP9 isoform X1 isoform A [Chlorella sorokiniana]	RMZ57491.1 hypothetical protein APUTEX25_003734 [Auxenochlorella protothecoides]
OG0002227	PRW58650.1 Amidophosphoribosyltransferase [Chlorella sorokiniana]	RMZ57492.1 hypothetical protein APUTEX25_003735_ partial [Auxenochlorella protothecoides]
OG0002228	PRW58087.1 rRNA-processing FCF1-like protein [Chlorella sorokiniana]	RMZ57493.1 hypothetical protein APUTEX25_003736_ partial [Auxenochlorella protothecoides]
OG0002229	PRW58148.1 Multiple RNA-binding domain-containing 1 [Chlorella sorokiniana]	RMZ57512.1 hypothetical protein APUTEX25_003755_ partial [Auxenochlorella protothecoides]
OG0002230	PRW58678.1 Tetratricopeptide repeat 28 [Chlorella sorokiniana]	RMZ57517.1 hypothetical protein APUTEX25_003760 [Auxenochlorella protothecoides]
OG0002231	PRW45568.1 thioredoxin domain-containing PLP3B-like [Chlorella sorokiniana]	RMZ57528.1 hypothetical protein APUTEX25_001728 [Auxenochlorella protothecoides]
OG0002232	PRW44465.1 lariat debranching enzyme [Chlorella sorokiniana]	RMZ57531.1 hypothetical protein APUTEX25_001731 [Auxenochlorella protothecoides]
OG0002233	PRW45148.1 UDP-sugar pyrophosphorylase 1 [Chlorella sorokiniana]	RMZ57564.1 hypothetical protein APUTEX25_001764_ partial [Auxenochlorella protothecoides]
OG0002235	PRW44924.1 U3 small nucleolar ribonucleo IMP4 [Chlorella sorokiniana]	RMZ57566.1 hypothetical protein APUTEX25_001766_ partial [Auxenochlorella protothecoides]
OG0002236	PRW58032.1 cysteine synthase [Chlorella sorokiniana]	RMZ57592.1 hypothetical protein APUTEX25_001792_ partial [Auxenochlorella protothecoides]
OG0002237	PRW45257.1 putative histone-arginine methyltransferase [Chlorella sorokiniana]	RMZ57594.1 hypothetical protein APUTEX25_001794 [Auxenochlorella protothecoides]
OG0002238	PRW60726.1 26S proteasome non-ATPase regulatory subunit 6-like protein [Chlorella sorokiniana]	RMZ57596.1 hypothetical protein APUTEX25_001796 [Auxenochlorella protothecoides]
OG0002239	PRW45024.1 dynamin-related GTPase isoform B [Chlorella sorokiniana], PRW45025.1 dynamin-related GTPase isoform A [Chlorella sorokiniana]	RMZ57600.1 hypothetical protein APUTEX25_001800 [Auxenochlorella protothecoides]
OG0002240	PRW45350.1 alpha beta-hydrolase [Chlorella sorokiniana]	RMZ57612.1 hypothetical protein APUTEX25_001812 [Auxenochlorella protothecoides]
OG0002241	PRW45484.1 40S ribosomal S14-2 [Chlorella sorokiniana]	RMZ57620.1 hypothetical protein APUTEX25_001820 [Auxenochlorella protothecoides]
OG0002242	PRW58564.1 hypothetical protein C2E21_2697 [Chlorella sorokiniana]	RMZ57628.1 hypothetical protein APUTEX25_001828 [Auxenochlorella protothecoides]
OG0002243	PRW34103.1 CTP synthase [Chlorella sorokiniana]	RMZ57631.1 hypothetical protein APUTEX25_001831 [Auxenochlorella protothecoides]
OG0002244	PRW58758.1 28S ribosomal mitochondrial-like [Chlorella sorokiniana]	RMZ57636.1 hypothetical protein APUTEX25_001836 [Auxenochlorella protothecoides]
OG0002245	PRW44991.1 elongation factor 2 [Chlorella sorokiniana]	RMZ57638.1 hypothetical protein APUTEX25_001838_ partial [Auxenochlorella protothecoides]
OG0002246	PRW33755.1 RNA binding [Chlorella sorokiniana]	RMZ57640.1 hypothetical protein APUTEX25_001840 [Auxenochlorella protothecoides]
OG0002247	PRW59215.1 tRNA _cytidine_32_ guanosine_34_-2 -O_-methyltransferase [Chlorella sorokiniana]	RMZ57646.1 hypothetical protein APUTEX25_001846 [Auxenochlorella protothecoides]
OG0002248	PRW33861.1 ubiquitin carboxyl-terminal hydrolase 4 [Chlorella sorokiniana]	RMZ57661.1 hypothetical protein APUTEX25_001861 [Auxenochlorella protothecoides]
OG0002249	PRW45449.1 phosphatase 2C 71 [Chlorella sorokiniana]	RMZ57665.1 hypothetical protein APUTEX25_001865_ partial [Auxenochlorella protothecoides]
OG0002250	PRW45437.1 G patch domain-containing TGH-like isoform X1 [Chlorella sorokiniana]	RMZ57670.1 hypothetical protein APUTEX25_001870 [Auxenochlorella protothecoides]
OG0002251	PRW39149.1 dnaJ-like protein subfamily C GRV2 [Chlorella sorokiniana]	RMZ57688.1 hypothetical protein APUTEX25_001888_ partial [Auxenochlorella protothecoides]
OG0002252	PRW57331.1 microtubule-associated futsch isoform X1 [Chlorella sorokiniana]	RMZ57719.1 hypothetical protein APUTEX25_005565 [Auxenochlorella protothecoides]
OG0002366	PRW32553.1 cytoplasmic tRNA 2-thiolation 1 [Chlorella sorokiniana]	RMZ52009.1 hypothetical protein APUTEX25_001203 [Auxenochlorella protothecoides]
OG0002367	PRW57423.1 U3 small nucleolar RNA-associated 6-like protein [Chlorella sorokiniana]	RMZ52013.1 hypothetical protein APUTEX25_001207 [Auxenochlorella protothecoides]
OG0002368	PRW57447.1 Sulfhydryl oxidase 1 [Chlorella sorokiniana], PRW44318.1 protease Do-like 9 [Chlorella sorokiniana]	RMZ52030.1 hypothetical protein APUTEX25_001224 [Auxenochlorella protothecoides]
OG0002369	PRW57208.1 ABC transporter D family [Chlorella sorokiniana]	RMZ52032.1 hypothetical protein APUTEX25_001226_ partial [Auxenochlorella protothecoides]
OG0002370	PRW20641.1 26S proteasome non-ATPase regulatory subunit 11-like protein [Chlorella sorokiniana]	RMZ52034.1 hypothetical protein APUTEX25_001228 [Auxenochlorella protothecoides]
OG0002371	PRW44611.1 Elongator complex 3 [Chlorella sorokiniana]	RMZ52037.1 hypothetical protein APUTEX25_001231 [Auxenochlorella protothecoides]
OG0002372	PRW33651.1 soluble starch synthase [Chlorella sorokiniana]	RMZ52041.1 hypothetical protein APUTEX25_001235_ partial [Auxenochlorella protothecoides]
OG0002373	PRW32599.1 ATP-dependent Clp protease proteolytic subunit-related chloroplastic [Chlorella sorokiniana]	RMZ52042.1 hypothetical protein APUTEX25_001236 [Auxenochlorella protothecoides]
OG0002374	PRW20764.1 UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase [Chlorella sorokiniana]	RMZ52045.1 hypothetical protein APUTEX25_001239 [Auxenochlorella protothecoides]
OG0002375	PRW57174.1 ubiquinone menaquinone biosynthesis methyltransferase [Chlorella sorokiniana]	RMZ52048.1 hypothetical protein APUTEX25_001242 [Auxenochlorella protothecoides]
OG0002377	PRW20621.1 1-acyl-sn-glycerol-3-phosphate acyltransferase chloroplastic [Chlorella sorokiniana]	RMZ52054.1 hypothetical protein APUTEX25_001248_ partial [Auxenochlorella protothecoides]
OG0002378	PRW57042.1 Poly_A_ RNA polymerase cid1 [Chlorella sorokiniana]	RMZ52056.1 hypothetical protein APUTEX25_001250 [Auxenochlorella protothecoides]
OG0002379	PRW05817.1 T-complex 1 subunit alpha [Chlorella sorokiniana]	RMZ52070.1 hypothetical protein APUTEX25_001264 [Auxenochlorella protothecoides]
OG0002380	PRW56942.1 supervillin isoform X3 [Chlorella sorokiniana]	RMZ52090.1 hypothetical protein APUTEX25_001284 [Auxenochlorella protothecoides]
OG0002381	PRW56916.1 DNA polymerase I chloroplastic mitochondrial [Chlorella sorokiniana]	RMZ52097.1 hypothetical protein APUTEX25_001291_ partial [Auxenochlorella protothecoides]
OG0002382	PRW57475.1 LMBR1 domain-containing 2 [Chlorella sorokiniana]	RMZ52102.1 hypothetical protein APUTEX25_001296_ partial [Auxenochlorella protothecoides]
OG0002383	PRW57483.1 serine arginine repetitive matrix 1 isoform X1 [Chlorella sorokiniana]	RMZ52111.1 hypothetical protein APUTEX25_001305_ partial [Auxenochlorella protothecoides]
OG0002384	PRW57224.1 mitochondrial isoform X1 [Chlorella sorokiniana]	RMZ52112.1 hypothetical protein APUTEX25_001306_ partial [Auxenochlorella protothecoides]
OG0002385	PRW61267.1 pyruvate dehydrogenase E1 component subunit alpha- chloroplastic-like [Chlorella sorokiniana]	RMZ52125.1 hypothetical protein APUTEX25_001515 [Auxenochlorella protothecoides]
OG0002386	PRW61196.1 V-type proton ATPase catalytic subunit A [Chlorella sorokiniana]	RMZ52133.1 hypothetical protein APUTEX25_001523 [Auxenochlorella protothecoides]
OG0002387	PRW61025.1 Glutathione gamma-glutamylcysteinyltransferase 1 [Chlorella sorokiniana]	RMZ52137.1 hypothetical protein APUTEX25_001527 [Auxenochlorella protothecoides]
OG0002388	PRW61217.1 inner membrane PPF- chloroplastic-like [Chlorella sorokiniana]	RMZ52149.1 hypothetical protein APUTEX25_001539_ partial [Auxenochlorella protothecoides]
OG0002390	PRW61454.1 SCY1 2 [Chlorella sorokiniana]	RMZ52159.1 hypothetical protein APUTEX25_001549_ partial [Auxenochlorella protothecoides]
OG0002391	PRW61099.1 UPF0160 -like [Chlorella sorokiniana]	RMZ52163.1 hypothetical protein APUTEX25_001553 [Auxenochlorella protothecoides]
OG0002392	PRW57894.1 zeta- subunit of COP-I complex [Chlorella sorokiniana]	RMZ52187.1 hypothetical protein APUTEX25_001577 [Auxenochlorella protothecoides]
OG0002393	PRW61084.1 thioredoxin YLS8 [Chlorella sorokiniana]	RMZ52201.1 hypothetical protein APUTEX25_001591_ partial [Auxenochlorella protothecoides]
OG0002394	PRW61394.1 transcription factor DIVARICATA-like [Chlorella sorokiniana]	RMZ52207.1 hypothetical protein APUTEX25_001597 [Auxenochlorella protothecoides]
OG0002395	PRW39069.1 DNA-binding SMUBP-2 isoform B [Chlorella sorokiniana], PRW39070.1 DNA-binding SMUBP-2 isoform C [Chlorella sorokiniana], PRW39071.1 DNA-binding SMUBP-2 isoform A [Chlorella sorokiniana]	RMZ52214.1 hypothetical protein APUTEX25_001604_ partial [Auxenochlorella protothecoides]
OG0002396	PRW61192.1 abnormal spindle-like microcephaly-associated [Chlorella sorokiniana]	RMZ52227.1 hypothetical protein APUTEX25_001617_ partial [Auxenochlorella protothecoides]
OG0002397	PRW61579.1 RNA-binding 45 isoform X1 [Chlorella sorokiniana]	RMZ52228.1 hypothetical protein APUTEX25_001618 [Auxenochlorella protothecoides]
OG0002398	PRW58000.1 THYLAKOID chloroplastic [Chlorella sorokiniana]	RMZ52235.1 hypothetical protein APUTEX25_001625 [Auxenochlorella protothecoides]
OG0002399	PRW39123.1 TBC1 domain family member 13 [Chlorella sorokiniana]	RMZ52239.1 hypothetical protein APUTEX25_001629 [Auxenochlorella protothecoides]
OG0002400	PRW57876.1 zinc finger CCCH domain-containing 13-like [Chlorella sorokiniana]	RMZ52240.1 hypothetical protein APUTEX25_001630 [Auxenochlorella protothecoides]
OG0002401	PRW61582.1 Cytochrome b-c1 complex subunit Rieske- mitochondrial [Chlorella sorokiniana]	RMZ52243.1 hypothetical protein APUTEX25_001633 [Auxenochlorella protothecoides]
